,what,is,the,subsystem,that,protects,the,human,brain,?
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.22243304550647736,0.435920387506485,0.15226095914840698,0.6662389636039734,0.23986108601093292,0.21897459030151367,0.20430970191955566
humans,0.28355827927589417,0.24904371798038483,0.29565489292144775,0.3291979730129242,0.3810921907424927,0.28380081057548523,0.29565489292144775,0.6982435584068298,0.36943626403808594,0.20141740143299103
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.22850872576236725,0.4137537479400635,0.1929810643196106,0.4933079481124878,0.23877760767936707,0.2525295615196228,0.31091248989105225
the,0.42745697498321533,0.5823672413825989,1.0,0.31926530599594116,0.5473989248275757,0.27843186259269714,1.0,0.3103327453136444,0.25109198689460754,0.22068053483963013
blood–brain,0.2840772271156311,0.2637767791748047,0.3674085736274719,0.36299923062324524,0.3650985658168793,0.34378302097320557,0.3674085736274719,0.38072147965431213,0.7706842422485352,0.22211578488349915
barrier,0.22869759798049927,0.24763508141040802,0.32808300852775574,0.3022823631763458,0.3145255446434021,0.30014654994010925,0.32808300852775574,0.25357431173324585,0.2505945563316345,0.11772116273641586
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.22850872576236725,0.4137537479400635,0.1929810643196106,0.4933079481124878,0.23877760767936707,0.2525295615196228,0.31091248989105225
blood–cerebrospinal,0.3034363090991974,0.22458620369434357,0.3430507779121399,0.32197439670562744,0.33131909370422363,0.35771289467811584,0.3430507779121399,0.3547154664993286,0.6625750064849854,0.19552047550678253
fluid,0.20682886242866516,0.23022614419460297,0.23256433010101318,0.3007247745990753,0.26332396268844604,0.2742520570755005,0.23256433010101318,0.24603459239006042,0.3650584816932678,0.18212400376796722
barrier,0.22869759798049927,0.24763508141040802,0.32808300852775574,0.3022823631763458,0.3145255446434021,0.30014654994010925,0.32808300852775574,0.25357431173324585,0.2505945563316345,0.11772116273641586
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.22850872576236725,0.4137537479400635,0.1929810643196106,0.4933079481124878,0.23877760767936707,0.2525295615196228,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.26210319995880127,0.4731321930885315,0.26970621943473816,0.5171257257461548,0.37127596139907837,0.25777825713157654,0.20544172823429108
similar,0.30608364939689636,0.28929588198661804,0.2963123023509979,0.31000185012817383,0.4232555329799652,0.22268901765346527,0.2963123023509979,0.19291140139102936,0.14405198395252228,0.23309361934661865
fluid–brain,0.2789808213710785,0.2930485010147095,0.3120822608470917,0.39796021580696106,0.3288959860801697,0.34351471066474915,0.3120822608470917,0.3627021312713623,0.7373191118240356,0.22036683559417725
barriers,0.22092224657535553,0.20278379321098328,0.2820606231689453,0.3836531639099121,0.30217245221138,0.24453765153884888,0.2820606231689453,0.23599354922771454,0.2193318009376526,0.12831342220306396
separate,0.33215096592903137,0.2548423409461975,0.3612915575504303,0.3138711750507355,0.4230244755744934,0.2542698383331299,0.3612915575504303,0.18642255663871765,0.16938422620296478,0.16835719347000122
the,0.42745697498321533,0.5823672413825989,1.0,0.31926530599594116,0.5473989248275757,0.27843186259269714,1.0,0.3103327453136444,0.25109198689460754,0.22068053483963013
peripheral,0.1982114464044571,0.22493493556976318,0.24567924439907074,0.5192602872848511,0.20733612775802612,0.1592891365289688,0.24567924439907074,0.2072536051273346,0.44477418065071106,0.11398136615753174
immune,0.2410416603088379,0.2092347890138626,0.21364226937294006,0.4005574882030487,0.30237793922424316,0.2820536196231842,0.21364226937294006,0.30160653591156006,0.3895399272441864,0.16080476343631744
system,0.23557309806346893,0.2282046526670456,0.3233085572719574,0.7698199152946472,0.3088737428188324,0.22980353236198425,0.3233085572719574,0.19000236690044403,0.1890234649181366,0.15556083619594574
from,0.2737620174884796,0.27355384826660156,0.40150508284568787,0.22907289862632751,0.3477667272090912,0.2318187952041626,0.40150508284568787,0.1504075527191162,0.2195947766304016,0.19969791173934937
the,0.42745697498321533,0.5823672413825989,1.0,0.31926530599594116,0.5473989248275757,0.27843186259269714,1.0,0.3103327453136444,0.25109198689460754,0.22068053483963013
neuroimmune,0.23245127499103546,0.21804042160511017,0.2567606568336487,0.36189326643943787,0.2613213360309601,0.20346738398075104,0.2567606568336487,0.3426358103752136,0.5736228823661804,0.15523016452789307
system,0.23557309806346893,0.2282046526670456,0.3233085572719574,0.7698199152946472,0.3088737428188324,0.22980353236198425,0.3233085572719574,0.19000236690044403,0.1890234649181366,0.15556083619594574
which,0.5261979103088379,0.4457404911518097,0.6521818041801453,0.43755581974983215,0.6894589066505432,0.2953028082847595,0.6521818041801453,0.3003762662410736,0.2523285150527954,0.25814583897590637
protects,0.20048509538173676,0.25626903772354126,0.27843186259269714,0.275022029876709,0.2933364808559418,1.0000001192092896,0.27843186259269714,0.3175003230571747,0.2008236050605774,0.15145233273506165
the,0.42745697498321533,0.5823672413825989,1.0,0.31926530599594116,0.5473989248275757,0.27843186259269714,1.0,0.3103327453136444,0.25109198689460754,0.22068053483963013
brain,0.26156795024871826,0.21082638204097748,0.25109198689460754,0.24892237782478333,0.24878709018230438,0.2008236050605774,0.25109198689460754,0.34669914841651917,1.0000001192092896,0.17415454983711243
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.2705099880695343,0.4460422694683075,0.2095157504081726,0.5934505462646484,0.24595768749713898,0.27220115065574646,0.4130953550338745
