,where,is,d'olier,street,?
examples,0.2948688268661499,0.29282552003860474,0.07745511084794998,0.1447691172361374,0.19976599514484406
include,0.20471042394638062,0.28863582015037537,0.0826132521033287,0.12463614344596863,0.14925788342952728
the,0.5003893971443176,0.5823672413825989,0.17545907199382782,0.20947860181331635,0.22068053483963013
huguenot,0.2579043209552765,0.12706810235977173,0.41886472702026367,0.1992882937192917,0.1359742432832718
district,0.23424647748470306,0.2656395733356476,0.10702911764383316,0.24673990905284882,0.06725285202264786
and,0.43859338760375977,0.3859752118587494,0.1814263015985489,0.30381542444229126,0.20544172823429108
french,0.17587623000144958,0.19312386214733124,0.43516674637794495,0.13359862565994263,0.1386883556842804
church,0.173080712556839,0.203276589512825,0.22608232498168945,0.23748625814914703,0.18081501126289368
street,0.2266174852848053,0.1302390694618225,0.24046558141708374,1.0000001192092896,0.07315441966056824
in,0.5344807505607605,0.5394441485404968,0.1948154717683792,0.2281111478805542,0.20430970191955566
cork,0.14869095385074615,0.21974433958530426,0.21524828672409058,0.1872154325246811,0.0914512425661087
city,0.2686662971973419,0.3186660706996918,0.19588501751422882,0.3091639280319214,0.13423943519592285
;,-0.020392686128616333,0.05324986204504967,0.06972233951091766,0.10010850429534912,0.10349778085947037
and,0.43859338760375977,0.3859752118587494,0.1814263015985489,0.30381542444229126,0.20544172823429108
d'olier,0.17176969349384308,0.16632261872291565,0.9999999403953552,0.24046558141708374,0.17856183648109436
street,0.2266174852848053,0.1302390694618225,0.24046558141708374,1.0000001192092896,0.07315441966056824
in,0.5344807505607605,0.5394441485404968,0.1948154717683792,0.2281111478805542,0.20430970191955566
dublin,0.19687996804714203,0.11435501277446747,0.18647629022598267,0.2824280560016632,0.06738798320293427
",",0.3149496018886566,0.4691906273365021,0.2243220955133438,0.22759395837783813,0.31091248989105225
named,0.19565314054489136,0.28335005044937134,0.17943088710308075,0.1972842812538147,0.1297498345375061
after,0.31753596663475037,0.2835143506526947,0.15682056546211243,0.20836135745048523,0.16608688235282898
a,0.40997210144996643,0.658733606338501,0.20326271653175354,0.18956080079078674,0.23916715383529663
high,0.26466572284698486,0.2383800595998764,0.1028059720993042,0.25391656160354614,0.11137914657592773
sheriff,0.15046517550945282,0.1952647566795349,0.11415725946426392,0.18828651309013367,0.10718891024589539
and,0.43859338760375977,0.3859752118587494,0.1814263015985489,0.30381542444229126,0.20544172823429108
one,0.3907615840435028,0.4544198513031006,0.17415538430213928,0.18605993688106537,0.2673267424106598
of,0.38066378235816956,0.4854315221309662,0.18594558537006378,0.18984536826610565,0.1826142966747284
the,0.5003893971443176,0.5823672413825989,0.17545907199382782,0.20947860181331635,0.22068053483963013
founders,0.13045050203800201,0.19440969824790955,0.17884893715381622,0.17462597787380219,0.13401734828948975
of,0.38066378235816956,0.4854315221309662,0.18594558537006378,0.18984536826610565,0.1826142966747284
the,0.5003893971443176,0.5823672413825989,0.17545907199382782,0.20947860181331635,0.22068053483963013
bank,0.2194504290819168,0.21801011264324188,0.12512490153312683,0.2746604084968567,0.09656643867492676
of,0.38066378235816956,0.4854315221309662,0.18594558537006378,0.18984536826610565,0.1826142966747284
ireland,0.1716781109571457,0.174745574593544,0.09334538131952286,0.19148188829421997,0.10685748606920242
.,0.41390106081962585,0.4569662809371948,0.23386085033416748,0.2408841997385025,0.4130953550338745
