,when,was,the,color,crimson,adopted,at,harvard,as,official,color,?
the,0.5091903209686279,0.48711544275283813,1.0,0.21895472705364227,0.2852988541126251,0.23462533950805664,0.457212895154953,0.24496200680732727,0.48381632566452026,0.3133983910083771,0.21895472705364227,0.22068053483963013
color,0.21349301934242249,0.15961390733718872,0.21895472705364227,1.0,0.3956206142902374,0.11096284538507462,0.16838783025741577,0.13708819448947906,0.21893621981143951,0.08394312858581543,1.0,0.21299609541893005
was,0.37326499819755554,1.0000001192092896,0.48711544275283813,0.15961390733718872,0.16099616885185242,0.31838172674179077,0.36707764863967896,0.2415156066417694,0.3677520453929901,0.24680811166763306,0.15961390733718872,0.18412111699581146
unofficially,0.25817540287971497,0.3317304253578186,0.3133772015571594,0.11055395752191544,0.16579027473926544,0.2970479428768158,0.1927558332681656,0.11533891409635544,0.31475022435188293,0.49807918071746826,0.11055395752191544,0.12564489245414734
adopted,0.2189909815788269,0.31838172674179077,0.23462533950805664,0.11096284538507462,0.14232580363750458,1.0,0.10609892010688782,0.15536586940288544,0.23623986542224884,0.26912251114845276,0.11096284538507462,0.14235380291938782
(,0.2459595799446106,0.2980341613292694,0.33289089798927307,0.2203475683927536,0.20949357748031616,0.16152098774909973,0.23315078020095825,0.2132066786289215,0.32029855251312256,0.20883582532405853,0.2203475683927536,0.40561532974243164
in,0.4431333839893341,0.45514053106307983,0.6662389636039734,0.10136925429105759,0.16905781626701355,0.22637200355529785,0.4374977946281433,0.26072487235069275,0.3887844979763031,0.25180214643478394,0.10136925429105759,0.20430970191955566
preference,0.2602728009223938,0.1324407458305359,0.22293631732463837,0.2810683846473694,0.1997314840555191,0.13639457523822784,0.2111537605524063,0.23945161700248718,0.25727781653404236,0.17828457057476044,0.2810683846473694,0.35998260974884033
to,0.5423505902290344,0.3636345863342285,0.535392165184021,0.2497486025094986,0.13994018733501434,0.1939777433872223,0.36524343490600586,0.2043667882680893,0.42092081904411316,0.18259026110172272,0.2497486025094986,0.29463258385658264
magenta,0.1660686433315277,0.17757388949394226,0.20994964241981506,0.4792982041835785,0.3705630898475647,0.10823182761669159,0.16933394968509674,0.16704730689525604,0.1927758753299713,0.17186608910560608,0.4792982041835785,0.14678855240345
),0.2538422644138336,0.3267642855644226,0.3456730246543884,0.219363734126091,0.21905642747879028,0.16649378836154938,0.23338089883327484,0.226204052567482,0.32161882519721985,0.2148369550704956,0.219363734126091,0.42300865054130554
by,0.4376842677593231,0.4752357602119446,0.4408751428127289,0.1992429792881012,0.21190166473388672,0.19986462593078613,0.2368064820766449,0.18136346340179443,0.3815547823905945,0.2104732245206833,0.1992429792881012,0.17966607213020325
an,0.33026179671287537,0.3694365322589874,0.4207492768764496,0.18160386383533478,0.08567677438259125,0.14038705825805664,0.2446778565645218,0.1396438181400299,0.37218472361564636,0.1352531611919403,0.18160386383533478,0.19793890416622162
1875,0.22372357547283173,0.1952691674232483,0.20612575113773346,0.08361752331256866,0.14160799980163574,0.1438603550195694,0.17460308969020844,0.08442815393209457,0.15110772848129272,0.1880582869052887,0.08361752331256866,0.22339659929275513
vote,0.18440549075603485,0.22398914396762848,0.22779929637908936,0.1530035436153412,0.11423491686582565,0.13301250338554382,0.14803512394428253,0.1395065188407898,0.20532511174678802,0.0919794887304306,0.1530035436153412,0.2888886630535126
of,0.3757161796092987,0.4069072902202606,0.733189046382904,0.1876296103000641,0.2681410014629364,0.25312307476997375,0.42558613419532776,0.25842633843421936,0.3886612355709076,0.2864961326122284,0.1876296103000641,0.1826142966747284
the,0.5091903209686279,0.48711544275283813,1.0,0.21895472705364227,0.2852988541126251,0.23462533950805664,0.457212895154953,0.24496200680732727,0.48381632566452026,0.3133983910083771,0.21895472705364227,0.22068053483963013
student,0.2584058940410614,0.26442357897758484,0.21259291470050812,0.08283557742834091,0.14658881723880768,0.17857763171195984,0.2458948791027069,0.33763715624809265,0.19075024127960205,0.17395253479480743,0.08283557742834091,0.13282090425491333
body,0.27947020530700684,0.19372783601284027,0.31682634353637695,0.20412130653858185,0.12300875037908554,0.1615522801876068,0.13802476227283478,0.15091508626937866,0.24814960360527039,0.0998406857252121,0.20412130653858185,0.20136451721191406
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.20653429627418518,0.21093732118606567,0.19488979876041412,0.38314947485923767,0.2719281017780304,0.48816442489624023,0.2088543325662613,0.20653429627418518,0.31091248989105225
although,0.3650384247303009,0.3711436688899994,0.3265823423862457,0.21269232034683228,0.10553696006536484,0.19629162549972534,0.32536768913269043,0.12122974544763565,0.34522923827171326,0.14998409152030945,0.21269232034683228,0.15541206300258636
the,0.5091903209686279,0.48711544275283813,1.0,0.21895472705364227,0.2852988541126251,0.23462533950805664,0.457212895154953,0.24496200680732727,0.48381632566452026,0.3133983910083771,0.21895472705364227,0.22068053483963013
association,0.17064669728279114,0.21210947632789612,0.26550325751304626,0.09960711747407913,0.10459969192743301,0.18355713784694672,0.142324298620224,0.28179681301116943,0.19875364005565643,0.215397909283638,0.09960711747407913,0.1542656421661377
with,0.5075214505195618,0.27411898970603943,0.4223487675189972,0.22848032414913177,0.18419094383716583,0.23812222480773926,0.29126521944999695,0.11114109307527542,0.40387406945228577,0.1332864612340927,0.22848032414913177,0.2433311939239502
some,0.386913925409317,0.21528802812099457,0.4566698372364044,0.22081559896469116,0.16271564364433289,0.15137676894664764,0.25582021474838257,0.21294522285461426,0.4293700158596039,0.14094135165214539,0.22081559896469116,0.2562315762042999
form,0.31953904032707214,0.15690121054649353,0.29286009073257446,0.10723967850208282,0.13871051371097565,0.20590105652809143,0.10255546867847443,0.1908406764268875,0.24710296094417572,0.10262389481067657,0.10723967850208282,0.1463010311126709
of,0.3757161796092987,0.4069072902202606,0.733189046382904,0.1876296103000641,0.2681410014629364,0.25312307476997375,0.42558613419532776,0.25842633843421936,0.3886612355709076,0.2864961326122284,0.1876296103000641,0.1826142966747284
red,0.2535014748573303,0.1680612564086914,0.2817947566509247,0.2868311405181885,0.36236369609832764,0.07176318764686584,0.1599745750427246,0.1924484521150589,0.19737344980239868,0.1384522169828415,0.2868311405181885,0.1495664119720459
can,0.39191514253616333,0.23099195957183838,0.312528520822525,0.25758588314056396,0.17234572768211365,0.0336313471198082,0.16641086339950562,0.1403508186340332,0.3245031237602234,0.08654596656560898,0.25758588314056396,0.3226337134838104
be,0.4451393485069275,0.42228707671165466,0.4248143136501312,0.25171205401420593,0.15429888665676117,0.14228631556034088,0.30379733443260193,0.1758749634027481,0.5230465531349182,0.10468355566263199,0.25171205401420593,0.3324260413646698
traced,0.24159178137779236,0.3115761876106262,0.34548765420913696,0.18719784915447235,0.16445539891719818,0.2985812723636627,0.237530916929245,0.17122477293014526,0.25103724002838135,0.14839959144592285,0.18719784915447235,0.10152046382427216
back,0.4184971749782562,0.2438982129096985,0.3612101674079895,0.23776258528232574,0.18431568145751953,0.1892167627811432,0.2632777690887451,0.15486958622932434,0.23222434520721436,0.07610578835010529,0.23776258528232574,0.2397768795490265
to,0.5423505902290344,0.3636345863342285,0.535392165184021,0.2497486025094986,0.13994018733501434,0.1939777433872223,0.36524343490600586,0.2043667882680893,0.42092081904411316,0.18259026110172272,0.2497486025094986,0.29463258385658264
1858,0.1349964439868927,0.18322359025478363,0.32406705617904663,0.11846401542425156,0.045014843344688416,0.0621405728161335,0.20214539766311646,0.0648873969912529,0.1227126270532608,0.12488837540149689,0.11846401542425156,0.08580628782510757
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.20653429627418518,0.21093732118606567,0.19488979876041412,0.38314947485923767,0.2719281017780304,0.48816442489624023,0.2088543325662613,0.20653429627418518,0.31091248989105225
when,0.9999999403953552,0.37326499819755554,0.5091903209686279,0.21349301934242249,0.18695685267448425,0.2189909815788269,0.38876327872276306,0.23355771601200104,0.4437963366508484,0.17409171164035797,0.21349301934242249,0.22841128706932068
charles,0.19585423171520233,0.28342804312705994,0.20777860283851624,0.20653702318668365,0.23684343695640564,0.12856407463550568,0.19099077582359314,0.23010079562664032,0.2216881811618805,0.09680111706256866,0.20653702318668365,0.17366734147071838
william,0.22232958674430847,0.28444796800613403,0.21537061035633087,0.12067494541406631,0.19061298668384552,0.1438002586364746,0.16626758873462677,0.3073069155216217,0.21397505700588226,0.043124008923769,0.12067494541406631,0.14462219178676605
eliot,0.16596269607543945,0.23139946162700653,0.15140269696712494,0.04536955803632736,0.14494895935058594,0.16734227538108826,0.13236506283283234,0.29813989996910095,0.17259414494037628,0.10421403497457504,0.04536955803632736,0.2153647243976593
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.20653429627418518,0.21093732118606567,0.19488979876041412,0.38314947485923767,0.2719281017780304,0.48816442489624023,0.2088543325662613,0.20653429627418518,0.31091248989105225
a,0.44397395849227905,0.4508470594882965,0.5829201340675354,0.1907898187637329,0.23614279925823212,0.2151722013950348,0.3095070421695709,0.24754071235656738,0.39550232887268066,0.19875815510749817,0.1907898187637329,0.23916715383529663
young,0.3470209538936615,0.2406257688999176,0.2729646563529968,0.09988387674093246,0.16230253875255585,0.19144725799560547,0.19123521447181702,0.13690567016601562,0.2493147850036621,0.10249552875757217,0.09988387674093246,0.14931946992874146
graduate,0.14059537649154663,0.2125101238489151,0.1983441710472107,0.11338157206773758,0.21619179844856262,0.20940656960010529,0.25927627086639404,0.47444552183151245,0.23385168612003326,0.1681414544582367,0.11338157206773758,0.13230688869953156
student,0.2584058940410614,0.26442357897758484,0.21259291470050812,0.08283557742834091,0.14658881723880768,0.17857763171195984,0.2458948791027069,0.33763715624809265,0.19075024127960205,0.17395253479480743,0.08283557742834091,0.13282090425491333
