,in,which,direction,does,the,west,side,of,fresno,neighborhood,lie,to,the,99,freeway,?
the,0.6662389636039734,0.6521818041801453,0.28851455450057983,0.35928019881248474,1.0,0.32918402552604675,0.37146830558776855,0.733189046382904,0.22571885585784912,0.20152483880519867,0.2676851153373718,0.535392165184021,1.0,-0.061377424746751785,0.21201886236667633,0.22068053483963013
neighborhood,0.20924240350723267,0.1964341700077057,0.156594380736351,0.09681107848882675,0.20152483880519867,0.2434648722410202,0.17404897511005402,0.15683332085609436,0.3306880593299866,1.0000001192092896,0.09947513043880463,0.20300643146038055,0.20152483880519867,0.002638921607285738,0.3428925573825836,0.048473283648490906
lies,0.27506011724472046,0.24052020907402039,0.1625526398420334,0.25918129086494446,0.3383781313896179,0.33733800053596497,0.26450812816619873,0.28165045380592346,0.1775156706571579,0.20039497315883636,0.533008873462677,0.20252260565757751,0.3383781313896179,0.06691190600395203,0.15108314156532288,0.14148172736167908
southwest,0.3074305057525635,0.23897136747837067,0.22718653082847595,0.0568062961101532,0.2974209487438202,0.6194190979003906,0.1663774698972702,0.2579437494277954,0.25223955512046814,0.25894829630851746,0.17474797368049622,0.19289499521255493,0.2974209487438202,0.02565767616033554,0.23928292095661163,0.11322080343961716
of,0.5696388483047485,0.5011631846427917,0.18922415375709534,0.3119818866252899,0.733189046382904,0.2891985774040222,0.2452700436115265,1.0,0.1875009983778,0.15683332085609436,0.2677435576915741,0.41548454761505127,0.733189046382904,-0.07054845988750458,0.17353555560112,0.1826142966747284
the,0.6662389636039734,0.6521818041801453,0.28851455450057983,0.35928019881248474,1.0,0.32918402552604675,0.37146830558776855,0.733189046382904,0.22571885585784912,0.20152483880519867,0.2676851153373718,0.535392165184021,1.0,-0.061377424746751785,0.21201886236667633,0.22068053483963013
99,-0.04334939643740654,-0.11221902072429657,-0.10992538183927536,-0.01450477447360754,-0.061377424746751785,-0.042783234268426895,-0.1365651935338974,-0.07054845988750458,-0.016858579590916634,0.002638921607285738,0.00709160789847374,-0.15119622647762299,-0.061377424746751785,1.0,-0.10133378952741623,0.036831825971603394
freeway,0.19216759502887726,0.20166584849357605,0.21998272836208344,0.10097339004278183,0.21201886236667633,0.2766420245170593,0.26562073826789856,0.17353555560112,0.3646468222141266,0.3428925573825836,0.06943853944540024,0.21776032447814941,0.21201886236667633,-0.10133378952741623,1.0000001192092896,0.1306171715259552
(,0.3087427020072937,0.2589828372001648,0.18099737167358398,0.2728188931941986,0.33289089798927307,0.17718875408172607,0.1321142315864563,0.35032153129577637,0.188642680644989,0.09642431139945984,0.11246699094772339,0.30882009863853455,0.33289089798927307,0.04520510137081146,0.15828882157802582,0.40561532974243164
which,0.4840516746044159,1.0,0.2687985599040985,0.39111801981925964,0.6521818041801453,0.22164945304393768,0.3266274034976959,0.5011631846427917,0.14756552875041962,0.1964341700077057,0.19684192538261414,0.5345056653022766,0.6521818041801453,-0.11221902072429657,0.20166584849357605,0.25814583897590637
divides,0.29945501685142517,0.39945679903030396,0.1684865951538086,0.24406005442142487,0.3740270137786865,0.299961119890213,0.2637275755405426,0.3720552325248718,0.12474903464317322,0.15134578943252563,0.19162476062774658,0.22537542879581451,0.3740270137786865,0.01881893165409565,0.19649283587932587,0.11238449811935425
it,0.5130809545516968,0.616637647151947,0.2525825798511505,0.34188351035118103,0.6251175999641418,0.2561044991016388,0.2936079800128937,0.38761502504348755,0.20951703190803528,0.19387216866016388,0.2215084582567215,0.513711154460907,0.6251175999641418,-0.04519006609916687,0.23487287759780884,0.25732165575027466
