,when,do,the,stated,treaties,apply,?
the,0.5091903209686279,0.30239659547805786,1.0,0.2814950942993164,0.28970760107040405,0.23137710988521576,0.22068053483963013
teu,0.18250726163387299,0.16454565525054932,0.31191012263298035,0.06279464811086655,0.269866019487381,0.10080357640981674,0.12451952695846558
specifically,0.33171629905700684,0.26428472995758057,0.3760298490524292,0.3556029200553894,0.2208990454673767,0.37764155864715576,0.2063003033399582
excludes,0.19140222668647766,0.20246869325637817,0.2562812268733978,0.2668828070163727,0.26239508390426636,0.2979951500892639,0.14986906945705414
certain,0.36699241399765015,0.3747329115867615,0.392071396112442,0.3204156458377838,0.31344074010849,0.4338231086730957,0.2516106069087982
regions,0.21765513718128204,0.18364502489566803,0.36158451437950134,0.046687860041856766,0.2803242802619934,0.14098866283893585,0.11608363687992096
",",0.36674630641937256,0.3283645510673523,0.4933079481124878,0.2962069809436798,0.2152065634727478,0.2953256368637085,0.31091248989105225
for,0.43402108550071716,0.29510271549224854,0.4739971458911896,0.2897723317146301,0.2837989032268524,0.36373811960220337,0.264628142118454
example,0.40509727597236633,0.3745654821395874,0.3755223751068115,0.15624012053012848,0.24100714921951294,0.3542989194393158,0.30374911427497864
the,0.5091903209686279,0.30239659547805786,1.0,0.2814950942993164,0.28970760107040405,0.23137710988521576,0.22068053483963013
faroe,0.11913461983203888,0.14373473823070526,0.2096795290708542,0.13960064947605133,0.2430000752210617,0.21501001715660095,0.11269574612379074
islands,0.1528013050556183,0.16680748760700226,0.27959951758384705,0.11623282730579376,0.23504707217216492,0.14186622202396393,0.11824353039264679
",",0.36674630641937256,0.3283645510673523,0.4933079481124878,0.2962069809436798,0.2152065634727478,0.2953256368637085,0.31091248989105225
from,0.405669629573822,0.20424067974090576,0.40150508284568787,0.23087434470653534,0.20470839738845825,0.19939024746418,0.19969791173934937
the,0.5091903209686279,0.30239659547805786,1.0,0.2814950942993164,0.28970760107040405,0.23137710988521576,0.22068053483963013
jurisdiction,0.1746465414762497,0.22262614965438843,0.27412351965904236,0.2708907127380371,0.3959612548351288,0.3894667327404022,0.19550715386867523
of,0.3757161796092987,0.26150479912757874,0.733189046382904,0.22148488461971283,0.3281906247138977,0.23030845820903778,0.1826142966747284
european,0.1717725396156311,0.14099381864070892,0.3423081040382385,0.1645096391439438,0.30161675810813904,0.20380762219429016,0.14560863375663757
union,0.1950688660144806,0.1497163474559784,0.24421639740467072,0.1433001309633255,0.34353530406951904,0.1331356018781662,0.07797172665596008
law,0.2062477022409439,0.193905308842659,0.24548950791358948,0.23174522817134857,0.39653173089027405,0.3161100447177887,0.1528988480567932
.,0.475719153881073,0.3613996207714081,0.5934505462646484,0.26454663276672363,0.21012970805168152,0.28494641184806824,0.4130953550338745
,when,do,the,stated,treaties,apply,?
treaties,0.19978302717208862,0.1936204433441162,0.28970760107040405,0.31252580881118774,0.9999998807907104,0.2546647787094116,0.1693580597639084
apply,0.26444578170776367,0.425040066242218,0.23137710988521576,0.3064728379249573,0.2546647787094116,0.9999998807907104,0.3161788284778595
as,0.4437963366508484,0.38329678773880005,0.48381632566452026,0.3581467568874359,0.2628781199455261,0.2909577786922455,0.27043893933296204
soon,0.538250207901001,0.24415087699890137,0.3431394100189209,0.2312016785144806,0.22951890528202057,0.19155465066432953,0.17460282146930695
as,0.4437963366508484,0.38329678773880005,0.48381632566452026,0.3581467568874359,0.2628781199455261,0.2909577786922455,0.27043893933296204
they,0.5090266466140747,0.4667694866657257,0.49925389885902405,0.2640811502933502,0.25453782081604004,0.3105378746986389,0.2753053903579712
enter,0.3054402768611908,0.2698597013950348,0.3499310314655304,0.1586276739835739,0.16721048951148987,0.3002825081348419,0.11047764122486115
into,0.389646977186203,0.20546826720237732,0.39493247866630554,0.11438813805580139,0.18461276590824127,0.09116928279399872,0.15662476420402527
force,0.24609562754631042,0.20164671540260315,0.2800885736942291,0.24144351482391357,0.19386494159698486,0.20626352727413177,0.1650998443365097
",",0.36674630641937256,0.3283645510673523,0.4933079481124878,0.2962069809436798,0.2152065634727478,0.2953256368637085,0.31091248989105225
unless,0.4934720993041992,0.40013357996940613,0.3451882302761078,0.36399367451667786,0.27775633335113525,0.38181525468826294,0.37169966101646423
stated,0.22441600263118744,0.248195618391037,0.2814950942993164,1.0,0.31252580881118774,0.3064728379249573,0.24280361831188202
otherwise,0.35424375534057617,0.35140177607536316,0.2968122065067291,0.3146786689758301,0.16941478848457336,0.34891679883003235,0.29367905855178833
",",0.36674630641937256,0.3283645510673523,0.4933079481124878,0.2962069809436798,0.2152065634727478,0.2953256368637085,0.31091248989105225
and,0.4716290831565857,0.276123583316803,0.5171257257461548,0.23788554966449738,0.2571636438369751,0.2759774923324585,0.20544172823429108
are,0.29873907566070557,0.41111594438552856,0.40399202704429626,0.1896786242723465,0.23368829488754272,0.34605443477630615,0.24591213464736938
generally,0.38531962037086487,0.33159759640693665,0.41466525197029114,0.2910154461860657,0.21325208246707916,0.3365650773048401,0.23411904275417328
concluded,0.22413310408592224,0.20014351606369019,0.3024786412715912,0.5117433071136475,0.28970617055892944,0.2319021075963974,0.13595789670944214
for,0.43402108550071716,0.29510271549224854,0.4739971458911896,0.2897723317146301,0.2837989032268524,0.36373811960220337,0.264628142118454
an,0.33026179671287537,0.25865980982780457,0.4207492768764496,0.26727086305618286,0.1250661462545395,0.21987341344356537,0.19793890416622162
unlimited,0.15296298265457153,0.2625275254249573,0.22426779568195343,0.3233269155025482,0.1886836737394333,0.29231542348861694,0.15981121361255646
period,0.3356073200702667,0.12856103479862213,0.3125074505805969,0.09859387576580048,0.22892142832279205,0.23106397688388824,0.18706195056438446
