,to,what,did,martin,luther,devote,all,his,attention,?
luther,0.18029534816741943,0.2134782373905182,0.23667675256729126,0.6228963136672974,1.0,0.1598343849182129,0.1917443871498108,0.27093374729156494,0.12429451197385788,0.1732746809720993
dedicated,0.2375556081533432,0.1580183058977127,0.08663130551576614,0.08588288724422455,0.08525676280260086,0.46516183018684387,0.16849736869335175,0.2849603295326233,0.24137546122074127,0.12950462102890015
himself,0.2758015990257263,0.2431095689535141,0.31494221091270447,0.16629907488822937,0.22629769146442413,0.29124149680137634,0.20788191258907318,0.5622478127479553,0.17611423134803772,0.10407622903585434
to,1.0,0.455847829580307,0.4452643394470215,0.1691744029521942,0.18029534816741943,0.31471049785614014,0.42520734667778015,0.3715193271636963,0.3454606831073761,0.29463258385658264
the,0.535392165184021,0.42745697498321533,0.34736719727516174,0.22029393911361694,0.1759674996137619,0.17275521159172058,0.4860881567001343,0.4394008219242096,0.256243497133255,0.22068053483963013
augustinian,0.16783708333969116,0.20099180936813354,0.14031444489955902,0.24962382018566132,0.35197094082832336,0.14325498044490814,0.1837720274925232,0.262198269367218,0.10767561197280884,0.19610492885112762
order,0.35544881224632263,0.16634008288383484,0.22891858220100403,0.12720678746700287,0.15481990575790405,0.11545715481042862,0.2934896647930145,0.18186849355697632,0.12810100615024567,0.13725648820400238
",",0.44245919585227966,0.3087472915649414,0.3015086054801941,0.27058324217796326,0.23255878686904907,0.22597631812095642,0.425624817609787,0.3378419280052185,0.23177941143512726,0.31091248989105225
devoting,0.3039448857307434,0.3361200988292694,0.2407805472612381,0.18650875985622406,0.24357293546199799,0.8281548023223877,0.3200061619281769,0.38582369685173035,0.34290850162506104,0.27131757140159607
himself,0.2758015990257263,0.2431095689535141,0.31494221091270447,0.16629907488822937,0.22629769146442413,0.29124149680137634,0.20788191258907318,0.5622478127479553,0.17611423134803772,0.10407622903585434
to,1.0,0.455847829580307,0.4452643394470215,0.1691744029521942,0.18029534816741943,0.31471049785614014,0.42520734667778015,0.3715193271636963,0.3454606831073761,0.29463258385658264
fasting,0.23912088572978973,0.3065349757671356,0.1635476052761078,0.1466585099697113,0.21635346114635468,0.286040335893631,0.3068256676197052,0.24643298983573914,0.23292653262615204,0.23689855635166168
",",0.44245919585227966,0.3087472915649414,0.3015086054801941,0.27058324217796326,0.23255878686904907,0.22597631812095642,0.425624817609787,0.3378419280052185,0.23177941143512726,0.31091248989105225
long,0.30218687653541565,0.28276848793029785,0.20462055504322052,0.17111524939537048,0.11501485854387283,0.13862518966197968,0.259257972240448,0.18129055202007294,0.17716793715953827,0.19699987769126892
hours,0.23638038337230682,0.21807120740413666,0.24668937921524048,0.14792262017726898,0.11128516495227814,0.17909112572669983,0.233869269490242,0.21346041560173035,0.15615905821323395,0.21755769848823547
in,0.45010748505592346,0.30808621644973755,0.2593238651752472,0.22752496600151062,0.20523880422115326,0.22025632858276367,0.3335905969142914,0.3598145842552185,0.2495301067829132,0.20430970191955566
prayer,0.17767395079135895,0.1971559077501297,0.1209011897444725,0.1587454229593277,0.23982968926429749,0.29956576228141785,0.24690848588943481,0.19438517093658447,0.17360128462314606,0.2122897058725357
",",0.44245919585227966,0.3087472915649414,0.3015086054801941,0.27058324217796326,0.23255878686904907,0.22597631812095642,0.425624817609787,0.3378419280052185,0.23177941143512726,0.31091248989105225
pilgrimage,0.2978226840496063,0.21954579651355743,0.1301855444908142,0.12771683931350708,0.2090396285057068,0.33664003014564514,0.19623811542987823,0.22917233407497406,0.18561521172523499,0.20173737406730652
",",0.44245919585227966,0.3087472915649414,0.3015086054801941,0.27058324217796326,0.23255878686904907,0.22597631812095642,0.425624817609787,0.3378419280052185,0.23177941143512726,0.31091248989105225
and,0.48971283435821533,0.31309178471565247,0.34479495882987976,0.2544763386249542,0.20796556770801544,0.270072877407074,0.4542157053947449,0.4234102666378021,0.2678675949573517,0.20544172823429108
frequent,0.2616426348686218,0.22018176317214966,0.19131353497505188,0.0606779083609581,0.05990564823150635,0.13160575926303864,0.18004447221755981,0.17480996251106262,0.2389984279870987,0.13923750817775726
confession,0.18277518451213837,0.2553298771381378,0.20081323385238647,0.26319223642349243,0.4270155429840088,0.2746654450893402,0.18805347383022308,0.268107533454895,0.30148378014564514,0.19668595492839813
.,0.4645031690597534,0.3567904531955719,0.35288307070732117,0.25235527753829956,0.24907569587230682,0.21681493520736694,0.43406882882118225,0.3119256794452667,0.23165898025035858,0.4130953550338745
