,is,the,pope,'s,confessor,a,bishop,?
these,0.2498808652162552,0.49086877703666687,0.17446263134479523,0.026068098843097687,0.10709860920906067,0.24380075931549072,0.056190285831689835,0.2571668326854706
positions,0.1819259375333786,0.3398493230342865,0.20043212175369263,-0.023233501240611076,0.12546440958976746,0.2640075087547302,0.13701459765434265,0.126787006855011
include,0.28863582015037537,0.2951717972755432,0.07663537561893463,-0.07849370688199997,0.06912445276975632,0.18765322864055634,0.05838526040315628,0.14925788342952728
:,-0.07222653180360794,-0.03403344005346298,0.024316754192113876,0.07621461898088455,-0.10506556183099747,-0.0007584693375974894,-0.007242449093610048,-0.07156077772378922
the,0.5823672413825989,1.0,0.2285010814666748,-0.01540423184633255,0.23849716782569885,0.5829201340675354,0.2112889289855957,0.22068053483963013
honoured,0.16460749506950378,0.23760633170604706,0.1803622990846634,-0.000848429452162236,0.17849677801132202,0.23091158270835876,0.14505413174629211,0.1648205667734146
but,0.4106791317462921,0.4859698414802551,0.21356859803199768,0.04136733338236809,0.267886757850647,0.44750767946243286,0.1503322571516037,0.27921953797340393
informal,0.23649168014526367,0.24695700407028198,0.18433140218257904,0.016519788652658463,0.06372836232185364,0.281781941652298,0.047081418335437775,0.17082542181015015
position,0.19614431262016296,0.3183514177799225,0.2314642369747162,-0.02956485003232956,0.18772250413894653,0.28626853227615356,0.15992619097232819,0.15529610216617584
of,0.4854315221309662,0.733189046382904,0.23057007789611816,-0.03817026689648628,0.24835138022899628,0.5052502155303955,0.22951185703277588,0.1826142966747284
starets,0.25443747639656067,0.33539971709251404,0.19980895519256592,0.031213460490107536,0.24375611543655396,0.2809096574783325,0.1634858101606369,0.2351226657629013
or,0.41870999336242676,0.4174870550632477,0.18731488287448883,0.06871571391820908,0.12803877890110016,0.48853766918182373,0.10994763672351837,0.32389625906944275
elder,0.13224153220653534,0.16423951089382172,0.24122242629528046,-0.025332210585474968,0.3336494565010071,0.1407584249973297,0.23795588314533234,0.12362314015626907
-,0.30179503560066223,0.3207225501537323,0.09888350963592529,0.00623386912047863,0.1995549201965332,0.3695357143878937,0.10278249531984329,0.3336010277271271
a,0.658733606338501,0.5829201340675354,0.16180011630058289,0.04866964742541313,0.2384970337152481,1.0,0.1672227680683136,0.23916715383529663
man,0.2326623499393463,0.23171134293079376,0.23349754512310028,-0.04544515535235405,0.2514992952346802,0.27759313583374023,0.14745411276817322,0.2528940737247467
(,0.35393038392066956,0.33289089798927307,0.1577942669391632,0.0012731997994706035,0.13943955302238464,0.3206180930137634,0.1566440612077713,0.40561532974243164
or,0.41870999336242676,0.4174870550632477,0.18731488287448883,0.06871571391820908,0.12803877890110016,0.48853766918182373,0.10994763672351837,0.32389625906944275
",",0.4691906273365021,0.4933079481124878,0.21447758376598358,-0.0016132977325469255,0.2914696931838989,0.427140474319458,0.2074185311794281,0.31091248989105225
less,0.3123510479927063,0.29185041785240173,0.1920265555381775,-0.06965893507003784,0.13134650886058807,0.3475147485733032,0.10495685786008835,0.22418740391731262
often,0.3856629431247711,0.38004449009895325,0.19628958404064178,0.05346176400780678,0.13314205408096313,0.3930865228176117,0.11349177360534668,0.23748154938220978
",",0.4691906273365021,0.4933079481124878,0.21447758376598358,-0.0016132977325469255,0.2914696931838989,0.427140474319458,0.2074185311794281,0.31091248989105225
woman,0.23917853832244873,0.2831476032733917,0.19335970282554626,-0.022816896438598633,0.27964550256729126,0.31183090806007385,0.20336569845676422,0.22504617273807526
),0.37732169032096863,0.3456730246543884,0.14868398010730743,0.021107977256178856,0.16204139590263367,0.3640355169773102,0.16601872444152832,0.42300865054130554
",",0.4691906273365021,0.4933079481124878,0.21447758376598358,-0.0016132977325469255,0.2914696931838989,0.427140474319458,0.2074185311794281,0.31091248989105225
often,0.3856629431247711,0.38004449009895325,0.19628958404064178,0.05346176400780678,0.13314205408096313,0.3930865228176117,0.11349177360534668,0.23748154938220978
a,0.658733606338501,0.5829201340675354,0.16180011630058289,0.04866964742541313,0.2384970337152481,1.0,0.1672227680683136,0.23916715383529663
monastic,0.1826504021883011,0.26041218638420105,0.3166012465953827,-0.014482785016298294,0.3437717854976654,0.1955326348543167,0.3770297169685364,0.08229754865169525
",",0.4691906273365021,0.4933079481124878,0.21447758376598358,-0.0016132977325469255,0.2914696931838989,0.427140474319458,0.2074185311794281,0.31091248989105225
considered,0.4096149802207947,0.4028765559196472,0.1602504402399063,0.03146931901574135,0.15335825085639954,0.36109375953674316,0.0971844345331192,0.19909770786762238
to,0.42745086550712585,0.535392165184021,0.25680112838745117,0.03782717138528824,0.2138238400220871,0.45503583550453186,0.15059466660022736,0.29463258385658264
be,0.4819129705429077,0.4248143136501312,0.2083645910024643,0.025217169895768166,0.18537640571594238,0.39883795380592346,0.09022274613380432,0.3324260413646698
graced,0.1851174235343933,0.2639305591583252,0.18377161026000977,0.06027695909142494,0.2625139653682709,0.2560407221317291,0.2170552909374237,0.08615560084581375
by,0.3899846076965332,0.4408751428127289,0.18588386476039886,-0.010884488001465797,0.262685090303421,0.32094135880470276,0.18658143281936646,0.17966607213020325
god,0.2211674600839615,0.24689088761806488,0.28447550535202026,0.1100120022892952,0.273113489151001,0.18792781233787537,0.22889335453510284,0.23396754264831543
with,0.3250955045223236,0.4223487675189972,0.16502025723457336,-0.04624466598033905,0.17092305421829224,0.3783375024795532,0.0883449986577034,0.2433311939239502
certain,0.28826433420181274,0.392071396112442,0.1896478682756424,0.002122793812304735,0.13425523042678833,0.369277685880661,0.11301267892122269,0.2516106069087982
gifts,0.1808667629957199,0.21972370147705078,0.22445660829544067,0.11880312860012054,0.27395087480545044,0.22877813875675201,0.16249340772628784,0.1274997740983963
for,0.43268078565597534,0.4739971458911896,0.1492195874452591,-0.07241261005401611,0.1162291169166565,0.44038116931915283,0.11377009749412537,0.264628142118454
the,0.5823672413825989,1.0,0.2285010814666748,-0.01540423184633255,0.23849716782569885,0.5829201340675354,0.2112889289855957,0.22068053483963013
guidance,0.18971657752990723,0.27833473682403564,0.11548808217048645,0.0059264060109853745,0.1943272203207016,0.2720930278301239,0.16103079915046692,0.28245481848716736
of,0.4854315221309662,0.733189046382904,0.23057007789611816,-0.03817026689648628,0.24835138022899628,0.5052502155303955,0.22951185703277588,0.1826142966747284
souls,0.17516587674617767,0.2566636800765991,0.22822976112365723,0.02317057177424431,0.27839240431785583,0.15031826496124268,0.1633550375699997,0.18306730687618256
and,0.3859752118587494,0.5171257257461548,0.19122052192687988,0.06895173341035843,0.24681448936462402,0.3739250600337982,0.1697128564119339,0.20544172823429108
the,0.5823672413825989,1.0,0.2285010814666748,-0.01540423184633255,0.23849716782569885,0.5829201340675354,0.2112889289855957,0.22068053483963013
detection,0.2382459044456482,0.2605621814727783,0.14209392666816711,-0.06755339354276657,0.19063317775726318,0.31918326020240784,0.06857026368379593,0.21945825219154358
and,0.3859752118587494,0.5171257257461548,0.19122052192687988,0.06895173341035843,0.24681448936462402,0.3739250600337982,0.1697128564119339,0.20544172823429108
correction,0.28008952736854553,0.2750626504421234,0.21394012868404388,-0.08402438461780548,0.27112382650375366,0.2765946388244629,0.151581808924675,0.2516542971134186
of,0.4854315221309662,0.733189046382904,0.23057007789611816,-0.03817026689648628,0.24835138022899628,0.5052502155303955,0.22951185703277588,0.1826142966747284
prelest,0.29011425375938416,0.352975070476532,0.37802648544311523,-0.02676151692867279,0.3063022196292877,0.3231433928012848,0.3536354601383209,0.2944923937320709
(,0.35393038392066956,0.33289089798927307,0.1577942669391632,0.0012731997994706035,0.13943955302238464,0.3206180930137634,0.1566440612077713,0.40561532974243164
spiritual,0.1757679283618927,0.2149372547864914,0.3099263310432434,0.045156367123126984,0.2876307964324951,0.2160448133945465,0.22933870553970337,0.1801415979862213
