,a,rug,by,which,russian-born,british,designer,is,included,in,the,v,&,a,collection,?
from,0.322764128446579,0.08146405220031738,0.3373257517814636,0.38755592703819275,0.21274299919605255,0.21991202235221863,0.06968405097723007,0.27355384826660156,0.2588649094104767,0.4274188280105591,0.40150508284568787,0.13980557024478912,0.14301162958145142,0.322764128446579,0.2754948139190674,0.19969791173934937
the,0.5829201340675354,0.19086235761642456,0.4408751428127289,0.6521818041801453,0.33332282304763794,0.28973397612571716,0.19174696505069733,0.5823672413825989,0.3825419843196869,0.6662389636039734,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.25281965732574463,0.22068053483963013
same,0.4048157036304474,0.06576628237962723,0.2768566608428955,0.4653036296367645,0.20444954931735992,0.17260541021823883,0.1439737230539322,0.31152886152267456,0.2390553206205368,0.3692481815814972,0.4583131968975067,0.15651549398899078,0.11900120228528976,0.4048157036304474,0.1301598697900772,0.22649677097797394
period,0.25205814838409424,0.1438409835100174,0.22862431406974792,0.31679004430770874,0.2016133815050125,0.17431984841823578,0.14299702644348145,0.1838376820087433,0.22257186472415924,0.23051127791404724,0.3125074505805969,0.04659586772322655,0.004337700083851814,0.25205814838409424,0.2219470590353012,0.18706195056438446
there,0.4214206337928772,0.17468051612377167,0.20383623242378235,0.45256471633911133,0.28670400381088257,0.15690313279628754,0.12394695729017258,0.3904260993003845,0.33808448910713196,0.5361666083335876,0.47025805711746216,0.10717330873012543,0.10558571666479111,0.4214206337928772,0.18927989900112152,0.29405656456947327
is,0.658733606338501,0.19879502058029175,0.3899846076965332,0.4457404911518097,0.2655561566352844,0.19484983384609222,0.17464618384838104,1.0,0.23363345861434937,0.5394441485404968,0.5823672413825989,0.16126930713653564,0.08384179323911667,0.658733606338501,0.21135231852531433,0.22961433231830597
a,1.0,0.17100852727890015,0.32094135880470276,0.56894451379776,0.3034592866897583,0.1984395682811737,0.23368574678897858,0.658733606338501,0.23032639920711517,0.539380669593811,0.5829201340675354,0.21861357986927032,0.07266713678836823,1.0,0.24716788530349731,0.23916715383529663
rug,0.17100852727890015,1.0000001192092896,0.11010541021823883,0.23495405912399292,0.3270544409751892,0.07099092751741409,0.24009352922439575,0.19879502058029175,0.08137279003858566,0.14103248715400696,0.19086235761642456,0.022741351276636124,0.0752936601638794,0.17100852727890015,0.13119551539421082,0.08171379566192627
designed,0.28430381417274475,0.17759189009666443,0.29250532388687134,0.3073212206363678,0.19572004675865173,0.12891963124275208,0.6663016080856323,0.18406619131565094,0.25564923882484436,0.22657902538776398,0.2559613883495331,0.18692530691623688,0.15487702190876007,0.28430381417274475,0.2010653018951416,0.11213942617177963
by,0.32094135880470276,0.11010541021823883,1.0000001192092896,0.40543368458747864,0.20512638986110687,0.26707085967063904,0.1945686787366867,0.3899846076965332,0.2987801134586334,0.370934396982193,0.4408751428127289,0.11988817155361176,0.17475149035453796,0.32094135880470276,0.2678082287311554,0.17966607213020325
serge,0.16748173534870148,0.2203122228384018,0.1450350433588028,0.132374107837677,0.38197562098503113,0.16415253281593323,0.2094268947839737,0.12083697319030762,0.05355659872293472,0.1521192342042923,0.20733216404914856,0.151620551943779,0.13950659334659576,0.16748173534870148,0.05962240695953369,0.16291679441928864
chermayeff,0.3159903883934021,0.268890917301178,0.36417901515960693,0.22798317670822144,0.4850643277168274,0.27910199761390686,0.3124837279319763,0.2503090798854828,0.23810435831546783,0.3114635944366455,0.3260971009731293,0.18707099556922913,0.2580883204936981,0.3159903883934021,0.25665655732154846,0.2611004114151001
.,0.50484299659729,0.19700473546981812,0.3936232924461365,0.45942068099975586,0.350210577249527,0.23159366846084595,0.19978275895118713,0.4569662809371948,0.25865867733955383,0.5591574311256409,0.5934505462646484,0.2973858416080475,0.16452857851982117,0.50484299659729,0.2516246736049652,0.4130953550338745
