,why,do,firms,substitute,equipment,for,workers,?
in,0.23227278888225555,0.23402775824069977,0.2437836080789566,0.17378172278404236,0.1740107387304306,0.4322226941585541,0.2254374474287033,0.20430970191955566
marxian,0.1556900590658188,0.17934004962444305,0.32841482758522034,0.16598951816558838,0.09830613434314728,0.10352238267660141,0.3277813196182251,0.19521409273147583
analysis,0.25792834162712097,0.15965881943702698,0.22956891357898712,0.22754020988941193,0.27299875020980835,0.25886523723602295,0.18842260539531708,0.15352053940296173
",",0.2827242314815521,0.3283645510673523,0.20413024723529816,0.23163557052612305,0.21909046173095703,0.4464869201183319,0.17716385424137115,0.31091248989105225
capitalist,0.14590489864349365,0.1689455211162567,0.37329405546188354,0.14881789684295654,0.14166997373104095,0.20039933919906616,0.3610039949417114,0.13302330672740936
firms,0.187977597117424,0.19941630959510803,0.9999998807907104,0.20331616699695587,0.3502131998538971,0.21972301602363586,0.3150506317615509,0.1337330937385559
increasingly,0.21024253964424133,0.1781112104654312,0.3523173928260803,0.17569473385810852,0.21858243644237518,0.26445040106773376,0.27666714787483215,0.059327382594347
substitute,0.2612496316432953,0.2152758240699768,0.20331616699695587,1.0,0.19773077964782715,0.32374662160873413,0.08377166837453842,0.21712473034858704
capital,0.08617016673088074,0.11351176351308823,0.2530103027820587,0.07727224379777908,0.0980859100818634,0.16425155103206635,0.169990673661232,0.0907452180981636
equipment,0.2004607915878296,0.2190978080034256,0.3502131998538971,0.19773077964782715,1.0,0.2880359888076782,0.3307946026325226,0.0920877456665039
for,0.3869043290615082,0.29510271549224854,0.21972301602363586,0.32374662160873413,0.2880359888076782,0.9999999403953552,0.2527289092540741,0.264628142118454
labor,0.17896071076393127,0.16891427338123322,0.25832536816596985,0.08794709295034409,0.23645642399787903,0.23246270418167114,0.5137044787406921,0.19386747479438782
inputs,0.22410951554775238,0.22478222846984863,0.2910129725933075,0.3138836920261383,0.24859404563903809,0.24109430611133575,0.15933924913406372,0.22019177675247192
(,0.23387731611728668,0.24216170608997345,0.08396552503108978,0.20202602446079254,0.12909448146820068,0.3357032239437103,0.11125283688306808,0.40561532974243164
workers,0.1646035760641098,0.2525286078453064,0.3150506317615509,0.08377166837453842,0.3307946026325226,0.2527289092540741,1.0000001192092896,0.1706571877002716
),0.25356316566467285,0.24460165202617645,0.06800664961338043,0.21400728821754456,0.12984225153923035,0.3639558255672455,0.1238962784409523,0.42300865054130554
under,0.20535078644752502,0.1541033536195755,0.13698098063468933,0.12297171354293823,0.16553375124931335,0.2930702269077301,0.14144518971443176,0.18233340978622437
competitive,0.16575771570205688,0.19629330933094025,0.4025532305240631,0.2403075098991394,0.26127853989601135,0.3373406231403351,0.1748814582824707,0.09302955120801926
pressure,0.19398412108421326,0.15047042071819305,0.19982416927814484,0.14006474614143372,0.3029033839702606,0.16119280457496643,0.18452425301074982,0.142023503780365
to,0.4100138247013092,0.38876664638519287,0.24817463755607605,0.2778834402561188,0.21870006620883942,0.4451248347759247,0.2307046800851822,0.29463258385658264
reduce,0.17433716356754303,0.2831265926361084,0.30654582381248474,0.25150296092033386,0.23746158182621002,0.28123193979263306,0.2400936633348465,0.1462220549583435
costs,0.19548040628433228,0.20183351635932922,0.4247700870037079,0.2267085313796997,0.33255791664123535,0.29340842366218567,0.34489917755126953,0.19150719046592712
and,0.27806392312049866,0.276123583316803,0.2894735038280487,0.21241167187690735,0.24890132248401642,0.5064792633056641,0.22632038593292236,0.20544172823429108
maximize,0.20054291188716888,0.2438202202320099,0.3801252841949463,0.21128776669502258,0.29074952006340027,0.21011653542518616,0.19612084329128265,0.15763318538665771
profits,0.1779387891292572,0.21458779275417328,0.5109280943870544,0.14759254455566406,0.3202357292175293,0.2327321320772171,0.3781868517398834,0.1589900553226471
.,0.32909876108169556,0.3613996207714081,0.1992122232913971,0.26169419288635254,0.19206763803958893,0.4726039469242096,0.17509925365447998,0.4130953550338745
,why,do,firms,substitute,equipment,for,workers,?
the,0.30742117762565613,0.30239659547805786,0.2687743306159973,0.1829191893339157,0.22635069489479065,0.4739971458911896,0.23066683113574982,0.22068053483963013
substitution,0.2452210634946823,0.23425324261188507,0.295478880405426,0.7347630262374878,0.19963675737380981,0.2861395478248596,0.13614995777606964,0.24351200461387634
of,0.28464117646217346,0.26150479912757874,0.23259897530078888,0.10089483857154846,0.18924570083618164,0.4185989499092102,0.20827822387218475,0.1826142966747284
capital,0.08617016673088074,0.11351176351308823,0.2530103027820587,0.07727224379777908,0.0980859100818634,0.16425155103206635,0.169990673661232,0.0907452180981636
equipment,0.2004607915878296,0.2190978080034256,0.3502131998538971,0.19773077964782715,1.0,0.2880359888076782,0.3307946026325226,0.0920877456665039
for,0.3869043290615082,0.29510271549224854,0.21972301602363586,0.32374662160873413,0.2880359888076782,0.9999999403953552,0.2527289092540741,0.264628142118454
labor,0.17896071076393127,0.16891427338123322,0.25832536816596985,0.08794709295034409,0.23645642399787903,0.23246270418167114,0.5137044787406921,0.19386747479438782
(,0.23387731611728668,0.24216170608997345,0.08396552503108978,0.20202602446079254,0.12909448146820068,0.3357032239437103,0.11125283688306808,0.40561532974243164
mechanization,0.27954596281051636,0.23217476904392242,0.367972195148468,0.2213064581155777,0.3889513313770294,0.30877310037612915,0.3393888473510742,0.21008428931236267
and,0.27806392312049866,0.276123583316803,0.2894735038280487,0.21241167187690735,0.24890132248401642,0.5064792633056641,0.22632038593292236,0.20544172823429108
automation,0.27506598830223083,0.30689892172813416,0.3112518787384033,0.19155366718769073,0.3922896087169647,0.31334394216537476,0.17528240382671356,0.26651784777641296
),0.25356316566467285,0.24460165202617645,0.06800664961338043,0.21400728821754456,0.12984225153923035,0.3639558255672455,0.1238962784409523,0.42300865054130554
raises,0.24658796191215515,0.23453734815120697,0.2309209555387497,0.17310088872909546,0.10154823958873749,0.25240424275398254,0.147055983543396,0.20082814991474152
the,0.30742117762565613,0.30239659547805786,0.2687743306159973,0.1829191893339157,0.22635069489479065,0.4739971458911896,0.23066683113574982,0.22068053483963013
productivity,0.26010793447494507,0.2186211347579956,0.4040333330631256,0.18956229090690613,0.29755234718322754,0.2784219980239868,0.2605060636997223,0.23359106481075287
of,0.28464117646217346,0.26150479912757874,0.23259897530078888,0.10089483857154846,0.18924570083618164,0.4185989499092102,0.20827822387218475,0.1826142966747284
each,0.25614088773727417,0.2601187825202942,0.22161144018173218,0.16491131484508514,0.22502459585666656,0.3044290542602539,0.19554735720157623,0.21173812448978424
worker,0.11348670721054077,0.1970411092042923,0.22707965970039368,0.13340577483177185,0.29257380962371826,0.24420714378356934,0.7420186996459961,0.1447860300540924
",",0.2827242314815521,0.3283645510673523,0.20413024723529816,0.23163557052612305,0.21909046173095703,0.4464869201183319,0.17716385424137115,0.31091248989105225
resulting,0.20402245223522186,0.20509621500968933,0.2724207639694214,0.2690211236476898,0.20881304144859314,0.28196775913238525,0.17990702390670776,0.10813049972057343
in,0.23227278888225555,0.23402775824069977,0.2437836080789566,0.17378172278404236,0.1740107387304306,0.4322226941585541,0.2254374474287033,0.20430970191955566
a,0.2667238116264343,0.26237669587135315,0.24381820857524872,0.23485712707042694,0.23026658594608307,0.44038116931915283,0.25033822655677795,0.23916715383529663
situation,0.333413302898407,0.25660836696624756,0.24557524919509888,0.24524365365505219,0.20489026606082916,0.2939284145832062,0.22579796612262726,0.2714049518108368
of,0.28464117646217346,0.26150479912757874,0.23259897530078888,0.10089483857154846,0.18924570083618164,0.4185989499092102,0.20827822387218475,0.1826142966747284
relatively,0.28953468799591064,0.19641050696372986,0.2748471796512604,0.15907463431358337,0.21460948884487152,0.23884440958499908,0.15604238212108612,0.1281091868877411
stagnant,0.3103931248188019,0.2525940239429474,0.21592046320438385,0.22934794425964355,0.18065711855888367,0.2989278733730316,0.1572982221841812,0.20977488160133362
wages,0.15848849713802338,0.18496131896972656,0.42171916365623474,0.16159644722938538,0.29557350277900696,0.28834453225135803,0.5291796326637268,0.19884631037712097
for,0.3869043290615082,0.29510271549224854,0.21972301602363586,0.32374662160873413,0.2880359888076782,0.9999999403953552,0.2527289092540741,0.264628142118454
the,0.30742117762565613,0.30239659547805786,0.2687743306159973,0.1829191893339157,0.22635069489479065,0.4739971458911896,0.23066683113574982,0.22068053483963013
working,0.20717473328113556,0.2560761868953705,0.24687421321868896,0.17306102812290192,0.3054283857345581,0.3632623255252838,0.3975767493247986,0.17154020071029663
class,0.14841702580451965,0.15967817604541779,0.1580156832933426,0.1501508355140686,0.13487347960472107,0.17833863198757172,0.12829099595546722,0.12778934836387634
amidst,0.19759413599967957,0.21830123662948608,0.216730535030365,0.07245440036058426,0.2204473912715912,0.21817299723625183,0.23909901082515717,0.1263405978679657
rising,0.13590683043003082,0.1335436999797821,0.17857524752616882,-0.0004799976304639131,0.15456919372081757,0.20961570739746094,0.17918771505355835,0.07955946773290634
levels,0.23478177189826965,0.22495627403259277,0.23371988534927368,0.17134779691696167,0.19638416171073914,0.24535854160785675,0.1642984002828598,0.1541307419538498
of,0.28464117646217346,0.26150479912757874,0.23259897530078888,0.10089483857154846,0.18924570083618164,0.4185989499092102,0.20827822387218475,0.1826142966747284
property,0.17511484026908875,0.1767778992652893,0.3141142725944519,0.2059156596660614,0.17698627710342407,0.2189353108406067,0.23628714680671692,0.16865147650241852
income,0.16091704368591309,0.1701079159975052,0.3037940263748169,0.10881057381629944,0.21507738530635834,0.27512091398239136,0.2732676565647125,0.14935168623924255
for,0.3869043290615082,0.29510271549224854,0.21972301602363586,0.32374662160873413,0.2880359888076782,0.9999999403953552,0.2527289092540741,0.264628142118454
the,0.30742117762565613,0.30239659547805786,0.2687743306159973,0.1829191893339157,0.22635069489479065,0.4739971458911896,0.23066683113574982,0.22068053483963013
