,what,did,gasquet,think,the,plague,was,?
the,0.42745697498321533,0.34736719727516174,0.25759053230285645,0.3102172613143921,1.0,0.2537761330604553,0.48711544275283813,0.22068053483963013
historian,0.21019703149795532,0.2181326448917389,0.31056860089302063,0.1873120814561844,0.17690813541412354,0.2687031626701355,0.2929774224758148,0.14715451002120972
francis,0.17941924929618835,0.15455317497253418,0.2835412323474884,0.20797382295131683,0.25598275661468506,0.1768873780965805,0.3005248010158539,0.11903949081897736
aidan,0.1350153088569641,0.08065031468868256,0.15845723450183868,0.16050726175308228,0.23652860522270203,0.20694421231746674,0.22290340065956116,0.08199948072433472
gasquet,0.10147222876548767,0.13095800578594208,0.9999999403953552,0.13944067060947418,0.25759053230285645,0.20662063360214233,0.23586979508399963,0.15371091663837433
wrote,0.2664989233016968,0.3485160768032074,0.12525485455989838,0.2458704560995102,0.2426944375038147,0.2673870027065277,0.40092042088508606,0.19322504103183746
about,0.47976887226104736,0.28723078966140747,0.13621480762958527,0.417228102684021,0.37995871901512146,0.2741866707801819,0.2577359974384308,0.302409827709198
the,0.42745697498321533,0.34736719727516174,0.25759053230285645,0.3102172613143921,1.0,0.2537761330604553,0.48711544275283813,0.22068053483963013
'great,0.3588789403438568,0.3061002790927887,0.15956038236618042,0.38907524943351746,0.2833038568496704,0.3279501497745514,0.22077679634094238,0.27658799290657043
pestilence,0.22091776132583618,0.14407475292682648,0.27519842982292175,0.21371476352214813,0.2956005036830902,0.5076456665992737,0.2396894246339798,0.1826978623867035
',0.3245812654495239,0.25488927960395813,0.2344837486743927,0.3257502317428589,0.474788099527359,0.18603986501693726,0.33675912022590637,0.330942302942276
in,0.30808621644973755,0.2593238651752472,0.19707681238651276,0.23837615549564362,0.6662389636039734,0.2488756626844406,0.45514053106307983,0.20430970191955566
1893,0.12838007509708405,0.10365716367959976,0.06775573641061783,0.14469073712825775,0.10564703494310379,0.1108628585934639,0.04229336231946945,0.0544506311416626
and,0.31309178471565247,0.34479495882987976,0.2900671362876892,0.30740439891815186,0.5171257257461548,0.2229994833469391,0.3740963041782379,0.20544172823429108
suggested,0.30050885677337646,0.36875683069229126,0.09918121993541718,0.417881041765213,0.28443726897239685,0.12355919927358627,0.30712512135505676,0.2549840807914734
that,0.6297725439071655,0.47518548369407654,0.157001793384552,0.5798900723457336,0.5473989248275757,0.23825600743293762,0.33670201897621155,0.32716336846351624
``,0.008517155423760414,-0.029888948425650597,0.11818669736385345,0.021398255601525307,0.029072100296616554,0.043773453682661057,-0.012679691426455975,0.0685480609536171
it,0.45803478360176086,0.2993364930152893,0.2342490553855896,0.4360305368900299,0.6251175999641418,0.28122323751449585,0.4577186405658722,0.25732165575027466
would,0.45766422152519226,0.6268245577812195,0.14737167954444885,0.5148938894271851,0.4133751392364502,0.1402394324541092,0.41663143038749695,0.37178951501846313
appear,0.2962318956851959,0.2974576950073242,0.1530872881412506,0.34035393595695496,0.3581200838088989,0.20642799139022827,0.17049376666545868,0.22635367512702942
to,0.455847829580307,0.4452643394470215,0.23918284475803375,0.3748004138469696,0.535392165184021,0.21845681965351105,0.3636345863342285,0.29463258385658264
be,0.3929833769798279,0.22657383978366852,0.17657017707824707,0.4904957115650177,0.4248143136501312,0.15983276069164276,0.42228707671165466,0.3324260413646698
some,0.4491020441055298,0.42553430795669556,0.12959447503089905,0.5093849301338196,0.4566698372364044,0.2697436809539795,0.21528802812099457,0.2562315762042999
form,0.15868011116981506,0.18086659908294678,0.05620270594954491,0.21362508833408356,0.29286009073257446,0.1401442289352417,0.15690121054649353,0.1463010311126709
of,0.33290785551071167,0.2513895630836487,0.18507303297519684,0.2625778615474701,0.733189046382904,0.27455615997314453,0.4069072902202606,0.1826142966747284
the,0.42745697498321533,0.34736719727516174,0.25759053230285645,0.3102172613143921,1.0,0.2537761330604553,0.48711544275283813,0.22068053483963013
ordinary,0.29406803846359253,0.21612174808979034,0.08350025862455368,0.32761263847351074,0.2741096615791321,0.20901356637477875,0.16986903548240662,0.22565332055091858
eastern,0.2263268083333969,0.13009013235569,0.18676526844501495,0.15243680775165558,0.3928247392177582,0.15671682357788086,0.23346775770187378,0.20060817897319794
or,0.33867141604423523,0.28211739659309387,0.20379862189292908,0.3291764259338379,0.4174870550632477,0.19699858129024506,0.2330796718597412,0.32389625906944275
bubonic,0.24423125386238098,0.24302518367767334,0.2583576440811157,0.27038487792015076,0.3366847634315491,0.6634843349456787,0.2626744210720062,0.21706949174404144
plague,0.22263506054878235,0.1901843398809433,0.20662063360214233,0.20656731724739075,0.2537761330604553,0.9999999403953552,0.24312011897563934,0.11872942000627518
'',0.08143015950918198,0.01978493109345436,0.013032566756010056,0.03370605781674385,0.041273195296525955,0.05148669332265854,0.04456103965640068,0.018684765323996544
.,0.3567904531955719,0.35288307070732117,0.2756970524787903,0.31119775772094727,0.5934505462646484,0.2547653317451477,0.40146201848983765,0.4130953550338745
