,what,was,a,long,term,goal,of,french,foreign,policy,along,the,rhine,?
since,0.29783400893211365,0.4384658932685852,0.3303585946559906,0.2609017491340637,0.2175232321023941,0.14973147213459015,0.35513219237327576,0.16538546979427338,0.19151057302951813,0.29112356901168823,0.17021682858467102,0.4054957628250122,0.1959613710641861,0.2876587212085724
the,0.42745697498321533,0.48711544275283813,0.5829201340675354,0.3075225353240967,0.2740369141101837,0.2443244755268097,0.733189046382904,0.2555147111415863,0.2946566939353943,0.2358427494764328,0.39495137333869934,1.0,0.30735138058662415,0.22068053483963013
peace,0.18390877544879913,0.20237044990062714,0.1620711386203766,0.13032019138336182,0.1264478713274002,0.23882105946540833,0.23538054525852203,0.21047964692115784,0.2126266360282898,0.2858927547931671,0.19250187277793884,0.2625678777694702,0.21580587327480316,0.1404135823249817
of,0.33290785551071167,0.4069072902202606,0.5052502155303955,0.2567519545555115,0.26047757267951965,0.1838325709104538,1.0,0.19450366497039795,0.25741127133369446,0.24393197894096375,0.34889817237854004,0.733189046382904,0.2548927664756775,0.1826142966747284
westphalia,0.19423262774944305,0.19926759600639343,0.20318731665611267,0.14034147560596466,0.18964125216007233,0.1158900260925293,0.2711816132068634,0.24874462187290192,0.17505328357219696,0.1814160943031311,0.21610988676548004,0.2691340148448944,0.7675833702087402,0.11508876085281372
",",0.3087472915649414,0.45456063747406006,0.427140474319458,0.3431144952774048,0.21599270403385162,0.2145523726940155,0.4946078956127167,0.28806620836257935,0.2636609673500061,0.2903050184249878,0.29824912548065186,0.4933079481124878,0.167837992310524,0.31091248989105225
the,0.42745697498321533,0.48711544275283813,0.5829201340675354,0.3075225353240967,0.2740369141101837,0.2443244755268097,0.733189046382904,0.2555147111415863,0.2946566939353943,0.2358427494764328,0.39495137333869934,1.0,0.30735138058662415,0.22068053483963013
upper,0.1592642068862915,0.16268539428710938,0.26226839423179626,0.18395861983299255,0.11012937873601913,0.035819701850414276,0.25818127393722534,0.1375219225883484,0.11701298505067825,0.1097700372338295,0.1772904247045517,0.35289278626441956,0.27324220538139343,0.051342256367206573
rhine,0.16475653648376465,0.18681856989860535,0.1823403388261795,0.1596824824810028,0.10902741551399231,0.12774904072284698,0.2548927664756775,0.2762029767036438,0.13911594450473785,0.15144683420658112,0.24867600202560425,0.30735138058662415,1.0,0.13754533231258392
formed,0.15451857447624207,0.3009849190711975,0.21948496997356415,0.11875946074724197,0.12200785428285599,0.11802513897418976,0.2871689796447754,0.09922009706497192,0.1406863033771515,0.05824517086148262,0.21850499510765076,0.28813210129737854,0.12505698204040527,0.09686966985464096
a,0.3320399522781372,0.4508470594882965,1.0,0.3795371353626251,0.3080509603023529,0.20853768289089203,0.5052502155303955,0.24285779893398285,0.16994866728782654,0.17720282077789307,0.24426962435245514,0.5829201340675354,0.1823403388261795,0.23916715383529663
contentious,0.43920037150382996,0.20324142277240753,0.24269631505012512,0.22032155096530914,0.25296950340270996,0.26716214418411255,0.22034852206707,0.10160337388515472,0.21412232518196106,0.3899766206741333,0.12423797696828842,0.23275132477283478,0.08005579560995102,0.3596433699131012
border,0.26696228981018066,0.15863363444805145,0.20451702177524567,0.20275035500526428,0.07146712392568588,0.1532745063304901,0.24084383249282837,0.18881182372570038,0.19064861536026,0.2212585210800171,0.32606256008148193,0.2856229841709137,0.32308438420295715,0.1706928312778473
between,0.2462156116962433,0.24048170447349548,0.29385313391685486,0.2935289144515991,0.22736425697803497,0.19565463066101074,0.3737983703613281,0.14514502882957458,0.2357904613018036,0.16495448350906372,0.3784843385219574,0.39067012071609497,0.17755062878131866,0.12887074053287506
france,0.17793065309524536,0.2715669870376587,0.24802380800247192,0.20636053383350372,0.13628262281417847,0.11414412409067154,0.3265724182128906,0.5492131114006042,0.20475220680236816,0.18206173181533813,0.15814462304115295,0.35517507791519165,0.3459889590740204,0.15069349110126495
and,0.31309178471565247,0.3740963041782379,0.3739250600337982,0.3395216166973114,0.22272127866744995,0.20885969698429108,0.5116966962814331,0.32751965522766113,0.25234511494636536,0.2148873209953308,0.4213258922100067,0.5171257257461548,0.22029656171798706,0.20544172823429108
germany,0.21690446138381958,0.2618768811225891,0.2606942057609558,0.1859750896692276,0.17704254388809204,0.22702011466026306,0.2942050099372864,0.2676341235637665,0.2504080533981323,0.21877872943878174,0.10782916843891144,0.3181285262107849,0.5801170468330383,0.1388660967350006
.,0.3567904531955719,0.40146201848983765,0.50484299659729,0.3247973620891571,0.18456575274467468,0.19919876754283905,0.5352458953857422,0.2480926215648651,0.20514161884784698,0.25152966380119324,0.27491724491119385,0.5934505462646484,0.2089352011680603,0.4130953550338745
