,how,can,you,protest,against,the,government,in,an,individual,way,?
an,0.2520636022090912,0.23671309649944305,0.25573375821113586,0.20804888010025024,0.17087337374687195,0.4207492768764496,0.15164874494075775,0.2605783939361572,1.0,0.2758936285972595,0.2338123321533203,0.19793890416622162
example,0.39914554357528687,0.5023694038391113,0.3813398778438568,0.15559491515159607,0.23728588223457336,0.3755223751068115,0.15536615252494812,0.30483278632164,0.3076696991920471,0.35102155804634094,0.4234580993652344,0.30374911427497864
would,0.43239715695381165,0.5638198852539062,0.5094044804573059,0.2515021562576294,0.25891733169555664,0.4133751392364502,0.2675379514694214,0.30461156368255615,0.2650099992752075,0.34179502725601196,0.4341159760951996,0.37178951501846313
be,0.4158933162689209,0.5791122913360596,0.4713827073574066,0.1804484724998474,0.18640132248401642,0.4248143136501312,0.22621913254261017,0.3481820821762085,0.33041056990623474,0.4096139669418335,0.4511762857437134,0.3324260413646698
wbai,0.2504851818084717,0.22614678740501404,0.18079720437526703,0.2414127141237259,0.22787822782993317,0.22887872159481049,0.23869891464710236,0.2096901684999466,0.12449104338884354,0.2532290518283844,0.25203365087509155,0.22031190991401672
's,-0.026164190843701363,-0.02075597457587719,0.03899187967181206,-0.0016888814279809594,-0.0006242102244868875,-0.01540423184633255,0.00033092309604398906,-0.037580832839012146,0.025255560874938965,0.007690947037190199,-0.010326403193175793,-0.023395681753754616
broadcasting,0.17076817154884338,0.1490316390991211,0.1510307490825653,0.219343900680542,0.14874698221683502,0.29916465282440186,0.3373775780200958,0.27609771490097046,0.20089168846607208,0.18671466410160065,0.21465849876403809,0.10870421677827835
the,0.33890387415885925,0.312528520822525,0.30037742853164673,0.25126034021377563,0.3090755045413971,1.0,0.31798112392425537,0.6662389636039734,0.4207492768764496,0.3706541955471039,0.36217406392097473,0.22068053483963013
track,0.15683725476264954,0.16157284379005432,0.22751647233963013,0.1576242446899414,0.11308757960796356,0.22914014756679535,0.1038324236869812,0.1798572689294815,0.14529283344745636,0.27567949891090393,0.22668714821338654,0.11461397260427475
``,-0.01591024175286293,0.12428006529808044,0.022201700136065483,-0.009539873339235783,0.031818777322769165,0.029072100296616554,0.09259884804487228,0.04765888676047325,0.03770720958709717,0.08462762832641602,0.016825292259454727,0.0685480609536171
filthy,0.2630860209465027,0.27707740664482117,0.368026465177536,0.26533201336860657,0.16540294885635376,0.21923582255840302,0.07421232759952545,0.14704526960849762,0.23770497739315033,0.14725090563297272,0.31514471769332886,0.22993110120296478
words,0.31048280000686646,0.28539231419563293,0.3704112768173218,0.13771523535251617,0.149547278881073,0.29205581545829773,0.20171281695365906,0.20740897953510284,0.2231868952512741,0.2224641740322113,0.33623823523521423,0.27074310183525085
'',-0.0029843549709767103,0.008988718502223492,0.03718613088130951,-0.03051380254328251,-0.03918103128671646,0.041273195296525955,0.01981239765882492,0.07432962208986282,0.09471100568771362,0.025925420224666595,0.010584947653114796,0.018684765323996544
from,0.22939439117908478,0.2516351342201233,0.19235679507255554,0.1838717758655548,0.2447778731584549,0.40150508284568787,0.16793464124202728,0.4274188280105591,0.20876385271549225,0.21223993599414825,0.2694782316684723,0.19969791173934937
a,0.29312583804130554,0.3915780484676361,0.334549218416214,0.25490954518318176,0.2227657586336136,0.5829201340675354,0.25158295035362244,0.539380669593811,0.44552403688430786,0.34062352776527405,0.3330821096897125,0.23916715383529663
george,0.1392437070608139,0.09918875247240067,0.13477130234241486,0.16190029680728912,0.12058484554290771,0.2510760426521301,0.14049941301345825,0.18167929351329803,0.1626696139574051,0.1464095264673233,0.1575925201177597,0.1479024887084961
carlin,0.16980451345443726,0.14098797738552094,0.218308687210083,0.16312140226364136,0.14149920642375946,0.26455092430114746,0.14157743752002716,0.2937639057636261,0.23584908246994019,0.14089654386043549,0.15938793122768402,0.19604559242725372
comedy,0.1916017383337021,0.1644565761089325,0.2193768322467804,0.10479895770549774,0.15775816142559052,0.18746663630008698,0.18800993263721466,0.2529917359352112,0.14185881614685059,0.12019918113946915,0.22008830308914185,0.23552699387073517
album,0.1464894562959671,0.17643840610980988,0.3081207573413849,0.14292985200881958,0.12007656693458557,0.23813588917255402,0.11920623481273651,0.16852335631847382,0.140755295753479,0.18595658242702484,0.2155034989118576,0.22077368199825287
",",0.22659391164779663,0.3139454126358032,0.3199685513973236,0.2963520884513855,0.31168749928474426,0.4933079481124878,0.27344048023223877,0.5201468467712402,0.3581022024154663,0.20963770151138306,0.2861018478870392,0.31091248989105225
which,0.4852597713470459,0.41132649779319763,0.3689880967140198,0.20171445608139038,0.27554041147232056,0.6521818041801453,0.27266770601272583,0.4840516746044159,0.3611921966075897,0.4525477886199951,0.4262211322784424,0.25814583897590637
eventually,0.29669713973999023,0.2644006013870239,0.21021851897239685,0.1953440010547638,0.3036210536956787,0.42022404074668884,0.25899943709373474,0.3575967252254486,0.1522912085056305,0.20840930938720703,0.3486616611480713,0.13642115890979767
