,what,is,the,governing,committee,that,voted,in,favor,of,a,proposal,that,would,permit,ministers,to,officiate,same-sex,weddings,?
for,0.3017193675041199,0.43268078565597534,0.4739971458911896,0.2078820914030075,0.29222947359085083,0.4137635827064514,0.24463090300559998,0.4322226941585541,0.30653244256973267,0.4185989499092102,0.44038116931915283,0.2781776189804077,0.4137635827064514,0.39877474308013916,0.2789860665798187,0.23308716714382172,0.4451248347759247,0.24454796314239502,0.29812857508659363,0.22581973671913147,0.264628142118454
example,0.3456268310546875,0.36737263202667236,0.3755223751068115,0.19935622811317444,0.11811376363039017,0.429897665977478,0.10015487670898438,0.30483278632164,0.2197313904762268,0.3570667505264282,0.40234753489494324,0.19630490243434906,0.429897665977478,0.3423042595386505,0.3211829662322998,0.18869656324386597,0.3451666533946991,0.17081058025360107,0.2679726779460907,0.20507043600082397,0.30374911427497864
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2052883803844452,0.20982497930526733,0.4137537479400635,0.2582967281341553,0.5201468467712402,0.2809197008609772,0.4946078956127167,0.427140474319458,0.2780962586402893,0.4137537479400635,0.32586824893951416,0.24541500210762024,0.2294151484966278,0.44245919585227966,0.2919594645500183,0.291130006313324,0.2060249000787735,0.31091248989105225
the,0.42745697498321533,0.5823672413825989,1.0,0.3302684724330902,0.24322165548801422,0.5473989248275757,0.3015371859073639,0.6662389636039734,0.24460799992084503,0.733189046382904,0.5829201340675354,0.24154584109783173,0.5473989248275757,0.4133751392364502,0.21805532276630402,0.2563166916370392,0.535392165184021,0.347084105014801,0.3488786220550537,0.21126525104045868,0.22068053483963013
connectional,0.20255428552627563,0.3178628385066986,0.30338841676712036,0.18697403371334076,0.12808310985565186,0.306526243686676,0.13307151198387146,0.28859952092170715,0.17299960553646088,0.2914009988307953,0.3373123109340668,0.16381187736988068,0.306526243686676,0.1968177706003189,0.2535385191440582,0.17110322415828705,0.3289974331855774,0.22486531734466553,0.31537866592407227,0.14533142745494843,0.1285887062549591
table,0.2240780144929886,0.2049751877784729,0.22716619074344635,0.15032194554805756,0.1570597141981125,0.29620587825775146,0.12603585422039032,0.23322038352489471,0.1474754512310028,0.20049740374088287,0.2432243973016739,0.18099921941757202,0.29620587825775146,0.21929551661014557,0.10307742655277252,0.11630729585886002,0.1819842904806137,0.13207702338695526,0.10817066580057144,0.1415257304906845,0.1782790720462799
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2052883803844452,0.20982497930526733,0.4137537479400635,0.2582967281341553,0.5201468467712402,0.2809197008609772,0.4946078956127167,0.427140474319458,0.2780962586402893,0.4137537479400635,0.32586824893951416,0.24541500210762024,0.2294151484966278,0.44245919585227966,0.2919594645500183,0.291130006313324,0.2060249000787735,0.31091248989105225
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.22193856537342072,0.1903151571750641,0.47537946701049805,0.24479347467422485,0.539380669593811,0.2670113742351532,0.5052502155303955,1.0,0.2847301959991455,0.47537946701049805,0.398599237203598,0.2576712369918823,0.17241229116916656,0.45503583550453186,0.21440303325653076,0.3308933675289154,0.1385573148727417,0.23916715383529663
governing,0.21229864656925201,0.22579121589660645,0.3302684724330902,0.9999999403953552,0.3379153311252594,0.20442156493663788,0.24989895522594452,0.29522937536239624,0.21385706961154938,0.3364465534687042,0.22193856537342072,0.19736547768115997,0.20442156493663788,0.18696090579032898,0.23055845499038696,0.3793362081050873,0.22282420098781586,0.3042263686656952,0.18208250403404236,0.1534883975982666,0.15836504101753235
committee,0.18195343017578125,0.1410297304391861,0.24322165548801422,0.3379153311252594,1.0,0.2412172257900238,0.26699167490005493,0.2107008546590805,0.25515949726104736,0.2920650243759155,0.1903151571750641,0.3636449873447418,0.2412172257900238,0.19872711598873138,0.18637965619564056,0.3442498445510864,0.24979650974273682,0.3432125151157379,0.25418519973754883,0.15088678896427155,0.12144632637500763
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2052883803844452,0.20982497930526733,0.4137537479400635,0.2582967281341553,0.5201468467712402,0.2809197008609772,0.4946078956127167,0.427140474319458,0.2780962586402893,0.4137537479400635,0.32586824893951416,0.24541500210762024,0.2294151484966278,0.44245919585227966,0.2919594645500183,0.291130006313324,0.2060249000787735,0.31091248989105225
has,0.20338068902492523,0.5668748617172241,0.4177538752555847,0.17174626886844635,0.17535506188869476,0.41272613406181335,0.17369596660137177,0.4173259735107422,0.09992191195487976,0.3909035325050354,0.4670248031616211,0.1874537467956543,0.41272613406181335,0.3014826476573944,0.1692437082529068,0.18371336162090302,0.3619994819164276,0.19686666131019592,0.25958508253097534,0.20434343814849854,0.15994466841220856
voted,0.26488763093948364,0.1914176642894745,0.3015371859073639,0.24989895522594452,0.26699167490005493,0.2901621162891388,1.0,0.22158056497573853,0.3882156014442444,0.25903964042663574,0.24479347467422485,0.4042787551879883,0.2901621162891388,0.37175172567367554,0.17423169314861298,0.21116873621940613,0.22957871854305267,0.20752812922000885,0.27091771364212036,0.15879316627979279,0.22732289135456085
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.29522937536239624,0.2107008546590805,0.435920387506485,0.22158056497573853,1.0,0.2092810571193695,0.5696388483047485,0.539380669593811,0.19013147056102753,0.435920387506485,0.30461156368255615,0.1751854419708252,0.21894918382167816,0.45010748505592346,0.2544706463813782,0.3094196021556854,0.22578467428684235,0.20430970191955566
