,the,huguenots,were,the,first,europeans,to,live,in,what,modern,new,york,borough,?
upon,0.28184252977371216,0.19589164853096008,0.18159154057502747,0.28184252977371216,0.2280571311712265,0.1522355079650879,0.2616317570209503,0.10955974459648132,0.20347267389297485,0.2878674864768982,0.13770535588264465,0.18686427175998688,0.15236668288707733,0.24852687120437622,0.13780277967453003
their,0.516537070274353,0.30116045475006104,0.43277356028556824,0.516537070274353,0.26809096336364746,0.2839221656322479,0.44619059562683105,0.28444966673851013,0.34976133704185486,0.35142919421195984,0.25522688031196594,0.25697171688079834,0.18450471758842468,0.16952690482139587,0.1898253709077835
arrival,0.3051127791404724,0.32356858253479004,0.3230350911617279,0.3051127791404724,0.32971715927124023,0.4526810944080353,0.2928422689437866,0.10606124997138977,0.2351498007774353,0.24079416692256927,0.19131742417812347,0.2602185904979706,0.24717502295970917,0.15575078129768372,0.07185088098049164
in,0.6662389636039734,0.25916293263435364,0.3815755248069763,0.6662389636039734,0.4127444326877594,0.22646811604499817,0.45010748505592346,0.3068392276763916,1.0,0.30808621644973755,0.29808807373046875,0.3758552670478821,0.2961827218532562,0.25053277611732483,0.20430970191955566
new,0.3845241069793701,0.22766715288162231,0.21711495518684387,0.3845241069793701,0.3283863663673401,0.16408655047416687,0.33159172534942627,0.2089664489030838,0.3758552670478821,0.2130378633737564,0.24743801355361938,0.9999999403953552,0.7252664566040039,0.32604292035102844,0.14782847464084625
amsterdam,0.18500292301177979,0.3400341868400574,0.1932125836610794,0.18500292301177979,0.17973113059997559,0.2378111481666565,0.20890367031097412,0.19754813611507416,0.20347608625888824,0.09970812499523163,0.16859154403209686,0.30633097887039185,0.37377285957336426,0.28899747133255005,0.1401052325963974
",",0.4933079481124878,0.23394492268562317,0.36755475401878357,0.4933079481124878,0.34503069519996643,0.21027721464633942,0.44245919585227966,0.29754534363746643,0.5201468467712402,0.3087472915649414,0.2557750344276428,0.36073189973831177,0.2926291227340698,0.18933524191379547,0.31091248989105225
huguenots,0.30745792388916016,1.0,0.2728680968284607,0.30745792388916016,0.17457492649555206,0.3625500500202179,0.2685132324695587,0.16677549481391907,0.25916293263435364,0.22128188610076904,0.15978288650512695,0.22766715288162231,0.26886633038520813,0.25951096415519714,0.16010338068008423
were,0.3906462490558624,0.2728680968284607,1.0000001192092896,0.3906462490558624,0.3285558819770813,0.3747280538082123,0.31913647055625916,0.2256481945514679,0.3815755248069763,0.22298263013362885,0.2078569084405899,0.21711495518684387,0.18790318071842194,0.17145554721355438,0.17890112102031708
offered,0.270993173122406,0.20499640703201294,0.2663682997226715,0.270993173122406,0.23481518030166626,0.1252792328596115,0.28788384795188904,0.13909871876239777,0.2690350115299225,0.1662205457687378,0.1372348815202713,0.24965396523475647,0.19248947501182556,0.11580031365156174,0.22244536876678467
land,0.28587454557418823,0.2369009107351303,0.27322420477867126,0.28587454557418823,0.21889498829841614,0.31976112723350525,0.2885280251502991,0.29599419236183167,0.22871792316436768,0.23411516845226288,0.17234867811203003,0.19180771708488464,0.13810868561267853,0.20274102687835693,0.1432059109210968
directly,0.4502958655357361,0.16025805473327637,0.22200684249401093,0.4502958655357361,0.28205159306526184,0.23883451521396637,0.46690139174461365,0.14204959571361542,0.25104159116744995,0.3618607521057129,0.1893884241580963,0.17147807776927948,0.12417712807655334,0.22874383628368378,0.2187996357679367
across,0.3816230297088623,0.2246689647436142,0.22917133569717407,0.3816230297088623,0.19914396107196808,0.29199087619781494,0.36818596720695496,0.1634288728237152,0.36988839507102966,0.24809791147708893,0.16243621706962585,0.22432254254817963,0.18417879939079285,0.17912060022354126,0.17034576833248138
from,0.40150508284568787,0.17123448848724365,0.29991888999938965,0.40150508284568787,0.23348960280418396,0.21283502876758575,0.4069952368736267,0.19593046605587006,0.4274188280105591,0.2737620174884796,0.20089907944202423,0.3360432982444763,0.25090619921684265,0.17156033217906952,0.19969791173934937
manhattan,0.2704658806324005,0.21260833740234375,0.14474090933799744,0.2704658806324005,0.16077955067157745,0.12779812514781952,0.2035611867904663,0.1014280915260315,0.24702738225460052,0.14820615947246552,0.13857603073120117,0.4747370779514313,0.6139028072357178,0.3885514736175537,0.08787932246923447
on,0.5107308030128479,0.17342323064804077,0.2774328887462616,0.5107308030128479,0.3120559751987457,0.18165934085845947,0.41031414270401,0.24591919779777527,0.46853652596473694,0.34226128458976746,0.17548997700214386,0.31106263399124146,0.2789517641067505,0.17129766941070557,0.2714994251728058
long,0.3075225353240967,0.1594732701778412,0.18442559242248535,0.3075225353240967,0.23231349885463715,0.1670505851507187,0.30218687653541565,0.20588193833827972,0.2759332060813904,0.28276848793029785,0.17542117834091187,0.22447149455547333,0.17515534162521362,0.19312922656536102,0.19699987769126892
island,0.2837921977043152,0.19714291393756866,0.2040926069021225,0.2837921977043152,0.19841675460338593,0.31955841183662415,0.18618161976337433,0.2088124305009842,0.24730545282363892,0.1299295574426651,0.11044052243232727,0.28313395380973816,0.23929306864738464,0.243217334151268,0.0887429490685463
for,0.4739971458911896,0.17568211257457733,0.33592689037323,0.4739971458911896,0.3800288736820221,0.24035896360874176,0.4451248347759247,0.22377748787403107,0.4322226941585541,0.3017193675041199,0.22431503236293793,0.2700757384300232,0.23982049524784088,0.18088339269161224,0.264628142118454
