,who,coached,each,super,bowl,50,participant,in,their,most,recent,super,bowl,appearance,prior,to,super,bowl,50,?
coincidentally,0.2911471426486969,0.11632698774337769,0.22382362186908722,0.23717789351940155,0.10638265311717987,0.07122477889060974,0.20571760833263397,0.24270348250865936,0.24211624264717102,0.29877257347106934,0.2860533893108368,0.23717789351940155,0.10638265311717987,0.25052082538604736,0.33811450004577637,0.3287701904773712,0.23717789351940155,0.10638265311717987,0.07122477889060974,0.2744106352329254
",",0.3365725874900818,0.2804047167301178,0.207483172416687,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.27548739314079285,0.5201468467712402,0.3045167922973633,0.3636029064655304,0.26883119344711304,0.22322475910186768,0.1810409277677536,0.2185479998588562,0.27105793356895447,0.44245919585227966,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
both,0.31663915514945984,0.17919401824474335,0.3931492269039154,0.20366154611110687,0.15468505024909973,0.016993142664432526,0.16907301545143127,0.3960166871547699,0.42909732460975647,0.4521110951900482,0.21904242038726807,0.20366154611110687,0.15468505024909973,0.2150295525789261,0.1783214509487152,0.3897709250450134,0.20366154611110687,0.15468505024909973,0.016993142664432526,0.19455738365650177
teams,0.23560982942581177,0.4549850821495056,0.31212836503982544,0.26333683729171753,0.2752957046031952,0.09035295248031616,0.28139305114746094,0.2639528214931488,0.2674952447414398,0.2086150050163269,0.19422852993011475,0.26333683729171753,0.2752957046031952,0.1319190114736557,0.22088028490543365,0.2634691894054413,0.26333683729171753,0.2752957046031952,0.09035295248031616,0.11150168627500534
were,0.3188014328479767,0.2769066393375397,0.23227569460868835,0.18743500113487244,0.17085392773151398,0.025104328989982605,0.17432339489459991,0.3815755248069763,0.43277356028556824,0.3543298542499542,0.3106289803981781,0.18743500113487244,0.17085392773151398,0.14630533754825592,0.2372359037399292,0.31913647055625916,0.18743500113487244,0.17085392773151398,0.025104328989982605,0.17890112102031708
coached,0.19960181415081024,1.0000001192092896,0.16276375949382782,0.17820677161216736,0.2819303572177887,0.05786232277750969,0.19187571108341217,0.20446234941482544,0.17421233654022217,0.15902990102767944,0.1421986073255539,0.17820677161216736,0.2819303572177887,0.1654777079820633,0.20870892703533173,0.18176661431789398,0.17820677161216736,0.2819303572177887,0.05786232277750969,0.1018170416355133
by,0.39727845788002014,0.1705113798379898,0.29190269112586975,0.15233319997787476,0.12992306053638458,0.03871260583400726,0.1841210424900055,0.370934396982193,0.3242124021053314,0.270847886800766,0.194663405418396,0.15233319997787476,0.12992306053638458,0.1906527578830719,0.2645944356918335,0.33534231781959534,0.15233319997787476,0.12992306053638458,0.03871260583400726,0.17966607213020325
john,0.30388808250427246,0.1420416235923767,0.15755504369735718,0.1567493975162506,0.19344750046730042,0.049744050949811935,0.10317235440015793,0.22177861630916595,0.17629720270633698,0.11307311803102493,0.19512204825878143,0.1567493975162506,0.19344750046730042,0.13512876629829407,0.18618802726268768,0.2070634365081787,0.1567493975162506,0.19344750046730042,0.049744050949811935,0.13162356615066528
fox,0.20670369267463684,0.1626623123884201,0.10900828242301941,0.17024748027324677,0.17459118366241455,0.007465891540050507,0.12474951893091202,0.22528515756130219,0.1407262086868286,0.150746688246727,0.08631373941898346,0.17024748027324677,0.17459118366241455,0.18314455449581146,0.1360977590084076,0.2072722166776657,0.17024748027324677,0.17459118366241455,0.007465891540050507,0.1670110523700714
in,0.2792111933231354,0.20446234941482544,0.30816060304641724,0.18576006591320038,0.17236235737800598,0.021892361342906952,0.2945854067802429,1.0,0.34976133704185486,0.41416558623313904,0.2857761085033417,0.18576006591320038,0.17236235737800598,0.26000332832336426,0.24521231651306152,0.45010748505592346,0.18576006591320038,0.17236235737800598,0.021892361342906952,0.20430970191955566
