,what,are,the,sky,q,mini,set,top,boxes,able,to,connect,to,?
the,0.42745697498321533,0.40399202704429626,1.0,0.26521286368370056,0.17467540502548218,0.17993944883346558,0.2927955985069275,0.31754136085510254,0.2145986557006836,0.3435857892036438,0.535392165184021,0.28719469904899597,0.535392165184021,0.22068053483963013
sky,0.16493305563926697,0.18122971057891846,0.26521286368370056,1.0,0.18591025471687317,0.17697599530220032,0.132208451628685,0.1955816149711609,0.1614818125963211,0.1804988831281662,0.17630793154239655,0.14829842746257782,0.17630793154239655,0.11270341277122498
q,0.2383371889591217,0.15306033194065094,0.17467540502548218,0.18591025471687317,0.9999998807907104,0.17092210054397583,0.09370187669992447,0.1573854684829712,0.08811987936496735,0.18208934366703033,0.17006663978099823,0.12772707641124725,0.17006663978099823,0.31306079030036926
mini,0.16881011426448822,0.16610562801361084,0.17993944883346558,0.17697599530220032,0.17092210054397583,1.0,0.18754757940769196,0.21784718334674835,0.08600204437971115,0.17957738041877747,0.15889407694339752,0.1665917932987213,0.15889407694339752,0.21905390918254852
set,0.28954121470451355,0.2029329091310501,0.2927955985069275,0.132208451628685,0.09370187669992447,0.18754757940769196,1.0000001192092896,0.19344379007816315,0.23552146553993225,0.21311847865581512,0.320547491312027,0.16830648481845856,0.320547491312027,0.1698019951581955
top,0.21232028305530548,0.1942039579153061,0.31754136085510254,0.1955816149711609,0.1573854684829712,0.21784718334674835,0.19344379007816315,1.0000001192092896,0.22949844598770142,0.18046119809150696,0.20897358655929565,0.10225066542625427,0.20897358655929565,0.17265194654464722
boxes,0.22161251306533813,0.24052834510803223,0.2145986557006836,0.1614818125963211,0.08811987936496735,0.08600204437971115,0.23552146553993225,0.22949844598770142,1.0,0.14249271154403687,0.2535790503025055,0.1727607399225235,0.2535790503025055,0.21614888310432434
connect,0.21411117911338806,0.3178507685661316,0.28719469904899597,0.14829842746257782,0.12772707641124725,0.1665917932987213,0.16830648481845856,0.10225066542625427,0.1727607399225235,0.24105043709278107,0.2861320674419403,1.0,0.2861320674419403,0.12289916723966599
to,0.455847829580307,0.3504326641559601,0.535392165184021,0.17630793154239655,0.17006663978099823,0.15889407694339752,0.320547491312027,0.20897358655929565,0.2535790503025055,0.529755175113678,1.0,0.2861320674419403,1.0,0.29463258385658264
the,0.42745697498321533,0.40399202704429626,1.0,0.26521286368370056,0.17467540502548218,0.17993944883346558,0.2927955985069275,0.31754136085510254,0.2145986557006836,0.3435857892036438,0.535392165184021,0.28719469904899597,0.535392165184021,0.22068053483963013
sky,0.16493305563926697,0.18122971057891846,0.26521286368370056,1.0,0.18591025471687317,0.17697599530220032,0.132208451628685,0.1955816149711609,0.1614818125963211,0.1804988831281662,0.17630793154239655,0.14829842746257782,0.17630793154239655,0.11270341277122498
q,0.2383371889591217,0.15306033194065094,0.17467540502548218,0.18591025471687317,0.9999998807907104,0.17092210054397583,0.09370187669992447,0.1573854684829712,0.08811987936496735,0.18208934366703033,0.17006663978099823,0.12772707641124725,0.17006663978099823,0.31306079030036926
silver,0.10540545731782913,0.15979748964309692,0.2600913643836975,0.25881558656692505,0.13428159058094025,0.2201407104730606,0.17293781042099,0.19332876801490784,0.12494931370019913,0.14830979704856873,0.18664632737636566,0.1967066526412964,0.18664632737636566,0.11920861899852753
set,0.28954121470451355,0.2029329091310501,0.2927955985069275,0.132208451628685,0.09370187669992447,0.18754757940769196,1.0000001192092896,0.19344379007816315,0.23552146553993225,0.21311847865581512,0.320547491312027,0.16830648481845856,0.320547491312027,0.1698019951581955
top,0.21232028305530548,0.1942039579153061,0.31754136085510254,0.1955816149711609,0.1573854684829712,0.21784718334674835,0.19344379007816315,1.0000001192092896,0.22949844598770142,0.18046119809150696,0.20897358655929565,0.10225066542625427,0.20897358655929565,0.17265194654464722
boxes,0.22161251306533813,0.24052834510803223,0.2145986557006836,0.1614818125963211,0.08811987936496735,0.08600204437971115,0.23552146553993225,0.22949844598770142,1.0,0.14249271154403687,0.2535790503025055,0.1727607399225235,0.2535790503025055,0.21614888310432434
with,0.2464839518070221,0.38996943831443787,0.4223487675189972,0.20754678547382355,0.10564615577459335,0.15275445580482483,0.19515010714530945,0.23125949501991272,0.1597297191619873,0.3051167130470276,0.4239959120750427,0.2467513084411621,0.4239959120750427,0.2433311939239502
a,0.3320399522781372,0.265255331993103,0.5829201340675354,0.20541532337665558,0.17719541490077972,0.2041337937116623,0.2540091574192047,0.2422690987586975,0.2782333195209503,0.2874686121940613,0.45503583550453186,0.2188892811536789,0.45503583550453186,0.23916715383529663
wi-fi,0.21740444004535675,0.1955375373363495,0.27192407846450806,0.13126616179943085,0.1960374414920807,0.286037415266037,0.1926863044500351,0.21824027597904205,0.14003270864486694,0.27042117714881897,0.2858678996562958,0.29052498936653137,0.2858678996562958,0.22847485542297363
or,0.33867141604423523,0.5374364256858826,0.4174870550632477,0.17928142845630646,0.20536281168460846,0.18133212625980377,0.19129279255867004,0.24791064858436584,0.2430204302072525,0.29462990164756775,0.38921234011650085,0.2589178681373596,0.38921234011650085,0.32389625906944275
power-line,0.2832496166229248,0.23591670393943787,0.3278908431529999,0.19008268415927887,0.24482399225234985,0.3062121868133545,0.2211552858352661,0.21072565019130707,0.2378128170967102,0.28716567158699036,0.33604714274406433,0.3494643568992615,0.33604714274406433,0.28184688091278076
connection,0.24457211792469025,0.260875940322876,0.29966840147972107,0.14554612338542938,0.15328086912631989,0.1257326751947403,0.14892931282520294,0.04775756970047951,0.13945674896240234,0.2551644742488861,0.31829091906547546,0.7643973231315613,0.31829091906547546,0.1714525669813156
rather,0.3923804461956024,0.325596421957016,0.31983619928359985,0.09389291703701019,0.1462630182504654,0.15573403239250183,0.18940316140651703,0.18834498524665833,0.3318047523498535,0.32632625102996826,0.4052407741546631,0.1710323691368103,0.4052407741546631,0.3053998053073883
than,0.29388150572776794,0.39206281304359436,0.3227543234825134,0.10250376164913177,0.12462413311004639,0.16436649858951569,0.17463093996047974,0.20067130029201508,0.2351856827735901,0.27244341373443604,0.3192550539970398,0.2095745950937271,0.3192550539970398,0.24917294085025787
receive,0.20392422378063202,0.23715950548648834,0.2726488411426544,0.07280537486076355,0.08308197557926178,0.03893381357192993,0.15216536819934845,0.1408621072769165,0.12025623023509979,0.34651732444763184,0.3372296690940857,0.24670885503292084,0.3372296690940857,0.1652119904756546
their,0.35142919421195984,0.46887820959091187,0.516537070274353,0.15749290585517883,0.10406789183616638,0.1378643810749054,0.21568769216537476,0.214486762881279,0.15879777073860168,0.41532012820243835,0.44619059562683105,0.18187789618968964,0.44619059562683105,0.1898253709077835
own,0.35062843561172485,0.29801490902900696,0.334675133228302,0.08015252649784088,0.09124879539012909,0.1488480418920517,0.23300963640213013,0.17667704820632935,0.14557693898677826,0.31809255480766296,0.35879063606262207,0.16724435985088348,0.35879063606262207,0.1937696635723114
satellite,0.17739586532115936,0.12365440279245377,0.22563834488391876,0.3576030731201172,0.11822722852230072,0.22911188006401062,0.11905145645141602,0.16886672377586365,0.1575239896774292,0.14973169565200806,0.19631412625312805,0.205631285905838,0.19631412625312805,0.13568443059921265
feeds,0.16822469234466553,0.2946929633617401,0.251257985830307,0.17021548748016357,0.1309327334165573,0.09504415839910507,0.08450872451066971,0.2297169417142868,0.16451290249824524,0.1582118272781372,0.19605740904808044,0.19253887236118317,0.19605740904808044,0.17537976801395416
.,0.3567904531955719,0.3452940285205841,0.5934505462646484,0.19117935001850128,0.3175239861011505,0.23295585811138153,0.2928885817527771,0.3064132034778595,0.24753229320049286,0.34544092416763306,0.4645031690597534,0.23481737077236176,0.4645031690597534,0.4130953550338745
