,what,new,component,was,found,in,certain,rocks,from,the,moon,?
a,0.3320399522781372,0.3214259147644043,0.3017847537994385,0.4508470594882965,0.2869448959827423,0.539380669593811,0.369277685880661,0.2111329436302185,0.322764128446579,0.5829201340675354,0.23150557279586792,0.23916715383529663
geochemical,0.2871178388595581,0.1432366818189621,0.4642390310764313,0.08499574661254883,0.2734661102294922,0.23069876432418823,0.3525417447090149,0.3700315058231354,0.18701666593551636,0.20268943905830383,0.25421345233917236,0.189472034573555
component,0.19980107247829437,0.11013670265674591,1.0,0.17165552079677582,0.1642477661371231,0.21347767114639282,0.35766011476516724,0.22920376062393188,0.18235090374946594,0.3172481954097748,0.16521507501602173,0.14409896731376648
called,0.3235960602760315,0.2586444020271301,0.24410781264305115,0.33927658200263977,0.28498178720474243,0.40847352147102356,0.33835312724113464,0.21511834859848022,0.2703215777873993,0.489897221326828,0.21137940883636475,0.18963319063186646
kreep,0.20173349976539612,0.19775190949440002,0.14224930107593536,0.1441812664270401,0.21821986138820648,0.2691021263599396,0.167099729180336,0.22809521853923798,0.16110582649707794,0.21655681729316711,0.1640256941318512,0.23571781814098358
was,0.22111038863658905,0.2748313844203949,0.17165552079677582,1.0000001192092896,0.18447895348072052,0.45514053106307983,0.16044850647449493,0.13827373087406158,0.31171464920043945,0.48711544275283813,0.18183675408363342,0.18412111699581146
discovered,0.19526781141757965,0.18685899674892426,0.13385531306266785,0.3177400529384613,0.4998607039451599,0.2801778018474579,0.22644104063510895,0.29059746861457825,0.18146897852420807,0.27493247389793396,0.2600669264793396,0.08452875912189484
",",0.3087472915649414,0.36073189973831177,0.1739291101694107,0.45456063747406006,0.27385151386260986,0.5201468467712402,0.28759655356407166,0.30537211894989014,0.39760664105415344,0.4933079481124878,0.18567080795764923,0.31091248989105225
which,0.5261979103088379,0.33739399909973145,0.3508756756782532,0.2830964922904968,0.25134438276290894,0.4840516746044159,0.5292714238166809,0.307253897190094,0.38755592703819275,0.6521818041801453,0.19790339469909668,0.25814583897590637
has,0.20338068902492523,0.20920851826667786,0.18108846247196198,0.40313825011253357,0.21070325374603271,0.4173259735107422,0.27401766180992126,0.13447605073451996,0.2621968984603882,0.4177538752555847,0.17809201776981354,0.15994466841220856
no,0.339326947927475,0.1703159064054489,0.1722487062215805,0.19955526292324066,0.18801116943359375,0.24372287094593048,0.31923556327819824,0.0976681336760521,0.19692718982696533,0.3461136817932129,0.13724181056022644,0.32165053486824036
known,0.20381177961826324,0.16958647966384888,0.1546037197113037,0.35203275084495544,0.28190335631370544,0.32641831040382385,0.21029047667980194,0.22049996256828308,0.18996182084083557,0.3624623417854309,0.15856313705444336,0.18314571678638458
terrestrial,0.13171201944351196,0.14119364321231842,0.31673702597618103,0.11961910873651505,0.31821075081825256,0.20245018601417542,0.2552172839641571,0.35267046093940735,0.14140334725379944,0.26007309556007385,0.28702494502067566,0.09166651964187622
counterpart,0.20289170742034912,0.11833741515874863,0.19609054923057556,0.24021214246749878,0.14677421748638153,0.16275577247142792,0.18280799686908722,0.0613572858273983,0.18157267570495605,0.2672640383243561,0.21713785827159882,0.12628091871738434
.,0.3567904531955719,0.35031336545944214,0.22988206148147583,0.40146201848983765,0.3618174195289612,0.5591574311256409,0.2603873014450073,0.26481303572654724,0.41536515951156616,0.5934505462646484,0.2040150910615921,0.4130953550338745
,what,new,component,was,found,in,certain,rocks,from,the,moon,?
this,0.5489566326141357,0.3234144449234009,0.2840389609336853,0.3638818562030792,0.23419983685016632,0.45205554366111755,0.4836084246635437,0.21402420103549957,0.3469814360141754,0.6274310946464539,0.2089548259973526,0.3155723512172699
anorthosite,0.30253511667251587,0.17418265342712402,0.34151768684387207,0.16351313889026642,0.22557365894317627,0.3139461278915405,0.33477073907852173,0.37152180075645447,0.25773537158966064,0.35059815645217896,0.25488728284835815,0.25020453333854675
rock,0.1923677921295166,0.19108302891254425,0.18938012421131134,0.19643229246139526,0.18355251848697662,0.19663549959659576,0.18322978913784027,0.5946089029312134,0.22637957334518433,0.23786304891109467,0.22997651994228363,0.13172835111618042
is,0.28837618231773376,0.2208656519651413,0.327473908662796,0.5810302495956421,0.3526395261287689,0.5394441485404968,0.28826433420181274,0.23288390040397644,0.27355384826660156,0.5823672413825989,0.21985220909118652,0.22961433231830597
composed,0.14231626689434052,0.10689681023359299,0.298787921667099,0.23678557574748993,0.1851145476102829,0.19297388195991516,0.17665505409240723,0.23727481067180634,0.15794773399829865,0.21816956996917725,0.21385206282138824,0.0784355029463768
almost,0.2467888444662094,0.22357848286628723,0.18034161627292633,0.2474903166294098,0.2764711081981659,0.3422279357910156,0.31943246722221375,0.17885003983974457,0.3103662431240082,0.3341992199420929,0.1308862268924713,0.1372147500514984
exclusively,0.1829550862312317,0.1850730925798416,0.22023120522499084,0.22272594273090363,0.1887781172990799,0.23381662368774414,0.37457945942878723,0.18001823127269745,0.17178000509738922,0.3155750334262848,0.17099985480308533,0.09723977744579315
of,0.33290785551071167,0.343457967042923,0.30378368496894836,0.4069072902202606,0.2982911467552185,0.5696388483047485,0.40204232931137085,0.2664484679698944,0.4249346852302551,0.733189046382904,0.18815091252326965,0.1826142966747284
the,0.42745697498321533,0.3845241069793701,0.3172481954097748,0.48711544275283813,0.3452354073524475,0.6662389636039734,0.392071396112442,0.24413059651851654,0.40150508284568787,1.0,0.23613092303276062,0.22068053483963013
calcium-rich,0.27160364389419556,0.15176840126514435,0.31261327862739563,0.20028018951416016,0.270496666431427,0.19804511964321136,0.2950174808502197,0.4477376341819763,0.18899354338645935,0.25428056716918945,0.20682784914970398,0.23192302882671356
feldspar,0.21922485530376434,0.15184101462364197,0.4096583425998688,0.15891285240650177,0.390125572681427,0.24618369340896606,0.3245489001274109,0.5362001657485962,0.20005251467227936,0.2255774736404419,0.19113516807556152,0.17548413574695587
mineral,0.20816034078598022,0.16878753900527954,0.3202042877674103,0.1754218339920044,0.33880990743637085,0.25152701139450073,0.2748817801475525,0.49633723497390747,0.19861209392547607,0.229726642370224,0.22659556567668915,0.1975122094154358
anorthite,0.26099827885627747,0.22499610483646393,0.21497279405593872,0.3302956521511078,0.2465076893568039,0.35460731387138367,0.209723562002182,0.33910179138183594,0.3119039833545685,0.3237297534942627,0.2625441551208496,0.2435493767261505
",",0.3087472915649414,0.36073189973831177,0.1739291101694107,0.45456063747406006,0.27385151386260986,0.5201468467712402,0.28759655356407166,0.30537211894989014,0.39760664105415344,0.4933079481124878,0.18567080795764923,0.31091248989105225
and,0.31309178471565247,0.31402453780174255,0.23001821339130402,0.3740963041782379,0.27978911995887756,0.4954058527946472,0.36360108852386475,0.29739323258399963,0.3601827025413513,0.5171257257461548,0.2018347829580307,0.20544172823429108
is,0.28837618231773376,0.2208656519651413,0.327473908662796,0.5810302495956421,0.3526395261287689,0.5394441485404968,0.28826433420181274,0.23288390040397644,0.27355384826660156,0.5823672413825989,0.21985220909118652,0.22961433231830597
believed,0.32626157999038696,0.11577185243368149,0.12135590612888336,0.3758357763290405,0.39371129870414734,0.2605416774749756,0.2940388023853302,0.20098724961280823,0.24962472915649414,0.324635773897171,0.16803008317947388,0.17606885731220245
to,0.455847829580307,0.33159172534942627,0.24541009962558746,0.3636345863342285,0.25225648283958435,0.45010748505592346,0.4444960355758667,0.23520028591156006,0.4069952368736267,0.535392165184021,0.17707908153533936,0.29463258385658264
be,0.3929833769798279,0.22046978771686554,0.32060563564300537,0.42228707671165466,0.23313552141189575,0.3481820821762085,0.47409647703170776,0.2445140779018402,0.3107333183288574,0.4248143136501312,0.20152267813682556,0.3324260413646698
representative,0.19021190702915192,0.2579342722892761,0.1669173389673233,0.2563413679599762,0.09836194664239883,0.23496659100055695,0.1515568643808365,0.09446395933628082,0.26445817947387695,0.23411999642848969,0.16271691024303436,0.13044437766075134
of,0.33290785551071167,0.343457967042923,0.30378368496894836,0.4069072902202606,0.2982911467552185,0.5696388483047485,0.40204232931137085,0.2664484679698944,0.4249346852302551,0.733189046382904,0.18815091252326965,0.1826142966747284
the,0.42745697498321533,0.3845241069793701,0.3172481954097748,0.48711544275283813,0.3452354073524475,0.6662389636039734,0.392071396112442,0.24413059651851654,0.40150508284568787,1.0,0.23613092303276062,0.22068053483963013
highland,0.17173989117145538,0.20840555429458618,0.11764863133430481,0.21433036029338837,0.1265590935945511,0.25577598810195923,0.13957254588603973,0.25465238094329834,0.17800137400627136,0.2521992325782776,0.15987110137939453,0.09064958244562149
crust,0.22092486917972565,0.13690853118896484,0.285895437002182,0.13834446668624878,0.21591068804264069,0.1749051809310913,0.18257179856300354,0.5357213616371155,0.20697827637195587,0.22538691759109497,0.35419991612434387,0.1887258142232895
.,0.3567904531955719,0.35031336545944214,0.22988206148147583,0.40146201848983765,0.3618174195289612,0.5591574311256409,0.2603873014450073,0.26481303572654724,0.41536515951156616,0.5934505462646484,0.2040150910615921,0.4130953550338745
