,what,year,did,slayton,select,the,first,apollo,crew,?
deke,0.22849534451961517,0.17550912499427795,0.21312707662582397,0.46168988943099976,0.12017586827278137,0.13268060982227325,0.3211051821708679,0.2923809885978699,0.2569580078125,0.2791919708251953
slayton,0.23170025646686554,0.22819465398788452,0.1913660317659378,1.0000001192092896,0.1680200845003128,0.1978636533021927,0.23163387179374695,0.2738702595233917,0.2105407863855362,0.22689397633075714
",",0.3087472915649414,0.28560417890548706,0.3015086054801941,0.28042447566986084,0.16609342396259308,0.4933079481124878,0.34503069519996643,0.19808128476142883,0.2217068374156952,0.31091248989105225
the,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.1978636533021927,0.29196697473526,1.0,0.49448907375335693,0.2169172167778015,0.25329816341400146,0.22068053483963013
grounded,0.20799553394317627,0.09919518232345581,0.19222156703472137,0.16998742520809174,0.09293805807828903,0.2820974290370941,0.16590192914009094,0.16952994465827942,0.3142886757850647,0.11795409768819809
mercury,0.15752404928207397,0.16715015470981598,0.1685487926006317,0.11475957930088043,0.1439114212989807,0.2059478461742401,0.13525766134262085,0.41751042008399963,0.15639591217041016,0.10977116972208023
astronaut,0.09130282700061798,0.13841630518436432,0.08902846276760101,0.27432557940483093,0.09445100277662277,0.12738145887851715,0.21120066940784454,0.5247572660446167,0.3696134090423584,0.13949722051620483
who,0.40942975878715515,0.2851492762565613,0.34038686752319336,0.2981281578540802,0.22709228098392487,0.3733934462070465,0.39065709710121155,0.19149452447891235,0.28323259949684143,0.26220351457595825
became,0.1434093862771988,0.28121209144592285,0.3632316589355469,0.18073447048664093,0.1385471373796463,0.36325156688690186,0.37862223386764526,0.12017035484313965,0.15132975578308105,0.11374033987522125
director,0.12868234515190125,0.1776701807975769,0.18875832855701447,0.24971625208854675,0.11280706524848938,0.19949141144752502,0.19072428345680237,0.19275495409965515,0.14967921376228333,0.09360282123088837
of,0.33290785551071167,0.2578314542770386,0.2513895630836487,0.17235052585601807,0.245603546500206,0.733189046382904,0.3536086082458496,0.1786269098520279,0.20427432656288147,0.1826142966747284
flight,0.17794598639011383,0.06301704794168472,0.1307949423789978,0.14929093420505524,0.11375647038221359,0.2498224973678589,0.23871742188930511,0.31322264671325684,0.4442804455757141,0.20568472146987915
crew,0.17533187568187714,0.14569489657878876,0.16688382625579834,0.2105407863855362,0.13759373128414154,0.25329816341400146,0.22136586904525757,0.36530131101608276,1.0,0.16586194932460785
operations,0.1829104721546173,0.16709166765213013,0.1597038060426712,0.12680141627788544,0.17626194655895233,0.2928410470485687,0.21178287267684937,0.131212055683136,0.26068007946014404,0.13622350990772247
for,0.3017193675041199,0.29294124245643616,0.318512886762619,0.22460408508777618,0.35784855484962463,0.4739971458911896,0.3800288736820221,0.18462510406970978,0.22704027593135834,0.264628142118454
the,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.1978636533021927,0.29196697473526,1.0,0.49448907375335693,0.2169172167778015,0.25329816341400146,0.22068053483963013
gemini,0.16078095138072968,0.20360387861728668,0.1480763703584671,0.1833258867263794,0.14595520496368408,0.24857638776302338,0.23570014536380768,0.5220452547073364,0.2829688787460327,0.14296509325504303
and,0.31309178471565247,0.2506658732891083,0.34479495882987976,0.24650567770004272,0.24211421608924866,0.5171257257461548,0.3167642652988434,0.15251155197620392,0.22802916169166565,0.20544172823429108
apollo,0.13561789691448212,0.18754246830940247,0.1976410299539566,0.2738702595233917,0.13658100366592407,0.2169172167778015,0.21067003905773163,0.9999999403953552,0.36530131101608276,0.191528782248497
programs,0.23178155720233917,0.1516295224428177,0.2038959413766861,0.09295684844255447,0.2696222960948944,0.21757709980010986,0.20401053130626678,0.22120101749897003,0.15630346536636353,0.16452431678771973
",",0.3087472915649414,0.28560417890548706,0.3015086054801941,0.28042447566986084,0.16609342396259308,0.4933079481124878,0.34503069519996643,0.19808128476142883,0.2217068374156952,0.31091248989105225
selected,0.17657704651355743,0.23400264978408813,0.20121091604232788,0.13295698165893555,0.7635658979415894,0.31003430485725403,0.3143344521522522,0.17875351011753082,0.1897643804550171,0.19565007090568542
the,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.1978636533021927,0.29196697473526,1.0,0.49448907375335693,0.2169172167778015,0.25329816341400146,0.22068053483963013
first,0.28086137771606445,0.3099139928817749,0.33691170811653137,0.23163387179374695,0.22048848867416382,0.49448907375335693,1.0,0.21067003905773163,0.22136586904525757,0.18701928853988647
apollo,0.13561789691448212,0.18754246830940247,0.1976410299539566,0.2738702595233917,0.13658100366592407,0.2169172167778015,0.21067003905773163,0.9999999403953552,0.36530131101608276,0.191528782248497
crew,0.17533187568187714,0.14569489657878876,0.16688382625579834,0.2105407863855362,0.13759373128414154,0.25329816341400146,0.22136586904525757,0.36530131101608276,1.0,0.16586194932460785
in,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.11530577391386032,0.12477006018161774,0.6662389636039734,0.4127444326877594,0.1461767554283142,0.18897703289985657,0.20430970191955566
january,0.19257698953151703,0.29697200655937195,0.23508968949317932,0.21405582129955292,0.10618118941783905,0.2467057853937149,0.2734774649143219,0.15597297251224518,0.1624402552843094,0.28608936071395874
1966,0.04680648446083069,-0.05663387104868889,-0.07348516583442688,0.025299478322267532,0.08119089156389236,-0.0162473414093256,0.001165196648798883,0.07825193554162979,-0.029626626521348953,0.08956238627433777
",",0.3087472915649414,0.28560417890548706,0.3015086054801941,0.28042447566986084,0.16609342396259308,0.4933079481124878,0.34503069519996643,0.19808128476142883,0.2217068374156952,0.31091248989105225
with,0.2464839518070221,0.3220449686050415,0.25472134351730347,0.19975000619888306,0.16159012913703918,0.4223487675189972,0.2691199779510498,0.1249200850725174,0.18058010935783386,0.2433311939239502
grissom,0.13937507569789886,0.1787172555923462,0.17082783579826355,0.41861507296562195,0.13291992247104645,0.23234018683433533,0.28052282333374023,0.47608157992362976,0.4065512418746948,0.20562298595905304
as,0.31749409437179565,0.28440728783607483,0.3596470057964325,0.21761897206306458,0.23576311767101288,0.48381632566452026,0.33842000365257263,0.15543952584266663,0.15990298986434937,0.27043893933296204
command,0.22732043266296387,0.133358895778656,0.18186943233013153,0.1422436237335205,0.15298929810523987,0.27488255500793457,0.2783474922180176,0.2812953591346741,0.28953298926353455,0.13402260839939117
pilot,0.1066926121711731,0.15301650762557983,0.0870518833398819,0.2689560353755951,0.1376924067735672,0.17881006002426147,0.27490973472595215,0.35071489214897156,0.43303799629211426,0.08986082673072815
",",0.3087472915649414,0.28560417890548706,0.3015086054801941,0.28042447566986084,0.16609342396259308,0.4933079481124878,0.34503069519996643,0.19808128476142883,0.2217068374156952,0.31091248989105225
white,0.1410645991563797,0.11262347549200058,0.1683805286884308,0.1952214539051056,0.16132694482803345,0.25492873787879944,0.22259800136089325,0.1497035026550293,0.18929274380207062,0.124679796397686
as,0.31749409437179565,0.28440728783607483,0.3596470057964325,0.21761897206306458,0.23576311767101288,0.48381632566452026,0.33842000365257263,0.15543952584266663,0.15990298986434937,0.27043893933296204
senior,0.17239674925804138,0.2715277671813965,0.2376088798046112,0.1970028132200241,0.21715255081653595,0.24212658405303955,0.2735283672809601,0.1454075425863266,0.187391459941864,0.104712575674057
pilot,0.1066926121711731,0.15301650762557983,0.0870518833398819,0.2689560353755951,0.1376924067735672,0.17881006002426147,0.27490973472595215,0.35071489214897156,0.43303799629211426,0.08986082673072815
",",0.3087472915649414,0.28560417890548706,0.3015086054801941,0.28042447566986084,0.16609342396259308,0.4933079481124878,0.34503069519996643,0.19808128476142883,0.2217068374156952,0.31091248989105225
and,0.31309178471565247,0.2506658732891083,0.34479495882987976,0.24650567770004272,0.24211421608924866,0.5171257257461548,0.3167642652988434,0.15251155197620392,0.22802916169166565,0.20544172823429108
rookie,0.119657002389431,0.45677095651626587,0.17795857787132263,0.31465569138526917,0.2147357016801834,0.2438497394323349,0.24955706298351288,0.14270329475402832,0.17560738325119019,0.14955708384513855
donn,0.1537332385778427,0.16884522140026093,0.15587040781974792,0.34534478187561035,0.10135108232498169,0.21779371798038483,0.2539541721343994,0.25917255878448486,0.3225523829460144,0.15848851203918457
f.,0.18076683580875397,0.042763467878103256,0.14231976866722107,0.06743861734867096,0.04147443547844887,0.18440215289592743,0.13310599327087402,0.03540044650435448,0.1655404269695282,0.11007396876811981
eisele,0.142537921667099,0.174855038523674,0.12160593271255493,0.29939863085746765,0.24214677512645721,0.25543972849845886,0.2625060975551605,0.3578231930732727,0.214498832821846,0.15890517830848694
as,0.31749409437179565,0.28440728783607483,0.3596470057964325,0.21761897206306458,0.23576311767101288,0.48381632566452026,0.33842000365257263,0.15543952584266663,0.15990298986434937,0.27043893933296204
pilot,0.1066926121711731,0.15301650762557983,0.0870518833398819,0.2689560353755951,0.1376924067735672,0.17881006002426147,0.27490973472595215,0.35071489214897156,0.43303799629211426,0.08986082673072815
.,0.3567904531955719,0.32538118958473206,0.35288307070732117,0.28984448313713074,0.24450862407684326,0.5934505462646484,0.4345304071903229,0.22384987771511078,0.24222686886787415,0.4130953550338745
,what,year,did,slayton,select,the,first,apollo,crew,?
nasa,0.21178755164146423,0.14521807432174683,0.12001431733369827,0.20581278204917908,0.18926456570625305,0.19786997139453888,0.20897698402404785,0.4747956395149231,0.26279157400131226,0.1809994876384735
announced,0.09249057620763779,0.24623410403728485,0.2690480351448059,0.20856447517871857,0.19722852110862732,0.2277132272720337,0.25270816683769226,0.1799800843000412,0.12033198773860931,0.17416009306907654
the,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.1978636533021927,0.29196697473526,1.0,0.49448907375335693,0.2169172167778015,0.25329816341400146,0.22068053483963013
final,0.20972409844398499,0.16941282153129578,0.24226084351539612,0.14128953218460083,0.15556849539279938,0.3543182611465454,0.4008927345275879,0.12176132202148438,0.21904100477695465,0.17315025627613068
crew,0.17533187568187714,0.14569489657878876,0.16688382625579834,0.2105407863855362,0.13759373128414154,0.25329816341400146,0.22136586904525757,0.36530131101608276,1.0,0.16586194932460785
selection,0.23410139977931976,0.21065504848957062,0.1794276386499405,0.1613159477710724,0.7217118144035339,0.26173123717308044,0.2667909264564514,0.1379188895225525,0.1001533791422844,0.24161170423030853
for,0.3017193675041199,0.29294124245643616,0.318512886762619,0.22460408508777618,0.35784855484962463,0.4739971458911896,0.3800288736820221,0.18462510406970978,0.22704027593135834,0.264628142118454
as-204,0.11720815300941467,0.23719443380832672,0.13143308460712433,0.1500493884086609,0.13966670632362366,0.14439189434051514,0.1979464441537857,0.18179044127464294,0.1473921835422516,0.19829250872135162
on,0.34226128458976746,0.27628999948501587,0.2670976221561432,0.16375912725925446,0.2569116950035095,0.5107308030128479,0.3120559751987457,0.16069947183132172,0.24291740357875824,0.2714994251728058
march,0.20529508590698242,0.27447643876075745,0.27992504835128784,0.2159881442785263,0.11009768396615982,0.2680487632751465,0.2722550928592682,0.17299580574035645,0.1500212848186493,0.2802562415599823
21,-0.09070611000061035,0.10453681647777557,-0.051883723586797714,0.024346457794308662,-0.1164587065577507,-0.05849577113986015,0.10486142337322235,-0.012005708180367947,0.09840558469295502,-0.01186173316091299
",",0.3087472915649414,0.28560417890548706,0.3015086054801941,0.28042447566986084,0.16609342396259308,0.4933079481124878,0.34503069519996643,0.19808128476142883,0.2217068374156952,0.31091248989105225
1966,0.04680648446083069,-0.05663387104868889,-0.07348516583442688,0.025299478322267532,0.08119089156389236,-0.0162473414093256,0.001165196648798883,0.07825193554162979,-0.029626626521348953,0.08956238627433777
",",0.3087472915649414,0.28560417890548706,0.3015086054801941,0.28042447566986084,0.16609342396259308,0.4933079481124878,0.34503069519996643,0.19808128476142883,0.2217068374156952,0.31091248989105225
with,0.2464839518070221,0.3220449686050415,0.25472134351730347,0.19975000619888306,0.16159012913703918,0.4223487675189972,0.2691199779510498,0.1249200850725174,0.18058010935783386,0.2433311939239502
the,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.1978636533021927,0.29196697473526,1.0,0.49448907375335693,0.2169172167778015,0.25329816341400146,0.22068053483963013
backup,0.20920540392398834,0.23047508299350739,0.16465196013450623,0.24025017023086548,0.25176867842674255,0.16621318459510803,0.18441252410411835,0.23715215921401978,0.1834818720817566,0.17985056340694427
crew,0.17533187568187714,0.14569489657878876,0.16688382625579834,0.2105407863855362,0.13759373128414154,0.25329816341400146,0.22136586904525757,0.36530131101608276,1.0,0.16586194932460785
consisting,0.12705351412296295,0.14211995899677277,0.08322962373495102,0.08371281623840332,0.1962941586971283,0.33371514081954956,0.22067752480506897,0.10396692901849747,0.14800386130809784,0.006223649252206087
of,0.33290785551071167,0.2578314542770386,0.2513895630836487,0.17235052585601807,0.245603546500206,0.733189046382904,0.3536086082458496,0.1786269098520279,0.20427432656288147,0.1826142966747284
gemini,0.16078095138072968,0.20360387861728668,0.1480763703584671,0.1833258867263794,0.14595520496368408,0.24857638776302338,0.23570014536380768,0.5220452547073364,0.2829688787460327,0.14296509325504303
veterans,0.1860266625881195,0.18865646421909332,0.15019714832305908,0.20789314806461334,0.1952027976512909,0.3290243446826935,0.1960645467042923,0.13727416098117828,0.1725665032863617,0.17911319434642792
james,0.20536290109157562,0.12669162452220917,0.20904116332530975,0.31338849663734436,0.10255933552980423,0.22481533885002136,0.2605716586112976,0.20841269195079803,0.20606164634227753,0.12139993160963058
mcdivitt,0.1990777552127838,0.21401870250701904,0.24092209339141846,0.41064852476119995,0.16652987897396088,0.3079850971698761,0.29706043004989624,0.3995721638202667,0.36174240708351135,0.20508883893489838
and,0.31309178471565247,0.2506658732891083,0.34479495882987976,0.24650567770004272,0.24211421608924866,0.5171257257461548,0.3167642652988434,0.15251155197620392,0.22802916169166565,0.20544172823429108
david,0.1299152821302414,0.08705317974090576,0.15711668133735657,0.3174225687980652,0.16412560641765594,0.2237231284379959,0.2270563840866089,0.16862329840660095,0.1672179400920868,0.04158485680818558
scott,0.09048497676849365,0.1657261997461319,0.1324414312839508,0.3364141583442688,0.06923390179872513,0.20135091245174408,0.2021166831254959,0.28300824761390686,0.1897575855255127,0.0875725969672203
",",0.3087472915649414,0.28560417890548706,0.3015086054801941,0.28042447566986084,0.16609342396259308,0.4933079481124878,0.34503069519996643,0.19808128476142883,0.2217068374156952,0.31091248989105225
with,0.2464839518070221,0.3220449686050415,0.25472134351730347,0.19975000619888306,0.16159012913703918,0.4223487675189972,0.2691199779510498,0.1249200850725174,0.18058010935783386,0.2433311939239502
rookie,0.119657002389431,0.45677095651626587,0.17795857787132263,0.31465569138526917,0.2147357016801834,0.2438497394323349,0.24955706298351288,0.14270329475402832,0.17560738325119019,0.14955708384513855
russell,0.16743159294128418,0.11802844703197479,0.14146405458450317,0.3446084260940552,0.13315258920192719,0.2413037121295929,0.20311851799488068,0.17142783105373383,0.13962815701961517,0.11642709374427795
l.,0.11054152995347977,0.015981988981366158,-0.07532182335853577,0.026014942675828934,-0.0648847371339798,0.06809674203395844,0.04492134228348732,-0.09346162527799606,-0.05039471760392189,0.05018472298979759
``,0.008517155423760414,0.050706423819065094,-0.029888948425650597,-0.04713830351829529,-0.0523407906293869,0.029072100296616554,0.006519378628581762,-0.054567184299230576,0.0011332690482959151,0.0685480609536171
rusty,0.1862894594669342,0.14815324544906616,0.14171528816223145,0.3532828688621521,0.14598801732063293,0.12838196754455566,0.15053728222846985,0.20785629749298096,0.23350873589515686,0.1575658619403839
'',0.08143015950918198,-0.01924106478691101,0.01978493109345436,-0.014649353921413422,-0.018493730574846268,0.041273195296525955,-0.03874251991510391,-0.057827021926641464,-0.09786515682935715,0.018684765323996544
schweickart,0.16167519986629486,0.16495850682258606,0.16244982182979584,0.36473387479782104,0.09324972331523895,0.27045074105262756,0.21937993168830872,0.0702899843454361,0.14363093674182892,0.16077299416065216
.,0.3567904531955719,0.32538118958473206,0.35288307070732117,0.28984448313713074,0.24450862407684326,0.5934505462646484,0.4345304071903229,0.22384987771511078,0.24222686886787415,0.4130953550338745
