,how,many,years,does,the,v,&,a,glass,collection,cover,?
the,0.33890387415885925,0.4335206151008606,0.2912273406982422,0.35928019881248474,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.20646950602531433,0.25281965732574463,0.26727065443992615,0.22068053483963013
glass,0.17437775433063507,0.2138942927122116,0.16983340680599213,0.19493170082569122,0.20646950602531433,0.07635462284088135,0.1512424498796463,0.2592375874519348,1.0000001192092896,0.20833949744701385,0.20226319134235382,0.1252557635307312
collection,0.11592676490545273,0.24966391921043396,0.1788054257631302,0.10356780141592026,0.25281965732574463,0.11078842729330063,0.18749947845935822,0.24716788530349731,0.20833949744701385,0.9999998807907104,0.276835560798645,0.20069393515586853
covers,0.0757373496890068,0.2542455792427063,0.16193176805973053,0.2591313123703003,0.326327383518219,0.08359728753566742,0.13655826449394226,0.28468799591064453,0.1640758067369461,0.2575444281101227,0.681187629699707,0.1432708352804184
4000,0.02000647597014904,0.046342696994543076,0.083301842212677,0.07600260525941849,0.12473944574594498,0.01480858027935028,0.05802087485790253,0.11111292988061905,0.055200301110744476,0.10721607506275177,0.042388513684272766,0.041968125849962234
years,0.21949264407157898,0.2731519937515259,1.0,0.11878147721290588,0.2912273406982422,0.15056827664375305,0.0772986188530922,0.23773819208145142,0.16983340680599213,0.1788054257631302,0.12731869518756866,0.1914375126361847
of,0.2480744868516922,0.37253960967063904,0.2904134690761566,0.3119818866252899,0.733189046382904,0.1655031144618988,0.19900451600551605,0.5052502155303955,0.24470314383506775,0.2915455996990204,0.26416900753974915,0.1826142966747284
glass,0.17437775433063507,0.2138942927122116,0.16983340680599213,0.19493170082569122,0.20646950602531433,0.07635462284088135,0.1512424498796463,0.2592375874519348,1.0000001192092896,0.20833949744701385,0.20226319134235382,0.1252557635307312
making,0.32306843996047974,0.3595695495605469,0.18680912256240845,0.29388219118118286,0.35185980796813965,0.13766321539878845,0.17952188849449158,0.3237393796443939,0.2780562937259674,0.22094093263149261,0.2191307097673416,0.2539324164390564
",",0.22659391164779663,0.40610817074775696,0.2589467465877533,0.28617382049560547,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.23527590930461884,0.2277175933122635,0.24982257187366486,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.300204873085022,0.3461615741252899,0.5171257257461548,0.19040757417678833,0.34093084931373596,0.3739250600337982,0.2681989371776581,0.2379438579082489,0.27793973684310913,0.20544172823429108
has,0.26820555329322815,0.4266262650489807,0.25622743368148804,0.42885294556617737,0.4177538752555847,0.07488378137350082,0.1216270700097084,0.4670248031616211,0.24024318158626556,0.1728775054216385,0.22327254712581635,0.15994466841220856
over,0.31446483731269836,0.47131630778312683,0.3751278817653656,0.24276040494441986,0.39856547117233276,0.10378551483154297,0.191574826836586,0.32199642062187195,0.15826863050460815,0.21212655305862427,0.3063099682331085,0.25742942094802856
6000,-0.08042212575674057,-0.060008492320775986,-0.036776624619960785,0.008567960001528263,-0.015774738043546677,-0.05598467215895653,0.04315951094031334,-0.021400416269898415,0.03847735747694969,0.00685616210103035,-0.020333940163254738,-0.057236284017562866
items,0.25054052472114563,0.30115842819213867,0.1993444263935089,0.20602557063102722,0.23580949008464813,0.07684866338968277,0.07111205160617828,0.2916238307952881,0.26045045256614685,0.38827261328697205,0.2423160821199417,0.19807128608226776
from,0.22939439117908478,0.33099696040153503,0.31063511967658997,0.1777622550725937,0.40150508284568787,0.13980557024478912,0.14301162958145142,0.322764128446579,0.1566731482744217,0.2754948139190674,0.19020850956439972,0.19969791173934937
africa,0.1568063348531723,0.285052627325058,0.22885410487651825,0.12769947946071625,0.2903064787387848,0.059770625084638596,0.08740679919719696,0.18140724301338196,0.18159127235412598,0.11708277463912964,0.09643718600273132,0.12926554679870605
",",0.22659391164779663,0.40610817074775696,0.2589467465877533,0.28617382049560547,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.23527590930461884,0.2277175933122635,0.24982257187366486,0.31091248989105225
britain,0.21808192133903503,0.31913602352142334,0.2247718721628189,0.1098814308643341,0.29784059524536133,0.17508196830749512,0.14032991230487823,0.18575294315814972,0.15382073819637299,0.1765190064907074,0.13514567911624908,0.1268460750579834
",",0.22659391164779663,0.40610817074775696,0.2589467465877533,0.28617382049560547,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.23527590930461884,0.2277175933122635,0.24982257187366486,0.31091248989105225
europe,0.1606675088405609,0.3837028741836548,0.26117831468582153,0.1306854486465454,0.34463706612586975,0.10453177988529205,0.1580963432788849,0.18710176646709442,0.16194221377372742,0.15164971351623535,0.19740472733974457,0.18278923630714417
",",0.22659391164779663,0.40610817074775696,0.2589467465877533,0.28617382049560547,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.23527590930461884,0.2277175933122635,0.24982257187366486,0.31091248989105225
america,0.19301444292068481,0.30219417810440063,0.2335117906332016,0.13335242867469788,0.37090015411376953,0.11695870757102966,0.15439684689044952,0.22012436389923096,0.1433459222316742,0.20775489509105682,0.16030707955360413,0.19333907961845398
and,0.33647966384887695,0.5296266674995422,0.300204873085022,0.3461615741252899,0.5171257257461548,0.19040757417678833,0.34093084931373596,0.3739250600337982,0.2681989371776581,0.2379438579082489,0.27793973684310913,0.20544172823429108
asia,0.15617841482162476,0.3236691951751709,0.19291716814041138,0.1250523328781128,0.2838890850543976,0.060981590300798416,0.12218131124973297,0.14726082980632782,0.20466476678848267,0.1448836624622345,0.14644820988178253,0.1340748518705368
.,0.3287222981452942,0.3974229395389557,0.31919315457344055,0.3022993505001068,0.5934505462646484,0.2973858416080475,0.16452857851982117,0.50484299659729,0.2393880933523178,0.2516246736049652,0.22325164079666138,0.4130953550338745
