,who,was,sacked,as,the,first,half,clock,expired,?
but,0.4487357437610626,0.36023372411727905,0.26797935366630554,0.4864770472049713,0.4859698414802551,0.34309494495391846,0.27247828245162964,0.18966597318649292,0.24194122850894928,0.27921953797340393
with,0.3282766342163086,0.27411898970603943,0.15382704138755798,0.40387406945228577,0.4223487675189972,0.2691199779510498,0.2849871516227722,0.12343753129243851,0.24975842237472534,0.2433311939239502
11,0.11859084665775299,0.08354385942220688,-0.017497261986136436,0.057463642209768295,-0.0219515822827816,0.010843289084732533,-0.0578436441719532,-0.05527045950293541,-0.029818575829267502,-0.04295448586344719
seconds,0.16846957802772522,0.1993371546268463,0.13567239046096802,0.11847973614931107,0.1997634470462799,0.30911749601364136,0.2934293746948242,0.330859512090683,0.31583499908447266,0.20335537195205688
left,0.24052289128303528,0.21956826746463776,0.23188671469688416,0.24601076543331146,0.33113980293273926,0.20286494493484497,0.1788269281387329,0.17346173524856567,0.24479429423809052,0.13251960277557373
",",0.3365725874900818,0.45456063747406006,0.2514380216598511,0.48816442489624023,0.4933079481124878,0.34503069519996643,0.26690807938575745,0.17917221784591675,0.20312726497650146,0.31091248989105225
newton,0.19243690371513367,0.25264593958854675,0.1704728752374649,0.18695951998233795,0.1876603662967682,0.2017267495393753,0.11401809751987457,0.1655343919992447,0.04998011142015457,0.09645649790763855
was,0.3318818509578705,1.0000001192092896,0.32993462681770325,0.3677520453929901,0.48711544275283813,0.5022147297859192,0.21022500097751617,0.135147824883461,0.25429004430770874,0.18412111699581146
sacked,0.21875178813934326,0.32993462681770325,1.0000001192092896,0.1766921728849411,0.23815631866455078,0.16517746448516846,0.14904317259788513,0.0922762081027031,0.31355100870132446,0.07766196876764297
by,0.39727845788002014,0.4752357602119446,0.21727506816387177,0.3815547823905945,0.4408751428127289,0.3877052962779999,0.22449548542499542,0.11682888865470886,0.21503859758377075,0.17966607213020325
demarcus,0.3140353262424469,0.27307799458503723,0.2664787769317627,0.23984354734420776,0.23321470618247986,0.24397456645965576,0.12953998148441315,0.16572967171669006,0.2074674665927887,0.20002961158752441
ware,0.1765473484992981,0.25384455919265747,0.1892334520816803,0.1825774610042572,0.14636042714118958,0.16772674024105072,0.07027461379766464,0.15942883491516113,0.10852151364088058,0.07426849752664566
as,0.3923053741455078,0.3677520453929901,0.1766921728849411,1.0,0.48381632566452026,0.33842000365257263,0.23334455490112305,0.15126539766788483,0.18167421221733093,0.27043893933296204
time,0.36634087562561035,0.3641340136528015,0.25194674730300903,0.3239102065563202,0.43061500787734985,0.4013477563858032,0.2958219349384308,0.3451623320579529,0.3798680603504181,0.27391523122787476
expired,0.18601444363594055,0.25429004430770874,0.31355100870132446,0.18167421221733093,0.26217955350875854,0.26324257254600525,0.178346648812294,0.1410251408815384,1.0000001192092896,0.22768248617649078
in,0.2792111933231354,0.45514053106307983,0.2192855328321457,0.3887844979763031,0.6662389636039734,0.4127444326877594,0.25644969940185547,0.1651686578989029,0.16136841475963593,0.20430970191955566
the,0.3733934462070465,0.48711544275283813,0.23815631866455078,0.48381632566452026,1.0,0.49448907375335693,0.3189295828342438,0.25408005714416504,0.26217955350875854,0.22068053483963013
half,0.2674400806427002,0.21022500097751617,0.14904317259788513,0.23334455490112305,0.3189295828342438,0.286257803440094,1.0000001192092896,0.23235277831554413,0.178346648812294,0.07471233606338501
.,0.3541337847709656,0.40146201848983765,0.19507746398448944,0.515582263469696,0.5934505462646484,0.4345304071903229,0.2995082437992096,0.21992506086826324,0.21872957050800323,0.4130953550338745
