,which,country,did,japan,force,into,an,alliance,?
japan,0.24209867417812347,0.25777024030685425,0.16141492128372192,1.0,0.10554799437522888,0.16957147419452667,0.12182512134313583,0.18327029049396515,0.1312343180179596
also,0.6566565632820129,0.2604532539844513,0.39334940910339355,0.2463727742433548,0.2319917380809784,0.2882355749607086,0.36835694313049316,0.24807961285114288,0.21848613023757935
invaded,0.22239790856838226,0.2939884662628174,0.2517090439796448,0.19193653762340546,0.24233324825763702,0.25041598081588745,0.15227346122264862,0.34341108798980713,0.20599597692489624
thailand,0.18901468813419342,0.25556766986846924,0.08921384811401367,0.38646620512008667,0.21239475905895233,0.08691875636577606,0.11006775498390198,0.14642654359340668,0.20348422229290009
",",0.3658004403114319,0.27878350019454956,0.3015086054801941,0.2639627754688263,0.22091743350028992,0.2826121151447296,0.3581022024154663,0.21540239453315735,0.31091248989105225
pressuring,0.36005985736846924,0.1818719506263733,0.23457199335098267,0.1954297423362732,0.3649032413959503,0.27665892243385315,0.21531042456626892,0.15646037459373474,0.14825305342674255
the,0.6521818041801453,0.30432501435279846,0.34736719727516174,0.22735914587974548,0.2800885736942291,0.39493247866630554,0.4207492768764496,0.24372223019599915,0.22068053483963013
country,0.2308337539434433,1.0000001192092896,0.24348343908786774,0.25777024030685425,0.1692022979259491,0.17958055436611176,0.19811232388019562,0.1660557985305786,0.12647280097007751
into,0.4405161738395691,0.17958055436611176,0.14888085424900055,0.16957147419452667,0.1669553965330124,1.0,0.2105669528245926,0.158273383975029,0.15662476420402527
a,0.56894451379776,0.20991116762161255,0.2552328109741211,0.20427335798740387,0.2451154738664627,0.3461161255836487,0.44552403688430786,0.17512522637844086,0.23916715383529663
thai/japanese,0.22054637968540192,0.217218816280365,0.1481027901172638,0.5355797410011292,0.21432924270629883,0.14552196860313416,0.21226732432842255,0.12784826755523682,0.16824626922607422
alliance,0.20220161974430084,0.1660557985305786,0.16193479299545288,0.18327029049396515,0.22685250639915466,0.158273383975029,0.1542346477508545,1.0,0.09356802701950073
.,0.45942068099975586,0.26130348443984985,0.35288307070732117,0.28114771842956543,0.2783275842666626,0.26250120997428894,0.3581749200820923,0.2052314132452011,0.4130953550338745
