,what,yard,line,did,the,broncos,stop,the,panthers,on,in,their,first,offensive,drive,of,super,bowl,50,?
but,0.5029441118240356,0.17904846370220184,0.241663858294487,0.49033689498901367,0.4859698414802551,0.15171389281749725,0.2644879221916199,0.4859698414802551,0.19083257019519806,0.3584071099758148,0.48674455285072327,0.409988135099411,0.34309494495391846,0.23245710134506226,0.21591532230377197,0.39942997694015503,0.21924501657485962,0.15839487314224243,0.040359389036893845,0.27921953797340393
the,0.42745697498321533,0.22634266316890717,0.29789501428604126,0.34736719727516174,1.0,0.25985947251319885,0.25771772861480713,1.0,0.2602776288986206,0.5107308030128479,0.6662389636039734,0.516537070274353,0.49448907375335693,0.2699996531009674,0.2083187699317932,0.733189046382904,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
broncos,0.1787765771150589,0.3219616115093231,0.18832378089427948,0.1738176792860031,0.25985947251319885,1.0000001192092896,0.10031387209892273,0.25985947251319885,0.5347585678100586,0.17311601340770721,0.20316283404827118,0.2565864324569702,0.23199674487113953,0.37855350971221924,0.24413816630840302,0.19310332834720612,0.36141330003738403,0.4351775348186493,0.055216576904058456,0.18377114832401276
defense,0.193815678358078,0.21404336392879486,0.18608319759368896,0.14361093938350677,0.2604767382144928,0.29830923676490784,0.11984377354383469,0.2604767382144928,0.17159238457679749,0.1953054964542389,0.20235490798950195,0.25255465507507324,0.20113696157932281,0.3672996759414673,0.1540837585926056,0.27720823884010315,0.20172932744026184,0.20597675442695618,0.002296598395332694,0.21935760974884033
halted,0.1885741651058197,0.18452206254005432,0.20296594500541687,0.2368529587984085,0.29331764578819275,0.2600400149822235,0.26282697916030884,0.29331764578819275,0.16005291044712067,0.2809292674064636,0.21706044673919678,0.2316705584526062,0.2648797035217285,0.3103649318218231,0.25541046261787415,0.21486762166023254,0.1935282200574875,0.2541947066783905,0.021520182490348816,0.202400803565979
the,0.42745697498321533,0.22634266316890717,0.29789501428604126,0.34736719727516174,1.0,0.25985947251319885,0.25771772861480713,1.0,0.2602776288986206,0.5107308030128479,0.6662389636039734,0.516537070274353,0.49448907375335693,0.2699996531009674,0.2083187699317932,0.733189046382904,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
drive,0.21679377555847168,0.2124784141778946,0.23453757166862488,0.1745801717042923,0.2083187699317932,0.24413816630840302,0.2334951013326645,0.2083187699317932,0.1978069394826889,0.1695663183927536,0.16816924512386322,0.17822641134262085,0.11071151494979858,0.22062356770038605,1.0,0.17806991934776306,0.18645738065242767,0.20671851933002472,-0.06859572231769562,0.11447915434837341
on,0.34226128458976746,0.149832084774971,0.2094266265630722,0.2670976221561432,0.5107308030128479,0.17311601340770721,0.2201516181230545,0.5107308030128479,0.17721405625343323,0.9999999403953552,0.46853652596473694,0.3598666191101074,0.3120559751987457,0.20681387186050415,0.1695663183927536,0.3966929316520691,0.1569211632013321,0.1334993690252304,0.05590687692165375,0.2714994251728058
the,0.42745697498321533,0.22634266316890717,0.29789501428604126,0.34736719727516174,1.0,0.25985947251319885,0.25771772861480713,1.0,0.2602776288986206,0.5107308030128479,0.6662389636039734,0.516537070274353,0.49448907375335693,0.2699996531009674,0.2083187699317932,0.733189046382904,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
26-yard,0.23500920832157135,0.735545814037323,0.2075788527727127,0.19612254202365875,0.3325693905353546,0.25349685549736023,0.23608094453811646,0.3325693905353546,0.2434920221567154,0.24314555525779724,0.29531329870224,0.19151374697685242,0.30877724289894104,0.18197865784168243,0.27926111221313477,0.24871493875980377,0.18543848395347595,0.19665227830410004,-0.018189307302236557,0.134776771068573
