,who,pays,australian,pharmacists,for,doing,home,medicines,reviews,?
this,0.3345087468624115,0.16582472622394562,0.17337654531002045,0.21824534237384796,0.5082864165306091,0.42949825525283813,0.18891431391239166,0.24493131041526794,0.2854754626750946,0.3155723512172699
shift,0.11047733575105667,0.07540524005889893,0.10185571759939194,0.19128760695457458,0.14825519919395447,0.23666641116142273,0.17523063719272614,0.11057022213935852,0.07771644741296768,0.1848975419998169
has,0.2558172643184662,0.16406525671482086,0.15521201491355896,0.1779608577489853,0.450642853975296,0.23681671917438507,0.2134159505367279,0.16748416423797607,0.23711071908473969,0.15994466841220856
already,0.41363927721977234,0.149408757686615,0.17086268961429596,0.21364958584308624,0.3876344561576843,0.4273729622364044,0.18380673229694366,0.20504476130008698,0.22450020909309387,0.3477933406829834
commenced,0.0991918221116066,0.18893581628799438,0.15989091992378235,0.13795442879199982,0.2946941554546356,0.21517112851142883,0.19500620663166046,0.03826604783535004,0.2508983016014099,0.16669677197933197
in,0.2792111933231354,0.24508211016654968,0.1796053647994995,0.22358480095863342,0.4322226941585541,0.27240219712257385,0.30467477440834045,0.19450289011001587,0.21180737018585205,0.20430970191955566
some,0.3978389501571655,0.18127314746379852,0.1689828485250473,0.38679438829421997,0.4257155656814575,0.3768025040626526,0.2062011957168579,0.36167046427726746,0.2754383385181427,0.2562315762042999
countries,0.3002627491950989,0.19748501479625702,0.1823110580444336,0.3012414872646332,0.299202024936676,0.2150869518518448,0.11914124339818954,0.31163710355758667,0.20540106296539307,0.15128466486930847
;,0.007937713526189327,0.04838400334119797,-0.05832058936357498,0.06957263499498367,0.0293948445469141,0.07866469770669937,0.08472496271133423,-0.001084615825675428,0.1518920361995697,0.10349778085947037
for,0.37110671401023865,0.2078414112329483,0.23053424060344696,0.21977780759334564,0.9999999403953552,0.38482627272605896,0.2685687243938446,0.22232450544834137,0.24666745960712433,0.264628142118454
instance,0.27420303225517273,0.13473749160766602,0.17106564342975616,0.22315333783626556,0.4085063934326172,0.30385085940361023,0.18685531616210938,0.2846246063709259,0.14099174737930298,0.30205854773521423
",",0.3365725874900818,0.12460341304540634,0.18606895208358765,0.22197484970092773,0.4464869201183319,0.31285786628723145,0.2790627181529999,0.22480089962482452,0.2842528820037842,0.31091248989105225
pharmacists,0.38864052295684814,0.17071419954299927,0.16078095138072968,1.0,0.21977780759334564,0.28159937262535095,0.19171445071697235,0.48595479130744934,0.18531891703605652,0.1797308325767517
in,0.2792111933231354,0.24508211016654968,0.1796053647994995,0.22358480095863342,0.4322226941585541,0.27240219712257385,0.30467477440834045,0.19450289011001587,0.21180737018585205,0.20430970191955566
australia,0.21276454627513885,0.11915574222803116,0.7325041890144348,0.13935503363609314,0.23705406486988068,0.1664896160364151,0.1754150688648224,0.15268291532993317,0.19305320084095,0.15702682733535767
receive,0.29829421639442444,0.2590375244617462,0.18622271716594696,0.23020967841148376,0.31519460678100586,0.259641170501709,0.16534379124641418,0.20799018442630768,0.30459704995155334,0.1652119904756546
remuneration,0.2594115734100342,0.15806740522384644,0.12966977059841156,0.11881294846534729,0.2754914462566376,0.21744482219219208,0.2477451115846634,0.1668657660484314,0.1596350371837616,0.20674778521060944
from,0.27839982509613037,0.09444483369588852,0.11490087956190109,0.1536126583814621,0.314039945602417,0.22320200502872467,0.29297688603401184,0.1662924438714981,0.22913910448551178,0.19969791173934937
the,0.3733934462070465,0.1897108405828476,0.23527215421199799,0.24311043322086334,0.4739971458911896,0.29305580258369446,0.28978195786476135,0.19131667912006378,0.2074589878320694,0.22068053483963013
australian,0.2542726695537567,0.11416009068489075,1.0000001192092896,0.16078095138072968,0.23053424060344696,0.14510874450206757,0.13890685141086578,0.09568974375724792,0.16171790659427643,0.10848008096218109
government,0.27194860577583313,0.1868097484111786,0.2484046220779419,0.2533871531486511,0.23902073502540588,0.25811320543289185,0.16888482868671417,0.21925324201583862,0.14393533766269684,0.18851417303085327
for,0.37110671401023865,0.2078414112329483,0.23053424060344696,0.21977780759334564,0.9999999403953552,0.38482627272605896,0.2685687243938446,0.22232450544834137,0.24666745960712433,0.264628142118454
conducting,0.1901848018169403,0.10296072065830231,0.1181798055768013,0.19777897000312805,0.3109472990036011,0.32042813301086426,0.08883384615182877,0.16547460854053497,0.20445775985717773,0.06755834817886353
comprehensive,0.09216544777154922,0.10223975032567978,0.189950630068779,0.17420761287212372,0.26400285959243774,0.28938719630241394,0.12253651767969131,0.183066725730896,0.28559303283691406,0.28184229135513306
home,0.2542758285999298,0.17108166217803955,0.13890685141086578,0.19171445071697235,0.2685687243938446,0.12450268119573593,1.0,0.1534082591533661,0.1965758204460144,0.0757145956158638
medicines,0.21916736662387848,0.19057363271713257,0.09568974375724792,0.48595479130744934,0.22232450544834137,0.26463085412979126,0.1534082591533661,1.0,0.17797552049160004,0.2156115472316742
reviews,0.22571872174739838,0.15545418858528137,0.16171790659427643,0.18531891703605652,0.24666745960712433,0.2663552761077881,0.1965758204460144,0.17797552049160004,1.0000001192092896,0.18590256571769714
.,0.3541337847709656,0.11741641908884048,0.2256850302219391,0.27446362376213074,0.4726039469242096,0.3253456652164459,0.3067048490047455,0.23882845044136047,0.260804146528244,0.4130953550338745
