,what,did,the,jewish,people,do,so,pagan,items,would,n't,be,in,the,temple,of,jerusalem,?
unarmed,0.2383277863264084,0.21045689284801483,0.23137632012367249,0.25069940090179443,0.3126913011074066,0.14200705289840698,0.23625589907169342,0.30976366996765137,0.19587567448616028,0.20890682935714722,0.0239594466984272,0.15510110557079315,0.21705633401870728,0.23137632012367249,0.24255259335041046,0.254523903131485,0.17900550365447998,0.14515981078147888
jews,0.22131574153900146,0.23080717027187347,0.24901628494262695,0.6836509108543396,0.4313947558403015,0.2377673238515854,0.24970588088035583,0.37179553508758545,0.15531395375728607,0.22604554891586304,0.04765238240361214,0.20604680478572845,0.2334136962890625,0.24901628494262695,0.24408496916294098,0.2207300066947937,0.428414523601532,0.16730794310569763
gathered,0.25028154253959656,0.25767379999160767,0.3359522223472595,0.20962515473365784,0.2560354471206665,0.22649984061717987,0.2999710738658905,0.29746919870376587,0.2678682506084442,0.32993367314338684,-0.0372956320643425,0.23063471913337708,0.28183862566947937,0.3359522223472595,0.26769423484802246,0.3358455300331116,0.21510128676891327,0.14883534610271454
in,0.30808621644973755,0.2593238651752472,0.6662389636039734,0.22940313816070557,0.39605680108070374,0.23402775824069977,0.31275880336761475,0.136954203248024,0.2189844399690628,0.30461156368255615,-0.0012929976219311357,0.3481820821762085,1.0,0.6662389636039734,0.19278137385845184,0.5696388483047485,0.19283141195774078,0.20430970191955566
the,0.42745697498321533,0.34736719727516174,1.0,0.19492539763450623,0.36838498711586,0.30239659547805786,0.4296516180038452,0.19929873943328857,0.23580949008464813,0.4133751392364502,-0.11449059844017029,0.4248143136501312,0.6662389636039734,1.0,0.2202082872390747,0.733189046382904,0.2364608198404312,0.22068053483963013
streets,0.11891741305589676,0.1582472026348114,0.2026284784078598,0.18107789754867554,0.2822902798652649,0.13893070816993713,0.23991815745830536,0.09730126708745956,0.21577873826026917,0.20752501487731934,-0.046748459339141846,0.17091773450374603,0.24497881531715393,0.2026284784078598,0.18213537335395813,0.18885038793087006,0.19561494886875153,0.0894271582365036
to,0.455847829580307,0.4452643394470215,0.535392165184021,0.19074052572250366,0.37275731563568115,0.38876664638519287,0.5091881155967712,0.24534784257411957,0.3191612660884857,0.5965728163719177,-0.14541994035243988,0.4972836375236511,0.45010748505592346,0.535392165184021,0.1944802850484848,0.41548454761505127,0.20863257348537445,0.29463258385658264
prevent,0.2723881006240845,0.20838871598243713,0.2841009497642517,0.1753629893064499,0.20398177206516266,0.32342812418937683,0.3622553050518036,0.10924436897039413,0.2198168933391571,0.32372844219207764,-0.15310513973236084,0.3827786147594452,0.14883868396282196,0.2841009497642517,0.1191410943865776,0.22669163346290588,0.18054722249507904,0.2547389566898346
the,0.42745697498321533,0.34736719727516174,1.0,0.19492539763450623,0.36838498711586,0.30239659547805786,0.4296516180038452,0.19929873943328857,0.23580949008464813,0.4133751392364502,-0.11449059844017029,0.4248143136501312,0.6662389636039734,1.0,0.2202082872390747,0.733189046382904,0.2364608198404312,0.22068053483963013
installation,0.21819424629211426,0.1883465051651001,0.2585393488407135,0.17263150215148926,0.16447193920612335,0.1804589331150055,0.24255189299583435,0.12243254482746124,0.32225605845451355,0.2695824205875397,-0.020037006586790085,0.25109443068504333,0.21739815175533295,0.2585393488407135,0.13140884041786194,0.19722063839435577,0.19901350140571594,0.2191753387451172
of,0.33290785551071167,0.2513895630836487,0.733189046382904,0.14794707298278809,0.3251037895679474,0.26150479912757874,0.3184450566768646,0.2391178011894226,0.21522082388401031,0.3353942930698395,-0.021397603675723076,0.33904364705085754,0.5696388483047485,0.733189046382904,0.17421963810920715,1.0,0.22197678685188293,0.1826142966747284
pagan,0.18590450286865234,0.1917334496974945,0.19929873943328857,0.31594085693359375,0.23230427503585815,0.10869952291250229,0.21126970648765564,1.0,0.1500609815120697,0.21620866656303406,0.027724189683794975,0.18707075715065002,0.136954203248024,0.19929873943328857,0.28203240036964417,0.2391178011894226,0.2691589295864105,0.16176795959472656
images,0.23456238210201263,0.17420677840709686,0.22232814133167267,0.14018112421035767,0.19115155935287476,0.23574328422546387,0.2665955424308777,0.18099287152290344,0.3466911017894745,0.20835904777050018,0.10343211889266968,0.2913554608821869,0.1735273003578186,0.22232814133167267,0.21800410747528076,0.2139289528131485,0.14963963627815247,0.22502069175243378
in,0.30808621644973755,0.2593238651752472,0.6662389636039734,0.22940313816070557,0.39605680108070374,0.23402775824069977,0.31275880336761475,0.136954203248024,0.2189844399690628,0.30461156368255615,-0.0012929976219311357,0.3481820821762085,1.0,0.6662389636039734,0.19278137385845184,0.5696388483047485,0.19283141195774078,0.20430970191955566
the,0.42745697498321533,0.34736719727516174,1.0,0.19492539763450623,0.36838498711586,0.30239659547805786,0.4296516180038452,0.19929873943328857,0.23580949008464813,0.4133751392364502,-0.11449059844017029,0.4248143136501312,0.6662389636039734,1.0,0.2202082872390747,0.733189046382904,0.2364608198404312,0.22068053483963013
temple,0.12890467047691345,0.1534334421157837,0.2202082872390747,0.26999902725219727,0.15311700105667114,0.10311425477266312,0.1715082973241806,0.28203240036964417,0.09755287319421768,0.15142139792442322,0.025937393307685852,0.13460786640644073,0.19278137385845184,0.2202082872390747,1.0000001192092896,0.17421963810920715,0.4177432656288147,0.0926557183265686
in,0.30808621644973755,0.2593238651752472,0.6662389636039734,0.22940313816070557,0.39605680108070374,0.23402775824069977,0.31275880336761475,0.136954203248024,0.2189844399690628,0.30461156368255615,-0.0012929976219311357,0.3481820821762085,1.0,0.6662389636039734,0.19278137385845184,0.5696388483047485,0.19283141195774078,0.20430970191955566
jerusalem,0.17886783182621002,0.12854312360286713,0.2364608198404312,0.46512994170188904,0.11885255575180054,0.10375533998012543,0.20031659305095673,0.2691589295864105,0.05608367919921875,0.1354699581861496,0.08660002052783966,0.1567346155643463,0.19283141195774078,0.2364608198404312,0.4177432656288147,0.22197678685188293,1.0000001192092896,0.14136314392089844
.,0.3567904531955719,0.35288307070732117,0.5934505462646484,0.19860893487930298,0.33118996024131775,0.3613996207714081,0.45412498712539673,0.18613125383853912,0.23707115650177002,0.35067233443260193,0.01884327083826065,0.4383580684661865,0.5591574311256409,0.5934505462646484,0.19781842827796936,0.5352458953857422,0.2007560133934021,0.4130953550338745
