,what,did,luther,consider,christ,'s,life,?
for,0.3017193675041199,0.318512886762619,0.12958186864852905,0.3704085350036621,0.1445605307817459,-0.07241261005401611,0.244698166847229,0.264628142118454
luther,0.2134782373905182,0.23667675256729126,1.0,0.0995694026350975,0.2758595049381256,-0.009990512393414974,0.20761863887310028,0.1732746809720993
",",0.3087472915649414,0.3015086054801941,0.23255878686904907,0.30831751227378845,0.22404725849628448,-0.0016132977325469255,0.24050940573215485,0.31091248989105225
also,0.42747777700424194,0.39334940910339355,0.22154976427555084,0.27211272716522217,0.1721240133047104,-0.0014726108638569713,0.18713383376598358,0.21848613023757935
christ,0.2615339457988739,0.17013269662857056,0.2758595049381256,0.17168430984020233,0.9999999403953552,0.054941605776548386,0.24640336632728577,0.13772203028202057
's,0.02692362666130066,0.05069678649306297,-0.009990512393414974,0.000407230545533821,0.054941605776548386,0.9999999403953552,0.03983813151717186,-0.023395681753754616
life,0.24693015217781067,0.22298283874988556,0.20761863887310028,0.2571474611759186,0.24640336632728577,0.03983813151717186,1.0,0.21677987277507782
",",0.3087472915649414,0.3015086054801941,0.23255878686904907,0.30831751227378845,0.22404725849628448,-0.0016132977325469255,0.24050940573215485,0.31091248989105225
when,0.4700249433517456,0.3228907287120819,0.14516782760620117,0.2569737136363983,0.1822013109922409,-0.03368149697780609,0.20499193668365479,0.22841128706932068
understood,0.4601399898529053,0.3507465422153473,0.11290297657251358,0.3867614269256592,0.16839735209941864,0.0006524798227474093,0.2152678221464157,0.27308014035224915
as,0.31749409437179565,0.3596470057964325,0.20242992043495178,0.3220363259315491,0.19191491603851318,-0.05775856226682663,0.23248597979545593,0.27043893933296204
an,0.2821882665157318,0.22598257660865784,0.10983039438724518,0.319253146648407,0.12691886723041534,0.025255560874938965,0.22073830664157867,0.19793890416622162
example,0.3456268310546875,0.2528466582298279,0.10032815486192703,0.40265578031539917,0.18214519321918488,-0.045060764998197556,0.21652080118656158,0.30374911427497864
",",0.3087472915649414,0.3015086054801941,0.23255878686904907,0.30831751227378845,0.22404725849628448,-0.0016132977325469255,0.24050940573215485,0.31091248989105225
is,0.28837618231773376,0.19247472286224365,0.08282390236854553,0.32138293981552124,0.19270560145378113,0.02396530658006668,0.2110576033592224,0.22961433231830597
nothing,0.5522216558456421,0.36513790488243103,0.18105757236480713,0.3154851496219635,0.22016392648220062,0.06631862372159958,0.2669839859008789,0.4541490972042084
more,0.3484537899494171,0.2803135812282562,0.11574393510818481,0.34493598341941833,0.1220613569021225,0.032942235469818115,0.2655809819698334,0.27894994616508484
than,0.29388150572776794,0.24820660054683685,0.14714092016220093,0.3211122453212738,0.12809644639492035,0.0585811510682106,0.2590208947658539,0.24917294085025787
an,0.2821882665157318,0.22598257660865784,0.10983039438724518,0.319253146648407,0.12691886723041534,0.025255560874938965,0.22073830664157867,0.19793890416622162
illustration,0.22580258548259735,0.11154071986675262,0.15025265514850616,0.10867664963006973,0.15849100053310394,-0.037900105118751526,0.25239118933677673,0.1417175829410553
of,0.33290785551071167,0.2513895630836487,0.1719115972518921,0.3074679970741272,0.27289092540740967,-0.03817026689648628,0.2788603901863098,0.1826142966747284
the,0.42745697498321533,0.34736719727516174,0.1759674996137619,0.33438587188720703,0.25124865770339966,-0.01540423184633255,0.23528170585632324,0.22068053483963013
ten,0.1616830825805664,0.22550487518310547,0.15128806233406067,0.17941899597644806,0.1403845250606537,0.0769851952791214,0.2003861516714096,0.14471080899238586
commandments,0.3296407163143158,0.2503615617752075,0.2768189609050751,0.2952663004398346,0.36761796474456787,0.028551464900374413,0.2590486705303192,0.25463607907295227
",",0.3087472915649414,0.3015086054801941,0.23255878686904907,0.30831751227378845,0.22404725849628448,-0.0016132977325469255,0.24050940573215485,0.31091248989105225
