,from,where,would,scientists,like,measure,vegetation,radiance,?
some,0.35210713744163513,0.39480453729629517,0.43457192182540894,0.38937023282051086,0.6206092238426208,0.26004448533058167,0.3252645432949066,0.18382135033607483,0.2562315762042999
remote,0.15909232199192047,0.26031216979026794,0.1668047457933426,0.13864149153232574,0.22994154691696167,0.26449522376060486,0.2660733759403229,0.2190200537443161,0.10927822440862656
sensing,0.18627706170082092,0.25281473994255066,0.25124695897102356,0.20664945244789124,0.30547672510147095,0.3281240165233612,0.23577608168125153,0.31485646963119507,0.17403143644332886
scientists,0.2609514594078064,0.20989133417606354,0.2819238007068634,0.9999999403953552,0.24875235557556152,0.30554455518722534,0.19044649600982666,0.2088284194469452,0.16597221791744232
have,0.30702701210975647,0.412650465965271,0.484149694442749,0.34771522879600525,0.5579352974891663,0.3115697503089905,0.2405860424041748,0.16790227591991425,0.32991164922714233
proposed,0.19478890299797058,0.1112237349152565,0.38949111104011536,0.24247178435325623,0.285845011472702,0.1977839469909668,0.1749117225408554,0.12348860502243042,0.24553193151950836
using,0.28446757793426514,0.32120537757873535,0.3468724191188812,0.2525902986526489,0.38114291429519653,0.3568316698074341,0.12675711512565613,0.21496537327766418,0.2804589569568634
the,0.40150508284568787,0.5003893971443176,0.4133751392364502,0.25988271832466125,0.32912567257881165,0.2528008222579956,0.27478766441345215,0.22292201220989227,0.22068053483963013
measurement,0.22532375156879425,0.24203751981258392,0.24411393702030182,0.41223350167274475,0.2220483422279358,0.795183539390564,0.19815148413181305,0.4267963469028473,0.18654219806194305
of,0.4249346852302551,0.38066378235816956,0.3353942930698395,0.20474955439567566,0.3244853615760803,0.22469913959503174,0.2547335922718048,0.24797312915325165,0.1826142966747284
the,0.40150508284568787,0.5003893971443176,0.4133751392364502,0.25988271832466125,0.32912567257881165,0.2528008222579956,0.27478766441345215,0.22292201220989227,0.22068053483963013
radiance,0.16086143255233765,0.1878325194120407,0.19363456964492798,0.2088284194469452,0.15311436355113983,0.37322384119033813,0.23580557107925415,1.0,0.14681309461593628
coming,0.31919217109680176,0.34572187066078186,0.3601486384868622,0.23098400235176086,0.2873063087463379,0.17670346796512604,0.25027400255203247,0.22347889840602875,0.2504907250404358
from,1.0,0.3713873624801636,0.26231399178504944,0.2609514594078064,0.28165748715400696,0.16865527629852295,0.17893631756305695,0.16086143255233765,0.19969791173934937
vegetation,0.17893631756305695,0.23339597880840302,0.22948171198368073,0.19044649600982666,0.1860094964504242,0.17259672284126282,1.0000001192092896,0.23580557107925415,0.10736152529716492
canopies,0.20563079416751862,0.2547469735145569,0.2211875319480896,0.1693878173828125,0.28975433111190796,0.198160320520401,0.364124596118927,0.20688079297542572,0.1496153026819229
in,0.4274188280105591,0.5344807505607605,0.30461156368255615,0.1995355486869812,0.31010183691978455,0.17892111837863922,0.25661489367485046,0.12317242473363876,0.20430970191955566
those,0.24692396819591522,0.3665519058704376,0.41456153988838196,0.28607630729675293,0.4643431603908539,0.24110683798789978,0.2905161380767822,0.18018773198127747,0.3328189253807068
bands,0.1355317384004593,0.1778365522623062,0.21666818857192993,0.24587775766849518,0.26410922408103943,0.2276446670293808,0.1772434264421463,0.19256635010242462,0.13013741374015808
to,0.4069952368736267,0.47735077142715454,0.5965728163719177,0.27814680337905884,0.35482415556907654,0.2774736285209656,0.2658894658088684,0.17390373349189758,0.29463258385658264
characterize,0.16242502629756927,0.2515173554420471,0.20705264806747437,0.24119381606578827,0.32412123680114746,0.3418872058391571,0.37989360094070435,0.30255410075187683,0.11441174894571304
plant,0.21977990865707397,0.2056075781583786,0.1720612496137619,0.2550460696220398,0.20407535135746002,0.16222286224365234,0.42404142022132874,0.22380384802818298,0.16613075137138367
health,0.17037683725357056,0.16377852857112885,0.24622569978237152,0.22803844511508942,0.17509593069553375,0.22569093108177185,0.23430202901363373,0.1772831827402115,0.16094304621219635
status,0.1584760546684265,0.1467057466506958,0.2281123697757721,0.12610672414302826,0.15420088171958923,0.12535186111927032,0.19108980894088745,0.18006092309951782,0.16403266787528992
