,what,shape,is,chlamydomonas,'s,chloroplasts,?
greater,0.1946859508752823,0.16541703045368195,0.21338969469070435,0.21195292472839355,0.06379587203264236,0.19368065893650055,0.09723397344350815
diversity,0.2244141548871994,0.1578131467103958,0.1899152547121048,0.3288060426712036,0.02489376813173294,0.28971391916275024,0.057167764753103256
in,0.30808621644973755,0.193584606051445,0.5394441485404968,0.239768847823143,-0.037580832839012146,0.21141497790813446,0.20430970191955566
chloroplast,0.23505516350269318,0.29908058047294617,0.20798198878765106,0.5843902230262756,-0.026425376534461975,0.9777651429176331,0.12532055377960205
shapes,0.2670767903327942,0.7425667643547058,0.1740560382604599,0.29142773151397705,0.02925768680870533,0.3501870632171631,0.13236193358898163
exists,0.3020588457584381,0.20869867503643036,0.37246593832969666,0.23921385407447815,0.024081893265247345,0.2639431655406952,0.26845401525497437
among,0.21154822409152985,0.09992342442274094,0.21956473588943481,0.25785213708877563,0.01186611782759428,0.19120243191719055,0.14343059062957764
the,0.42745697498321533,0.29087939858436584,0.5823672413825989,0.26091334223747253,-0.01540423184633255,0.23062430322170258,0.22068053483963013
algae,0.1909741312265396,0.23943281173706055,0.20872966945171356,0.5435142517089844,0.05927504599094391,0.668745756149292,0.15479309856891632
",",0.3087472915649414,0.224068284034729,0.4691906273365021,0.2836364209651947,-0.0016132977325469255,0.20794041454792023,0.31091248989105225
which,0.5261979103088379,0.39473384618759155,0.4457404911518097,0.3799211084842682,0.03856118768453598,0.3874085545539856,0.25814583897590637
often,0.3849453330039978,0.3077400028705597,0.3856629431247711,0.3457240164279938,0.05346176400780678,0.29698729515075684,0.23748154938220978
contain,0.1832355558872223,0.2257469892501831,0.31030410528182983,0.34369900822639465,-0.08797948807477951,0.3972540497779846,0.18853069841861725
a,0.3320399522781372,0.32737624645233154,0.658733606338501,0.23409605026245117,0.04866964742541313,0.24622295796871185,0.23916715383529663
single,0.24458327889442444,0.15483391284942627,0.27151715755462646,0.24145960807800293,0.02529025822877884,0.2989342212677002,0.2151121199131012
chloroplast,0.23505516350269318,0.29908058047294617,0.20798198878765106,0.5843902230262756,-0.026425376534461975,0.9777651429176331,0.12532055377960205
that,0.6297725439071655,0.32968640327453613,0.3995479643344879,0.3072413504123688,0.04397977516055107,0.3177454173564911,0.32716336846351624
can,0.34502777457237244,0.3380018174648285,0.44256699085235596,0.39938098192214966,-0.02075597457587719,0.29016172885894775,0.3226337134838104
be,0.3929833769798279,0.2912265360355377,0.4819129705429077,0.2882764935493469,0.025217169895768166,0.2777445316314697,0.3324260413646698
shaped,0.19420893490314484,0.7339295744895935,0.21619100868701935,0.2591041624546051,0.09079500287771225,0.2835935950279236,0.11317497491836548
like,0.4320242702960968,0.4520412087440491,0.29710376262664795,0.28867417573928833,0.06462705135345459,0.21969065070152283,0.3268813192844391
a,0.3320399522781372,0.32737624645233154,0.658733606338501,0.23409605026245117,0.04866964742541313,0.24622295796871185,0.23916715383529663
net,0.14762049913406372,0.11421611160039902,0.11006560176610947,0.11449366807937622,-0.03326127678155899,0.1573508232831955,0.20179778337478638
(,0.2411840260028839,0.13226941227912903,0.35393038392066956,0.2066519856452942,0.0012731997994706035,0.17324984073638916,0.40561532974243164
e.g.,0.04733210429549217,-0.08016902953386307,0.11002284288406372,-0.05959654971957207,0.09526067227125168,-0.0597555972635746,0.018727071583271027
",",0.3087472915649414,0.224068284034729,0.4691906273365021,0.2836364209651947,-0.0016132977325469255,0.20794041454792023,0.31091248989105225
