,at,what,point,in,luther,'s,sermons,did,schurf,write,to,the,elector,?
the,0.457212895154953,0.42745697498321533,0.3084787130355835,0.6662389636039734,0.1759674996137619,-0.01540423184633255,0.30348941683769226,0.34736719727516174,0.2569614052772522,0.23380951583385468,0.535392165184021,1.0,0.22412441670894623,0.22068053483963013
effect,0.11583761125802994,0.2546532452106476,0.19043022394180298,0.25150683522224426,0.11613074690103531,0.03170546516776085,0.19600477814674377,0.19503958523273468,0.13885709643363953,0.16043655574321747,0.2521958649158478,0.2865084111690521,0.16743777692317963,0.1783771812915802
of,0.42558613419532776,0.33290785551071167,0.269877165555954,0.5696388483047485,0.1719115972518921,-0.03817026689648628,0.2787823975086212,0.2513895630836487,0.2808859944343567,0.2147456258535385,0.41548454761505127,0.733189046382904,0.28894975781440735,0.1826142966747284
luther,0.13834704458713531,0.2134782373905182,0.0982852354645729,0.20523880422115326,1.0,-0.009990512393414974,0.35831841826438904,0.23667675256729126,0.4208891689777374,0.14316920936107635,0.18029534816741943,0.1759674996137619,0.23163655400276184,0.1732746809720993
's,-0.08481216430664062,0.02692362666130066,0.0017411779845133424,-0.037580832839012146,-0.009990512393414974,0.9999999403953552,-0.023143790662288666,0.05069678649306297,0.11365246772766113,0.041710954159498215,0.03782717138528824,-0.01540423184633255,0.010780527256429195,-0.023395681753754616
intervention,0.21481357514858246,0.3083153963088989,0.2109469771385193,0.22334074974060059,0.1143253892660141,-0.05484037473797798,0.2703246772289276,0.23382987082004547,0.15289244055747986,0.19669964909553528,0.3095496892929077,0.29976826906204224,0.12994852662086487,0.20387029647827148
was,0.36707764863967896,0.22111038863658905,0.17757032811641693,0.45514053106307983,0.19185513257980347,0.008974763564765453,0.1874013990163803,0.41399896144866943,0.24432891607284546,0.21129223704338074,0.3636345863342285,0.48711544275283813,0.29741740226745605,0.18412111699581146
immediate,0.2422749251127243,0.3414689600467682,0.24688000977039337,0.2620777189731598,0.10031347721815109,-0.01960776187479496,0.21599304676055908,0.29804933071136475,0.14160938560962677,0.17922541499137878,0.38386404514312744,0.34819692373275757,0.20508724451065063,0.2325933575630188
.,0.4549728035926819,0.3567904531955719,0.26374325156211853,0.5591574311256409,0.24907569587230682,-0.003708066651597619,0.23781336843967438,0.35288307070732117,0.30144843459129333,0.2647448778152466,0.4645031690597534,0.5934505462646484,0.27953124046325684,0.4130953550338745
,at,what,point,in,luther,'s,sermons,did,schurf,write,to,the,elector,?
after,0.3622083067893982,0.21973377466201782,0.15843774378299713,0.44050168991088867,0.17198127508163452,-0.055672239512205124,0.1507444977760315,0.30330467224121094,0.2182539701461792,0.15025895833969116,0.37890323996543884,0.4565047025680542,0.23364420235157013,0.16608688235282898
the,0.457212895154953,0.42745697498321533,0.3084787130355835,0.6662389636039734,0.1759674996137619,-0.01540423184633255,0.30348941683769226,0.34736719727516174,0.2569614052772522,0.23380951583385468,0.535392165184021,1.0,0.22412441670894623,0.22068053483963013
sixth,0.17026464641094208,0.13433639705181122,0.12800024449825287,0.2580831050872803,0.1200617104768753,0.09895630925893784,0.12412372976541519,0.16302378475666046,0.18050934374332428,0.1522051990032196,0.25924211740493774,0.36289259791374207,0.15220962464809418,0.11620894819498062
sermon,0.23727789521217346,0.2927270531654358,0.21566389501094818,0.22135332226753235,0.36996790766716003,-0.029223140329122543,0.8831677436828613,0.22592276334762573,0.2600138783454895,0.26860931515693665,0.2613533139228821,0.2812419533729553,0.14517664909362793,0.24739065766334534
",",0.38314947485923767,0.3087472915649414,0.28971099853515625,0.5201468467712402,0.23255878686904907,-0.0016132977325469255,0.28290855884552,0.3015086054801941,0.33155715465545654,0.24658997356891632,0.44245919585227966,0.4933079481124878,0.2712562382221222,0.31091248989105225
the,0.457212895154953,0.42745697498321533,0.3084787130355835,0.6662389636039734,0.1759674996137619,-0.01540423184633255,0.30348941683769226,0.34736719727516174,0.2569614052772522,0.23380951583385468,0.535392165184021,1.0,0.22412441670894623,0.22068053483963013
wittenberg,0.1723494976758957,0.15816158056259155,0.12041223049163818,0.2511049211025238,0.42518264055252075,0.0032721450552344322,0.25617071986198425,0.15746602416038513,0.48192450404167175,0.15124863386154175,0.20284001529216766,0.31221258640289307,0.39168280363082886,0.15716047585010529
jurist,0.08397888392210007,0.14392831921577454,0.11380065977573395,0.17767375707626343,0.2914852499961853,-0.015538407489657402,0.23762460052967072,0.1551210731267929,0.3784085810184479,0.16992664337158203,0.10434243828058243,0.17712846398353577,0.40795084834098816,0.1687871366739273
jerome,0.16532808542251587,0.09811278432607651,0.18210864067077637,0.20918706059455872,0.32871830463409424,-0.0023843904491513968,0.3152000606060028,0.15185312926769257,0.30585741996765137,0.11335314810276031,0.15107719600200653,0.16523043811321259,0.1898430734872818,0.17408518493175507
schurf,0.20719081163406372,0.1908247470855713,0.11468138545751572,0.25364038348197937,0.4208891689777374,0.11365246772766113,0.27967146039009094,0.21510984003543854,0.9999998807907104,0.25809335708618164,0.23405161499977112,0.2569614052772522,0.3307640552520752,0.20584744215011597
