,us,is,concerned,about,confrontation,of,the,middle,east,with,which,other,country,?
the,0.25727739930152893,0.5823672413825989,0.2822320759296417,0.37995871901512146,0.26917076110839844,0.733189046382904,1.0,0.3405749201774597,0.3383176326751709,0.4223487675189972,0.6521818041801453,0.44152235984802246,0.30432501435279846,0.22068053483963013
possibility,0.22707587480545044,0.1845325082540512,0.40407222509384155,0.25896021723747253,0.40761134028434753,0.2423204630613327,0.26613181829452515,0.1351037174463272,0.1402658224105835,0.27325883507728577,0.28845542669296265,0.31953904032707214,0.138509139418602,0.2723599076271057
that,0.282404363155365,0.3995479643344879,0.3909452557563782,0.4500710964202881,0.32008105516433716,0.41498205065727234,0.5473989248275757,0.22241683304309845,0.1802649050951004,0.4154358208179474,0.6894589066505432,0.5570666193962097,0.210195854306221,0.32716336846351624
the,0.25727739930152893,0.5823672413825989,0.2822320759296417,0.37995871901512146,0.26917076110839844,0.733189046382904,1.0,0.3405749201774597,0.3383176326751709,0.4223487675189972,0.6521818041801453,0.44152235984802246,0.30432501435279846,0.22068053483963013
middle,0.1015794649720192,0.21621397137641907,0.1229296550154686,0.2368152141571045,0.20225289463996887,0.2799445688724518,0.3405749201774597,0.9999998807907104,0.3956385850906372,0.1472902148962021,0.22406704723834991,0.1793288290500641,0.154677152633667,0.13139553368091583
east,0.14660204946994781,0.2596127688884735,0.14753201603889465,0.24112336337566376,0.20824047923088074,0.314786434173584,0.3383176326751709,0.3956385850906372,1.0000001192092896,0.18583141267299652,0.22817298769950867,0.20145228505134583,0.2239755243062973,0.10070597380399704
could,0.25553393363952637,0.2763098180294037,0.3529188930988312,0.29409685730934143,0.21828091144561768,0.29043012857437134,0.35393214225769043,0.1734919548034668,0.13970863819122314,0.32055896520614624,0.3928161859512329,0.36747515201568604,0.1958961933851242,0.3411986827850342
become,0.1646701991558075,0.2983444035053253,0.20929045975208282,0.21891550719738007,0.25351667404174805,0.31678006052970886,0.31731709837913513,0.09832250326871872,0.14456912875175476,0.2542296051979065,0.31449273228645325,0.2553490996360779,0.19790413975715637,0.19511328637599945
another,0.19319559633731842,0.41278526186943054,0.20805487036705017,0.36672550439834595,0.23298682272434235,0.38147079944610596,0.5019711852073669,0.14908163249492645,0.16592496633529663,0.359900563955307,0.5561438798904419,0.4440920054912567,0.23741063475608826,0.295511931180954
superpower,0.24123398959636688,0.15214090049266815,0.3136838376522064,0.26981258392333984,0.3572255074977875,0.25313663482666016,0.3017197549343109,0.26003944873809814,0.18403038382530212,0.26337960362434387,0.3225953280925751,0.28133898973464966,0.2345283478498459,0.20170645415782928
