,when,is,sir,pindar,'s,house,dated,?
as,0.4437963366508484,0.43216490745544434,0.2030664086341858,0.22720590233802795,-0.05775856226682663,0.18534636497497559,0.2191723734140396,0.27043893933296204
well,0.33199459314346313,0.33406564593315125,0.17738978564739227,0.1723097860813141,-0.0049502006731927395,0.14615775644779205,0.1631370633840561,0.24815571308135986
as,0.4437963366508484,0.43216490745544434,0.2030664086341858,0.22720590233802795,-0.05775856226682663,0.18534636497497559,0.2191723734140396,0.27043893933296204
period,0.3356073200702667,0.1838376820087433,0.08063259720802307,0.08959909528493881,-0.05741342157125473,0.11852633208036423,0.26204022765159607,0.18706195056438446
rooms,0.20967631042003632,0.1468551605939865,0.1452837437391281,0.11318113654851913,0.003845387138426304,0.34960293769836426,0.03747814521193504,0.11765021830797195
",",0.36674630641937256,0.4691906273365021,0.2283722162246704,0.29386651515960693,-0.0016132977325469255,0.28236111998558044,0.2621086835861206,0.31091248989105225
the,0.5091903209686279,0.5823672413825989,0.20237073302268982,0.29652535915374756,-0.01540423184633255,0.2847244441509247,0.2046709507703781,0.22068053483963013
collection,0.13679222762584686,0.21135231852531433,0.14995771646499634,0.10248863697052002,0.003388406243175268,0.19367435574531555,0.19724096357822418,0.20069393515586853
includes,0.14346031844615936,0.4033885896205902,0.10105688124895096,0.13144542276859283,-0.0293574221432209,0.09813174605369568,0.14065498113632202,0.14011523127555847
parts,0.3205466568470001,0.330430269241333,0.05356721952557564,0.16352775692939758,0.060162968933582306,0.236271470785141,0.04009111598134041,0.12310896813869476
of,0.3757161796092987,0.4854315221309662,0.17569157481193542,0.22889794409275055,-0.03817026689648628,0.285114049911499,0.210488960146904,0.1826142966747284
buildings,0.20478227734565735,0.2076430320739746,0.15322774648666382,0.14305856823921204,0.036561012268066406,0.3332183063030243,0.1535254567861557,0.11192528158426285
",",0.36674630641937256,0.4691906273365021,0.2283722162246704,0.29386651515960693,-0.0016132977325469255,0.28236111998558044,0.2621086835861206,0.31091248989105225
for,0.43402108550071716,0.43268078565597534,0.14362765848636627,0.18316136300563812,-0.07241261005401611,0.20432360470294952,0.18131662905216217,0.264628142118454
example,0.40509727597236633,0.36737263202667236,0.17084866762161255,0.0765770673751831,-0.045060764998197556,0.1831550896167755,0.12003321945667267,0.30374911427497864
the,0.5091903209686279,0.5823672413825989,0.20237073302268982,0.29652535915374756,-0.01540423184633255,0.2847244441509247,0.2046709507703781,0.22068053483963013
two,0.3743424117565155,0.2315155267715454,0.18318037688732147,0.223310649394989,0.038143858313560486,0.19877572357654572,0.21477973461151123,0.19645625352859497
top,0.17595329880714417,0.17102722823619843,0.060250502079725266,0.1797942966222763,0.04869917780160904,0.12211103737354279,0.12157595157623291,0.17265194654464722
stories,0.17480595409870148,0.1537809520959854,0.1664126217365265,0.17945913970470428,0.046974003314971924,0.20330002903938293,0.14436635375022888,0.20536305010318756
of,0.3757161796092987,0.4854315221309662,0.17569157481193542,0.22889794409275055,-0.03817026689648628,0.285114049911499,0.210488960146904,0.1826142966747284
the,0.5091903209686279,0.5823672413825989,0.20237073302268982,0.29652535915374756,-0.01540423184633255,0.2847244441509247,0.2046709507703781,0.22068053483963013
facade,0.15634004771709442,0.18628835678100586,0.16112643480300903,0.25695639848709106,-0.06421907246112823,0.3462861478328705,0.2119397521018982,0.15170741081237793
of,0.3757161796092987,0.4854315221309662,0.17569157481193542,0.22889794409275055,-0.03817026689648628,0.285114049911499,0.210488960146904,0.1826142966747284
sir,0.18530015647411346,0.17222478985786438,1.0000001192092896,0.28198695182800293,-0.04094419255852699,0.16580168902873993,0.09633976221084595,0.10503887385129929
paul,0.18570388853549957,0.18022699654102325,0.2998381555080414,0.17429588735103607,-0.028859924525022507,0.18373385071754456,0.21752668917179108,0.16611461341381073
pindar,0.1961977481842041,0.2614802122116089,0.28198695182800293,1.0000001192092896,0.00466166390106082,0.17454557120800018,0.21994322538375854,0.1145072728395462
's,-0.03368149697780609,0.02396530658006668,-0.04094419255852699,0.00466166390106082,0.9999999403953552,0.0011872146278619766,-0.12385178357362747,-0.023395681753754616
house,0.20097142457962036,0.2084006369113922,0.16580168902873993,0.17454557120800018,0.0011872146278619766,0.9999998807907104,0.04339737817645073,0.13736455142498016
dated,0.1799352616071701,0.13580690324306488,0.09633976221084595,0.21994322538375854,-0.12385178357362747,0.04339737817645073,1.0000001192092896,0.215650275349617
c1600,-0.08005046099424362,-0.03203720226883888,0.16847483813762665,-0.05189202353358269,-0.07708153128623962,0.08951911330223083,0.08498196303844452,0.01503952220082283
from,0.405669629573822,0.27355384826660156,0.09217385947704315,0.14209768176078796,-0.01936490088701248,0.21994347870349884,0.22167015075683594,0.19969791173934937
bishopsgate,0.19644728302955627,0.22773894667625427,0.22610493004322052,0.2684153914451599,-0.020694782957434654,0.3076690137386322,0.1720334142446518,0.13439011573791504
with,0.5075214505195618,0.3250955045223236,0.1556212604045868,0.1302812695503235,-0.04624466598033905,0.16397541761398315,0.20188507437705994,0.2433311939239502
elaborately,0.2632185220718384,0.20501460134983063,0.2619105875492096,0.13938415050506592,0.023589344695210457,0.1747017800807953,0.17438246309757233,0.22935348749160767
carved,0.17823897302150726,0.1848125457763672,0.147613525390625,0.264100581407547,0.02393210493028164,0.1675111949443817,0.3260654807090759,0.16049392521381378
wood,0.2155362069606781,0.20529299974441528,0.17803914844989777,0.22781431674957275,0.01059363130480051,0.1828632652759552,0.20654478669166565,0.1346656233072281
