,when,did,luther,write,the,large,catechism,?
in,0.4431333839893341,0.2593238651752472,0.20523880422115326,0.24632485210895538,0.6662389636039734,0.2841601073741913,0.21601755917072296,0.20430970191955566
1529,0.161387100815773,0.12269923090934753,0.16133925318717957,0.18780925869941711,0.17264190316200256,-0.037392664700746536,0.12433405220508575,0.17319193482398987
",",0.36674630641937256,0.3015086054801941,0.23255878686904907,0.24658997356891632,0.4933079481124878,0.2263888567686081,0.24122951924800873,0.31091248989105225
he,0.39115971326828003,0.3292143940925598,0.2454872578382492,0.2696007788181305,0.4571082592010498,0.22765910625457764,0.15769653022289276,0.2089974731206894
wrote,0.18808679282665253,0.3485160768032074,0.24184277653694153,0.6017370820045471,0.2426944375038147,0.13745948672294617,0.28584668040275574,0.19322504103183746
the,0.5091903209686279,0.34736719727516174,0.1759674996137619,0.23380951583385468,1.0,0.3828733265399933,0.23989783227443695,0.22068053483963013
large,0.2779814898967743,0.2084006518125534,0.07029439508914948,0.1377217173576355,0.3828733265399933,1.0000001192092896,0.1455680876970291,0.1355665624141693
catechism,0.17368461191654205,0.16412173211574554,0.3202340006828308,0.2190045416355133,0.23989783227443695,0.1455680876970291,0.9999998807907104,0.25135189294815063
",",0.36674630641937256,0.3015086054801941,0.23255878686904907,0.24658997356891632,0.4933079481124878,0.2263888567686081,0.24122951924800873,0.31091248989105225
a,0.44397395849227905,0.2552328109741211,0.17967689037322998,0.29025161266326904,0.5829201340675354,0.3740714490413666,0.1963084191083908,0.23916715383529663
manual,0.18118469417095184,0.17433437705039978,0.1736539900302887,0.18140442669391632,0.17641127109527588,0.1574595421552658,0.26480233669281006,0.2593449652194977
for,0.43402108550071716,0.318512886762619,0.12958186864852905,0.3243878483772278,0.4739971458911896,0.22967137396335602,0.14362718164920807,0.264628142118454
pastors,0.1634901463985443,0.22100667655467987,0.3949829041957855,0.21568980813026428,0.1971966028213501,0.15415680408477783,0.29629746079444885,0.17702129483222961
and,0.4716290831565857,0.34479495882987976,0.20796556770801544,0.2489921897649765,0.5171257257461548,0.3404269814491272,0.19267821311950684,0.20544172823429108
teachers,0.2084542065858841,0.23635748028755188,0.19159351289272308,0.36036452651023865,0.22025763988494873,0.16339638829231262,0.2450447827577591,0.19522249698638916
",",0.36674630641937256,0.3015086054801941,0.23255878686904907,0.24658997356891632,0.4933079481124878,0.2263888567686081,0.24122951924800873,0.31091248989105225
as,0.4437963366508484,0.3596470057964325,0.20242992043495178,0.23155580461025238,0.48381632566452026,0.24282054603099823,0.2166789472103119,0.27043893933296204
well,0.33199459314346313,0.4341743588447571,0.1876922994852066,0.29006198048591614,0.42630070447921753,0.3585031032562256,0.1581500917673111,0.24815571308135986
as,0.4437963366508484,0.3596470057964325,0.20242992043495178,0.23155580461025238,0.48381632566452026,0.24282054603099823,0.2166789472103119,0.27043893933296204
a,0.44397395849227905,0.2552328109741211,0.17967689037322998,0.29025161266326904,0.5829201340675354,0.3740714490413666,0.1963084191083908,0.23916715383529663
synopsis,0.08272480219602585,0.13106781244277954,0.12862937152385712,0.1802164614200592,0.21179591119289398,0.2034904509782791,0.3497752249240875,0.25646844506263733
",",0.36674630641937256,0.3015086054801941,0.23255878686904907,0.24658997356891632,0.4933079481124878,0.2263888567686081,0.24122951924800873,0.31091248989105225
the,0.5091903209686279,0.34736719727516174,0.1759674996137619,0.23380951583385468,1.0,0.3828733265399933,0.23989783227443695,0.22068053483963013
small,0.3321642279624939,0.20443524420261383,0.12053710222244263,0.1100979670882225,0.39655908942222595,0.7174716591835022,0.1314304769039154,0.13914890587329865
catechism,0.17368461191654205,0.16412173211574554,0.3202340006828308,0.2190045416355133,0.23989783227443695,0.1455680876970291,0.9999998807907104,0.25135189294815063
",",0.36674630641937256,0.3015086054801941,0.23255878686904907,0.24658997356891632,0.4933079481124878,0.2263888567686081,0.24122951924800873,0.31091248989105225
to,0.5423505902290344,0.4452643394470215,0.18029534816741943,0.4184085726737976,0.535392165184021,0.3150999844074249,0.1810305118560791,0.29463258385658264
be,0.4451393485069275,0.22657383978366852,0.15299063920974731,0.30719614028930664,0.4248143136501312,0.2907196581363678,0.15582312643527985,0.3324260413646698
memorised,0.2270934134721756,0.2713192105293274,0.158930242061615,0.23266194760799408,0.2894894778728485,0.19095486402511597,0.1539127379655838,0.15994299948215485
by,0.4376842677593231,0.18574509024620056,0.15382802486419678,0.16883166134357452,0.4408751428127289,0.2555539309978485,0.18735504150390625,0.17966607213020325
the,0.5091903209686279,0.34736719727516174,0.1759674996137619,0.23380951583385468,1.0,0.3828733265399933,0.23989783227443695,0.22068053483963013
people,0.260394424200058,0.26765021681785583,0.14102250337600708,0.2654537260532379,0.36838498711586,0.26447445154190063,0.1761261522769928,0.23739641904830933
themselves,0.26097869873046875,0.32371795177459717,0.13297569751739502,0.23766428232192993,0.3444426357746124,0.30943864583969116,0.19605743885040283,0.20170879364013672
.,0.475719153881073,0.35288307070732117,0.24907569587230682,0.2647448778152466,0.5934505462646484,0.2304532378911972,0.22610440850257874,0.4130953550338745
