,what,did,schurf,'s,letter,say,luther,'s,return,caused,?
after,0.21973377466201782,0.30330467224121094,0.2182539701461792,-0.055672239512205124,0.2318795621395111,0.26476210355758667,0.17198127508163452,-0.055672239512205124,0.2711309492588043,0.3438951373100281,0.16608688235282898
the,0.42745697498321533,0.34736719727516174,0.2569614052772522,-0.01540423184633255,0.26056721806526184,0.3200206458568573,0.1759674996137619,-0.01540423184633255,0.2543797492980957,0.24990202486515045,0.22068053483963013
sixth,0.13433639705181122,0.16302378475666046,0.18050934374332428,0.09895630925893784,0.23208701610565186,0.18760964274406433,0.1200617104768753,0.09895630925893784,0.18279500305652618,0.14933551847934723,0.11620894819498062
sermon,0.2927270531654358,0.22592276334762573,0.2600138783454895,-0.029223140329122543,0.21668708324432373,0.3754477798938751,0.36996790766716003,-0.029223140329122543,0.094034843146801,0.1281019002199173,0.24739065766334534
",",0.3087472915649414,0.3015086054801941,0.33155715465545654,-0.0016132977325469255,0.2439996749162674,0.35129812359809875,0.23255878686904907,-0.0016132977325469255,0.20895273983478546,0.2600580155849457,0.31091248989105225
the,0.42745697498321533,0.34736719727516174,0.2569614052772522,-0.01540423184633255,0.26056721806526184,0.3200206458568573,0.1759674996137619,-0.01540423184633255,0.2543797492980957,0.24990202486515045,0.22068053483963013
wittenberg,0.15816158056259155,0.15746602416038513,0.48192450404167175,0.0032721450552344322,0.17479419708251953,0.17265862226486206,0.42518264055252075,0.0032721450552344322,0.13176433742046356,0.09525046497583389,0.15716047585010529
jurist,0.14392831921577454,0.1551210731267929,0.3784085810184479,-0.015538407489657402,0.1645185500383377,0.13666826486587524,0.2914852499961853,-0.015538407489657402,0.05806971341371536,0.07840467989444733,0.1687871366739273
jerome,0.09811278432607651,0.15185312926769257,0.30585741996765137,-0.0023843904491513968,0.18098889291286469,0.12353084981441498,0.32871830463409424,-0.0023843904491513968,0.13461832702159882,0.12965871393680573,0.17408518493175507
schurf,0.1908247470855713,0.21510984003543854,0.9999998807907104,0.11365246772766113,0.2023450881242752,0.2768576741218567,0.4208891689777374,0.11365246772766113,0.18550154566764832,0.1352950483560562,0.20584744215011597
wrote,0.2664989233016968,0.3485160768032074,0.27659010887145996,0.07554080337285995,0.3277185559272766,0.3003773093223572,0.24184277653694153,0.07554080337285995,0.12634719908237457,0.1559097319841385,0.19322504103183746
to,0.455847829580307,0.4452643394470215,0.23405161499977112,0.03782717138528824,0.19918757677078247,0.38071900606155396,0.18029534816741943,0.03782717138528824,0.3110596537590027,0.2414499819278717,0.29463258385658264
the,0.42745697498321533,0.34736719727516174,0.2569614052772522,-0.01540423184633255,0.26056721806526184,0.3200206458568573,0.1759674996137619,-0.01540423184633255,0.2543797492980957,0.24990202486515045,0.22068053483963013
elector,0.2378963828086853,0.23126348853111267,0.3307640552520752,0.010780527256429195,0.18553826212882996,0.2360260933637619,0.23163655400276184,0.010780527256429195,0.1037207543849945,0.106336310505867,0.18877160549163818
:,-0.12022944539785385,-0.05305134505033493,0.04926877096295357,0.07621461898088455,-0.04207957908511162,-0.11820798367261887,-0.0567622147500515,0.07621461898088455,-0.005970911122858524,-0.16143012046813965,-0.07156077772378922
``,0.008517155423760414,-0.029888948425650597,-0.00429431302472949,-0.03416389226913452,0.2225748598575592,0.062410302460193634,-0.013964727520942688,-0.03416389226913452,0.09640642255544662,0.01392306201159954,0.0685480609536171
oh,0.30958291888237,0.21419714391231537,0.11766119301319122,0.023083915933966637,0.1376316100358963,0.35028275847435,0.04121582955121994,0.023083915933966637,0.038290269672870636,0.12641701102256775,0.36657753586769104
",",0.3087472915649414,0.3015086054801941,0.33155715465545654,-0.0016132977325469255,0.2439996749162674,0.35129812359809875,0.23255878686904907,-0.0016132977325469255,0.20895273983478546,0.2600580155849457,0.31091248989105225
what,0.9999998807907104,0.4259131848812103,0.1908247470855713,0.02692362666130066,0.18726862967014313,0.5386801958084106,0.2134782373905182,0.02692362666130066,0.18344242870807648,0.22264783084392548,0.5051238536834717
joy,0.1513069123029709,0.15547946095466614,0.22820846736431122,0.10484934598207474,0.12685619294643402,0.20697183907032013,0.21238698065280914,0.10484934598207474,0.08566632866859436,0.14173142611980438,0.07834404706954956
has,0.20338068902492523,0.2124989777803421,0.16345888376235962,-0.040683966130018234,0.15044178068637848,0.25303637981414795,0.11117470264434814,-0.040683966130018234,0.15009768307209015,0.1852779984474182,0.15994466841220856
dr.,0.18971610069274902,0.20467492938041687,0.16437721252441406,0.11010295897722244,0.053316034376621246,0.1706961691379547,0.09495947510004044,0.11010295897722244,0.13148286938667297,0.20943449437618256,0.14418397843837738
martin,0.14814218878746033,0.15959656238555908,0.33964547514915466,0.07599356025457382,0.17224696278572083,0.1657533049583435,0.6228963136672974,0.07599356025457382,0.11206261068582535,0.053573817014694214,0.060103293508291245
's,0.02692362666130066,0.05069678649306297,0.11365246772766113,0.9999999403953552,0.1062178835272789,0.02346254698932171,-0.009990512393414974,0.9999999403953552,0.03277071565389633,-0.0389891043305397,-0.023395681753754616
return,0.18344242870807648,0.21141748130321503,0.18550154566764832,0.03277071565389633,0.1416337490081787,0.20520655810832977,0.06525282561779022,0.03277071565389633,0.9999998807907104,0.10194457322359085,0.14655634760856628
spread,0.22287604212760925,0.1917719841003418,0.1393301784992218,0.003855166956782341,0.063094362616539,0.21790620684623718,0.11462883651256561,0.003855166956782341,0.10536486655473709,0.36363136768341064,0.16482828557491302
among,0.21154822409152985,0.2415449470281601,0.15106670558452606,0.01186611782759428,0.0971323624253273,0.2524915337562561,0.12005859613418579,0.01186611782759428,0.10692590475082397,0.23632855713367462,0.14343059062957764
us,0.32081687450408936,0.23250600695610046,0.1735205501317978,0.032960113137960434,0.14429713785648346,0.2734934985637665,0.16079697012901306,0.032960113137960434,0.09477062523365021,0.153914213180542,0.2742428481578827
!,0.2836626470088959,0.21540984511375427,0.23879261314868927,0.006517036817967892,0.11757767200469971,0.3225790560245514,0.1722680777311325,0.006517036817967892,0.19772031903266907,0.13352109491825104,0.45165371894836426
