,what,program,was,created,to,carry,out,these,projects,and,missions,?
the,0.42745697498321533,0.22986935079097748,0.48711544275283813,0.3539263904094696,0.535392165184021,0.26752355694770813,0.39404502511024475,0.49086877703666687,0.23802334070205688,0.5171257257461548,0.26288601756095886,0.22068053483963013
apollo,0.13561789691448212,0.3344622850418091,0.2306441366672516,0.12095487862825394,0.23190522193908691,0.2052871137857437,0.2091762274503708,0.1771434247493744,0.17585965991020203,0.15251155197620392,0.3512161374092102,0.191528782248497
program,0.25047802925109863,1.0,0.1849333792924881,0.22369033098220825,0.23681028187274933,0.14242546260356903,0.21080777049064636,0.18724915385246277,0.3504629135131836,0.24895258247852325,0.3178660571575165,0.1440187245607376
",",0.3087472915649414,0.17760658264160156,0.45456063747406006,0.2755771577358246,0.44245919585227966,0.1951419711112976,0.3161109685897827,0.37613096833229065,0.2649989724159241,0.6633074283599854,0.2626538574695587,0.31091248989105225
also,0.42747777700424194,0.28475844860076904,0.4032125174999237,0.2833176255226135,0.5348826050758362,0.2869444191455841,0.32038095593452454,0.5497925281524658,0.26527640223503113,0.5755972862243652,0.27933046221733093,0.21848613023757935
known,0.20381177961826324,0.13738340139389038,0.35203275084495544,0.21803982555866241,0.14337651431560516,0.14163291454315186,0.17213989794254303,0.2789614498615265,0.12552641332149506,0.3468935489654541,0.15433122217655182,0.18314571678638458
as,0.31749409437179565,0.19883424043655396,0.3677520453929901,0.25030744075775146,0.42092081904411316,0.21199582517147064,0.3124499022960663,0.3802948296070099,0.2880971133708954,0.49487000703811646,0.2121400386095047,0.27043893933296204
project,0.27033838629722595,0.361106812953949,0.17915812134742737,0.21059785783290863,0.28750085830688477,0.13658805191516876,0.2133181095123291,0.17580462992191315,0.7827755212783813,0.23249590396881104,0.3073377013206482,0.30569031834602356
apollo,0.13561789691448212,0.3344622850418091,0.2306441366672516,0.12095487862825394,0.23190522193908691,0.2052871137857437,0.2091762274503708,0.1771434247493744,0.17585965991020203,0.15251155197620392,0.3512161374092102,0.191528782248497
",",0.3087472915649414,0.17760658264160156,0.45456063747406006,0.2755771577358246,0.44245919585227966,0.1951419711112976,0.3161109685897827,0.37613096833229065,0.2649989724159241,0.6633074283599854,0.2626538574695587,0.31091248989105225
was,0.22111038863658905,0.1849333792924881,1.0000001192092896,0.3592788577079773,0.3636345863342285,0.1526157259941101,0.28168347477912903,0.19784674048423767,0.161495640873909,0.3740963041782379,0.1960911750793457,0.18412111699581146
the,0.42745697498321533,0.22986935079097748,0.48711544275283813,0.3539263904094696,0.535392165184021,0.26752355694770813,0.39404502511024475,0.49086877703666687,0.23802334070205688,0.5171257257461548,0.26288601756095886,0.22068053483963013
third,0.2033906877040863,0.149605855345726,0.3460187017917633,0.12921637296676636,0.2795414924621582,0.09588251262903214,0.21911688148975372,0.13180924952030182,0.11506343632936478,0.26207348704338074,0.15179447829723358,0.15394791960716248
united,0.20036718249320984,0.21749213337898254,0.31727492809295654,0.18836534023284912,0.2715383470058441,0.17835812270641327,0.20765912532806396,0.2425423115491867,0.1627557873725891,0.28213179111480713,0.24211803078651428,0.17266890406608582
states,0.21526020765304565,0.20842880010604858,0.2847922146320343,0.1785258948802948,0.2828785181045532,0.1778590977191925,0.24165959656238556,0.26513946056365967,0.1602775603532791,0.2974761426448822,0.23223108053207397,0.16272737085819244
human,0.24243313074111938,0.18176694214344025,0.1688746064901352,0.19994869828224182,0.25612473487854004,0.23642240464687347,0.2271891087293625,0.3276372253894806,0.24094456434249878,0.37127596139907837,0.21684858202934265,0.19748784601688385
spaceflight,0.26103535294532776,0.3395692706108093,0.19640055298805237,0.174263596534729,0.29044052958488464,0.25632765889167786,0.14814427495002747,0.2904316782951355,0.32456791400909424,0.26907816529273987,0.48436808586120605,0.26453927159309387
program,0.25047802925109863,1.0,0.1849333792924881,0.22369033098220825,0.23681028187274933,0.14242546260356903,0.21080777049064636,0.18724915385246277,0.3504629135131836,0.24895258247852325,0.3178660571575165,0.1440187245607376
carried,0.17649970948696136,0.17897595465183258,0.2901332974433899,0.17782935500144958,0.21867457032203674,0.6771092414855957,0.3957967162132263,0.3122856616973877,0.14425982534885406,0.2700822949409485,0.30947738885879517,0.1305524855852127
out,0.3633197546005249,0.21080777049064636,0.28168347477912903,0.18243464827537537,0.42386990785598755,0.3250798285007477,1.0,0.35160931944847107,0.24632088840007782,0.3881998062133789,0.2530273497104645,0.22020699083805084
by,0.2455483376979828,0.19954828917980194,0.4752357602119446,0.3492257595062256,0.33534231781959534,0.14549952745437622,0.29497629404067993,0.33332425355911255,0.2186189442873001,0.4289871156215668,0.22033432126045227,0.17966607213020325
the,0.42745697498321533,0.22986935079097748,0.48711544275283813,0.3539263904094696,0.535392165184021,0.26752355694770813,0.39404502511024475,0.49086877703666687,0.23802334070205688,0.5171257257461548,0.26288601756095886,0.22068053483963013
national,0.16882304847240448,0.19875581562519073,0.2433898150920868,0.22686803340911865,0.21067756414413452,0.06563083827495575,0.14385733008384705,0.19830188155174255,0.16122789680957794,0.2608908712863922,0.13804499804973602,0.15643028914928436
aeronautics,0.14055684208869934,0.30423545837402344,0.25939831137657166,0.23503318428993225,0.19281445443630219,0.24477775394916534,0.13105492293834686,0.16873589158058167,0.3001974821090698,0.23776385188102722,0.37661153078079224,0.1427452564239502
and,0.31309178471565247,0.24895258247852325,0.3740963041782379,0.2873832881450653,0.48971283435821533,0.2731964588165283,0.3881998062133789,0.5314885973930359,0.3284114897251129,1.0,0.2856438457965851,0.20544172823429108
