,besides,leibniz,",",what,other,mathematician,proved,the,validity,of,fermat,'s,little,theorem,?
in,0.3447916507720947,0.28048327565193176,0.5201468467712402,0.30808621644973755,0.39989137649536133,0.17603391408920288,0.2292184680700302,0.6662389636039734,0.14900526404380798,0.5696388483047485,0.2418089210987091,-0.037580832839012146,0.22515349090099335,0.12508544325828552,0.20430970191955566
1640,0.013929514214396477,-0.14189012348651886,-0.09847638010978699,-0.07978212833404541,0.009367464110255241,-0.1347089558839798,-0.13709740340709686,-0.06360993534326553,0.004978316370397806,-0.06798693537712097,-0.09952991455793381,-0.01108649279922247,-0.03652232140302658,-0.09063690900802612,-0.04961010813713074
pierre,0.09154748171567917,0.27980825304985046,0.18441377580165863,0.129045307636261,0.10325876623392105,0.2865426540374756,0.15938076376914978,0.19442830979824066,0.15030591189861298,0.16238592565059662,0.36802828311920166,-0.005304440390318632,0.11705943197011948,0.23984219133853912,0.16526779532432556
de,0.14743947982788086,0.26854968070983887,0.2882855534553528,0.10476839542388916,0.14515377581119537,0.19841596484184265,0.1274755746126175,0.23491892218589783,0.09830708801746368,0.26292696595191956,0.24141627550125122,0.018396059051156044,0.08710499852895737,0.13074906170368195,0.11064168810844421
fermat,0.21370328962802887,0.4468729496002197,0.23757247626781464,0.21418137848377228,0.13542455434799194,0.5168417096138,0.3277244567871094,0.20773477852344513,0.2754746973514557,0.19480057060718536,1.0000001192092896,-0.03172867000102997,0.18452513217926025,0.6126646995544434,0.19266122579574585
stated,0.3358834683895111,0.19994759559631348,0.2962069809436798,0.3668954074382782,0.21136747300624847,0.16873657703399658,0.35341233015060425,0.2814950942993164,0.45058950781822205,0.22148488461971283,0.1996605396270752,0.014573756605386734,0.18438133597373962,0.2725595235824585,0.24280361831188202
(,0.22793836891651154,0.19530901312828064,0.6363511681556702,0.2411840260028839,0.25035592913627625,0.24109700322151184,0.13362900912761688,0.33289089798927307,0.13210447132587433,0.35032153129577637,0.16979427635669708,0.0012731997994706035,0.23746424913406372,0.16467396914958954,0.40561532974243164
without,0.30291104316711426,0.17408452928066254,0.24492648243904114,0.3181614279747009,0.2757754325866699,0.06411471217870712,0.20452170073986053,0.3270869255065918,0.2749730348587036,0.3081340193748474,0.14259445667266846,-0.0613141804933548,0.25503721833229065,0.1419309824705124,0.2928665280342102
proof,0.16658930480480194,0.27130988240242004,0.2387993484735489,0.2957751154899597,0.18927587568759918,0.3078903555870056,0.4645453095436096,0.21237224340438843,0.396225243806839,0.14443641901016235,0.4413175582885742,0.029912570491433144,0.20035013556480408,0.49355772137641907,0.27836254239082336
),0.22768832743167877,0.20309112966060638,0.63033527135849,0.26259949803352356,0.26200005412101746,0.2533121109008789,0.15395958721637726,0.3456730246543884,0.1439226120710373,0.3680361211299896,0.16817797720432281,0.021107977256178856,0.21618743240833282,0.16883030533790588,0.42300865054130554
fermat,0.21370328962802887,0.4468729496002197,0.23757247626781464,0.21418137848377228,0.13542455434799194,0.5168417096138,0.3277244567871094,0.20773477852344513,0.2754746973514557,0.19480057060718536,1.0000001192092896,-0.03172867000102997,0.18452513217926025,0.6126646995544434,0.19266122579574585
's,-0.020748574286699295,0.026895930990576744,-0.0016132977325469255,0.02692362666130066,0.04445967823266983,0.0017261904431506991,0.02317718043923378,-0.01540423184633255,-0.01813896931707859,-0.03817026689648628,-0.03172867000102997,0.9999999403953552,0.022203069180250168,0.006648248061537743,-0.023395681753754616
little,0.2454526275396347,0.15333548188209534,0.32780832052230835,0.2614184617996216,0.22582955658435822,0.0669151172041893,0.11040370166301727,0.2412613034248352,0.17824327945709229,0.20116642117500305,0.18452513217926025,0.022203069180250168,1.0,0.14033669233322144,0.20336517691612244
theorem,0.19915425777435303,0.4375650882720947,0.16003508865833282,0.27076783776283264,0.08003514260053635,0.5208368301391602,0.42541757225990295,0.18430666625499725,0.3612273335456848,0.18068012595176697,0.6126646995544434,0.006648248061537743,0.14033669233322144,1.0,0.18729111552238464
(,0.22793836891651154,0.19530901312828064,0.6363511681556702,0.2411840260028839,0.25035592913627625,0.24109700322151184,0.13362900912761688,0.33289089798927307,0.13210447132587433,0.35032153129577637,0.16979427635669708,0.0012731997994706035,0.23746424913406372,0.16467396914958954,0.40561532974243164
later,0.2896333634853363,0.2520332634449005,0.35016918182373047,0.2517229914665222,0.3026232421398163,0.1896137297153473,0.3023652136325836,0.4060266613960266,0.14142362773418427,0.3458743393421173,0.14982850849628448,0.05591587722301483,0.20343099534511566,0.13968800008296967,0.1417175978422165
proved,0.17631377279758453,0.3179705739021301,0.23345941305160522,0.23704653978347778,0.19059127569198608,0.3420924246311188,1.0,0.2359304130077362,0.3369797468185425,0.2446507066488266,0.3277244567871094,0.02317718043923378,0.11040370166301727,0.42541757225990295,0.1678566187620163
by,0.23799698054790497,0.20812319219112396,0.3680937886238098,0.2455483376979828,0.3321913778781891,0.1425982266664505,0.266084223985672,0.4408751428127289,0.17116905748844147,0.3646814823150635,0.17050573229789734,-0.010884488001465797,0.16509714722633362,0.1199604943394661,0.17966607213020325
leibniz,0.13172252476215363,1.0,0.2608945667743683,0.29869696497917175,0.2008766233921051,0.524101972579956,0.3179705739021301,0.265092134475708,0.29927727580070496,0.2963014841079712,0.4468729496002197,0.026895930990576744,0.15333548188209534,0.4375650882720947,0.13475491106510162
and,0.3610946238040924,0.23672212660312653,0.6633074283599854,0.31309178471565247,0.5504306554794312,0.16645929217338562,0.23146256804466248,0.5171257257461548,0.1779051423072815,0.5116966962814331,0.14291872084140778,0.06895173341035843,0.2627353072166443,0.10136619955301285,0.20544172823429108
euler,0.18473803997039795,0.5673158168792725,0.2107064574956894,0.21743088960647583,0.15472394227981567,0.5575846433639526,0.34288713335990906,0.21362240612506866,0.26345279812812805,0.1717246174812317,0.5759859681129456,0.03313291817903519,0.1015058234333992,0.5865719318389893,0.1553041934967041
),0.22768832743167877,0.20309112966060638,0.63033527135849,0.26259949803352356,0.26200005412101746,0.2533121109008789,0.15395958721637726,0.3456730246543884,0.1439226120710373,0.3680361211299896,0.16817797720432281,0.021107977256178856,0.21618743240833282,0.16883030533790588,0.42300865054130554
