,who,was,the,leader,who,established,the,colony,at,florida,?
in,0.2792111933231354,0.45514053106307983,0.6662389636039734,0.22669851779937744,0.2792111933231354,0.3118882477283478,0.6662389636039734,0.25087448954582214,0.4374977946281433,0.2330404818058014,0.20430970191955566
1564,0.1297072172164917,0.09030459821224213,0.08015293627977371,-0.07771794497966766,0.1297072172164917,0.0017534814542159438,0.08015293627977371,0.03181712329387665,0.05491928383708,0.0023052089381963015,0.11914143711328506
a,0.36608949303627014,0.4508470594882965,0.5829201340675354,0.21384623646736145,0.36608949303627014,0.23500119149684906,0.5829201340675354,0.20176295936107635,0.3095070421695709,0.22540530562400818,0.23916715383529663
group,0.33690139651298523,0.1789962202310562,0.30795547366142273,0.33455920219421387,0.33690139651298523,0.21079209446907043,0.30795547366142273,0.18013304471969604,0.13662685453891754,0.1491001695394516,0.13827809691429138
of,0.2827862501144409,0.4069072902202606,0.733189046382904,0.24122127890586853,0.2827862501144409,0.2735237777233124,0.733189046382904,0.2552715241909027,0.42558613419532776,0.2330869883298874,0.1826142966747284
norman,0.18241798877716064,0.21643765270709991,0.23459704220294952,0.17968350648880005,0.18241798877716064,0.12712201476097107,0.23459704220294952,0.17710481584072113,0.18288648128509521,0.1356680989265442,0.12243545055389404
huguenots,0.30634063482284546,0.20650696754455566,0.30745792388916016,0.25316837430000305,0.30634063482284546,0.22597001492977142,0.30745792388916016,0.35270920395851135,0.23423780500888824,0.17206768691539764,0.16010338068008423
under,0.2962189018726349,0.2672741413116455,0.3348022699356079,0.20803102850914001,0.2962189018726349,0.2052634209394455,0.3348022699356079,0.114224873483181,0.2700437307357788,0.168766587972641,0.18233340978622437
the,0.3733934462070465,0.48711544275283813,1.0,0.27799519896507263,0.3733934462070465,0.33092597126960754,1.0,0.2740810811519623,0.457212895154953,0.24091358482837677,0.22068053483963013
leadership,0.24247793853282928,0.31339120864868164,0.2857116758823395,0.5979011058807373,0.24247793853282928,0.25216129422187805,0.2857116758823395,0.1808634251356125,0.2091653198003769,0.1659504920244217,0.08979988098144531
of,0.2827862501144409,0.4069072902202606,0.733189046382904,0.24122127890586853,0.2827862501144409,0.2735237777233124,0.733189046382904,0.2552715241909027,0.42558613419532776,0.2330869883298874,0.1826142966747284
jean,0.20390325784683228,0.21245718002319336,0.2186683863401413,0.20014379918575287,0.20390325784683228,0.11065693199634552,0.2186683863401413,0.08082679659128189,0.09372714906930923,0.13142365217208862,0.1531364470720291
ribault,0.27235767245292664,0.3094852864742279,0.2843990921974182,0.21709711849689484,0.27235767245292664,0.11487790197134018,0.2843990921974182,0.20382829010486603,0.2130744606256485,0.2524162828922272,0.18847298622131348
established,0.20118318498134613,0.26515325903892517,0.33092597126960754,0.18818657100200653,0.20118318498134613,0.9999998807907104,0.33092597126960754,0.2822689116001129,0.211637482047081,0.12846413254737854,0.15917523205280304
the,0.3733934462070465,0.48711544275283813,1.0,0.27799519896507263,0.3733934462070465,0.33092597126960754,1.0,0.2740810811519623,0.457212895154953,0.24091358482837677,0.22068053483963013
small,0.23894593119621277,0.16572418808937073,0.39655908942222595,0.1357942521572113,0.23894593119621277,0.17293287813663483,0.39655908942222595,0.253203421831131,0.23262587189674377,0.1688167154788971,0.13914890587329865
colony,0.19062858819961548,0.25879696011543274,0.2740810811519623,0.19854901731014252,0.19062858819961548,0.2822689116001129,0.2740810811519623,1.0000001192092896,0.1879788488149643,0.22961819171905518,0.13831071555614471
of,0.2827862501144409,0.4069072902202606,0.733189046382904,0.24122127890586853,0.2827862501144409,0.2735237777233124,0.733189046382904,0.2552715241909027,0.42558613419532776,0.2330869883298874,0.1826142966747284
fort,0.13790950179100037,0.30989983677864075,0.2420126497745514,0.18707381188869476,0.13790950179100037,0.16931501030921936,0.2420126497745514,0.29569774866104126,0.3015354871749878,0.32555681467056274,0.15686731040477753
caroline,0.24299587309360504,0.29276764392852783,0.2156924456357956,0.16067391633987427,0.24299587309360504,0.1319483369588852,0.2156924456357956,0.1714012324810028,0.18404503166675568,0.23288722336292267,0.13168026506900787
on,0.2340552806854248,0.3909217119216919,0.5107308030128479,0.13550986349582672,0.2340552806854248,0.18237954378128052,0.5107308030128479,0.14955559372901917,0.4806317389011383,0.22258517146110535,0.2714994251728058
the,0.3733934462070465,0.48711544275283813,1.0,0.27799519896507263,0.3733934462070465,0.33092597126960754,1.0,0.2740810811519623,0.457212895154953,0.24091358482837677,0.22068053483963013
banks,0.19353091716766357,0.18093253672122955,0.28661349415779114,0.12900632619857788,0.19353091716766357,0.10382489114999771,0.28661349415779114,0.24067166447639465,0.15519466996192932,0.12950098514556885,0.11048095673322678
of,0.2827862501144409,0.4069072902202606,0.733189046382904,0.24122127890586853,0.2827862501144409,0.2735237777233124,0.733189046382904,0.2552715241909027,0.42558613419532776,0.2330869883298874,0.1826142966747284
the,0.3733934462070465,0.48711544275283813,1.0,0.27799519896507263,0.3733934462070465,0.33092597126960754,1.0,0.2740810811519623,0.457212895154953,0.24091358482837677,0.22068053483963013
st.,0.2827952206134796,0.17142929136753082,0.18141359090805054,0.18239499628543854,0.2827952206134796,-0.011995670385658741,0.18141359090805054,0.05839838460087776,0.17245982587337494,0.07602295279502869,0.13592876493930817
johns,0.18587608635425568,0.25427502393722534,0.22800521552562714,0.20920254290103912,0.18587608635425568,0.11252344399690628,0.22800521552562714,0.21381507813930511,0.3270917534828186,0.3039551377296448,0.20295952260494232
river,0.15295234322547913,0.15785206854343414,0.2894456386566162,0.14625170826911926,0.15295234322547913,0.11297950893640518,0.2894456386566162,0.1811414361000061,0.16691477596759796,0.15521368384361267,0.15390869975090027
in,0.2792111933231354,0.45514053106307983,0.6662389636039734,0.22669851779937744,0.2792111933231354,0.3118882477283478,0.6662389636039734,0.25087448954582214,0.4374977946281433,0.2330404818058014,0.20430970191955566
what,0.40942975878715515,0.22111038863658905,0.42745697498321533,0.15734966099262238,0.40942975878715515,0.14869536459445953,0.42745697498321533,0.26261213421821594,0.2838611304759979,0.14450381696224213,0.5051238536834717
is,0.24293622374534607,0.5810302495956421,0.5823672413825989,0.14341628551483154,0.24293622374534607,0.1754443645477295,0.5823672413825989,0.18422435224056244,0.25906258821487427,0.1775415539741516,0.22961433231830597
today,0.28769350051879883,0.3137040436267853,0.35740926861763,0.15046299993991852,0.28769350051879883,0.24391146004199982,0.35740926861763,0.19070865213871002,0.20083099603652954,0.11371861398220062,0.17338968813419342
jacksonville,0.18528231978416443,0.2742757201194763,0.2176690250635147,0.1613372415304184,0.18528231978416443,0.0518689826130867,0.2176690250635147,0.17666572332382202,0.2604049742221832,0.568950355052948,0.1359667330980301
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.23893310129642487,0.3365725874900818,0.22739723324775696,0.4933079481124878,0.23671650886535645,0.38314947485923767,0.21896368265151978,0.31091248989105225
florida,0.13160431385040283,0.23693005740642548,0.24091358482837677,0.1083110049366951,0.13160431385040283,0.12846413254737854,0.24091358482837677,0.22961819171905518,0.23743785917758942,1.0,0.13469882309436798
.,0.3541337847709656,0.40146201848983765,0.5934505462646484,0.21285216510295868,0.3541337847709656,0.23771190643310547,0.5934505462646484,0.23889021575450897,0.4549728035926819,0.23988212645053864,0.4130953550338745
