,what,was,one,proposal,to,let,the,ipcc,respond,to,new,evidence,faster,?
they,0.4431931674480438,0.3300964832305908,0.4178827106952667,0.17226068675518036,0.5452046394348145,0.3947148323059082,0.49925389885902405,0.2271517813205719,0.346600204706192,0.5452046394348145,0.2588704824447632,0.26702895760536194,0.35365769267082214,0.2753053903579712
suggested,0.30050885677337646,0.30712512135505676,0.3021421730518341,0.4096049964427948,0.32327648997306824,0.2711545526981354,0.28443726897239685,0.2980688214302063,0.2940175533294678,0.32327648997306824,0.26838669180870056,0.4030815362930298,0.21682913601398468,0.2549840807914734
a,0.3320399522781372,0.4508470594882965,0.4910551905632019,0.2847301959991455,0.45503583550453186,0.24970728158950806,0.5829201340675354,0.12244262546300888,0.2199072241783142,0.45503583550453186,0.3214259147644043,0.25465038418769836,0.21154531836509705,0.23916715383529663
range,0.19613829255104065,0.1336074322462082,0.20932221412658691,0.15115252137184143,0.2767433524131775,0.1101045235991478,0.2311336100101471,0.13347449898719788,0.1793043464422226,0.2767433524131775,0.18719550967216492,0.14209097623825073,0.14832381904125214,0.1204894632101059
of,0.33290785551071167,0.4069072902202606,0.4999135136604309,0.18171913921833038,0.41548454761505127,0.18526852130889893,0.733189046382904,0.20174051821231842,0.19069483876228333,0.41548454761505127,0.343457967042923,0.2471507489681244,0.1398756504058838,0.1826142966747284
new,0.2130378633737564,0.2748313844203949,0.264311820268631,0.24012798070907593,0.33159172534942627,0.20262928307056427,0.3845241069793701,0.14209727942943573,0.18419434130191803,0.33159172534942627,0.9999999403953552,0.1405007690191269,0.22812101244926453,0.14782847464084625
organizational,0.22883515059947968,0.17304770648479462,0.214458629488945,0.2226221263408661,0.27986985445022583,0.13514326512813568,0.277529239654541,0.3704679310321808,0.19600430130958557,0.27986985445022583,0.2238428145647049,0.20365649461746216,0.16857261955738068,0.21536388993263245
options,0.21455064415931702,0.10671040415763855,0.21230420470237732,0.27067598700523376,0.19155633449554443,0.2349405288696289,0.13531601428985596,0.1816561073064804,0.24276350438594818,0.19155633449554443,0.16575875878334045,0.24008558690547943,0.233299121260643,0.2231796234846115
",",0.3087472915649414,0.45456063747406006,0.3696635365486145,0.2780962586402893,0.44245919585227966,0.3187675476074219,0.4933079481124878,0.15590040385723114,0.25066259503364563,0.44245919585227966,0.36073189973831177,0.2751304507255554,0.2055157572031021,0.31091248989105225
from,0.2737620174884796,0.31171464920043945,0.32194891571998596,0.1909758299589157,0.4069952368736267,0.16667106747627258,0.40150508284568787,0.1346227526664734,0.22135481238365173,0.4069952368736267,0.3360432982444763,0.1667044460773468,0.20630522072315216,0.19969791173934937
tightening,0.3114418685436249,0.10482878983020782,0.17361882328987122,0.20489689707756042,0.27399593591690063,0.29967254400253296,0.23155377805233002,0.15948393940925598,0.3309483230113983,0.27399593591690063,0.15709172189235687,0.2057972103357315,0.39324626326560974,0.15453313291072845
the,0.42745697498321533,0.48711544275283813,0.5514441132545471,0.24154584109783173,0.535392165184021,0.2692858874797821,1.0,0.24925659596920013,0.24966585636138916,0.535392165184021,0.3845241069793701,0.25031140446662903,0.25383174419403076,0.22068053483963013
selection,0.23410139977931976,0.18640951812267303,0.28614699840545654,0.2690548002719879,0.19397805631160736,0.17684133350849152,0.26173123717308044,0.2434367537498474,0.19978657364845276,0.19397805631160736,0.20335742831230164,0.2377518117427826,0.1553538739681244,0.24161170423030853
of,0.33290785551071167,0.4069072902202606,0.4999135136604309,0.18171913921833038,0.41548454761505127,0.18526852130889893,0.733189046382904,0.20174051821231842,0.19069483876228333,0.41548454761505127,0.343457967042923,0.2471507489681244,0.1398756504058838,0.1826142966747284
lead,0.19642074406147003,0.1970783770084381,0.16738592088222504,0.12096558511257172,0.23490607738494873,0.2264450043439865,0.21995973587036133,0.12326420098543167,0.21017850935459137,0.23490607738494873,0.15582917630672455,0.1333528310060501,0.14343486726284027,0.14552436769008636
authors,0.20440030097961426,0.12312142550945282,0.24717774987220764,0.22419095039367676,0.21663688123226166,0.14212220907211304,0.198689267039299,0.29401323199272156,0.15056705474853516,0.21663688123226166,0.12078754603862762,0.19566912949085236,0.08020330965518951,0.19121912121772766
and,0.31309178471565247,0.3740963041782379,0.42438167333602905,0.19904549419879913,0.48971283435821533,0.3039233088493347,0.5171257257461548,0.20790739357471466,0.23323816061019897,0.48971283435821533,0.31402453780174255,0.25004807114601135,0.2929057776927948,0.20544172823429108
contributors,0.3200596570968628,0.1882661134004593,0.32098960876464844,0.4072127938270569,0.2900890111923218,0.2844932973384857,0.2537563741207123,0.34828320145606995,0.33252227306365967,0.2900890111923218,0.2252316027879715,0.23372483253479004,0.15884453058242798,0.3571043312549591
",",0.3087472915649414,0.45456063747406006,0.3696635365486145,0.2780962586402893,0.44245919585227966,0.3187675476074219,0.4933079481124878,0.15590040385723114,0.25066259503364563,0.44245919585227966,0.36073189973831177,0.2751304507255554,0.2055157572031021,0.31091248989105225
to,0.455847829580307,0.3636345863342285,0.4025384783744812,0.30947795510292053,1.0,0.4338173568248749,0.535392165184021,0.25466105341911316,0.33126938343048096,1.0,0.33159172534942627,0.2310626208782196,0.35276487469673157,0.29463258385658264
dumping,0.3137854039669037,0.10019834339618683,0.2261541187763214,0.28610116243362427,0.27235016226768494,0.28444814682006836,0.25332149863243103,0.17058704793453217,0.2148210108280182,0.27235016226768494,0.181222066283226,0.22105754911899567,0.2479259967803955,0.2879268527030945
it,0.45803478360176086,0.4577186405658722,0.4284902811050415,0.30629870295524597,0.513711154460907,0.2730162739753723,0.6251175999641418,0.21679024398326874,0.25064393877983093,0.513711154460907,0.23156195878982544,0.2509126663208008,0.2993321716785431,0.25732165575027466
in,0.30808621644973755,0.45514053106307983,0.4129433035850525,0.19013147056102753,0.45010748505592346,0.19703081250190735,0.6662389636039734,0.1257958561182022,0.20842644572257996,0.45010748505592346,0.3758552670478821,0.16157563030719757,0.17384104430675507,0.20430970191955566
favor,0.28772833943367004,0.24904057383537292,0.22554010152816772,0.3746316730976105,0.28869640827178955,0.32730981707572937,0.24460799992084503,0.13043835759162903,0.2961086630821228,0.28869640827178955,0.15080396831035614,0.26876676082611084,0.1435570865869522,0.17767609655857086
of,0.33290785551071167,0.4069072902202606,0.4999135136604309,0.18171913921833038,0.41548454761505127,0.18526852130889893,0.733189046382904,0.20174051821231842,0.19069483876228333,0.41548454761505127,0.343457967042923,0.2471507489681244,0.1398756504058838,0.1826142966747284
a,0.3320399522781372,0.4508470594882965,0.4910551905632019,0.2847301959991455,0.45503583550453186,0.24970728158950806,0.5829201340675354,0.12244262546300888,0.2199072241783142,0.45503583550453186,0.3214259147644043,0.25465038418769836,0.21154531836509705,0.23916715383529663
small,0.2504110634326935,0.16572418808937073,0.2469208985567093,0.14686895906925201,0.3054737150669098,0.15154322981834412,0.39655908942222595,0.06732359528541565,0.15228423476219177,0.3054737150669098,0.24805447459220886,0.16533493995666504,0.2511729300022125,0.13914890587329865
permanent,0.21309445798397064,0.19599035382270813,0.27464473247528076,0.2580525875091553,0.3120846450328827,0.18038995563983917,0.34165191650390625,0.1922229677438736,0.18184170126914978,0.3120846450328827,0.25555190443992615,0.24476516246795654,0.14067918062210083,0.14813289046287537
body,0.2143840193748474,0.19372783601284027,0.19125379621982574,0.1776789277791977,0.307265043258667,0.15114589035511017,0.31682634353637695,0.18800775706768036,0.25293514132499695,0.307265043258667,0.15883728861808777,0.20203736424446106,0.22453562915325165,0.20136451721191406
",",0.3087472915649414,0.45456063747406006,0.3696635365486145,0.2780962586402893,0.44245919585227966,0.3187675476074219,0.4933079481124878,0.15590040385723114,0.25066259503364563,0.44245919585227966,0.36073189973831177,0.2751304507255554,0.2055157572031021,0.31091248989105225
or,0.33867141604423523,0.2330796718597412,0.4022330939769745,0.1945025771856308,0.38921234011650085,0.2951197326183319,0.4174870550632477,0.16065728664398193,0.29131001234054565,0.38921234011650085,0.1627417951822281,0.2889218032360077,0.32179540395736694,0.32389625906944275
even,0.40872135758399963,0.27441510558128357,0.4147960841655731,0.24515287578105927,0.46467068791389465,0.37084507942199707,0.37996912002563477,0.16429802775382996,0.34381359815597534,0.46467068791389465,0.20480673015117645,0.3616405129432678,0.4236604869365692,0.30082517862319946
turning,0.3082372844219208,0.19385327398777008,0.28475168347358704,0.1362607330083847,0.35924333333969116,0.24922700226306915,0.3650859296321869,0.12422626465559006,0.17058946192264557,0.35924333333969116,0.1684936136007309,0.12514203786849976,0.3364219069480896,0.1670563519001007
the,0.42745697498321533,0.48711544275283813,0.5514441132545471,0.24154584109783173,0.535392165184021,0.2692858874797821,1.0,0.24925659596920013,0.24966585636138916,0.535392165184021,0.3845241069793701,0.25031140446662903,0.25383174419403076,0.22068053483963013
