,what,is,as,important,as,identifying,plague,symptoms,?
it,0.45803478360176086,0.6328473687171936,0.4461488723754883,0.31749022006988525,0.4461488723754883,0.21938125789165497,0.28122323751449585,0.24536263942718506,0.25732165575027466
is,0.28837618231773376,1.0,0.43216490745544434,0.350485235452652,0.43216490745544434,0.2322341501712799,0.15890252590179443,0.1578281670808792,0.22961433231830597
recognised,0.22302114963531494,0.23218490183353424,0.33261293172836304,0.23745663464069366,0.33261293172836304,0.39199739694595337,0.11170549690723419,0.1631384938955307,0.1985509693622589
that,0.6297725439071655,0.3995479643344879,0.4735107421875,0.3865286409854889,0.4735107421875,0.33717474341392517,0.23825600743293762,0.29351818561553955,0.32716336846351624
an,0.2821882665157318,0.4654068350791931,0.37218472361564636,0.2662794589996338,0.37218472361564636,0.22333955764770508,0.1596491038799286,0.13919301331043243,0.19793890416622162
epidemiological,0.29833513498306274,0.22967322170734406,0.2768855690956116,0.27386632561683655,0.2768855690956116,0.3882467746734619,0.39032092690467834,0.4498656392097473,0.1989784687757492
account,0.27991923689842224,0.1971616894006729,0.20839139819145203,0.150850310921669,0.20839139819145203,0.3154740333557129,0.17489254474639893,0.2470920979976654,0.34417325258255005
of,0.33290785551071167,0.4854315221309662,0.3886612355709076,0.43301743268966675,0.3886612355709076,0.2781277298927307,0.27455615997314453,0.19591152667999268,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,0.48381632566452026,0.39348116517066956,0.48381632566452026,0.2894144356250763,0.2537761330604553,0.20678415894508362,0.22068053483963013
plague,0.22263506054878235,0.15890252590179443,0.1501513570547104,0.16364310681819916,0.1501513570547104,0.14964652061462402,0.9999999403953552,0.39422205090522766,0.11872942000627518
is,0.28837618231773376,1.0,0.43216490745544434,0.350485235452652,0.43216490745544434,0.2322341501712799,0.15890252590179443,0.1578281670808792,0.22961433231830597
as,0.31749409437179565,0.43216490745544434,1.0,0.2693694233894348,1.0,0.32428744435310364,0.1501513570547104,0.20420673489570618,0.27043893933296204
important,0.31164905428886414,0.350485235452652,0.2693694233894348,1.0000001192092896,0.2693694233894348,0.24241970479488373,0.16364310681819916,0.11076478660106659,0.17812499403953552
as,0.31749409437179565,0.43216490745544434,1.0,0.2693694233894348,1.0,0.32428744435310364,0.1501513570547104,0.20420673489570618,0.27043893933296204
an,0.2821882665157318,0.4654068350791931,0.37218472361564636,0.2662794589996338,0.37218472361564636,0.22333955764770508,0.1596491038799286,0.13919301331043243,0.19793890416622162
identification,0.21125653386116028,0.2344856709241867,0.3088533580303192,0.2547381520271301,0.3088533580303192,0.6910731792449951,0.15580269694328308,0.29524487257003784,0.2123335301876068
of,0.33290785551071167,0.4854315221309662,0.3886612355709076,0.43301743268966675,0.3886612355709076,0.2781277298927307,0.27455615997314453,0.19591152667999268,0.1826142966747284
symptoms,0.23864661157131195,0.1578281670808792,0.20420673489570618,0.11076478660106659,0.20420673489570618,0.3185402750968933,0.39422205090522766,0.9999999403953552,0.23707963526248932
",",0.3087472915649414,0.4691906273365021,0.48816442489624023,0.3452564477920532,0.48816442489624023,0.20195230841636658,0.2630122900009155,0.16883140802383423,0.31091248989105225
but,0.5029441118240356,0.4106791317462921,0.4864770472049713,0.29821017384529114,0.4864770472049713,0.25719350576400757,0.23450259864330292,0.2756824195384979,0.27921953797340393
researchers,0.29493099451065063,0.23568220436573029,0.26861071586608887,0.236883744597435,0.26861071586608887,0.3667178452014923,0.23188947141170502,0.3734137713909149,0.14480042457580566
are,0.29724663496017456,0.5330929756164551,0.3826591968536377,0.33294984698295593,0.3826591968536377,0.30499178171157837,0.15205079317092896,0.2776440382003784,0.24591213464736938
hampered,0.2626645863056183,0.19789281487464905,0.23428282141685486,0.23326149582862854,0.23428282141685486,0.25096797943115234,0.24361637234687805,0.2460882067680359,0.16083747148513794
by,0.2455483376979828,0.3899846076965332,0.3815547823905945,0.1897295117378235,0.3815547823905945,0.24910162389278412,0.22066086530685425,0.09846382588148117,0.17966607213020325
the,0.42745697498321533,0.5823672413825989,0.48381632566452026,0.39348116517066956,0.48381632566452026,0.2894144356250763,0.2537761330604553,0.20678415894508362,0.22068053483963013
lack,0.28247135877609253,0.21955184638500214,0.23638373613357544,0.27443739771842957,0.23638373613357544,0.2784794867038727,0.19686730206012726,0.2673529386520386,0.16953514516353607
of,0.33290785551071167,0.4854315221309662,0.3886612355709076,0.43301743268966675,0.3886612355709076,0.2781277298927307,0.27455615997314453,0.19591152667999268,0.1826142966747284
reliable,0.3740312159061432,0.24614685773849487,0.23301182687282562,0.264335572719574,0.23301182687282562,0.27588626742362976,0.15173135697841644,0.24609994888305664,0.36605745553970337
statistics,0.28272849321365356,0.15881992876529694,0.22568441927433014,0.18596342206001282,0.22568441927433014,0.23822753131389618,0.12335173040628433,0.20445801317691803,0.22886884212493896
from,0.2737620174884796,0.27355384826660156,0.3251767158508301,0.23078285157680511,0.3251767158508301,0.11330194771289825,0.22369004786014557,0.19939838349819183,0.19969791173934937
this,0.5489566326141357,0.480927973985672,0.43993282318115234,0.4004398584365845,0.43993282318115234,0.34791070222854614,0.2352575808763504,0.2781134247779846,0.3155723512172699
period,0.24507179856300354,0.1838376820087433,0.23129993677139282,0.22788098454475403,0.23129993677139282,0.19338467717170715,0.2037968933582306,0.3006206750869751,0.18706195056438446
.,0.3567904531955719,0.4569662809371948,0.515582263469696,0.33938494324684143,0.515582263469696,0.2294604778289795,0.2547653317451477,0.2065049260854721,0.4130953550338745
