,what,councils,assign,tasks,to,the,ipcc,?
the,0.42745697498321533,0.26719751954078674,0.2969426214694977,0.232274129986763,0.535392165184021,1.0,0.24925659596920013,0.22068053483963013
ipcc,0.33176189661026,0.3199833929538727,0.23907741904258728,0.27426716685295105,0.25466105341911316,0.24925659596920013,1.0000001192092896,0.22295254468917847
concentrates,0.2663317024707794,0.1780984252691269,0.16844598948955536,0.2506176829338074,0.3164621889591217,0.2869638502597809,0.19967028498649597,0.126853346824646
its,0.30393704771995544,0.19741657376289368,0.21054650843143463,0.15416565537452698,0.3691340684890747,0.559237003326416,0.24596279859542847,0.15103481709957123
activities,0.21757790446281433,0.2949657440185547,0.17503054440021515,0.4316728711128235,0.2740468382835388,0.2626894414424896,0.33591094613075256,0.11289679259061813
on,0.34226128458976746,0.15347908437252045,0.23165762424468994,0.2535875141620636,0.41031414270401,0.5107308030128479,0.24879392981529236,0.2714994251728058
the,0.42745697498321533,0.26719751954078674,0.2969426214694977,0.232274129986763,0.535392165184021,1.0,0.24925659596920013,0.22068053483963013
tasks,0.3378678560256958,0.26943540573120117,0.40263015031814575,1.0,0.3079867660999298,0.232274129986763,0.27426716685295105,0.2558839023113251
allotted,0.11708548665046692,0.29137641191482544,0.2627347409725189,0.2032078504562378,0.25415071845054626,0.2799534201622009,0.2111676037311554,0.18100605905056
to,0.455847829580307,0.23647920787334442,0.36108025908470154,0.3079867660999298,1.0,0.535392165184021,0.25466105341911316,0.29463258385658264
it,0.45803478360176086,0.22039340436458588,0.1671319305896759,0.1926981657743454,0.513711154460907,0.6251175999641418,0.21679024398326874,0.25732165575027466
by,0.2455483376979828,0.20127128064632416,0.23171350359916687,0.1853010058403015,0.33534231781959534,0.4408751428127289,0.18031758069992065,0.17966607213020325
the,0.42745697498321533,0.26719751954078674,0.2969426214694977,0.232274129986763,0.535392165184021,1.0,0.24925659596920013,0.22068053483963013
relevant,0.41105255484580994,0.1977907419204712,0.34930315613746643,0.23803769052028656,0.315670907497406,0.3216378390789032,0.26160702109336853,0.37889617681503296
wmo,0.24874287843704224,0.32897496223449707,0.41481736302375793,0.32095861434936523,0.2953445613384247,0.2798992991447449,0.48331883549690247,0.24371813237667084
executive,0.13765592873096466,0.28177160024642944,0.20321950316429138,0.20442833006381989,0.20976532995700836,0.2402946650981903,0.30256518721580505,0.12134998291730881
council,0.16933071613311768,0.8176809549331665,0.1428331434726715,0.21681629121303558,0.23829470574855804,0.2829204201698303,0.3493756651878357,0.1160062924027443
and,0.31309178471565247,0.28259220719337463,0.1959715038537979,0.27594971656799316,0.48971283435821533,0.5171257257461548,0.20790739357471466,0.20544172823429108
unep,0.16857998073101044,0.22899751365184784,0.18158318102359772,0.18274901807308197,0.212525874376297,0.22770221531391144,0.5018112659454346,0.1842699944972992
governing,0.21229864656925201,0.36697742342948914,0.17565983533859253,0.1719786822795868,0.22282420098781586,0.3302684724330902,0.2708185613155365,0.15836504101753235
council,0.16933071613311768,0.8176809549331665,0.1428331434726715,0.21681629121303558,0.23829470574855804,0.2829204201698303,0.3493756651878357,0.1160062924027443
resolutions,0.26474228501319885,0.35135191679000854,0.26211073994636536,0.30893588066101074,0.2873731553554535,0.2442568689584732,0.34048449993133545,0.23946994543075562
and,0.31309178471565247,0.28259220719337463,0.1959715038537979,0.27594971656799316,0.48971283435821533,0.5171257257461548,0.20790739357471466,0.20544172823429108
decisions,0.3351972997188568,0.3788466155529022,0.33229050040245056,0.33290618658065796,0.32702770829200745,0.30538004636764526,0.3800613582134247,0.29068708419799805
as,0.31749409437179565,0.19486571848392487,0.2955867052078247,0.29028284549713135,0.42092081904411316,0.48381632566452026,0.17363275587558746,0.27043893933296204
well,0.4154493808746338,0.20612725615501404,0.19000954926013947,0.30477359890937805,0.3422003388404846,0.42630070447921753,0.17716969549655914,0.24815571308135986
as,0.31749409437179565,0.19486571848392487,0.2955867052078247,0.29028284549713135,0.42092081904411316,0.48381632566452026,0.17363275587558746,0.27043893933296204
on,0.34226128458976746,0.15347908437252045,0.23165762424468994,0.2535875141620636,0.41031414270401,0.5107308030128479,0.24879392981529236,0.2714994251728058
actions,0.39243605732917786,0.2322302907705307,0.25642454624176025,0.37219101190567017,0.27775833010673523,0.297427237033844,0.21532490849494934,0.2841099798679352
in,0.30808621644973755,0.23797710239887238,0.18428467214107513,0.1798897534608841,0.45010748505592346,0.6662389636039734,0.1257958561182022,0.20430970191955566
support,0.2797985076904297,0.14934022724628448,0.24440312385559082,0.29128581285476685,0.2742273211479187,0.22984638810157776,0.22925731539726257,0.22626608610153198
of,0.33290785551071167,0.2780994474887848,0.29152536392211914,0.2524705231189728,0.41548454761505127,0.733189046382904,0.20174051821231842,0.1826142966747284
the,0.42745697498321533,0.26719751954078674,0.2969426214694977,0.232274129986763,0.535392165184021,1.0,0.24925659596920013,0.22068053483963013
unfccc,0.4125305116176605,0.28068241477012634,0.28792449831962585,0.2080969214439392,0.33724647760391235,0.32073742151260376,0.5535996556282043,0.26828670501708984
process,0.3466717302799225,0.1589730978012085,0.2536454200744629,0.39043372869491577,0.35462963581085205,0.264274537563324,0.30593976378440857,0.2460896074771881
.,0.3567904531955719,0.24054871499538422,0.23861627280712128,0.23887550830841064,0.4645031690597534,0.5934505462646484,0.20098818838596344,0.4130953550338745
