,what,is,an,additional,meaning,intended,when,the,word,prime,is,used,?
often,0.3849453330039978,0.3856629431247711,0.18115736544132233,0.20251983404159546,0.33570390939712524,0.36180198192596436,0.47236984968185425,0.38004449009895325,0.33453723788261414,0.10932537168264389,0.3856629431247711,0.521835446357727,0.23748154938220978
a,0.3320399522781372,0.658733606338501,0.44552403688430786,0.21921908855438232,0.3343478739261627,0.31608664989471436,0.44397395849227905,0.5829201340675354,0.3246598243713379,0.17998681962490082,0.658733606338501,0.3864384889602661,0.23916715383529663
second,0.19948028028011322,0.3161451518535614,0.2587711215019226,0.17758037149906158,0.14675503969192505,0.14375776052474976,0.28561660647392273,0.4620301127433777,0.14408257603645325,0.20412789285182953,0.3161451518535614,0.16882206499576569,0.17239587008953094
",",0.3087472915649414,0.4691906273365021,0.3581022024154663,0.30316734313964844,0.2096743881702423,0.18479764461517334,0.36674630641937256,0.4933079481124878,0.24605005979537964,0.2565026581287384,0.4691906273365021,0.3120402991771698,0.31091248989105225
additional,0.20172064006328583,0.1715312898159027,0.2082792967557907,1.0000001192092896,0.11866007000207901,0.30373477935791016,0.15809136629104614,0.2539002597332001,0.041248664259910583,0.12223967164754868,0.1715312898159027,0.23376090824604034,0.24309562146663666
meaning,0.24135559797286987,0.32422322034835815,0.20769064128398895,0.11866007000207901,0.9999999403953552,0.24131445586681366,0.2646935284137726,0.31918859481811523,0.6874851584434509,0.12245950102806091,0.32422322034835815,0.36533409357070923,0.20420892536640167
is,0.28837618231773376,1.0,0.4654068350791931,0.1715312898159027,0.32422322034835815,0.21665705740451813,0.3471449911594391,0.5823672413825989,0.29004693031311035,0.16680827736854553,1.0,0.3288823366165161,0.22961433231830597
intended,0.32450535893440247,0.21665705740451813,0.21871981024742126,0.30373477935791016,0.24131445586681366,1.0,0.21884822845458984,0.29853108525276184,0.22108818590641022,0.12125840038061142,0.21665705740451813,0.4979482591152191,0.21823447942733765
by,0.2455483376979828,0.3899846076965332,0.2719563841819763,0.21923303604125977,0.10501331090927124,0.2477465718984604,0.4376842677593231,0.4408751428127289,0.10335100442171097,0.1702890843153,0.3899846076965332,0.27705541253089905,0.17966607213020325
using,0.27984681725502014,0.26543745398521423,0.2321343868970871,0.2691577970981598,0.23802471160888672,0.3534873425960541,0.4100514352321625,0.28364112973213196,0.2737569808959961,0.11161793023347855,0.26543745398521423,0.6102309226989746,0.2804589569568634
the,0.42745697498321533,0.5823672413825989,0.4207492768764496,0.2539002597332001,0.31918859481811523,0.29853108525276184,0.5091903209686279,1.0,0.2835540175437927,0.19960100948810577,0.5823672413825989,0.3718377649784088,0.22068053483963013
word,0.30982115864753723,0.29004693031311035,0.20989613234996796,0.041248664259910583,0.6874851584434509,0.22108818590641022,0.26252061128616333,0.2835540175437927,1.0,0.1831001490354538,0.29004693031311035,0.42108669877052307,0.19046713411808014
prime,0.15586113929748535,0.16680827736854553,0.08209051191806793,0.12223967164754868,0.12245950102806091,0.12125840038061142,0.1445009857416153,0.19960100948810577,0.1831001490354538,1.0,0.16680827736854553,0.1468653529882431,0.11276303976774216
",",0.3087472915649414,0.4691906273365021,0.3581022024154663,0.30316734313964844,0.2096743881702423,0.18479764461517334,0.36674630641937256,0.4933079481124878,0.24605005979537964,0.2565026581287384,0.4691906273365021,0.3120402991771698,0.31091248989105225
namely,0.25631916522979736,0.24186751246452332,0.09334933012723923,0.19292309880256653,0.3017459213733673,0.14634253084659576,0.22608695924282074,0.309270441532135,0.2301805019378662,0.08896873891353607,0.24186751246452332,0.11594247817993164,0.18782232701778412
that,0.6297725439071655,0.3995479643344879,0.365763783454895,0.2874574661254883,0.3256663978099823,0.4053201675415039,0.5860282182693481,0.5473989248275757,0.31071701645851135,0.18163643777370453,0.3995479643344879,0.37621384859085083,0.32716336846351624
any,0.43670421838760376,0.35691767930984497,0.3555181324481964,0.37741878628730774,0.3228060305118561,0.3267693817615509,0.4210505485534668,0.4525727927684784,0.25191599130630493,0.11211950331926346,0.35691767930984497,0.3731808662414551,0.4113408327102661
object,0.25733083486557007,0.30146875977516174,0.2576858103275299,0.17900371551513672,0.2999895215034485,0.26775187253952026,0.25062185525894165,0.22418850660324097,0.2881856858730316,0.1009378656744957,0.30146875977516174,0.2698025107383728,0.19573666155338287
can,0.34502777457237244,0.44256699085235596,0.23671309649944305,0.28946805000305176,0.2861371338367462,0.29702824354171753,0.39191514253616333,0.312528520822525,0.2806529402732849,0.1305878609418869,0.44256699085235596,0.48128408193588257,0.3226337134838104
be,0.3929833769798279,0.4819129705429077,0.33041056990623474,0.33379167318344116,0.2869851291179657,0.2905513644218445,0.4451393485069275,0.4248143136501312,0.27129513025283813,0.14576895534992218,0.4819129705429077,0.3731876611709595,0.3324260413646698
",",0.3087472915649414,0.4691906273365021,0.3581022024154663,0.30316734313964844,0.2096743881702423,0.18479764461517334,0.36674630641937256,0.4933079481124878,0.24605005979537964,0.2565026581287384,0.4691906273365021,0.3120402991771698,0.31091248989105225
essentially,0.36749956011772156,0.2786000370979309,0.2464011013507843,0.29492121934890747,0.23816394805908203,0.37743842601776123,0.34078249335289,0.2945486903190613,0.2793000638484955,0.1243462935090065,0.2786000370979309,0.3272247910499573,0.24316146969795227
uniquely,0.292815625667572,0.36529475450515747,0.24812710285186768,0.3060370981693268,0.2803137004375458,0.3076016306877136,0.21228070557117462,0.3524917662143707,0.22825853526592255,0.1495470106601715,0.36529475450515747,0.406314492225647,0.18050256371498108
",",0.3087472915649414,0.4691906273365021,0.3581022024154663,0.30316734313964844,0.2096743881702423,0.18479764461517334,0.36674630641937256,0.4933079481124878,0.24605005979537964,0.2565026581287384,0.4691906273365021,0.3120402991771698,0.31091248989105225
decomposed,0.18332327902317047,0.20957158505916595,0.17957466840744019,0.16449671983718872,0.14140181243419647,0.14171604812145233,0.3318883776664734,0.24409255385398865,0.07334230840206146,0.15546034276485443,0.20957158505916595,0.27164319157600403,0.12735845148563385
into,0.2180619090795517,0.2619607150554657,0.2105669528245926,0.1447194218635559,0.2322227954864502,0.1494334638118744,0.389646977186203,0.39493247866630554,0.21055036783218384,0.07928090542554855,0.2619607150554657,0.21789848804473877,0.15662476420402527
its,0.30393704771995544,0.4447362422943115,0.28139030933380127,0.1736358255147934,0.32199627161026,0.2641351521015167,0.34032323956489563,0.559237003326416,0.2556169927120209,0.1312374770641327,0.4447362422943115,0.294392853975296,0.15103481709957123
prime,0.15586113929748535,0.16680827736854553,0.08209051191806793,0.12223967164754868,0.12245950102806091,0.12125840038061142,0.1445009857416153,0.19960100948810577,0.1831001490354538,1.0,0.16680827736854553,0.1468653529882431,0.11276303976774216
components,0.20314843952655792,0.2754068970680237,0.20566610991954803,0.2989415228366852,0.19957660138607025,0.2552492022514343,0.2153128981590271,0.30344057083129883,0.15927447378635406,0.13683512806892395,0.2754068970680237,0.3535652458667755,0.12744711339473724
.,0.3567904531955719,0.4569662809371948,0.3581749200820923,0.189470574259758,0.15429382026195526,0.18925566971302032,0.475719153881073,0.5934505462646484,0.13155406713485718,0.17658381164073944,0.4569662809371948,0.33111312985420227,0.4130953550338745
