,what,was,huihui,?
western,0.2454150915145874,0.2864105999469757,0.3472388684749603,0.17439141869544983
medicine,0.20377366244792938,0.15788467228412628,0.13085679709911346,0.14826606214046478
was,0.22111038863658905,1.0000001192092896,0.18773584067821503,0.18412111699581146
also,0.42747777700424194,0.4032125174999237,0.2597130537033081,0.21848613023757935
practiced,0.19797801971435547,0.2840479016304016,0.2797242999076843,0.07469849288463593
in,0.30808621644973755,0.45514053106307983,0.3155985176563263,0.20430970191955566
china,0.13832437992095947,0.20567192137241364,0.5457881093025208,0.18007943034172058
by,0.2455483376979828,0.4752357602119446,0.24429738521575928,0.17966607213020325
the,0.42745697498321533,0.48711544275283813,0.3276345431804657,0.22068053483963013
nestorian,0.1793862283229828,0.26551228761672974,0.29593339562416077,0.11854059249162674
christians,0.302469938993454,0.20866592228412628,0.23086117208003998,0.20289786159992218
of,0.33290785551071167,0.4069072902202606,0.34479522705078125,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,0.3276345431804657,0.22068053483963013
yuan,0.13503028452396393,0.19482262432575226,0.507110595703125,0.12871281802654266
court,0.23440583050251007,0.2737988233566284,0.20938929915428162,0.17100423574447632
",",0.3087472915649414,0.45456063747406006,0.32369837164878845,0.31091248989105225
where,0.4457937180995941,0.20731619000434875,0.19850535690784454,0.24793872237205505
it,0.45803478360176086,0.4577186405658722,0.2853124439716339,0.25732165575027466
was,0.22111038863658905,1.0000001192092896,0.18773584067821503,0.18412111699581146
sometimes,0.34229418635368347,0.20651423931121826,0.1673770546913147,0.1751544177532196
labeled,0.2734558880329132,0.11558905988931656,0.10096504539251328,0.19957882165908813
as,0.31749409437179565,0.3677520453929901,0.21167442202568054,0.27043893933296204
huihui,0.1726481169462204,0.18773584067821503,1.0,0.18939338624477386
or,0.33867141604423523,0.2330796718597412,0.24037979543209076,0.32389625906944275
muslim,0.2631456255912781,0.230477973818779,0.26265183091163635,0.17456822097301483
medicine,0.20377366244792938,0.15788467228412628,0.13085679709911346,0.14826606214046478
.,0.3567904531955719,0.40146201848983765,0.30220773816108704,0.4130953550338745
