,how,early,did,luther,say,he,had,to,awaken,every,day,?
he,0.2594625651836395,0.26418617367744446,0.3292143940925598,0.2454872578382492,0.2822306752204895,1.0000001192092896,0.43657350540161133,0.385390967130661,0.24736428260803223,0.3009452223777771,0.2350211888551712,0.2089974731206894
was,0.16678167879581451,0.4148794412612915,0.41399896144866943,0.19185513257980347,0.24911612272262573,0.5410010814666748,0.5927209258079529,0.3636345863342285,0.20165801048278809,0.23630550503730774,0.24314451217651367,0.18412111699581146
made,0.2655200958251953,0.23704665899276733,0.3068731725215912,0.15519264340400696,0.21989673376083374,0.27847591042518616,0.3391602039337158,0.3377571105957031,0.15865886211395264,0.19734801352024078,0.1838676482439041,0.17218779027462006
to,0.44169697165489197,0.24557004868984222,0.4452643394470215,0.18029534816741943,0.38071900606155396,0.385390967130661,0.37984350323677063,1.0,0.255403995513916,0.3643300235271454,0.21753256022930145,0.29463258385658264
wake,0.2206467241048813,0.1306384801864624,0.21557745337486267,0.11877557635307312,0.2510285973548889,0.17785942554473877,0.12459265440702438,0.25551822781562805,0.467572957277298,0.2212548404932022,0.28922778367996216,0.13995933532714844
at,0.2154216170310974,0.2549361288547516,0.28390252590179443,0.13834704458713531,0.24579253792762756,0.3280475437641144,0.3288320302963257,0.36524343490600586,0.11033938825130463,0.3021482229232788,0.27667680382728577,0.21978627145290375
four,0.1955733299255371,0.24820588529109955,0.20222175121307373,0.11592413485050201,0.19534899294376373,0.2537088990211487,0.3644758462905884,0.2803118824958801,0.21051175892353058,0.3073490560054779,0.2321026623249054,0.14532537758350372
every,0.31805798411369324,0.2067033052444458,0.21975891292095184,0.13942168653011322,0.288938045501709,0.3009452223777771,0.3007311522960663,0.3643300235271454,0.2545257806777954,1.0,0.38384753465652466,0.24066033959388733
morning,0.15919212996959686,0.3464265465736389,0.2513515055179596,0.1071910560131073,0.20538955926895142,0.23477764427661896,0.26798999309539795,0.2066953182220459,0.2335110902786255,0.2711312174797058,0.41331109404563904,0.17971698939800262
for,0.3308170735836029,0.2892865538597107,0.318512886762619,0.12958186864852905,0.2911834120750427,0.4540175199508667,0.3270139992237091,0.4451248347759247,0.13833270967006683,0.35918429493904114,0.23720888793468475,0.264628142118454
what,0.6468034982681274,0.2454567849636078,0.4259131848812103,0.2134782373905182,0.5386801958084106,0.3114890456199646,0.23849567770957947,0.455847829580307,0.25884029269218445,0.30284011363983154,0.2990210950374603,0.5051238536834717
has,0.26820555329322815,0.19481036067008972,0.2124989777803421,0.11117470264434814,0.25303637981414795,0.4109892249107361,0.5787927508354187,0.3619994819164276,0.18129687011241913,0.3794357478618622,0.14931762218475342,0.15994466841220856
been,0.26456597447395325,0.38275954127311707,0.2835664749145508,0.14683249592781067,0.28994661569595337,0.387533038854599,0.6048885583877563,0.34945759177207947,0.2243535965681076,0.3746964931488037,0.23202256858348846,0.24354910850524902
described,0.2526073157787323,0.27894145250320435,0.23657096922397614,0.14043772220611572,0.31024816632270813,0.15727545320987701,0.3040459454059601,0.16602091491222382,0.20805960893630981,0.16640877723693848,0.08457417786121368,0.1374269425868988
as,0.33782753348350525,0.2809016704559326,0.3596470057964325,0.20242992043495178,0.3316376805305481,0.33787044882774353,0.3393979072570801,0.42092081904411316,0.1787053793668747,0.2483101338148117,0.23300392925739288,0.27043893933296204
``,-0.01591024175286293,0.010582253336906433,-0.029888948425650597,-0.013964727520942688,0.062410302460193634,0.05585138872265816,0.0518546998500824,0.06720756739377975,-0.05413748696446419,0.058497555553913116,0.055084168910980225,0.0685480609536171
a,0.29312583804130554,0.2710886299610138,0.2552328109741211,0.17967689037322998,0.3464781641960144,0.4393508732318878,0.34897568821907043,0.45503583550453186,0.27988457679748535,0.43930745124816895,0.18630309402942657,0.23916715383529663
day,0.20268619060516357,0.2616322636604309,0.20275387167930603,0.19808611273765564,0.24981868267059326,0.2350211888551712,0.2515575587749481,0.21753256022930145,0.25856927037239075,0.38384753465652466,1.0,0.2141837179660797
of,0.2480744868516922,0.30937549471855164,0.2513895630836487,0.1719115972518921,0.30290520191192627,0.38706058263778687,0.37755560874938965,0.41548454761505127,0.2339191734790802,0.3414052724838257,0.2934032380580902,0.1826142966747284
rote,0.09301137924194336,0.043045397847890854,0.1313164085149765,0.21036487817764282,0.13241146504878998,0.16785851120948792,0.2118910849094391,0.12482044100761414,0.11542632430791855,0.17507649958133698,0.11942674219608307,0.12538769841194153
learning,0.3268411159515381,0.2435135841369629,0.22718432545661926,0.13097092509269714,0.22627398371696472,0.2358267903327942,0.18129472434520721,0.2609867453575134,0.1856127381324768,0.17449356615543365,0.15073828399181366,0.25810256600379944
