,what,does,a,student,'s,academic,goals,include,?
here,0.5220553874969482,0.360707551240921,0.3427039682865143,0.1694112867116928,-0.011841325089335442,0.1965017169713974,0.17939229309558868,0.22948569059371948,0.5686008334159851
",",0.3087472915649414,0.28617382049560547,0.427140474319458,0.2261858433485031,-0.0016132977325469255,0.3273942470550537,0.18402206897735596,0.35606324672698975,0.31091248989105225
personal,0.3188508450984955,0.16999469697475433,0.23722487688064575,0.23537006974220276,0.09529546648263931,0.25258398056030273,0.2513073682785034,0.17741627991199493,0.206199511885643
success,0.22873179614543915,0.15373119711875916,0.2934626638889313,0.14177803695201874,0.041425660252571106,0.1373988389968872,0.17601129412651062,0.10343790799379349,0.1216118186712265
is,0.28837618231773376,0.4403602182865143,0.658733606338501,0.18911804258823395,0.02396530658006668,0.19421102106571198,0.08126746863126755,0.28863582015037537,0.22961433231830597
a,0.3320399522781372,0.38201746344566345,1.0,0.3207114636898041,0.04866964742541313,0.2290002554655075,0.10896897315979004,0.18765322864055634,0.23916715383529663
student,0.20548318326473236,0.17782871425151825,0.3207114636898041,1.0000001192092896,0.018150636926293373,0.43078938126564026,0.16815774142742157,0.08104515075683594,0.13282090425491333
's,0.02692362666130066,-0.02895052544772625,0.04866964742541313,0.018150636926293373,0.9999999403953552,0.0384543351829052,0.06642255187034607,-0.07849370688199997,-0.023395681753754616
internal,0.2065390944480896,0.1944301724433899,0.25449109077453613,0.06388286501169205,-0.05071868747472763,0.15443941950798035,0.12191207706928253,0.20889519155025482,0.1665428727865219
goal,0.2571476101875305,0.190810427069664,0.20853768289089203,0.18289117515087128,0.0441170372068882,0.12195105105638504,0.6627928614616394,0.0923943966627121,0.1964566856622696
of,0.33290785551071167,0.3119818866252899,0.5052502155303955,0.20310284197330475,-0.03817026689648628,0.20802809298038483,0.10088890790939331,0.37431180477142334,0.1826142966747284
improving,0.34038636088371277,0.26961517333984375,0.25574174523353577,0.24316687881946564,0.017094068229198456,0.2743942141532898,0.22497183084487915,0.19488327205181122,0.3233918249607086
himself,0.2431095689535141,0.23097388446331024,0.2141161412000656,0.21540634334087372,-0.025549961254000664,0.10016993433237076,0.1373453140258789,0.03733057528734207,0.10407622903585434
",",0.3087472915649414,0.28617382049560547,0.427140474319458,0.2261858433485031,-0.0016132977325469255,0.3273942470550537,0.18402206897735596,0.35606324672698975,0.31091248989105225
whereas,0.32338035106658936,0.29863831400871277,0.27881526947021484,0.16428455710411072,0.08053937554359436,0.14519162476062775,0.037735942751169205,0.18986156582832336,0.1950923502445221
academic,0.10352335125207901,0.22792617976665497,0.2290002554655075,0.43078938126564026,0.0384543351829052,0.9999998807907104,0.1820669174194336,0.18584425747394562,0.11011603474617004
success,0.22873179614543915,0.15373119711875916,0.2934626638889313,0.14177803695201874,0.041425660252571106,0.1373988389968872,0.17601129412651062,0.10343790799379349,0.1216118186712265
includes,0.17138352990150452,0.2753782868385315,0.25086286664009094,0.04881109297275543,-0.0293574221432209,0.17012983560562134,0.0963832437992096,0.6689316630363464,0.14011523127555847
the,0.42745697498321533,0.35928019881248474,0.5829201340675354,0.21259291470050812,-0.01540423184633255,0.15387672185897827,0.11426310986280441,0.2951717972755432,0.22068053483963013
goals,0.13392581045627594,0.0930289477109909,0.10896897315979004,0.16815774142742157,0.06642255187034607,0.1820669174194336,1.0,0.12389104068279266,0.16318443417549133
