,inequality,in,the,presence,of,credit,market,imperfections,has,what,kind,of,effect,on,human,capital,formation,?
in,0.19402410089969635,1.0,0.6662389636039734,0.24880747497081757,0.5696388483047485,0.07863761484622955,0.27003997564315796,0.2149658352136612,0.4173259735107422,0.30808621644973755,0.2349269688129425,0.5696388483047485,0.25150683522224426,0.46853652596473694,0.23986108601093292,0.3233928978443146,0.27297577261924744,0.20430970191955566
1993,0.08327113837003708,-0.049935609102249146,-0.03424737602472305,-0.022210292518138885,-0.0491785854101181,0.11772725731134415,-0.012665096670389175,-0.0049505820497870445,-0.038724515587091446,0.13556112349033356,-0.05935215577483177,-0.0491785854101181,-0.06810146570205688,0.01112773921340704,-0.03147569298744202,0.02879064530134201,-0.1337534636259079,0.14008748531341553
",",0.21822890639305115,0.5201468467712402,0.4933079481124878,0.21457527577877045,0.4946078956127167,0.2032226324081421,0.2499394416809082,0.258029043674469,0.3734780251979828,0.3087472915649414,0.20629581809043884,0.4946078956127167,0.2150653600692749,0.49057599902153015,0.23877760767936707,0.28033894300460815,0.24612528085708618,0.31091248989105225
galor,0.17973244190216064,0.24330595135688782,0.2932579815387726,0.2553245723247528,0.18376430869102478,0.18562571704387665,0.09706858545541763,0.17645573616027832,0.1845526397228241,0.23029257357120514,0.16895738244056702,0.18376430869102478,0.22314557433128357,0.21023441851139069,0.1094832569360733,0.15009509027004242,0.1418229043483734,0.1703767031431198
and,0.2590520679950714,0.4954058527946472,0.5171257257461548,0.284408837556839,0.5116966962814331,0.22868889570236206,0.23057621717453003,0.273957222700119,0.43716782331466675,0.31309178471565247,0.22462370991706848,0.5116966962814331,0.23508284986019135,0.4077630043029785,0.37127596139907837,0.218168243765831,0.22940734028816223,0.20544172823429108
zeira,0.1540909707546234,0.18290571868419647,0.2265920490026474,0.10258018225431442,0.18995533883571625,0.19603563845157623,0.11170890927314758,0.15554340183734894,0.17674992978572845,0.15979312360286713,0.1431015282869339,0.18995533883571625,0.1300712525844574,0.2271011620759964,0.13093030452728271,0.2082267850637436,0.17629191279411316,0.19395287334918976
showed,0.23379120230674744,0.3178827166557312,0.3101346790790558,0.2960365414619446,0.31843405961990356,0.13465535640716553,0.07121136039495468,0.24337680637836456,0.20656801760196686,0.23458190262317657,0.21455539762973785,0.31843405961990356,0.3314826786518097,0.30369096994400024,0.23392552137374878,0.0314839743077755,0.2606443464756012,0.17389845848083496
that,0.3467824459075928,0.435920387506485,0.5473989248275757,0.4035877585411072,0.41498205065727234,0.2476339191198349,0.21578849852085114,0.33308717608451843,0.41272613406181335,0.6297725439071655,0.38161981105804443,0.41498205065727234,0.3663281202316284,0.42569106817245483,0.3200635015964508,0.13548922538757324,0.27378779649734497,0.32716336846351624
inequality,1.0000001192092896,0.19402410089969635,0.23508106172084808,0.1837681382894516,0.27910974621772766,0.2317143827676773,0.27847257256507874,0.44149741530418396,0.16442200541496277,0.30072227120399475,0.23372802138328552,0.27910974621772766,0.3300517201423645,0.16136983036994934,0.4040670692920685,0.24214337766170502,0.20701315999031067,0.23619021475315094
in,0.19402410089969635,1.0,0.6662389636039734,0.24880747497081757,0.5696388483047485,0.07863761484622955,0.27003997564315796,0.2149658352136612,0.4173259735107422,0.30808621644973755,0.2349269688129425,0.5696388483047485,0.25150683522224426,0.46853652596473694,0.23986108601093292,0.3233928978443146,0.27297577261924744,0.20430970191955566
the,0.23508106172084808,0.6662389636039734,1.0,0.34114351868629456,0.733189046382904,0.20452284812927246,0.2041238248348236,0.22209195792675018,0.4177538752555847,0.42745697498321533,0.2516445517539978,0.733189046382904,0.2865084111690521,0.5107308030128479,0.3103327453136444,0.3049491047859192,0.33687281608581543,0.22068053483963013
presence,0.1837681382894516,0.24880747497081757,0.34114351868629456,0.9999999403953552,0.2917717397212982,0.1681397557258606,0.13367518782615662,0.2948788106441498,0.24195559322834015,0.24428647756576538,0.23542112112045288,0.2917717397212982,0.3023269474506378,0.1940135806798935,0.2164311558008194,0.06159554049372673,0.3921985924243927,0.08592845499515533
of,0.27910974621772766,0.5696388483047485,0.733189046382904,0.2917717397212982,1.0,0.1627483367919922,0.1694333702325821,0.2572462558746338,0.3909035325050354,0.33290785551071167,0.2285657674074173,1.0,0.24129827320575714,0.3966929316520691,0.3083189129829407,0.30823585391044617,0.2957320809364319,0.1826142966747284
credit,0.2317143827676773,0.07863761484622955,0.20452284812927246,0.1681397557258606,0.1627483367919922,0.9999999403953552,0.20925727486610413,0.1598639190196991,0.10506293922662735,0.24852240085601807,0.1215299516916275,0.1627483367919922,0.19502076506614685,0.16827398538589478,0.1563243865966797,0.13894639909267426,0.18905992805957794,0.13371090590953827
market,0.27847257256507874,0.27003997564315796,0.2041238248348236,0.13367518782615662,0.1694333702325821,0.20925727486610413,1.0000001192092896,0.1915275603532791,0.19473139941692352,0.12116116285324097,0.15619608759880066,0.1694333702325821,0.215160071849823,0.24459631741046906,0.1403498351573944,0.2347695529460907,0.09787628054618835,0.12805593013763428
imperfections,0.44149741530418396,0.2149658352136612,0.22209195792675018,0.2948788106441498,0.2572462558746338,0.1598639190196991,0.1915275603532791,0.9999999403953552,0.16423289477825165,0.2695010304450989,0.33742383122444153,0.2572462558746338,0.3014947175979614,0.14085200428962708,0.3257697522640228,0.08471035212278366,0.20522837340831757,0.22865423560142517
