,how,many,total,tackles,did,charles,johnson,have,in,super,bowl,50,?
anderson,0.16928687691688538,0.1450900435447693,0.13195283710956573,0.25878262519836426,0.22387412190437317,0.24739232659339905,0.40643569827079773,0.1675974726676941,0.21521469950675964,0.059231776744127274,0.12286082655191422,-0.027618147432804108,0.1857001930475235
was,0.16678167879581451,0.260356068611145,0.14069223403930664,0.17499198019504547,0.41399896144866943,0.28342804312705994,0.20490223169326782,0.2863433063030243,0.45514053106307983,0.21420986950397491,0.21915455162525177,-0.0011744623770937324,0.18412111699581146
the,0.33890387415885925,0.4335206151008606,0.27068960666656494,0.19076409935951233,0.34736719727516174,0.20777860283851624,0.2214501053094864,0.40389683842658997,0.6662389636039734,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
game,0.215279221534729,0.21957436203956604,0.1849600076675415,0.25622040033340454,0.19789010286331177,0.13706058263778687,0.22719578444957733,0.2211744487285614,0.23986028134822845,0.3480181396007538,0.2413962334394455,0.012895043939352036,0.1829071193933487
's,-0.026164190843701363,0.01698932610452175,0.1334245651960373,-0.035665374249219894,0.05069678649306297,-0.08611538261175156,-0.001078820670954883,-0.02807004563510418,-0.037580832839012146,0.09726737439632416,-0.02838491089642048,-0.01041578408330679,-0.023395681753754616
leading,0.18543758988380432,0.2955435812473297,0.22248181700706482,0.2662994861602783,0.20311816036701202,0.14795584976673126,0.117641881108284,0.16850294172763824,0.33273574709892273,0.13421620428562164,0.2586188316345215,0.046997249126434326,0.1360926628112793
rusher,0.1416911482810974,0.15115317702293396,0.10954611748456955,0.4850373864173889,0.18748943507671356,0.1981460154056549,0.33646437525749207,0.1602616012096405,0.2061399519443512,0.19524024426937103,0.2871274948120117,-0.010646880604326725,0.11668813228607178
with,0.3525622487068176,0.35744401812553406,0.1768326759338379,0.2096734493970871,0.25472134351730347,0.14436326920986176,0.1899239718914032,0.48046383261680603,0.4080928862094879,0.1518537551164627,0.18353787064552307,0.08371289074420929,0.2433311939239502
90,-0.07865460216999054,-0.11568436026573181,-0.19677463173866272,-0.10191847383975983,-0.021803488954901695,0.03978637233376503,-0.02520720101892948,-0.17410653829574585,0.022158663719892502,-0.06028551608324051,-0.08929884433746338,-0.029109308496117592,-0.0034062080085277557
yards,0.1345205456018448,0.13134367763996124,0.26723575592041016,0.5651472210884094,0.11230118572711945,0.21846681833267212,0.22898513078689575,0.13095317780971527,0.14206624031066895,0.22780416905879974,0.2993983328342438,0.016652274876832962,0.12453813850879669
and,0.33647966384887695,0.5296266674995422,0.2520328164100647,0.2184165120124817,0.34479495882987976,0.23640480637550354,0.24726895987987518,0.4711785912513733,0.4954058527946472,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.20544172823429108
a,0.29312583804130554,0.2872205972671509,0.20922091603279114,0.20524653792381287,0.2552328109741211,0.20142732560634613,0.2052394300699234,0.338716596364975,0.539380669593811,0.26005712151527405,0.19533146917819977,0.034183140844106674,0.23916715383529663
touchdown,0.1383858025074005,0.0646008551120758,0.24173788726329803,0.6315863132476807,0.1660659909248352,0.16300463676452637,0.23207589983940125,0.16715742647647858,0.14772959053516388,0.28897354006767273,0.4045678675174713,0.0124307069927454,0.12741123139858246
",",0.22659391164779663,0.40610817074775696,0.25815486907958984,0.22343356907367706,0.3015086054801941,0.24990057945251465,0.2783930003643036,0.3541618287563324,0.5201468467712402,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
along,0.2501010298728943,0.280875027179718,0.10846948623657227,0.16329994797706604,0.18832118809223175,0.10468585044145584,0.10424178838729858,0.2685122489929199,0.3603311777114868,0.09843510389328003,0.15146994590759277,0.0360545814037323,0.17134909331798553
with,0.3525622487068176,0.35744401812553406,0.1768326759338379,0.2096734493970871,0.25472134351730347,0.14436326920986176,0.1899239718914032,0.48046383261680603,0.4080928862094879,0.1518537551164627,0.18353787064552307,0.08371289074420929,0.2433311939239502
four,0.1955733299255371,0.4139232039451599,0.3074977397918701,0.037361759692430496,0.20222175121307373,0.0952070876955986,0.11252948641777039,0.3544043302536011,0.3085027039051056,0.17333437502384186,0.18062108755111694,0.02793193608522415,0.14532537758350372
receptions,0.1486419141292572,0.25486627221107483,0.17639538645744324,0.4441829025745392,0.2029949575662613,0.19641339778900146,0.215231254696846,0.24602174758911133,0.19997993111610413,0.1733546257019043,0.2712031304836273,-0.07024216651916504,0.12913717329502106
for,0.3308170735836029,0.40972793102264404,0.18924455344676971,0.27664637565612793,0.318512886762619,0.18664933741092682,0.20081734657287598,0.41175219416618347,0.4322226941585541,0.22938419878482819,0.24430087208747864,0.029183456674218178,0.264628142118454
10,0.09177426248788834,0.3056783974170685,0.08354569226503372,-0.020636817440390587,0.1914099007844925,0.02547094039618969,0.0559588186442852,0.2006417065858841,0.22690178453922272,0.053164973855018616,0.06414627283811569,-0.05261240527033806,0.022911956533789635
yards,0.1345205456018448,0.13134367763996124,0.26723575592041016,0.5651472210884094,0.11230118572711945,0.21846681833267212,0.22898513078689575,0.13095317780971527,0.14206624031066895,0.22780416905879974,0.2993983328342438,0.016652274876832962,0.12453813850879669
.,0.3287222981452942,0.3974229395389557,0.2295650690793991,0.2241174876689911,0.35288307070732117,0.2551998198032379,0.2807205319404602,0.41614407300949097,0.5591574311256409,0.2757420241832733,0.21516893804073334,0.04325474053621292,0.4130953550338745
,how,many,total,tackles,did,charles,johnson,have,in,super,bowl,50,?
defensive,0.08822094649076462,0.14274363219738007,0.09849262237548828,0.537887692451477,0.1420954167842865,0.153865247964859,0.18126098811626434,0.20972736179828644,0.22513550519943237,0.24016691744327545,0.3433232009410858,0.02395693026483059,0.1711898148059845
end,0.2481066733598709,0.2364911139011383,0.19223232567310333,0.2309579998254776,0.18808481097221375,0.12328466773033142,0.21632376313209534,0.24015727639198303,0.28539085388183594,0.11666745692491531,0.15939030051231384,0.022776473313570023,0.12543344497680664
charles,0.18120063841342926,0.17667710781097412,0.07012630999088287,0.253891259431839,0.11287324130535126,1.0000001192092896,0.3245658278465271,0.13644185662269592,0.21346928179264069,0.11475420743227005,0.16136306524276733,-0.0013248841278254986,0.17366734147071838
johnson,0.1713753342628479,0.21524930000305176,0.07487477362155914,0.37298351526260376,0.16520443558692932,0.3245658278465271,0.9999999403953552,0.22463227808475494,0.20434744656085968,0.14831671118736267,0.15781794488430023,-0.03220806270837784,0.1463736891746521
had,0.2549138069152832,0.40130746364593506,0.24812166392803192,0.2658616602420807,0.540525496006012,0.21397867798805237,0.23623360693454742,0.6263401508331299,0.385026752948761,0.17216899991035461,0.1661457121372223,0.09219186753034592,0.20728366076946259
four,0.1955733299255371,0.4139232039451599,0.3074977397918701,0.037361759692430496,0.20222175121307373,0.0952070876955986,0.11252948641777039,0.3544043302536011,0.3085027039051056,0.17333437502384186,0.18062108755111694,0.02793193608522415,0.14532537758350372
total,0.22199897468090057,0.2912171483039856,0.9999999403953552,0.20596396923065186,0.14788632094860077,0.07012630999088287,0.07487477362155914,0.2702822685241699,0.27667245268821716,0.16075772047042847,0.13796210289001465,0.010104950517416,0.14396025240421295
tackles,0.20144808292388916,0.14041443169116974,0.20596396923065186,1.0,0.2027961164712906,0.253891259431839,0.37298351526260376,0.24016723036766052,0.18025051057338715,0.23457856476306915,0.34894615411758423,0.08310284465551376,0.20188532769680023
