,how,many,items,is,the,university,library,home,to,?
another,0.34821072220802307,0.33634573221206665,0.19928880035877228,0.41278526186943054,0.5019711852073669,0.20031465590000153,0.1118687242269516,0.2011100947856903,0.48769932985305786,0.295511931180954
important,0.3054346442222595,0.4643375277519226,0.23628894984722137,0.350485235452652,0.39348116517066956,0.20405744016170502,0.22369244694709778,0.12689843773841858,0.30913278460502625,0.17812499403953552
library,0.09932420402765274,0.1814885139465332,0.28639376163482666,0.16916222870349884,0.19920319318771362,0.3760603964328766,0.9999999403953552,0.21504192054271698,0.19252733886241913,0.18938742578029633
–,0.13681066036224365,0.12880176305770874,0.026059605181217194,0.1436920464038849,0.2607575058937073,0.18653567135334015,0.14029674232006073,0.16319505870342255,0.19410304725170135,0.2714554965496063
the,0.33890387415885925,0.4335206151008606,0.23580949008464813,0.5823672413825989,1.0,0.263973206281662,0.19920319318771362,0.28978195786476135,0.535392165184021,0.22068053483963013
university,0.12992997467517853,0.19385361671447754,0.0012833939399570227,0.20346471667289734,0.263973206281662,1.0,0.3760603964328766,0.2638651728630066,0.20192374289035797,0.11887256056070328
library,0.09932420402765274,0.1814885139465332,0.28639376163482666,0.16916222870349884,0.19920319318771362,0.3760603964328766,0.9999999403953552,0.21504192054271698,0.19252733886241913,0.18938742578029633
",",0.22659391164779663,0.40610817074775696,0.21073096990585327,0.4691906273365021,0.4933079481124878,0.3017033040523529,0.16805633902549744,0.2790627181529999,0.44245919585227966,0.31091248989105225
founded,0.08764468133449554,0.15480440855026245,0.043795209378004074,0.21368175745010376,0.2840350568294525,0.3603554666042328,0.20474135875701904,0.22956199944019318,0.15697255730628967,0.09119737893342972
in,0.2601168751716614,0.41474202275276184,0.2189844399690628,0.5394441485404968,0.6662389636039734,0.3201795518398285,0.2101847380399704,0.30467477440834045,0.45010748505592346,0.20430970191955566
1816,0.37245985865592957,0.4777376055717468,0.33738958835601807,0.4205142855644226,0.47585317492485046,0.19809111952781677,0.2584851086139679,0.2071521133184433,0.42359891533851624,0.3900545537471771
",",0.22659391164779663,0.40610817074775696,0.21073096990585327,0.4691906273365021,0.4933079481124878,0.3017033040523529,0.16805633902549744,0.2790627181529999,0.44245919585227966,0.31091248989105225
is,0.22544461488723755,0.2649032473564148,0.24396629631519318,1.0,0.5823672413825989,0.20346471667289734,0.16916222870349884,0.22316986322402954,0.42745086550712585,0.22961433231830597
home,0.11464780569076538,0.19523783028125763,0.20504552125930786,0.22316986322402954,0.28978195786476135,0.2638651728630066,0.21504192054271698,1.0,0.31056779623031616,0.0757145956158638
to,0.44169697165489197,0.40243685245513916,0.3191612660884857,0.42745086550712585,0.535392165184021,0.20192374289035797,0.19252733886241913,0.31056779623031616,1.0,0.29463258385658264
over,0.31446483731269836,0.47131630778312683,0.22679616510868073,0.2159561663866043,0.39856547117233276,0.18348753452301025,0.15256260335445404,0.2430618852376938,0.38635820150375366,0.25742942094802856
two,0.2499001920223236,0.5147606730461121,0.14262835681438446,0.2315155267715454,0.43858039379119873,0.21943320333957672,0.1323847770690918,0.18019580841064453,0.3343428373336792,0.19645625352859497
million,0.21114659309387207,0.3520967364311218,0.20711474120616913,0.19962359964847565,0.277012437582016,0.17569899559020996,0.11873524636030197,0.15251600742340088,0.22033339738845825,0.23092924058437347
items,0.25054052472114563,0.30115842819213867,1.0000001192092896,0.24396629631519318,0.23580949008464813,0.0012833939399570227,0.28639376163482666,0.20504552125930786,0.3191612660884857,0.19807128608226776
.,0.3287222981452942,0.3974229395389557,0.23707115650177002,0.4569662809371948,0.5934505462646484,0.290679007768631,0.23675528168678284,0.3067048490047455,0.4645031690597534,0.4130953550338745
