,what,does,untersee,mean,?
lake,0.17778855562210083,0.10660015791654587,0.26288169622421265,0.11587399244308472,0.07226386666297913
constance,0.143944650888443,0.08125069737434387,0.2725397050380707,0.14457517862319946,0.1427515298128128
consists,0.11367427557706833,0.22611847519874573,0.20485030114650726,0.11609704792499542,-0.004641483072191477
of,0.33290785551071167,0.3119818866252899,0.3218066990375519,0.27551960945129395,0.1826142966747284
three,0.24888746440410614,0.1872161626815796,0.23171263933181763,0.10426804423332214,0.20928427577018738
bodies,0.1688588559627533,0.21532393991947174,0.18532711267471313,0.19305217266082764,0.18285469710826874
of,0.33290785551071167,0.3119818866252899,0.3218066990375519,0.27551960945129395,0.1826142966747284
water,0.17456887662410736,0.29202038049697876,0.1853177696466446,0.19739305973052979,0.14731885492801666
:,-0.12022944539785385,-0.11934193223714828,-0.012847267091274261,-0.04926652833819389,-0.07156077772378922
the,0.42745697498321533,0.35928019881248474,0.3217643201351166,0.25977957248687744,0.22068053483963013
obersee,0.19437503814697266,0.16869883239269257,0.6956056356430054,0.14563977718353271,0.15832701325416565
(,0.2411840260028839,0.2728188931941986,0.23428688943386078,0.24319502711296082,0.40561532974243164
``,0.008517155423760414,0.06539655476808548,-0.030482091009616852,0.06393398344516754,0.0685480609536171
upper,0.1592642068862915,0.12086480855941772,0.2850479483604431,0.07201623916625977,0.051342256367206573
lake,0.17778855562210083,0.10660015791654587,0.26288169622421265,0.11587399244308472,0.07226386666297913
'',0.08143015950918198,-0.004023602232336998,0.0045547448098659515,0.08347149938344955,0.018684765323996544
),0.26259949803352356,0.2575884759426117,0.22977419197559357,0.2426333725452423,0.42300865054130554
",",0.3087472915649414,0.28617382049560547,0.2558549642562866,0.27540135383605957,0.31091248989105225
the,0.42745697498321533,0.35928019881248474,0.3217643201351166,0.25977957248687744,0.22068053483963013
untersee,0.15786564350128174,0.14647643268108368,1.0,0.09158001095056534,0.10625222325325012
(,0.2411840260028839,0.2728188931941986,0.23428688943386078,0.24319502711296082,0.40561532974243164
``,0.008517155423760414,0.06539655476808548,-0.030482091009616852,0.06393398344516754,0.0685480609536171
lower,0.20079238712787628,0.19989411532878876,0.24667270481586456,0.16087062656879425,0.08471795171499252
lake,0.17778855562210083,0.10660015791654587,0.26288169622421265,0.11587399244308472,0.07226386666297913
'',0.08143015950918198,-0.004023602232336998,0.0045547448098659515,0.08347149938344955,0.018684765323996544
),0.26259949803352356,0.2575884759426117,0.22977419197559357,0.2426333725452423,0.42300865054130554
",",0.3087472915649414,0.28617382049560547,0.2558549642562866,0.27540135383605957,0.31091248989105225
and,0.31309178471565247,0.3461615741252899,0.26028457283973694,0.22596950829029083,0.20544172823429108
a,0.3320399522781372,0.38201746344566345,0.2837867736816406,0.3427932858467102,0.23916715383529663
connecting,0.2097303718328476,0.16362984478473663,0.28590890765190125,0.12804736196994781,0.0780353918671608
stretch,0.24601683020591736,0.18488040566444397,0.18423175811767578,0.21992453932762146,0.13738147914409637
of,0.33290785551071167,0.3119818866252899,0.3218066990375519,0.27551960945129395,0.1826142966747284
the,0.42745697498321533,0.35928019881248474,0.3217643201351166,0.25977957248687744,0.22068053483963013
rhine,0.16475653648376465,0.13532963395118713,0.4472404420375824,0.10673598945140839,0.13754533231258392
",",0.3087472915649414,0.28617382049560547,0.2558549642562866,0.27540135383605957,0.31091248989105225
called,0.3235960602760315,0.3201718330383301,0.2871010899543762,0.3477560579776764,0.18963319063186646
the,0.42745697498321533,0.35928019881248474,0.3217643201351166,0.25977957248687744,0.22068053483963013
seerhein,0.17807209491729736,0.20263756811618805,0.5920273065567017,0.1937875598669052,0.19828423857688904
(,0.2411840260028839,0.2728188931941986,0.23428688943386078,0.24319502711296082,0.40561532974243164
``,0.008517155423760414,0.06539655476808548,-0.030482091009616852,0.06393398344516754,0.0685480609536171
lake,0.17778855562210083,0.10660015791654587,0.26288169622421265,0.11587399244308472,0.07226386666297913
rhine,0.16475653648376465,0.13532963395118713,0.4472404420375824,0.10673598945140839,0.13754533231258392
'',0.08143015950918198,-0.004023602232336998,0.0045547448098659515,0.08347149938344955,0.018684765323996544
),0.26259949803352356,0.2575884759426117,0.22977419197559357,0.2426333725452423,0.42300865054130554
.,0.3567904531955719,0.3022993505001068,0.2954726219177246,0.21881133317947388,0.4130953550338745
