,which,genus,of,ctenophores,does,not,have,cydipped-like,larvae,?
since,0.3523256182670593,0.11823088675737381,0.35513219237327576,0.1170472577214241,0.23816218972206116,0.3510459065437317,0.47784632444381714,0.20309802889823914,0.11643879860639572,0.2876587212085724
all,0.50777268409729,0.1853405088186264,0.42798417806625366,0.2644745111465454,0.31124600768089294,0.4974499046802521,0.5559456944465637,0.312496542930603,0.2479332983493805,0.29575422406196594
modern,0.3329094350337982,0.14481650292873383,0.3482828736305237,0.26219505071640015,0.20442184805870056,0.20307135581970215,0.2661557197570801,0.2606565058231354,0.16301925480365753,0.12475407868623734
ctenophores,0.37328192591667175,0.5249719023704529,0.2626190483570099,1.0,0.2655069828033447,0.3236076831817627,0.3612369894981384,0.5603424906730652,0.5994699001312256,0.2054179310798645
except,0.32604995369911194,0.11731458455324173,0.2851351797580719,0.24016572535037994,0.3531995713710785,0.35712936520576477,0.3662084937095642,0.241031676530838,0.15922054648399353,0.16405975818634033
the,0.6521818041801453,0.17396312952041626,0.733189046382904,0.2543465793132782,0.35928019881248474,0.4310511648654938,0.40389683842658997,0.31907710433006287,0.22907966375350952,0.22068053483963013
beroids,0.25427964329719543,0.32788312435150146,0.2541283667087555,0.46320903301239014,0.2186700850725174,0.29614925384521484,0.34929314255714417,0.41712307929992676,0.3856043815612793,0.2394029200077057
have,0.49652695655822754,0.20666921138763428,0.3802283704280853,0.3612369894981384,0.3709583580493927,0.5619372129440308,0.9999999403953552,0.4638582170009613,0.25345316529273987,0.32991164922714233
cydippid-like,0.4246436357498169,0.4243631064891815,0.3267868161201477,0.5805850625038147,0.27499863505363464,0.37658002972602844,0.42358162999153137,0.8420496582984924,0.4876716136932373,0.26385825872421265
larvae,0.2741738259792328,0.4286034107208252,0.21030089259147644,0.5994699001312256,0.19251230359077454,0.2618771195411682,0.25345316529273987,0.47031256556510925,0.9999998807907104,0.18174287676811218
",",0.3658004403114319,0.1849420666694641,0.4946078956127167,0.19362998008728027,0.28617382049560547,0.3769696354866028,0.3541618287563324,0.30572888255119324,0.2069372534751892,0.31091248989105225
it,0.616637647151947,0.19466419517993927,0.38761502504348755,0.19476552307605743,0.34188351035118103,0.4651523232460022,0.40974161028862,0.3146972954273224,0.22433869540691376,0.25732165575027466
has,0.4350704550743103,0.13879609107971191,0.3909035325050354,0.16783113777637482,0.42885294556617737,0.32239022850990295,0.6353569626808167,0.23085299134254456,0.11937040835618973,0.15994466841220856
widely,0.3195490539073944,0.2740249037742615,0.22028475999832153,0.252763956785202,0.1870000809431076,0.2823861539363861,0.28339508175849915,0.29289090633392334,0.18945780396461487,0.10354958474636078
been,0.36993977427482605,0.19252359867095947,0.31685134768486023,0.18695539236068726,0.22925697267055511,0.39571741223335266,0.6493861675262451,0.30012407898902893,0.22619280219078064,0.24354910850524902
assumed,0.24081647396087646,0.15867602825164795,0.27665385603904724,0.2180277556180954,0.2481769174337387,0.3156666159629822,0.2737727165222168,0.2154034674167633,0.11104930937290192,0.2463492453098297
that,0.6894589066505432,0.19660550355911255,0.41498205065727234,0.3005664348602295,0.4764937460422516,0.6600887179374695,0.6182622313499451,0.3811911940574646,0.215378075838089,0.32716336846351624
their,0.4582767188549042,0.08456327766180038,0.4329940676689148,0.34535476565361023,0.29094186425209045,0.4368778169155121,0.523270845413208,0.3781825304031372,0.35310521721839905,0.1898253709077835
last,0.2768070101737976,0.15562374889850616,0.3052992522716522,0.12764370441436768,0.15111127495765686,0.24076122045516968,0.27193668484687805,0.2466840296983719,0.15741893649101257,0.22371746599674225
common,0.3148902356624603,0.29169657826423645,0.2949881851673126,0.3439505994319916,0.2881799340248108,0.25485387444496155,0.3370055556297302,0.38797691464424133,0.2612481415271759,0.20434872806072235
ancestor,0.22538192570209503,0.37943708896636963,0.23326565325260162,0.3265872597694397,0.15557503700256348,0.22305332124233246,0.29906484484672546,0.3435796797275543,0.20880962908267975,0.14805565774440765
also,0.6566565632820129,0.21888217329978943,0.4924938678741455,0.2624460756778717,0.4118025600910187,0.4917296767234802,0.5252172946929932,0.4040956199169159,0.2238789051771164,0.21848613023757935
resembled,0.35875818133354187,0.3366132378578186,0.24411915242671967,0.37496280670166016,0.1396857351064682,0.27220383286476135,0.3748031556606293,0.49534913897514343,0.2751234471797943,0.07765495032072067
cydippids,0.34656813740730286,0.4182521402835846,0.2979815900325775,0.5997593998908997,0.2202317863702774,0.312296599149704,0.36766985058784485,0.7302209734916687,0.548629105091095,0.217335045337677
",",0.3658004403114319,0.1849420666694641,0.4946078956127167,0.19362998008728027,0.28617382049560547,0.3769696354866028,0.3541618287563324,0.30572888255119324,0.2069372534751892,0.31091248989105225
having,0.4051061272621155,0.08079633116722107,0.38889452815055847,0.19931119680404663,0.32091236114501953,0.45144879817962646,0.5942753553390503,0.30800193548202515,0.11335853487253189,0.22418256103992462
an,0.3611921966075897,0.09244801849126816,0.32280945777893066,0.20671021938323975,0.29477936029434204,0.3722182512283325,0.22897054255008698,0.19342242181301117,0.15155138075351715,0.19793890416622162
egg-shaped,0.40760889649391174,0.3278179168701172,0.27476200461387634,0.4755646288394928,0.20168451964855194,0.26147279143333435,0.2875295877456665,0.5232511758804321,0.3874583840370178,0.11325749009847641
body,0.3445165753364563,0.1778474748134613,0.25063133239746094,0.3434145152568817,0.27194929122924805,0.2930580973625183,0.27852192521095276,0.3030984103679657,0.31757983565330505,0.20136451721191406
and,0.506277859210968,0.1453694999217987,0.5116966962814331,0.20973104238510132,0.3461615741252899,0.39099299907684326,0.4711785912513733,0.351156085729599,0.2113076150417328,0.20544172823429108
a,0.56894451379776,0.17700347304344177,0.5052502155303955,0.25153061747550964,0.38201746344566345,0.3791346549987793,0.338716596364975,0.31978434324264526,0.2019633650779724,0.23916715383529663
pair,0.3622627258300781,0.18282604217529297,0.19449220597743988,0.3480895161628723,0.11549903452396393,0.20962975919246674,0.31741735339164734,0.3947405517101288,0.26174890995025635,0.11695868521928787
of,0.5011631846427917,0.1679552048444748,1.0,0.2626190483570099,0.3119818866252899,0.3307090103626251,0.3802283704280853,0.29060468077659607,0.21030089259147644,0.1826142966747284
retractable,0.3571337163448334,0.2625221014022827,0.19188636541366577,0.3813505172729492,0.25135567784309387,0.33133459091186523,0.35642656683921814,0.42215496301651,0.3265024721622467,0.19423192739486694
tentacles,0.3532736003398895,0.36110320687294006,0.21750880777835846,0.5793060064315796,0.2339419275522232,0.2661753296852112,0.3148491680622101,0.5219178199768066,0.5376901030540466,0.15145425498485565
.,0.45942068099975586,0.18282905220985413,0.5352458953857422,0.22269779443740845,0.3022993505001068,0.4824007451534271,0.41614407300949097,0.3255009651184082,0.23891466856002808,0.4130953550338745
