,the,presence,or,absence,of,what,can,be,used,to,determine,the,relative,age,of,the,formations,in,which,they,are,found,?
as,0.48381632566452026,0.2591531276702881,0.4400654137134552,0.29398468136787415,0.3886612355709076,0.31749409437179565,0.3245031237602234,0.5230465531349182,0.35160550475120544,0.42092081904411316,0.3198702335357666,0.48381632566452026,0.21516168117523193,0.22976377606391907,0.3886612355709076,0.48381632566452026,0.22966185212135315,0.3887844979763031,0.41006597876548767,0.3294360637664795,0.3826591968536377,0.20543651282787323,0.27043893933296204
organisms,0.22463196516036987,0.27478694915771484,0.3525788187980652,0.29413652420043945,0.23870134353637695,0.22214920818805695,0.31675317883491516,0.2677736282348633,0.25557851791381836,0.26437875628471375,0.31273511052131653,0.22463196516036987,0.22954367101192474,0.1652429848909378,0.23870134353637695,0.22463196516036987,0.3762235939502716,0.21345661580562592,0.3490593135356903,0.35294169187545776,0.3114190697669983,0.24145568907260895,0.22621455788612366
exist,0.3024537265300751,0.28122788667678833,0.3274376392364502,0.27126842737197876,0.28013259172439575,0.3340267241001129,0.3189353048801422,0.36136531829833984,0.33660435676574707,0.2506487965583801,0.3264956772327423,0.3024537265300751,0.18155786395072937,0.0958624854683876,0.28013259172439575,0.3024537265300751,0.28889206051826477,0.2361043095588684,0.3443399667739868,0.3090543746948242,0.4066506326198578,0.2824633717536926,0.28923845291137695
at,0.457212895154953,0.10484021157026291,0.21026140451431274,0.1155519038438797,0.42558613419532776,0.2838611304759979,0.16641086339950562,0.30379733443260193,0.22295412421226501,0.36524343490600586,0.2584746479988098,0.457212895154953,0.23003612458705902,0.32409605383872986,0.42558613419532776,0.457212895154953,0.19156375527381897,0.4374977946281433,0.3286694884300232,0.29493749141693115,0.2074895054101944,0.21720094978809357,0.21978627145290375
the,1.0,0.34114351868629456,0.4174870550632477,0.3194023072719574,0.733189046382904,0.42745697498321533,0.312528520822525,0.4248143136501312,0.3718377649784088,0.535392165184021,0.40889066457748413,1.0,0.24540278315544128,0.24711290001869202,0.733189046382904,1.0,0.3201930522918701,0.6662389636039734,0.6521818041801453,0.49925389885902405,0.40399202704429626,0.3452354073524475,0.22068053483963013
same,0.4583131968975067,0.1402815282344818,0.36380261182785034,0.21119475364685059,0.3808329105377197,0.3764382302761078,0.3393253982067108,0.3600577712059021,0.31133803725242615,0.3205692768096924,0.3777610957622528,0.4583131968975067,0.31016215682029724,0.2179875522851944,0.3808329105377197,0.4583131968975067,0.2322147637605667,0.3692481815814972,0.4653036296367645,0.4089357554912567,0.3446533679962158,0.23375709354877472,0.22649677097797394
time,0.43061500787734985,0.16079507768154144,0.2774261236190796,0.23390795290470123,0.35127586126327515,0.36319252848625183,0.2720869183540344,0.3473503291606903,0.2869652807712555,0.3679993152618408,0.31341269612312317,0.43061500787734985,0.24555228650569916,0.3006857633590698,0.35127586126327515,0.43061500787734985,0.19173315167427063,0.3431483507156372,0.325231671333313,0.3580583930015564,0.24188680946826935,0.18558558821678162,0.27391523122787476
period,0.3125074505805969,0.17796151340007782,0.22841477394104004,0.2736065983772278,0.2698146104812622,0.24507179856300354,0.17864547669887543,0.25402894616127014,0.2327127307653427,0.24346192181110382,0.16946952044963837,0.3125074505805969,0.22948798537254333,0.3056888282299042,0.2698146104812622,0.3125074505805969,0.25887206196784973,0.23051127791404724,0.31679004430770874,0.23434767127037048,0.18534421920776367,0.13365647196769714,0.18706195056438446
throughout,0.4158564507961273,0.35458701848983765,0.17314185202121735,0.256571888923645,0.35374847054481506,0.2130906730890274,0.2523190677165985,0.2712457776069641,0.2784973680973053,0.31226396560668945,0.2558765411376953,0.4158564507961273,0.20623967051506042,0.17360907793045044,0.35374847054481506,0.4158564507961273,0.32203659415245056,0.46596065163612366,0.39025890827178955,0.29853323101997375,0.29618778824806213,0.25230056047439575,0.12665234506130219
the,1.0,0.34114351868629456,0.4174870550632477,0.3194023072719574,0.733189046382904,0.42745697498321533,0.312528520822525,0.4248143136501312,0.3718377649784088,0.535392165184021,0.40889066457748413,1.0,0.24540278315544128,0.24711290001869202,0.733189046382904,1.0,0.3201930522918701,0.6662389636039734,0.6521818041801453,0.49925389885902405,0.40399202704429626,0.3452354073524475,0.22068053483963013
world,0.33604270219802856,0.20865321159362793,0.16884274780750275,0.1627802699804306,0.2828933000564575,0.21669597923755646,0.2264544814825058,0.2187124341726303,0.2367367148399353,0.26213452219963074,0.18222489953041077,0.33604270219802856,0.11072397232055664,0.24584408104419708,0.2828933000564575,0.33604270219802856,0.2145184576511383,0.3038199245929718,0.29213306307792664,0.26389625668525696,0.22463127970695496,0.1707981675863266,0.17579582333564758
",",0.4933079481124878,0.21457527577877045,0.3769497275352478,0.21375854313373566,0.4946078956127167,0.3087472915649414,0.3139454126358032,0.39254459738731384,0.3120402991771698,0.44245919585227966,0.2144405096769333,0.4933079481124878,0.21147610247135162,0.2693369388580322,0.4946078956127167,0.4933079481124878,0.2789337933063507,0.5201468467712402,0.3658004403114319,0.390799880027771,0.4062570035457611,0.27385151386260986,0.31091248989105225
