,what,can,and,old,",",ill,man,not,do,?
an,0.2821882665157318,0.23671309649944305,0.2838519215583801,0.14737263321876526,0.3581022024154663,0.18438714742660522,0.2114652395248413,0.3722182512283325,0.25865980982780457,0.19793890416622162
old,0.22117848694324493,0.1715778112411499,0.29022282361984253,1.0000001192092896,0.26524028182029724,0.23183730244636536,0.2979499399662018,0.23599375784397125,0.1431131362915039,0.20577076077461243
",",0.3087472915649414,0.3139454126358032,0.6633074283599854,0.26524028182029724,1.0000001192092896,0.2385101020336151,0.26654794812202454,0.3769696354866028,0.3283645510673523,0.31091248989105225
ill,0.1912720948457718,0.21007481217384338,0.2817603647708893,0.23183730244636536,0.2385101020336151,0.9999998807907104,0.2670329213142395,0.3203331530094147,0.19764702022075653,0.15247376263141632
man,0.21916821599006653,0.198351189494133,0.22261469066143036,0.2979499399662018,0.26654794812202454,0.2670329213142395,1.0,0.2755829691886902,0.14896254241466522,0.2528940737247467
can,0.34502777457237244,1.0,0.3675691485404968,0.1715778112411499,0.3139454126358032,0.21007481217384338,0.198351189494133,0.49270012974739075,0.45775556564331055,0.3226337134838104
not,0.5449194312095642,0.49270012974739075,0.39099299907684326,0.23599375784397125,0.3769696354866028,0.3203331530094147,0.2755829691886902,0.9999999403953552,0.6619802713394165,0.41942933201789856
earn,0.16168662905693054,0.23199506103992462,0.24028709530830383,0.16200995445251465,0.2286224514245987,0.18404234945774078,0.2005179524421692,0.2421785444021225,0.2885552644729614,0.20429526269435883
as,0.31749409437179565,0.3245031237602234,0.49487000703811646,0.24722114205360413,0.48816442489624023,0.19741633534431458,0.19683623313903809,0.5105602741241455,0.38329678773880005,0.27043893933296204
much,0.45316147804260254,0.39803463220596313,0.38395699858665466,0.1923392415046692,0.36182254552841187,0.22760991752147675,0.24826079607009888,0.4392215311527252,0.312346875667572,0.23442231118679047
as,0.31749409437179565,0.3245031237602234,0.49487000703811646,0.24722114205360413,0.48816442489624023,0.19741633534431458,0.19683623313903809,0.5105602741241455,0.38329678773880005,0.27043893933296204
a,0.3320399522781372,0.3915780484676361,0.3739250600337982,0.2846200466156006,0.427140474319458,0.198128342628479,0.27759313583374023,0.3791346549987793,0.26237669587135315,0.23916715383529663
healthy,0.2440870702266693,0.33283811807632446,0.29313498735427856,0.17038007080554962,0.1961616426706314,0.38873252272605896,0.1673387885093689,0.3660616874694824,0.2837189733982086,0.15095935761928558
young,0.18808799982070923,0.1601988524198532,0.30018550157546997,0.34543079137802124,0.2606840431690216,0.324524849653244,0.27489355206489563,0.24969108402729034,0.19821898639202118,0.14931946992874146
man,0.21916821599006653,0.198351189494133,0.22261469066143036,0.2979499399662018,0.26654794812202454,0.2670329213142395,1.0,0.2755829691886902,0.14896254241466522,0.2528940737247467
;,0.10986888408660889,0.05390199273824692,0.08403264731168747,0.08706381171941757,0.04938793554902077,0.0427975170314312,0.10107897222042084,0.12084553390741348,0.06261929124593735,0.10349778085947037
gender,0.2898462414741516,0.26706162095069885,0.2679629623889923,0.1451238989830017,0.21584902703762054,0.13001219928264618,0.2534025311470032,0.2915252447128296,0.22793765366077423,0.22791960835456848
roles,0.19272974133491516,0.12377751618623734,0.28516852855682373,0.16387194395065308,0.2475985884666443,0.17171108722686768,0.24893394112586975,0.18230348825454712,0.16869428753852844,0.1763966977596283
and,0.31309178471565247,0.3675691485404968,1.0,0.29022282361984253,0.6633074283599854,0.2817603647708893,0.22261469066143036,0.39099299907684326,0.276123583316803,0.20544172823429108
customs,0.2684868574142456,0.19525571167469025,0.2955437898635864,0.21644912660121918,0.23453503847122192,0.1815733164548874,0.19026683270931244,0.22751937806606293,0.19080236554145813,0.19795118272304535
may,0.25739946961402893,0.43584567308425903,0.34598252177238464,0.1761052906513214,0.5007920861244202,0.23875850439071655,0.21542534232139587,0.39885732531547546,0.28230178356170654,0.2768254578113556
prevent,0.2723881006240845,0.36072608828544617,0.27715030312538147,0.09004805982112885,0.19234955310821533,0.27765941619873047,0.12021559476852417,0.39701515436172485,0.32342812418937683,0.2547389566898346
a,0.3320399522781372,0.3915780484676361,0.3739250600337982,0.2846200466156006,0.427140474319458,0.198128342628479,0.27759313583374023,0.3791346549987793,0.26237669587135315,0.23916715383529663
woman,0.2136753350496292,0.17630219459533691,0.18828067183494568,0.2685829997062683,0.18664926290512085,0.29438677430152893,0.5766842365264893,0.24259385466575623,0.16925092041492462,0.22504617273807526
from,0.2737620174884796,0.2516351342201233,0.3601827025413513,0.26649054884910583,0.39760664105415344,0.16912861168384552,0.16914385557174683,0.2567668557167053,0.20424067974090576,0.19969791173934937
receiving,0.1824735403060913,0.2461744248867035,0.26229605078697205,0.1270216703414917,0.2561630308628082,0.2260570079088211,0.19908899068832397,0.20565930008888245,0.18330273032188416,0.11734168976545334
an,0.2821882665157318,0.23671309649944305,0.2838519215583801,0.14737263321876526,0.3581022024154663,0.18438714742660522,0.2114652395248413,0.3722182512283325,0.25865980982780457,0.19793890416622162
education,0.19940856099128723,0.12172068655490875,0.308173805475235,0.15415696799755096,0.2718683183193207,0.17744886875152588,0.1492723524570465,0.22298960387706757,0.18523280322551727,0.18067774176597595
or,0.33867141604423523,0.5614996552467346,0.4713204801082611,0.24166588485240936,0.3769497275352478,0.18125775456428528,0.2590550482273102,0.5119067430496216,0.39439281821250916,0.32389625906944275
working,0.2846863269805908,0.252237468957901,0.30510061979293823,0.13200008869171143,0.29007792472839355,0.23570729792118073,0.16383963823318481,0.2550792098045349,0.2560761868953705,0.17154020071029663
outside,0.3224688768386841,0.28508907556533813,0.31803378462791443,0.16627173125743866,0.2726076543331146,0.1701519936323166,0.22268904745578766,0.3095373511314392,0.18878477811813354,0.14839068055152893
the,0.42745697498321533,0.312528520822525,0.5171257257461548,0.31849798560142517,0.4933079481124878,0.17770197987556458,0.23171134293079376,0.4310511648654938,0.30239659547805786,0.22068053483963013
home,0.1608789712190628,0.14063408970832825,0.24667192995548248,0.29875805974006653,0.2790627181529999,0.18644040822982788,0.217783123254776,0.15877977013587952,0.1344684660434723,0.0757145956158638
.,0.3567904531955719,0.35783761739730835,0.588965117931366,0.32390445470809937,0.6812511086463928,0.2032499462366104,0.27014487981796265,0.4824007451534271,0.3613996207714081,0.4130953550338745
