,who,founded,the,umc,?
founded,0.2723641097545624,1.0000001192092896,0.2840350568294525,0.22893844544887543,0.09119737893342972
in,0.2792111933231354,0.24877111613750458,0.6662389636039734,0.15436193346977234,0.20430970191955566
1968,-0.017259184271097183,0.016514915972948074,0.07431387901306152,-0.05871393531560898,-0.08543776720762253
by,0.39727845788002014,0.264241099357605,0.4408751428127289,0.16236968338489532,0.17966607213020325
the,0.3733934462070465,0.2840350568294525,1.0,0.21262750029563904,0.22068053483963013
union,0.16662479937076569,0.2259237915277481,0.24421639740467072,0.13217702507972717,0.07797172665596008
of,0.2827862501144409,0.24571022391319275,0.733189046382904,0.18128293752670288,0.1826142966747284
the,0.3733934462070465,0.2840350568294525,1.0,0.21262750029563904,0.22068053483963013
methodist,0.21443013846874237,0.2783272862434387,0.21922016143798828,0.2650960683822632,0.1436992734670639
church,0.19418756663799286,0.20292437076568604,0.23846197128295898,0.20494024455547333,0.18081501126289368
(,0.2443375140428543,0.16187793016433716,0.33289089798927307,0.2078039050102234,0.40561532974243164
usa,0.08104021102190018,0.24890007078647614,0.18954607844352722,0.23610952496528625,0.18464894592761993
),0.2457384318113327,0.19867146015167236,0.3456730246543884,0.21987228095531464,0.42300865054130554
and,0.41279885172843933,0.22426098585128784,0.5171257257461548,0.21982228755950928,0.20544172823429108
the,0.3733934462070465,0.2840350568294525,1.0,0.21262750029563904,0.22068053483963013
evangelical,0.21145540475845337,0.2800673842430115,0.23743100464344025,0.31281307339668274,0.16597984731197357
united,0.21193812787532806,0.22981256246566772,0.34367692470550537,0.1928277611732483,0.17266890406608582
brethren,0.31923049688339233,0.2496144026517868,0.265458881855011,0.23214279115200043,0.16745728254318237
church,0.19418756663799286,0.20292437076568604,0.23846197128295898,0.20494024455547333,0.18081501126289368
",",0.3365725874900818,0.24976085126399994,0.4933079481124878,0.1953766793012619,0.31091248989105225
the,0.3733934462070465,0.2840350568294525,1.0,0.21262750029563904,0.22068053483963013
umc,0.28098225593566895,0.22893844544887543,0.21262750029563904,1.0,0.2609967589378357
traces,0.23818589746952057,0.15732477605342865,0.281084805727005,0.16186170279979706,0.1317649632692337
its,0.1326070874929428,0.2554669976234436,0.559237003326416,0.13618949055671692,0.15103481709957123
roots,0.09409457445144653,0.16046062111854553,0.2583441734313965,0.10772911459207535,0.09478887915611267
back,0.2667590379714966,0.1573338657617569,0.3612101674079895,0.11251688748598099,0.2397768795490265
to,0.42656609416007996,0.15697255730628967,0.535392165184021,0.23076260089874268,0.29463258385658264
the,0.3733934462070465,0.2840350568294525,1.0,0.21262750029563904,0.22068053483963013
revival,0.1408388912677765,0.21333986520767212,0.30452626943588257,0.19131781160831451,0.09967152029275894
movement,0.1981392204761505,0.2558235228061676,0.339571475982666,0.1955679953098297,0.1423349231481552
of,0.2827862501144409,0.24571022391319275,0.733189046382904,0.18128293752670288,0.1826142966747284
john,0.30388808250427246,0.1427614688873291,0.2230520099401474,0.09613364934921265,0.13162356615066528
and,0.41279885172843933,0.22426098585128784,0.5171257257461548,0.21982228755950928,0.20544172823429108
charles,0.27103671431541443,0.1769985556602478,0.20777860283851624,0.06195159628987312,0.17366734147071838
wesley,0.2321225255727768,0.1550280749797821,0.1425647884607315,0.15981075167655945,0.1662333607673645
in,0.2792111933231354,0.24877111613750458,0.6662389636039734,0.15436193346977234,0.20430970191955566
england,0.23733465373516083,0.2125147581100464,0.28280043601989746,0.07454215735197067,0.13436897099018097
as,0.3923053741455078,0.2213044911623001,0.48381632566452026,0.24607859551906586,0.27043893933296204
well,0.3480316996574402,0.1489964723587036,0.42630070447921753,0.20934340357780457,0.24815571308135986
as,0.3923053741455078,0.2213044911623001,0.48381632566452026,0.24607859551906586,0.27043893933296204
the,0.3733934462070465,0.2840350568294525,1.0,0.21262750029563904,0.22068053483963013
great,0.24061277508735657,0.11851771920919418,0.2822027802467346,0.1181885302066803,0.13135133683681488
awakening,0.22578293085098267,0.14545489847660065,0.33202415704727173,0.29456809163093567,0.13719210028648376
in,0.2792111933231354,0.24877111613750458,0.6662389636039734,0.15436193346977234,0.20430970191955566
the,0.3733934462070465,0.2840350568294525,1.0,0.21262750029563904,0.22068053483963013
united,0.21193812787532806,0.22981256246566772,0.34367692470550537,0.1928277611732483,0.17266890406608582
states,0.21313154697418213,0.21215783059597015,0.3463578522205353,0.19076497852802277,0.16272737085819244
.,0.3541337847709656,0.23141497373580933,0.5934505462646484,0.23154163360595703,0.4130953550338745
