,how,would,the,word,apothecary,be,viewed,by,contemporary,english,speakers,?
often,0.41107481718063354,0.3489023745059967,0.38004449009895325,0.33453723788261414,0.2819061577320099,0.463177889585495,0.27546876668930054,0.32333052158355713,0.2605482041835785,0.17056885361671448,0.22161293029785156,0.23748154938220978
the,0.33890387415885925,0.4133751392364502,1.0,0.2835540175437927,0.2542448341846466,0.4248143136501312,0.34172287583351135,0.4408751428127289,0.25350451469421387,0.23982001841068268,0.2500099837779999,0.22068053483963013
place,0.23435121774673462,0.2701779305934906,0.4179787337779999,0.21294663846492767,0.2048153579235077,0.2887270152568817,0.14388982951641083,0.22235022485256195,0.12266375869512558,0.2063739150762558,0.18751324713230133,0.2455766350030899
that,0.557814359664917,0.5895259380340576,0.5473989248275757,0.31071701645851135,0.3230030834674835,0.6036020517349243,0.3415454924106598,0.37496164441108704,0.21693289279937744,0.21455132961273193,0.18459899723529816,0.32716336846351624
did,0.375736802816391,0.6268245577812195,0.34736719727516174,0.16434818506240845,0.2934519052505493,0.22657383978366852,0.190229594707489,0.18574509024620056,0.21341855823993683,0.18994997441768646,0.14396876096725464,0.3023456633090973
this,0.45272302627563477,0.47797831892967224,0.6274310946464539,0.32559508085250854,0.20881123840808868,0.566177248954773,0.3171018064022064,0.38438332080841064,0.23095183074474335,0.2799903452396393,0.1666651964187622,0.3155723512172699
was,0.16678167879581451,0.41663143038749695,0.48711544275283813,0.20755049586296082,0.3406949043273926,0.42228707671165466,0.20419913530349731,0.4752357602119446,0.23796632885932922,0.23000946640968323,0.14999352395534515,0.18412111699581146
called,0.2869613468647003,0.26473334431648254,0.489897221326828,0.3621441423892975,0.27486419677734375,0.2761072516441345,0.2687455117702484,0.3092815577983856,0.12488315254449844,0.14260196685791016,0.15147030353546143,0.18963319063186646
an,0.2520636022090912,0.2650099992752075,0.4207492768764496,0.20989613234996796,0.23314917087554932,0.33041056990623474,0.22299160063266754,0.2719563841819763,0.21317511796951294,0.21771825850009918,0.15527907013893127,0.19793890416622162
apothecary,0.2780221700668335,0.22588415443897247,0.2542448341846466,0.17861740291118622,1.0,0.18915624916553497,0.15415982902050018,0.22279015183448792,0.25220373272895813,0.27774307131767273,0.17045564949512482,0.20179016888141632
and,0.33647966384887695,0.34921059012413025,0.5171257257461548,0.20273149013519287,0.24684222042560577,0.41766801476478577,0.19539690017700195,0.4289871156215668,0.31080201268196106,0.3409043252468109,0.20654089748859406,0.20544172823429108
several,0.28568220138549805,0.25656557083129883,0.40559855103492737,0.16822154819965363,0.19369491934776306,0.3049358129501343,0.18400493264198303,0.3275541365146637,0.21144703030586243,0.1879388988018036,0.14351780712604523,0.15595775842666626
languages,0.2007300704717636,0.20083479583263397,0.25516149401664734,0.3547842502593994,0.18132057785987854,0.19619309902191162,0.2038700431585312,0.18464301526546478,0.15943241119384766,0.39200136065483093,0.5943894982337952,0.22599908709526062
have,0.4370637536048889,0.484149694442749,0.40389683842658997,0.2115316241979599,0.237960085272789,0.5760743618011475,0.2168254405260086,0.3359639644622803,0.21517224609851837,0.22710247337818146,0.2409115880727768,0.32991164922714233
this,0.45272302627563477,0.47797831892967224,0.6274310946464539,0.32559508085250854,0.20881123840808868,0.566177248954773,0.3171018064022064,0.38438332080841064,0.23095183074474335,0.2799903452396393,0.1666651964187622,0.3155723512172699
as,0.33782753348350525,0.3824005722999573,0.48381632566452026,0.2052028775215149,0.2949806749820709,0.5230465531349182,0.2334030270576477,0.3815547823905945,0.2450105845928192,0.2722744047641754,0.20385394990444183,0.27043893933296204
the,0.33890387415885925,0.4133751392364502,1.0,0.2835540175437927,0.2542448341846466,0.4248143136501312,0.34172287583351135,0.4408751428127289,0.25350451469421387,0.23982001841068268,0.2500099837779999,0.22068053483963013
dominant,0.12451641261577606,0.21762533485889435,0.3743239641189575,0.2923873960971832,0.09125690162181854,0.25429558753967285,0.22602248191833496,0.18621817231178284,0.274084210395813,0.12329033017158508,0.2250259518623352,0.07625212520360947
term,0.23617766797542572,0.23224718868732452,0.2740369141101837,0.5317829847335815,0.2207382768392563,0.2703228294849396,0.22224001586437225,0.1564474254846573,0.25177955627441406,0.14623789489269257,0.09994446486234665,0.1901002675294876
",",0.22659391164779663,0.32586824893951416,0.4933079481124878,0.24605005979537964,0.2608887553215027,0.39254459738731384,0.2206074744462967,0.3680937886238098,0.28917112946510315,0.3339248597621918,0.2619240880012512,0.31091248989105225
though,0.38766178488731384,0.4490298330783844,0.38776206970214844,0.2592710256576538,0.26898154616355896,0.46173956990242004,0.26005709171295166,0.3096425533294678,0.2405867874622345,0.2550409138202667,0.25993847846984863,0.3188856542110443
their,0.3316696584224701,0.4112042188644409,0.516537070274353,0.16875289380550385,0.2318003922700882,0.3200586438179016,0.2246585637331009,0.3242124021053314,0.22465398907661438,0.18539555370807648,0.17892253398895264,0.1898253709077835
practices,0.28959527611732483,0.25542187690734863,0.24007414281368256,0.29329314827919006,0.26794111728668213,0.29048261046409607,0.2334265559911728,0.17667712271213531,0.2631930112838745,0.14906826615333557,0.21077050268650055,0.18974241614341736
are,0.311818927526474,0.32024338841438293,0.40399202704429626,0.2003016620874405,0.17354664206504822,0.5556803941726685,0.17731130123138428,0.37842893600463867,0.18846532702445984,0.20190079510211945,0.3058508634567261,0.24591213464736938
more,0.4319567084312439,0.446984201669693,0.39758381247520447,0.23111075162887573,0.15577784180641174,0.5445363521575928,0.30897945165634155,0.2627272307872772,0.25433534383773804,0.2316426932811737,0.2521089017391205,0.27894994616508484
akin,0.28614023327827454,0.21985256671905518,0.19404323399066925,0.2118207961320877,0.1882997304201126,0.22774097323417664,0.20216627418994904,0.19238786399364471,0.15956678986549377,0.1833290159702301,0.11203784495592117,0.25172919034957886
to,0.44169697165489197,0.5965728163719177,0.535392165184021,0.2865414023399353,0.2549929916858673,0.4972836375236511,0.22659115493297577,0.33534231781959534,0.19410967826843262,0.21984367072582245,0.25578445196151733,0.29463258385658264
a,0.29312583804130554,0.398599237203598,0.5829201340675354,0.3246598243713379,0.2963058650493622,0.39883795380592346,0.22637882828712463,0.32094135880470276,0.1928429901599884,0.21707510948181152,0.1922559142112732,0.23916715383529663
modern,0.15316444635391235,0.14378008246421814,0.3283970355987549,0.2755415737628937,0.21517561376094818,0.2118767350912094,0.1825387328863144,0.14536865055561066,0.45981520414352417,0.15254026651382446,0.20523087680339813,0.12475407868623734
pharmacy,0.2161569893360138,0.1262253224849701,0.1938311904668808,0.11398584395647049,0.33376869559288025,0.16073517501354218,0.0813552513718605,0.09795649349689484,0.12832581996917725,0.12246868759393692,0.1241598129272461,0.1355620175600052
",",0.22659391164779663,0.32586824893951416,0.4933079481124878,0.24605005979537964,0.2608887553215027,0.39254459738731384,0.2206074744462967,0.3680937886238098,0.28917112946510315,0.3339248597621918,0.2619240880012512,0.31091248989105225
in,0.2601168751716614,0.30461156368255615,0.6662389636039734,0.19815877079963684,0.2294633984565735,0.3481820821762085,0.194101944565773,0.370934396982193,0.25818222761154175,0.19623121619224548,0.19017960131168365,0.20430970191955566
english,0.18202126026153564,0.20955251157283783,0.23982001841068268,0.2780221700668335,0.27774307131767273,0.20368270576000214,0.16694815456867218,0.20002366602420807,0.13675367832183838,0.9999999403953552,0.395559698343277,0.23251567780971527
the,0.33890387415885925,0.4133751392364502,1.0,0.2835540175437927,0.2542448341846466,0.4248143136501312,0.34172287583351135,0.4408751428127289,0.25350451469421387,0.23982001841068268,0.2500099837779999,0.22068053483963013
term,0.23617766797542572,0.23224718868732452,0.2740369141101837,0.5317829847335815,0.2207382768392563,0.2703228294849396,0.22224001586437225,0.1564474254846573,0.25177955627441406,0.14623789489269257,0.09994446486234665,0.1901002675294876
apothecary,0.2780221700668335,0.22588415443897247,0.2542448341846466,0.17861740291118622,1.0,0.18915624916553497,0.15415982902050018,0.22279015183448792,0.25220373272895813,0.27774307131767273,0.17045564949512482,0.20179016888141632
would,0.43239715695381165,1.0000001192092896,0.4133751392364502,0.24640712141990662,0.22588415443897247,0.5202695727348328,0.2899033725261688,0.28394925594329834,0.15934565663337708,0.20955251157283783,0.2101224809885025,0.37178951501846313
today,0.2630672752857208,0.2509833574295044,0.35740926861763,0.2804814577102661,0.2527284324169159,0.2938213050365448,0.26546478271484375,0.16644306480884552,0.2546464502811432,0.20015724003314972,0.284479558467865,0.17338968813419342
be,0.4158933162689209,0.5202695727348328,0.4248143136501312,0.27129513025283813,0.18915624916553497,1.0,0.31284257769584656,0.43158695101737976,0.20694810152053833,0.20368270576000214,0.19785691797733307,0.3324260413646698
seen,0.24651527404785156,0.3271655738353729,0.3442007005214691,0.2482757717370987,0.18871428072452545,0.37386253476142883,0.5360220670700073,0.22616511583328247,0.1546754390001297,0.1794055998325348,0.16350111365318298,0.2567344307899475
as,0.33782753348350525,0.3824005722999573,0.48381632566452026,0.2052028775215149,0.2949806749820709,0.5230465531349182,0.2334030270576477,0.3815547823905945,0.2450105845928192,0.2722744047641754,0.20385394990444183,0.27043893933296204
outdated,0.34534725546836853,0.378109872341156,0.18381841480731964,0.23913118243217468,0.1918809562921524,0.3812941908836365,0.26770347356796265,0.17451724410057068,0.18821482360363007,0.2742086350917816,0.2668515741825104,0.4372144043445587
or,0.3378981947898865,0.39548179507255554,0.4174870550632477,0.39034852385520935,0.17157886922359467,0.5260903835296631,0.2525877058506012,0.30274316668510437,0.24550525844097137,0.1728663295507431,0.2346400022506714,0.32389625906944275
only,0.36590442061424255,0.4579673111438751,0.5497692227363586,0.273712158203125,0.2461344599723816,0.46042704582214355,0.2676388919353485,0.36511722207069397,0.26473987102508545,0.20613466203212738,0.2624342441558838,0.2767370045185089
approproriate,0.37348538637161255,0.4118058383464813,0.34522145986557007,0.2380552589893341,0.2589057385921478,0.495033860206604,0.2210945188999176,0.2347956746816635,0.25083643198013306,0.22891907393932343,0.27444469928741455,0.32907024025917053
if,0.4917012155056,0.5543612837791443,0.33724796772003174,0.2282087504863739,0.19523492455482483,0.5628611445426941,0.2113424390554428,0.2429230511188507,0.13036152720451355,0.21611489355564117,0.20202134549617767,0.4441644251346588
herbal,0.1756424456834793,0.20717456936836243,0.17769169807434082,0.26382869482040405,0.24446184933185577,0.21906022727489471,0.08114128559827805,0.185813769698143,0.19418057799339294,0.18294794857501984,0.22217315435409546,0.0938911959528923
remedies,0.2624068856239319,0.30274417996406555,0.17671814560890198,0.24274016916751862,0.18700774013996124,0.3599978983402252,0.15756185352802277,0.1388939619064331,0.2482685148715973,0.11062726378440857,0.17088596522808075,0.2841661274433136
were,0.2082374095916748,0.37426912784576416,0.3906462490558624,0.11572293937206268,0.24402938783168793,0.4064064621925354,0.170766681432724,0.4406847059726715,0.23908266425132751,0.19933702051639557,0.19752226769924164,0.17890112102031708
on,0.32655060291290283,0.35589995980262756,0.5107308030128479,0.12986846268177032,0.1678909957408905,0.37900757789611816,0.3040112555027008,0.33887791633605957,0.18855053186416626,0.20717674493789673,0.13627570867538452,0.2714994251728058
offer,0.21602605283260345,0.40259283781051636,0.21118608117103577,0.10747208446264267,0.27175599336624146,0.2898631691932678,0.24217379093170166,0.15273679792881012,0.15939241647720337,0.13889718055725098,0.17248035967350006,0.1774262934923172
to,0.44169697165489197,0.5965728163719177,0.535392165184021,0.2865414023399353,0.2549929916858673,0.4972836375236511,0.22659115493297577,0.33534231781959534,0.19410967826843262,0.21984367072582245,0.25578445196151733,0.29463258385658264
a,0.29312583804130554,0.398599237203598,0.5829201340675354,0.3246598243713379,0.2963058650493622,0.39883795380592346,0.22637882828712463,0.32094135880470276,0.1928429901599884,0.21707510948181152,0.1922559142112732,0.23916715383529663
large,0.21342547237873077,0.27663370966911316,0.3828733265399933,0.22892320156097412,0.12299761921167374,0.2907196581363678,0.21232877671718597,0.2555539309978485,0.16887174546718597,0.08193325996398926,0.17931078374385834,0.1355665624141693
extent,0.2949109673500061,0.3039941191673279,0.2727625370025635,0.17188146710395813,0.15474933385849,0.31358057260513306,0.21866269409656525,0.19605369865894318,0.2782211899757385,0.15229292213916779,0.22425931692123413,0.1940663903951645
.,0.3287222981452942,0.35067233443260193,0.5934505462646484,0.13155406713485718,0.23846183717250824,0.4383580684661865,0.27454590797424316,0.3936232924461365,0.23390525579452515,0.2881386876106262,0.21558541059494019,0.4130953550338745
