,what,one,word,did,the,nfl,commissioner,use,to,describe,what,super,bowl,50,was,intended,to,be,?
in,0.30808621644973755,0.4129433035850525,0.19815877079963684,0.2593238651752472,0.6662389636039734,0.12599408626556396,0.25561144948005676,0.2715643048286438,0.45010748505592346,0.2910135090351105,0.30808621644973755,0.18576006591320038,0.17236235737800598,0.021892361342906952,0.45514053106307983,0.2369074523448944,0.45010748505592346,0.3481820821762085,0.20430970191955566
early,0.2454567849636078,0.2256891131401062,0.1616804003715515,0.32047218084335327,0.34442198276519775,0.10286319255828857,0.14156143367290497,0.22727534174919128,0.24557004868984222,0.25441044569015503,0.2454567849636078,0.10942362248897552,0.14853668212890625,0.015778101980686188,0.4148794412612915,0.1818685382604599,0.24557004868984222,0.2155047357082367,0.15272949635982513
2012,0.2266836017370224,0.3787119388580322,0.2592521607875824,0.16113266348838806,0.46885523200035095,0.10287706553936005,0.17070372402668,0.17596934735774994,0.32762008905410767,0.20121559500694275,0.2266836017370224,0.19708658754825592,0.1755882352590561,0.017723556607961655,0.2899843454360962,0.17465585470199585,0.32762008905410767,0.2715093493461609,0.18042556941509247
",",0.3087472915649414,0.3696635365486145,0.24605005979537964,0.3015086054801941,0.4933079481124878,0.18939071893692017,0.23213201761245728,0.3276674151420593,0.44245919585227966,0.18910212814807892,0.3087472915649414,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.45456063747406006,0.18479764461517334,0.44245919585227966,0.39254459738731384,0.31091248989105225
nfl,0.12579965591430664,0.19273783266544342,0.052245717495679855,0.16524574160575867,0.15305201709270477,1.0,0.26866310834884644,0.12984168529510498,0.1526731252670288,0.11405579745769501,0.12579965591430664,0.319060355424881,0.48354101181030273,-0.06279195845127106,0.20145657658576965,0.13645103573799133,0.1526731252670288,0.12418080866336823,0.10610254108905792
commissioner,0.1831938475370407,0.1288270205259323,0.07847324758768082,0.19308091700077057,0.25271227955818176,0.26866310834884644,1.0000001192092896,0.14896222949028015,0.21615050733089447,0.108608677983284,0.1831938475370407,0.162574902176857,0.17646083235740662,0.03049071878194809,0.3285019099712372,0.1860388070344925,0.21615050733089447,0.1837872862815857,0.1209191158413887
roger,0.1456337571144104,0.13579250872135162,0.10825689882040024,0.16114541888237,0.1998666524887085,0.13967666029930115,0.22977811098098755,0.1037302240729332,0.16690795123577118,0.14488530158996582,0.1456337571144104,0.1611955761909485,0.1433940976858139,0.03958752378821373,0.26313790678977966,0.15870904922485352,0.16690795123577118,0.09867391735315323,0.0969553217291832
goodell,0.2141730785369873,0.24400222301483154,0.17201660573482513,0.2014486938714981,0.2954566180706024,0.34426531195640564,0.4120275378227234,0.11882932484149933,0.217975452542305,0.1431969702243805,0.2141730785369873,0.22485686838626862,0.2514421343803406,-0.013359075412154198,0.3513367474079132,0.15625782310962677,0.217975452542305,0.17473284900188446,0.18825720250606537
stated,0.3668954074382782,0.28008419275283813,0.1712052822113037,0.3936442732810974,0.2814950942993164,0.17967255413532257,0.22937007248401642,0.21226878464221954,0.3195562958717346,0.2634340226650238,0.3668954074382782,0.1140226274728775,0.04108824580907822,-0.04979994520545006,0.33307945728302,0.41576868295669556,0.3195562958717346,0.2993191182613373,0.24280361831188202
that,0.6297725439071655,0.5133185982704163,0.31071701645851135,0.47518548369407654,0.5473989248275757,0.15213505923748016,0.18016722798347473,0.3939064145088196,0.5436353087425232,0.3340485394001007,0.6297725439071655,0.18258553743362427,0.10987387597560883,-0.014119508676230907,0.33670201897621155,0.4053201675415039,0.5436353087425232,0.6036020517349243,0.32716336846351624
the,0.42745697498321533,0.5514441132545471,0.2835540175437927,0.34736719727516174,1.0,0.15305201709270477,0.25271227955818176,0.34342584013938904,0.535392165184021,0.26495152711868286,0.42745697498321533,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.48711544275283813,0.29853108525276184,0.535392165184021,0.4248143136501312,0.22068053483963013
league,0.16616638004779816,0.19038084149360657,0.10975544899702072,0.17557655274868011,0.2724147439002991,0.3908804953098297,0.32959142327308655,0.14532800018787384,0.18720030784606934,0.10576209425926208,0.16616638004779816,0.37144264578819275,0.3365440368652344,0.07430867850780487,0.21425791084766388,0.11949434876441956,0.18720030784606934,0.1451711356639862,0.15941482782363892
planned,0.21141068637371063,0.22581371665000916,0.045546457171440125,0.3708326518535614,0.3010992109775543,0.11800064891576767,0.20996451377868652,0.20876790583133698,0.309917151927948,0.09216301143169403,0.21141068637371063,0.17853780090808868,0.08377405256032944,0.07631795853376389,0.3590250015258789,0.41063839197158813,0.309917151927948,0.2403009980916977,0.16188396513462067
