,how,is,the,o2,molecule,referred,to,in,its,ground,state,?
hence,0.2724249064922333,0.3069480359554291,0.36636626720428467,0.08002191036939621,0.30280616879463196,0.28865429759025574,0.31463760137557983,0.22663943469524384,0.3435467779636383,0.16501981019973755,0.23982737958431244,0.23041710257530212
",",0.22659391164779663,0.4691906273365021,0.4933079481124878,-0.037892747670412064,0.16086536645889282,0.2511569857597351,0.44245919585227966,0.5201468467712402,0.33157986402511597,0.22859713435173035,0.29481780529022217,0.31091248989105225
the,0.33890387415885925,0.5823672413825989,1.0,-0.11169687658548355,0.24164284765720367,0.3088674545288086,0.535392165184021,0.6662389636039734,0.559237003326416,0.25776049494743347,0.3097178041934967,0.22068053483963013
ground,0.21186669170856476,0.2406253069639206,0.25776049494743347,-0.08799801021814346,0.2042977660894394,0.18920494616031647,0.22786086797714233,0.20377106964588165,0.25074392557144165,1.0,0.19451193511486053,0.11401822417974472
state,0.15028610825538635,0.2627358138561249,0.3097178041934967,-0.12199199944734573,0.20400099456310272,0.21496963500976562,0.25557461380958557,0.33316072821617126,0.3171643614768982,0.19451193511486053,1.0,0.1160883978009224
of,0.2480744868516922,0.4854315221309662,0.733189046382904,-0.11047574132680893,0.24491971731185913,0.317892849445343,0.41548454761505127,0.5696388483047485,0.48690423369407654,0.22660790383815765,0.34253445267677307,0.1826142966747284
the,0.33890387415885925,0.5823672413825989,1.0,-0.11169687658548355,0.24164284765720367,0.3088674545288086,0.535392165184021,0.6662389636039734,0.559237003326416,0.25776049494743347,0.3097178041934967,0.22068053483963013
o,0.1453389823436737,0.18684464693069458,0.19071193039417267,0.17756037414073944,0.24189607799053192,0.10750725865364075,0.1644444614648819,0.17052006721496582,0.14589886367321014,0.18075476586818695,0.18768437206745148,0.23868927359580994
2,-0.02554285153746605,-0.07940074801445007,-0.019434669986367226,0.026242131367325783,0.10542728006839752,-0.021998215466737747,-0.0836251974105835,0.01447046548128128,-0.0342729426920414,-0.024767417460680008,0.059985850006341934,0.001977203879505396
molecule,0.3129431903362274,0.2565222382545471,0.24164284765720367,0.16014333069324493,1.0,0.14390619099140167,0.2560041546821594,0.22239558398723602,0.21957767009735107,0.2042977660894394,0.20400099456310272,0.15761622786521912
is,0.22544461488723755,1.0,0.5823672413825989,-0.0536184124648571,0.2565222382545471,0.3144040107727051,0.42745086550712585,0.5394441485404968,0.4447362422943115,0.2406253069639206,0.2627358138561249,0.22961433231830597
referred,0.11086995154619217,0.3144040107727051,0.3088674545288086,-0.004518656525760889,0.14390619099140167,1.0,0.22845174372196198,0.24766652286052704,0.19493693113327026,0.18920494616031647,0.21496963500976562,0.06677805632352829
to,0.44169697165489197,0.42745086550712585,0.535392165184021,-0.057241544127464294,0.2560041546821594,0.22845174372196198,1.0,0.45010748505592346,0.3691340684890747,0.22786086797714233,0.25557461380958557,0.29463258385658264
as,0.33782753348350525,0.43216490745544434,0.48381632566452026,-0.03757104277610779,0.2524290084838867,0.37252211570739746,0.42092081904411316,0.3887844979763031,0.31874480843544006,0.20044904947280884,0.26851922273635864,0.27043893933296204
triplet,0.19306428730487823,0.23501454293727875,0.21914346516132355,0.20135273039340973,0.39983266592025757,0.11391746252775192,0.19602136313915253,0.20395837724208832,0.11517830193042755,0.093927301466465,0.11857558786869049,0.11859617382287979
oxygen,0.21928748488426208,0.21825239062309265,0.20428593456745148,-0.037116553634405136,0.5005955100059509,0.09273331612348557,0.24193501472473145,0.1672476977109909,0.23293741047382355,0.23141378164291382,0.16012795269489288,0.16786395013332367
.,0.3287222981452942,0.4569662809371948,0.5934505462646484,0.09499986469745636,0.24118401110172272,0.16569985449314117,0.4645031690597534,0.5591574311256409,0.3566088080406189,0.23109398782253265,0.31380724906921387,0.4130953550338745
