,the,brotherhood,'s,members,are,against,consuming,what,beverage,?
the,1.0,0.2368839830160141,-0.01540423184633255,0.3321719169616699,0.40399202704429626,0.3090755045413971,0.2556864619255066,0.42745697498321533,0.23865100741386414,0.22068053483963013
brotherhood,0.2368839830160141,0.9999998807907104,-0.007918372750282288,0.32571232318878174,0.19225813448429108,0.33252057433128357,0.11720675230026245,0.168807253241539,0.13029524683952332,0.1117945984005928
's,-0.01540423184633255,-0.007918372750282288,0.9999999403953552,0.02701987512409687,-0.008927806280553341,-0.0006242102244868875,-0.02337304875254631,0.02692362666130066,0.058811482042074203,-0.023395681753754616
base,0.2870652377605438,0.12380760163068771,-0.09340319037437439,0.11336776614189148,0.23093703389167786,0.1720598042011261,0.09891369938850403,0.1336955726146698,0.18776926398277283,0.10518061369657516
of,0.733189046382904,0.2067413628101349,-0.03817026689648628,0.28120753169059753,0.39081433415412903,0.2669808566570282,0.2684405446052551,0.33290785551071167,0.252526193857193,0.1826142966747284
devout,0.236356720328331,0.3878651261329651,0.09322477132081985,0.20343783497810364,0.1600208282470703,0.26005882024765015,0.2279020994901657,0.29747575521469116,0.20759178698062897,0.20443540811538696
middle,0.3405749201774597,0.1585083156824112,-0.017355401068925858,0.14570140838623047,0.16648951172828674,0.12725509703159332,0.1507968157529831,0.18312302231788635,0.20090840756893158,0.13139553368091583
class,0.18034407496452332,0.09325302392244339,-0.017892489209771156,0.23012517392635345,0.1495869755744934,0.16458174586296082,0.14869369566440582,0.16880196332931519,0.14572042226791382,0.12778934836387634
found,0.3452354073524475,0.051811572164297104,0.005866709165275097,0.16746953129768372,0.2740558087825775,0.11646171659231186,0.22973808646202087,0.1796332150697708,0.1846172958612442,0.16790300607681274
common,0.2705984115600586,0.135106161236763,0.04670591652393341,0.1708506941795349,0.3463647663593292,0.15362276136875153,0.25271177291870117,0.19989867508411407,0.24882589280605316,0.20434872806072235
cause,0.2551237642765045,0.17917262017726898,-0.04770376905798912,0.15969648957252502,0.2999303638935089,0.24560177326202393,0.32464900612831116,0.24883218109607697,0.1774570494890213,0.240532785654068
with,0.4223487675189972,0.2075371891260147,-0.04624466598033905,0.2579888701438904,0.38996943831443787,0.317049115896225,0.24640271067619324,0.2464839518070221,0.1922173947095871,0.2433311939239502
the,1.0,0.2368839830160141,-0.01540423184633255,0.3321719169616699,0.40399202704429626,0.3090755045413971,0.2556864619255066,0.42745697498321533,0.23865100741386414,0.22068053483963013
impoverished,0.26102831959724426,0.22097347676753998,0.02754344418644905,0.13472123444080353,0.12991191446781158,0.22075629234313965,0.20655350387096405,0.19778884947299957,0.24449758231639862,0.10106796026229858
youth,0.26209625601768494,0.3227306306362152,0.1396530270576477,0.2618723511695862,0.17176635563373566,0.22118821740150452,0.14977344870567322,0.1100270077586174,0.16709767282009125,0.18005552887916565
of,0.733189046382904,0.2067413628101349,-0.03817026689648628,0.28120753169059753,0.39081433415412903,0.2669808566570282,0.2684405446052551,0.33290785551071167,0.252526193857193,0.1826142966747284
the,1.0,0.2368839830160141,-0.01540423184633255,0.3321719169616699,0.40399202704429626,0.3090755045413971,0.2556864619255066,0.42745697498321533,0.23865100741386414,0.22068053483963013
intifada,0.25359323620796204,0.42203962802886963,-0.06484562158584595,0.23275265097618103,0.1396055966615677,0.30024218559265137,0.12823566794395447,0.27514395117759705,0.17316652834415436,0.22262464463710785
in,0.6662389636039734,0.15295812487602234,-0.037580832839012146,0.196792870759964,0.3841303884983063,0.27273955941200256,0.2073933184146881,0.30808621644973755,0.2225954681634903,0.20430970191955566
their,0.516537070274353,0.23665274679660797,-0.005530759692192078,0.32611769437789917,0.46887820959091187,0.2741570472717285,0.3106608986854553,0.35142919421195984,0.22188036143779755,0.1898253709077835
cultural,0.23337452113628387,0.168307363986969,-0.06630771607160568,0.11095826327800751,0.16102440655231476,0.12926675379276276,0.14568769931793213,0.18198847770690918,0.20728878676891327,0.09798457473516464
conservatism,0.24203839898109436,0.3261224627494812,-0.00842888280749321,0.16713619232177734,0.18892034888267517,0.24874021112918854,0.22412723302841187,0.25230586528778076,0.184589684009552,0.18033502995967865
and,0.5171257257461548,0.26239755749702454,0.06895173341035843,0.2994427978992462,0.48576638102531433,0.3292689621448517,0.3138909637928009,0.31309178471565247,0.2182304710149765,0.20544172823429108
antipathy,0.20258252322673798,0.31905901432037354,-0.03558364510536194,0.16524608433246613,0.2362270951271057,0.1956396847963333,0.28784164786338806,0.2517102360725403,0.24336953461170197,0.1831558793783188
for,0.4739971458911896,0.21096177399158478,-0.07241261005401611,0.2612179219722748,0.3895993232727051,0.3262052536010742,0.35793939232826233,0.3017193675041199,0.22586575150489807,0.264628142118454
activities,0.2626894414424896,0.2810233235359192,0.018340596929192543,0.2863629162311554,0.3175194263458252,0.1955765336751938,0.30036038160324097,0.21757790446281433,0.241496279835701,0.11289679259061813
of,0.733189046382904,0.2067413628101349,-0.03817026689648628,0.28120753169059753,0.39081433415412903,0.2669808566570282,0.2684405446052551,0.33290785551071167,0.252526193857193,0.1826142966747284
the,1.0,0.2368839830160141,-0.01540423184633255,0.3321719169616699,0.40399202704429626,0.3090755045413971,0.2556864619255066,0.42745697498321533,0.23865100741386414,0.22068053483963013
secular,0.24261851608753204,0.33259317278862,0.008703164756298065,0.232988640666008,0.17196212708950043,0.2581765055656433,0.11006921529769897,0.26444122195243835,0.1005069762468338,0.13290788233280182
middle,0.3405749201774597,0.1585083156824112,-0.017355401068925858,0.14570140838623047,0.16648951172828674,0.12725509703159332,0.1507968157529831,0.18312302231788635,0.20090840756893158,0.13139553368091583
class,0.18034407496452332,0.09325302392244339,-0.017892489209771156,0.23012517392635345,0.1495869755744934,0.16458174586296082,0.14869369566440582,0.16880196332931519,0.14572042226791382,0.12778934836387634
such,0.3575236201286316,0.22414007782936096,0.05073437839746475,0.22420670092105865,0.4654397666454315,0.20227466523647308,0.3303717374801636,0.23989605903625488,0.2642717659473419,0.17851735651493073
