,what,is,another,plague,thought,to,have,spread,the,same,way,?
he,0.3114890456199646,0.36230841279029846,0.34215036034584045,0.25262126326560974,0.29733195900917053,0.385390967130661,0.3020331561565399,0.21667730808258057,0.4571082592010498,0.22371946275234222,0.31626078486442566,0.2089974731206894
was,0.22111038863658905,0.5810302495956421,0.34961897134780884,0.24312011897563934,0.42560186982154846,0.3636345863342285,0.2863433063030243,0.16506560146808624,0.48711544275283813,0.27172183990478516,0.2418399453163147,0.18412111699581146
able,0.3404487371444702,0.1493876874446869,0.30758965015411377,0.12927570939064026,0.369014710187912,0.529755175113678,0.38822048902511597,0.2036852091550827,0.3435857892036438,0.22846099734306335,0.44137269258499146,0.260649710893631
to,0.455847829580307,0.42745086550712585,0.48769932985305786,0.21845681965351105,0.3858291208744049,1.0,0.4544740617275238,0.2748686373233795,0.535392165184021,0.3205692768096924,0.4772548973560333,0.29463258385658264
adopt,0.274641215801239,0.20558378100395203,0.24978519976139069,0.10224306583404541,0.19276481866836548,0.2708991467952728,0.3011966049671173,0.21443048119544983,0.215359166264534,0.23193778097629547,0.24307246506214142,0.26708900928497314
the,0.42745697498321533,0.5823672413825989,0.5019711852073669,0.2537761330604553,0.3509289622306824,0.535392165184021,0.40389683842658997,0.28994160890579224,1.0,0.4583131968975067,0.36217406392097473,0.22068053483963013
epidemiology,0.2921600937843323,0.193729430437088,0.20950646698474884,0.41756531596183777,0.2100820243358612,0.24823077023029327,0.20213522017002106,0.28735652565956116,0.23254536092281342,0.14808985590934753,0.233062744140625,0.19894206523895264
of,0.33290785551071167,0.4854315221309662,0.38147079944610596,0.27455615997314453,0.34673458337783813,0.41548454761505127,0.3802283704280853,0.2895529866218567,0.733189046382904,0.3808329105377197,0.266871839761734,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,0.5019711852073669,0.2537761330604553,0.3509289622306824,0.535392165184021,0.40389683842658997,0.28994160890579224,1.0,0.4583131968975067,0.36217406392097473,0.22068053483963013
bubonic,0.24423125386238098,0.2304987907409668,0.28573620319366455,0.6634843349456787,0.3124743700027466,0.2726469933986664,0.3202838897705078,0.42449134588241577,0.3366847634315491,0.2328459918498993,0.23220445215702057,0.21706949174404144
plague,0.22263506054878235,0.15890252590179443,0.1881822645664215,0.9999999403953552,0.2600853145122528,0.21845681965351105,0.1807374507188797,0.3459134101867676,0.2537761330604553,0.14767569303512573,0.17429478466510773,0.11872942000627518
for,0.3017193675041199,0.43268078565597534,0.36770403385162354,0.1471073478460312,0.303140789270401,0.4451248347759247,0.41175219416618347,0.17094987630844116,0.4739971458911896,0.31941699981689453,0.384344220161438,0.264628142118454
the,0.42745697498321533,0.5823672413825989,0.5019711852073669,0.2537761330604553,0.3509289622306824,0.535392165184021,0.40389683842658997,0.28994160890579224,1.0,0.4583131968975067,0.36217406392097473,0.22068053483963013
black,0.12054000794887543,0.20887219905853271,0.18403927981853485,0.2843790054321289,0.20395568013191223,0.23292754590511322,0.22332455217838287,0.16142360866069794,0.28466513752937317,0.13664647936820984,0.18834634125232697,0.15159966051578522
death,0.2267695665359497,0.17991963028907776,0.1950971782207489,0.2767121493816376,0.18990783393383026,0.19568277895450592,0.15326929092407227,0.14307217299938202,0.21438048779964447,0.13629184663295746,0.19860510528087616,0.21149799227714539
for,0.3017193675041199,0.43268078565597534,0.36770403385162354,0.1471073478460312,0.303140789270401,0.4451248347759247,0.41175219416618347,0.17094987630844116,0.4739971458911896,0.31941699981689453,0.384344220161438,0.264628142118454
the,0.42745697498321533,0.5823672413825989,0.5019711852073669,0.2537761330604553,0.3509289622306824,0.535392165184021,0.40389683842658997,0.28994160890579224,1.0,0.4583131968975067,0.36217406392097473,0.22068053483963013
second,0.19948028028011322,0.3161451518535614,0.3841358423233032,0.17621594667434692,0.21543852984905243,0.3098561465740204,0.20638011395931244,0.06198624148964882,0.4620301127433777,0.3296898901462555,0.21293188631534576,0.17239587008953094
edition,0.10302292555570602,0.15470010042190552,0.10493401437997818,0.20661021769046783,0.12428779900074005,0.11511959135532379,0.13282017409801483,0.10839258134365082,0.24227465689182281,0.0964367538690567,0.15488433837890625,0.20261122286319733
in,0.30808621644973755,0.5394441485404968,0.3397690951824188,0.2488756626844406,0.24524326622486115,0.45010748505592346,0.36843645572662354,0.24312569200992584,0.6662389636039734,0.3692481815814972,0.30444321036338806,0.20430970191955566
1908,-0.14133977890014648,-0.12062976509332657,-0.057261209934949875,0.10562964528799057,-0.08757064491510391,-0.03211921080946922,-0.05892332270741463,0.04066229611635208,-0.02364869974553585,-0.14278006553649902,-0.09016915410757065,-0.15027135610580444
",",0.3087472915649414,0.4691906273365021,0.3283841907978058,0.2630122900009155,0.2965437173843384,0.44245919585227966,0.3541618287563324,0.24950742721557617,0.4933079481124878,0.3207721710205078,0.2861018478870392,0.31091248989105225
implicating,0.3577133119106293,0.22006778419017792,0.3006499409675598,0.20173507928848267,0.3311108648777008,0.2871454954147339,0.30711349844932556,0.24620087444782257,0.22469739615917206,0.30416035652160645,0.31373924016952515,0.23570503294467926
rats,0.1653018295764923,0.17498311400413513,0.10677308589220047,0.34604722261428833,0.23726503551006317,0.22670532763004303,0.2702159285545349,0.2650812864303589,0.216946080327034,0.21199719607830048,0.18460844457149506,0.08418426662683487
and,0.31309178471565247,0.3859752118587494,0.3214244842529297,0.2229994833469391,0.34702804684638977,0.48971283435821533,0.4711785912513733,0.2815358638763428,0.5171257257461548,0.3205644488334656,0.32150545716285706,0.20544172823429108
fleas,0.23394039273262024,0.21091699600219727,0.2450268566608429,0.4240718483924866,0.23771966993808746,0.344497412443161,0.3404206931591034,0.4082241952419281,0.25670117139816284,0.2057366818189621,0.26165202260017395,0.25398749113082886
in,0.30808621644973755,0.5394441485404968,0.3397690951824188,0.2488756626844406,0.24524326622486115,0.45010748505592346,0.36843645572662354,0.24312569200992584,0.6662389636039734,0.3692481815814972,0.30444321036338806,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,0.5019711852073669,0.2537761330604553,0.3509289622306824,0.535392165184021,0.40389683842658997,0.28994160890579224,1.0,0.4583131968975067,0.36217406392097473,0.22068053483963013
process,0.3466717302799225,0.21762968599796295,0.3366777002811432,0.11390027403831482,0.2611016631126404,0.35462963581085205,0.2900813817977905,0.20793911814689636,0.264274537563324,0.19678793847560883,0.42142337560653687,0.2460896074771881
",",0.3087472915649414,0.4691906273365021,0.3283841907978058,0.2630122900009155,0.2965437173843384,0.44245919585227966,0.3541618287563324,0.24950742721557617,0.4933079481124878,0.3207721710205078,0.2861018478870392,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.3214244842529297,0.2229994833469391,0.34702804684638977,0.48971283435821533,0.4711785912513733,0.2815358638763428,0.5171257257461548,0.3205644488334656,0.32150545716285706,0.20544172823429108
his,0.26976513862609863,0.24372583627700806,0.349472314119339,0.2558912932872772,0.2999570071697235,0.3715193271636963,0.25689181685447693,0.1880594789981842,0.4394008219242096,0.23959197103977203,0.2968534231185913,0.18075084686279297
interpretation,0.37054285407066345,0.2543133795261383,0.27499333024024963,0.15692497789859772,0.3588244616985321,0.2720033824443817,0.28183284401893616,0.16868700087070465,0.2766321003437042,0.21722568571567535,0.35013076663017273,0.2162649929523468
was,0.22111038863658905,0.5810302495956421,0.34961897134780884,0.24312011897563934,0.42560186982154846,0.3636345863342285,0.2863433063030243,0.16506560146808624,0.48711544275283813,0.27172183990478516,0.2418399453163147,0.18412111699581146
widely,0.22598060965538025,0.3153131604194641,0.2094440460205078,0.14234453439712524,0.3445252478122711,0.2705559730529785,0.28339508175849915,0.3647288382053375,0.29394426941871643,0.24208670854568481,0.26164719462394714,0.10354958474636078
accepted,0.2928575575351715,0.16579633951187134,0.2487040013074875,0.06685831397771835,0.3653532862663269,0.2956836223602295,0.2593596875667572,0.17705628275871277,0.2999902665615082,0.26568329334259033,0.2311943769454956,0.19665466248989105
for,0.3017193675041199,0.43268078565597534,0.36770403385162354,0.1471073478460312,0.303140789270401,0.4451248347759247,0.41175219416618347,0.17094987630844116,0.4739971458911896,0.31941699981689453,0.384344220161438,0.264628142118454
other,0.341873437166214,0.25895947217941284,0.4440920054912567,0.14735755324363708,0.28904253244400024,0.4193183183670044,0.559082567691803,0.30261480808258057,0.44152235984802246,0.44757193326950073,0.36791208386421204,0.24682199954986572
ancient,0.2318045049905777,0.2616937756538391,0.2027997523546219,0.2896419167518616,0.28052589297294617,0.21588295698165894,0.32639747858047485,0.20249614119529724,0.28808021545410156,0.18717102706432343,0.19370795786380768,0.12938068807125092
and,0.31309178471565247,0.3859752118587494,0.3214244842529297,0.2229994833469391,0.34702804684638977,0.48971283435821533,0.4711785912513733,0.2815358638763428,0.5171257257461548,0.3205644488334656,0.32150545716285706,0.20544172823429108
medieval,0.2230893075466156,0.22781160473823547,0.1295097917318344,0.3413386344909668,0.16960212588310242,0.1536858230829239,0.1921030580997467,0.21085679531097412,0.28617456555366516,0.16037514805793762,0.1606016904115677,0.15571735799312592
epidemics,0.2626879811286926,0.17899461090564728,0.22789046168327332,0.6238223910331726,0.2774527668952942,0.26155737042427063,0.2827686667442322,0.4538637399673462,0.2566956579685211,0.1660735011100769,0.2384493052959442,0.19384340941905975
",",0.3087472915649414,0.4691906273365021,0.3283841907978058,0.2630122900009155,0.2965437173843384,0.44245919585227966,0.3541618287563324,0.24950742721557617,0.4933079481124878,0.3207721710205078,0.2861018478870392,0.31091248989105225
such,0.23989605903625488,0.23545363545417786,0.268036812543869,0.17950542271137238,0.2888453006744385,0.2871878743171692,0.42997312545776367,0.25502365827560425,0.3575236201286316,0.30004623532295227,0.33687862753868103,0.17851735651493073
as,0.31749409437179565,0.43216490745544434,0.3282026946544647,0.1501513570547104,0.3461970388889313,0.42092081904411316,0.37788212299346924,0.19766707718372345,0.48381632566452026,0.3727807104587555,0.3409440517425537,0.27043893933296204
the,0.42745697498321533,0.5823672413825989,0.5019711852073669,0.2537761330604553,0.3509289622306824,0.535392165184021,0.40389683842658997,0.28994160890579224,1.0,0.4583131968975067,0.36217406392097473,0.22068053483963013
justinian,0.1740475594997406,0.1841317117214203,0.26069962978363037,0.3528439402580261,0.1927354484796524,0.1503017544746399,0.23208306729793549,0.19732968509197235,0.26448550820350647,0.20735378563404083,0.1571553647518158,0.20392505824565887
plague,0.22263506054878235,0.15890252590179443,0.1881822645664215,0.9999999403953552,0.2600853145122528,0.21845681965351105,0.1807374507188797,0.3459134101867676,0.2537761330604553,0.14767569303512573,0.17429478466510773,0.11872942000627518
that,0.6297725439071655,0.3995479643344879,0.5273378491401672,0.23825600743293762,0.520185112953186,0.5436353087425232,0.6182622313499451,0.2891821265220642,0.5473989248275757,0.47339269518852234,0.5086538195610046,0.32716336846351624
was,0.22111038863658905,0.5810302495956421,0.34961897134780884,0.24312011897563934,0.42560186982154846,0.3636345863342285,0.2863433063030243,0.16506560146808624,0.48711544275283813,0.27172183990478516,0.2418399453163147,0.18412111699581146
