,what,is,the,name,of,one,algebraic,generalization,prime,numbers,have,inspired,?
prime,0.15586113929748535,0.16680827736854553,0.19960100948810577,0.15097270905971527,0.23935265839099884,0.16067731380462646,0.19524182379245758,0.19964279234409332,1.0,0.26943376660346985,0.1710582673549652,0.1339218020439148,0.11276303976774216
numbers,0.24586999416351318,0.19465886056423187,0.293011337518692,0.1817430555820465,0.228018656373024,0.2818865478038788,0.40915167331695557,0.33909177780151367,0.26943376660346985,1.0,0.31616076827049255,0.08023913204669952,0.19297972321510315
give,0.32935357093811035,0.25632646679878235,0.29086416959762573,0.18062977492809296,0.33489471673965454,0.31462472677230835,0.210480734705925,0.2939015030860901,0.12650299072265625,0.18797945976257324,0.5053918957710266,0.20405063033103943,0.2985610067844391
rise,0.23887591063976288,0.1640702784061432,0.3404741883277893,0.11004959046840668,0.2733727991580963,0.17919883131980896,0.11229806393384933,0.2541463375091553,0.1644957810640335,0.23798279464244843,0.22050029039382935,0.2301139384508133,0.10799103230237961
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.27806994318962097,0.41548454761505127,0.4025384783744812,0.187529057264328,0.2217535376548767,0.2015804797410965,0.29515770077705383,0.4544740617275238,0.23367811739444733,0.29463258385658264
various,0.26045072078704834,0.13601526618003845,0.3235042691230774,0.09817635267972946,0.3196488320827484,0.21905072033405304,0.22068853676319122,0.30911776423454285,0.095559261739254,0.25294777750968933,0.3855627775192261,0.3089781403541565,0.12823495268821716
generalizations,0.2835944890975952,0.2154081165790558,0.23574824631214142,0.07049176841974258,0.28656595945358276,0.24595682322978973,0.5667127966880798,0.9585521221160889,0.18416418135166168,0.3773786425590515,0.3527218699455261,0.18381671607494354,0.2686668932437897
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.2459065467119217,0.5696388483047485,0.4129433035850525,0.21289868652820587,0.2035093456506729,0.18097394704818726,0.23087690770626068,0.36843645572662354,0.27352839708328247,0.20430970191955566
other,0.341873437166214,0.25895947217941284,0.44152235984802246,0.20388714969158173,0.38583824038505554,0.45956575870513916,0.24257758259773254,0.27563968300819397,0.12105745822191238,0.32691287994384766,0.559082567691803,0.25224003195762634,0.24682199954986572
mathematical,0.2707732021808624,0.18057724833488464,0.21343764662742615,0.1134658008813858,0.2863022983074188,0.2808692455291748,0.6557741165161133,0.4816550016403198,0.18383847177028656,0.3830449879169464,0.18145401775836945,0.1660912185907364,0.1630573719739914
domains,0.26541951298713684,0.21083495020866394,0.2467905879020691,0.22989441454410553,0.2398800104856491,0.2964435815811157,0.3539852201938629,0.3597494959831238,0.092274971306324,0.2546405792236328,0.2906365692615509,0.12038536369800568,0.30141520500183105
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.3696635365486145,0.20754949748516083,0.21902552247047424,0.2565026581287384,0.26479464769363403,0.3541618287563324,0.21598021686077118,0.31091248989105225
mainly,0.29325804114341736,0.3799574673175812,0.3790479004383087,0.17040875554084778,0.3325652480125427,0.24363809823989868,0.19516554474830627,0.20639640092849731,0.1367555856704712,0.2320295125246048,0.3242662847042084,0.2236827313899994,0.07608037441968918
algebra,0.21067312359809875,0.21195167303085327,0.1551244705915451,0.12376289814710617,0.2065851092338562,0.2573409378528595,0.9001947641372681,0.5324537754058838,0.17340070009231567,0.37056848406791687,0.1816614717245102,0.13662753999233246,0.2129010409116745
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.3696635365486145,0.20754949748516083,0.21902552247047424,0.2565026581287384,0.26479464769363403,0.3541618287563324,0.21598021686077118,0.31091248989105225
such,0.23989605903625488,0.23545363545417786,0.3575236201286316,0.14280109107494354,0.3209529519081116,0.3596789240837097,0.2602577209472656,0.35851117968559265,0.13806600868701935,0.2737357020378113,0.42997312545776367,0.25444215536117554,0.17851735651493073
as,0.31749409437179565,0.43216490745544434,0.48381632566452026,0.2851914167404175,0.3886612355709076,0.3954789340496063,0.2251608520746231,0.24858732521533966,0.17482610046863556,0.2396276444196701,0.37788212299346924,0.17457880079746246,0.27043893933296204
prime,0.15586113929748535,0.16680827736854553,0.19960100948810577,0.15097270905971527,0.23935265839099884,0.16067731380462646,0.19524182379245758,0.19964279234409332,1.0,0.26943376660346985,0.1710582673549652,0.1339218020439148,0.11276303976774216
elements,0.2152351289987564,0.25405067205429077,0.22297804057598114,0.1571807712316513,0.23613712191581726,0.24832342565059662,0.3812161982059479,0.3544151782989502,0.10836401581764221,0.31586575508117676,0.2619622051715851,0.19743908941745758,0.15222592651844025
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.42438167333602905,0.1910734623670578,0.2259463518857956,0.21528048813343048,0.24053069949150085,0.4711785912513733,0.2447075992822647,0.20544172823429108
prime,0.15586113929748535,0.16680827736854553,0.19960100948810577,0.15097270905971527,0.23935265839099884,0.16067731380462646,0.19524182379245758,0.19964279234409332,1.0,0.26943376660346985,0.1710582673549652,0.1339218020439148,0.11276303976774216
ideals,0.28476682305336,0.2155078649520874,0.3200533390045166,0.13582414388656616,0.3695777654647827,0.284292608499527,0.3017883598804474,0.40301087498664856,0.11902778595685959,0.20939737558364868,0.23161515593528748,0.395195871591568,0.05933374539017677
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.4123194217681885,0.19387409090995789,0.25596562027931213,0.17658381164073944,0.2591777741909027,0.41614407300949097,0.2438153177499771,0.4130953550338745
