,when,did,tugh,temur,die,?
after,0.5331412553787231,0.30330467224121094,0.25581976771354675,0.22335144877433777,0.23814667761325836,0.16608688235282898
the,0.5091903209686279,0.34736719727516174,0.2538721263408661,0.2950887978076935,0.2242266982793808,0.22068053483963013
death,0.21254116296768188,0.2252790331840515,0.28366580605506897,0.12405194342136383,0.28387734293937683,0.21149799227714539
of,0.3757161796092987,0.2513895630836487,0.2661905288696289,0.2597799301147461,0.21324244141578674,0.1826142966747284
tugh,0.2573229670524597,0.23669704794883728,1.0,0.2936148941516876,0.2404104322195053,0.2607990801334381
temür,0.28122594952583313,0.27707138657569885,0.3861598074436188,0.6543241739273071,0.2149718999862671,0.17946790158748627
in,0.4431333839893341,0.2593238651752472,0.23276983201503754,0.17947465181350708,0.18641351163387299,0.20430970191955566
1332,0.16464835405349731,0.20706810057163239,0.1418207883834839,0.17988228797912598,0.06111951917409897,0.11227733641862869
and,0.4716290831565857,0.34479495882987976,0.3082713782787323,0.24190698564052582,0.15050403773784637,0.20544172823429108
subsequent,0.20265498757362366,0.27863436937332153,0.24422922730445862,0.21959500014781952,0.08286090195178986,0.13111010193824768
death,0.21254116296768188,0.2252790331840515,0.28366580605506897,0.12405194342136383,0.28387734293937683,0.21149799227714539
of,0.3757161796092987,0.2513895630836487,0.2661905288696289,0.2597799301147461,0.21324244141578674,0.1826142966747284
rinchinbal,0.22670431435108185,0.23057976365089417,0.4702344834804535,0.43441128730773926,0.1534014195203781,0.29905715584754944
(,0.2459595799446106,0.18979617953300476,0.28824493288993835,0.2593231797218323,0.11772811412811279,0.40561532974243164
emperor,0.18443609774112701,0.13150596618652344,0.2619072198867798,0.37377452850341797,0.10061751306056976,0.19661661982536316
ningzong,0.26383548974990845,0.19222165644168854,0.44964900612831116,0.4983862340450287,0.21252043545246124,0.2255663275718689
),0.2538422644138336,0.18584993481636047,0.3010505735874176,0.26544782519340515,0.12597857415676117,0.42300865054130554
the,0.5091903209686279,0.34736719727516174,0.2538721263408661,0.2950887978076935,0.2242266982793808,0.22068053483963013
same,0.37020012736320496,0.3097444474697113,0.21041131019592285,0.13743877410888672,0.18395563960075378,0.22649677097797394
year,0.3014719784259796,0.21422851085662842,0.16338975727558136,0.16868995130062103,0.20662283897399902,0.18315006792545319
",",0.36674630641937256,0.3015086054801941,0.3907131850719452,0.24545347690582275,0.23915338516235352,0.31091248989105225
the,0.5091903209686279,0.34736719727516174,0.2538721263408661,0.2950887978076935,0.2242266982793808,0.22068053483963013
13-year-old,0.24152244627475739,0.2646854817867279,0.38758477568626404,0.22534646093845367,0.19745583832263947,0.4002852141857147
toghun,0.1324557214975357,0.11700378358364105,0.4406002163887024,0.46132710576057434,0.20308539271354675,0.1859661489725113
temür,0.28122594952583313,0.27707138657569885,0.3861598074436188,0.6543241739273071,0.2149718999862671,0.17946790158748627
(,0.2459595799446106,0.18979617953300476,0.28824493288993835,0.2593231797218323,0.11772811412811279,0.40561532974243164
emperor,0.18443609774112701,0.13150596618652344,0.2619072198867798,0.37377452850341797,0.10061751306056976,0.19661661982536316
huizong,0.2967430651187897,0.2228052318096161,0.40333792567253113,0.39977407455444336,0.21333342790603638,0.2626197636127472
),0.2538422644138336,0.18584993481636047,0.3010505735874176,0.26544782519340515,0.12597857415676117,0.42300865054130554
",",0.36674630641937256,0.3015086054801941,0.3907131850719452,0.24545347690582275,0.23915338516235352,0.31091248989105225
the,0.5091903209686279,0.34736719727516174,0.2538721263408661,0.2950887978076935,0.2242266982793808,0.22068053483963013
last,0.3294509947299957,0.30895525217056274,0.19102145731449127,0.16675755381584167,0.22141145169734955,0.22371746599674225
of,0.3757161796092987,0.2513895630836487,0.2661905288696289,0.2597799301147461,0.21324244141578674,0.1826142966747284
the,0.5091903209686279,0.34736719727516174,0.2538721263408661,0.2950887978076935,0.2242266982793808,0.22068053483963013
nine,0.29506564140319824,0.16091835498809814,0.1924736201763153,0.2741774916648865,0.2171468585729599,0.13964155316352844
successors,0.18330097198486328,0.2918969392776489,0.2497398853302002,0.19260114431381226,0.12853223085403442,0.10190409421920776
of,0.3757161796092987,0.2513895630836487,0.2661905288696289,0.2597799301147461,0.21324244141578674,0.1826142966747284
kublai,0.24958351254463196,0.2875992953777313,0.3310297429561615,0.49416813254356384,0.20504866540431976,0.14562560617923737
khan,0.16355718672275543,0.155345618724823,0.4073421061038971,0.4582233130931854,0.10392314195632935,0.12862591445446014
",",0.36674630641937256,0.3015086054801941,0.3907131850719452,0.24545347690582275,0.23915338516235352,0.31091248989105225
was,0.37326499819755554,0.41399896144866943,0.2578143775463104,0.2032104879617691,0.15500055253505707,0.18412111699581146
summoned,0.24434083700180054,0.2601434588432312,0.18875528872013092,0.3083218038082123,0.09662045538425446,0.12790928781032562
back,0.4184971749782562,0.2601068317890167,0.2472933828830719,0.22476455569267273,0.18160593509674072,0.2397768795490265
from,0.405669629573822,0.20248863101005554,0.20634016394615173,0.17681562900543213,0.131544828414917,0.19969791173934937
guangxi,0.20874816179275513,0.15376949310302734,0.29352274537086487,0.4454682171344757,0.10662034153938293,0.1489756554365158
and,0.4716290831565857,0.34479495882987976,0.3082713782787323,0.24190698564052582,0.15050403773784637,0.20544172823429108
succeeded,0.24497203528881073,0.22779136896133423,0.3467619717121124,0.2549959719181061,0.14558373391628265,0.12414717674255371
to,0.5423505902290344,0.4452643394470215,0.24520662426948547,0.1902887374162674,0.14746613800525665,0.29463258385658264
the,0.5091903209686279,0.34736719727516174,0.2538721263408661,0.2950887978076935,0.2242266982793808,0.22068053483963013
throne,0.19116877019405365,0.16482007503509521,0.2790587246417999,0.328471839427948,0.1335434764623642,0.17206846177577972
.,0.475719153881073,0.35288307070732117,0.3123989999294281,0.24080398678779602,0.2658497095108032,0.4130953550338745
