,what,did,the,shah,do,when,faced,with,defeat,by,genghis,khan,'s,forces,?
near,0.19414293766021729,0.08748484402894974,0.2879819869995117,0.1731395125389099,0.07364393025636673,0.2606486976146698,0.08561127632856369,0.21191000938415527,0.13885091245174408,0.10611382126808167,0.21382223069667816,0.12571768462657928,-0.09597858041524887,0.20423561334609985,0.10734958201646805
the,0.42745697498321533,0.34736719727516174,1.0,0.19914765655994415,0.30239659547805786,0.5091903209686279,0.29245710372924805,0.4223487675189972,0.3182816207408905,0.4408751428127289,0.3448939025402069,0.21067845821380615,-0.01540423184633255,0.3134811818599701,0.22068053483963013
end,0.29234179854393005,0.18808481097221375,0.39658910036087036,0.1577308475971222,0.20633022487163544,0.3228412866592407,0.19187630712985992,0.23444485664367676,0.24362659454345703,0.19136181473731995,0.16244083642959595,0.10811278969049454,0.030466308817267418,0.24262136220932007,0.12543344497680664
of,0.33290785551071167,0.2513895630836487,0.733189046382904,0.21966372430324554,0.26150479912757874,0.3757161796092987,0.2725057005882263,0.41827285289764404,0.2543899118900299,0.3646814823150635,0.2938849925994873,0.17124508321285248,-0.03817026689648628,0.3090144991874695,0.1826142966747284
the,0.42745697498321533,0.34736719727516174,1.0,0.19914765655994415,0.30239659547805786,0.5091903209686279,0.29245710372924805,0.4223487675189972,0.3182816207408905,0.4408751428127289,0.3448939025402069,0.21067845821380615,-0.01540423184633255,0.3134811818599701,0.22068053483963013
battle,0.17112864553928375,0.12105695903301239,0.2820790410041809,0.16081435978412628,0.05768134072422981,0.15145152807235718,0.22467324137687683,0.13577404618263245,0.5788845419883728,0.14325805008411407,0.3219465911388397,0.1481165587902069,-0.03793543204665184,0.46557727456092834,0.1680624783039093
the,0.42745697498321533,0.34736719727516174,1.0,0.19914765655994415,0.30239659547805786,0.5091903209686279,0.29245710372924805,0.4223487675189972,0.3182816207408905,0.4408751428127289,0.3448939025402069,0.21067845821380615,-0.01540423184633255,0.3134811818599701,0.22068053483963013
shah,0.14348788559436798,0.12947657704353333,0.19914765655994415,1.0,0.1205551028251648,0.1640000343322754,0.2277814894914627,0.12058283388614655,0.16573980450630188,0.16084231436252594,0.547207772731781,0.6120432019233704,0.025959691032767296,0.19569937884807587,0.10370904207229614
fled,0.17151756584644318,0.3007028102874756,0.27857163548469543,0.2338559329509735,0.14472180604934692,0.2553989887237549,0.30939826369285583,0.15798847377300262,0.3566098213195801,0.23437130451202393,0.3551730513572693,0.14441415667533875,0.024207159876823425,0.37886759638786316,0.13968057930469513
rather,0.3923804461956024,0.3137456178665161,0.31983619928359985,0.17081259191036224,0.3087271451950073,0.3541174829006195,0.16445684432983398,0.30638226866722107,0.10853175818920135,0.2593236565589905,0.12599653005599976,0.10049387067556381,0.08959644287824631,0.15360070765018463,0.3053998053073883
than,0.29388150572776794,0.24820660054683685,0.3227543234825134,0.18213199079036713,0.2387038916349411,0.2883036434650421,0.19065259397029877,0.3028803765773773,0.10625581443309784,0.2015816867351532,0.15678472816944122,0.14717327058315277,0.0585811510682106,0.14093171060085297,0.24917294085025787
surrender,0.1619768738746643,0.23438182473182678,0.27931663393974304,0.2087964564561844,0.08566831052303314,0.17425692081451416,0.19778446853160858,0.18517355620861053,0.49069011211395264,0.2023816853761673,0.3102329671382904,0.17896446585655212,0.024720845744013786,0.5426246523857117,0.0896526649594307
.,0.3567904531955719,0.35288307070732117,0.5934505462646484,0.210231751203537,0.3613996207714081,0.475719153881073,0.23507075011730194,0.4446153938770294,0.17890939116477966,0.3936232924461365,0.25373268127441406,0.19819748401641846,-0.003708066651597619,0.21802116930484772,0.4130953550338745
