,who,argued,that,the,ussr,had,itself,become,an,imperialist,power,?
it,0.2868398427963257,0.16358210146427155,0.5921133160591125,0.6251175999641418,0.16865471005439758,0.2910259962081909,0.5190377831459045,0.2850925028324127,0.39472338557243347,0.14324511587619781,0.19430124759674072,0.25732165575027466
has,0.2558172643184662,0.1626124083995819,0.41272613406181335,0.4177538752555847,0.14809803664684296,0.5787927508354187,0.3172355592250824,0.30010637640953064,0.2991473078727722,0.07225953042507172,0.1779095083475113,0.15994466841220856
also,0.47919341921806335,0.2114669680595398,0.6005857586860657,0.6021018624305725,0.19685399532318115,0.4027194678783417,0.3654869794845581,0.3522845208644867,0.36835694313049316,0.1767497956752777,0.23054306209087372,0.21848613023757935
been,0.3295723795890808,0.2594577372074127,0.4152003228664398,0.3563927710056305,0.197977676987648,0.6048885583877563,0.2777458727359772,0.384880006313324,0.24947525560855865,0.07398974895477295,0.17676851153373718,0.24354910850524902
argued,0.27725863456726074,1.0,0.3780103027820587,0.1919303685426712,0.15650154650211334,0.361864298582077,0.15803074836730957,0.2132236212491989,0.1852625459432602,0.27379655838012695,0.2026427984237671,0.18905270099639893
that,0.45444270968437195,0.3780103027820587,1.0,0.5473989248275757,0.17975573241710663,0.4407361149787903,0.45691362023353577,0.33698222041130066,0.365763783454895,0.1536792367696762,0.2680378556251526,0.32716336846351624
the,0.3733934462070465,0.1919303685426712,0.5473989248275757,1.0,0.19452720880508423,0.3875846862792969,0.45971640944480896,0.31731709837913513,0.4207492768764496,0.2451922595500946,0.2647338807582855,0.22068053483963013
ussr,0.16027306020259857,0.15650154650211334,0.17975573241710663,0.19452720880508423,1.0,0.22017928957939148,0.1853361278772354,0.1382550597190857,0.14511160552501678,0.31306973099708557,0.20247657597064972,0.0990586206316948
practiced,0.31122270226478577,0.3141099512577057,0.2937905490398407,0.20430389046669006,0.1804904192686081,0.3002917170524597,0.14085020124912262,0.1743762195110321,0.10524246841669083,0.20709244906902313,0.09854573756456375,0.07469849288463593
colonialism,0.21862052381038666,0.3214002847671509,0.2405940741300583,0.25141018629074097,0.26816698908805847,0.18211132287979126,0.28177741169929504,0.18841268122196198,0.1578160524368286,0.4873466491699219,0.28168365359306335,0.1519109606742859
as,0.3923053741455078,0.19280844926834106,0.4735107421875,0.48381632566452026,0.1606215536594391,0.3393979072570801,0.2946869432926178,0.36734503507614136,0.37218472361564636,0.2216871678829193,0.20748355984687805,0.27043893933296204
did,0.34038686752319336,0.40107595920562744,0.47518548369407654,0.34736719727516174,0.18575796484947205,0.540525496006012,0.21505345404148102,0.2625269889831543,0.22598257660865784,0.19626596570014954,0.2120266556739807,0.3023456633090973
other,0.3612329661846161,0.19940726459026337,0.5570666193962097,0.44152235984802246,0.19584375619888306,0.30737367272377014,0.2987099885940552,0.2553490996360779,0.1556563824415207,0.14585137367248535,0.20244340598583221,0.24682199954986572
