,what,was,the,name,of,new,orleans,',superdome,at,the,time,that,super,bowl,50,took,place,?
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,0.3845241069793701,0.22309443354606628,0.474788099527359,0.24818874895572662,0.457212895154953,1.0,0.43061500787734985,0.5473989248275757,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.31657639145851135,0.4179787337779999,0.22068053483963013
league,0.16616638004779816,0.21425791084766388,0.2724147439002991,0.1580641269683838,0.23588460683822632,0.20677991211414337,0.12730632722377777,0.16685627400875092,0.3639790415763855,0.21134859323501587,0.2724147439002991,0.2200031578540802,0.17157399654388428,0.37144264578819275,0.3365440368652344,0.07430867850780487,0.17149201035499573,0.1555866003036499,0.15941482782363892
eventually,0.28470873832702637,0.35699570178985596,0.42022404074668884,0.16192349791526794,0.313495934009552,0.27315011620521545,0.21288536489009857,0.11924675107002258,0.23910966515541077,0.2721650004386902,0.42022404074668884,0.29147541522979736,0.4355502426624298,0.2287168651819229,0.1778719127178192,-0.020709319040179253,0.3160666227340698,0.19375735521316528,0.13642115890979767
narrowed,0.25415581464767456,0.19033023715019226,0.3612460196018219,0.1297641545534134,0.2496551126241684,0.17613445222377777,0.09883134812116623,0.11394365131855011,0.1532258689403534,0.20390474796295166,0.3612460196018219,0.1418663114309311,0.3416343927383423,0.14927197992801666,0.14345666766166687,0.030878890305757523,0.18909919261932373,0.17931924760341644,0.1559450924396515
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,0.3845241069793701,0.22309443354606628,0.474788099527359,0.24818874895572662,0.457212895154953,1.0,0.43061500787734985,0.5473989248275757,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.31657639145851135,0.4179787337779999,0.22068053483963013
bids,0.11914563924074173,0.18575212359428406,0.2717687487602234,0.06371021270751953,0.26786938309669495,0.10692596435546875,0.18521857261657715,0.15260575711727142,0.2687744200229645,0.2733835279941559,0.2717687487602234,0.22455017268657684,0.218642920255661,0.16850195825099945,0.21797062456607819,0.06577780842781067,0.227174311876297,0.22567419707775116,0.13915638625621796
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.27806994318962097,0.41548454761505127,0.33159172534942627,0.17485511302947998,0.34544456005096436,0.1973545402288437,0.36524343490600586,0.535392165184021,0.3679993152618408,0.5436353087425232,0.17783479392528534,0.16993016004562378,-0.024239253252744675,0.24576251208782196,0.3346366882324219,0.29463258385658264
three,0.24888746440410614,0.2748996615409851,0.43452659249305725,0.1462973952293396,0.3844621181488037,0.22607795894145966,0.16503027081489563,0.2094462364912033,0.1492527276277542,0.2833487093448639,0.43452659249305725,0.3144358992576599,0.3407050371170044,0.14228717982769012,0.18332304060459137,-0.002454916713759303,0.22440414130687714,0.22812983393669128,0.20928427577018738
sites,0.23563508689403534,0.16607749462127686,0.2751152217388153,0.1365012526512146,0.24120540916919708,0.18995007872581482,0.09016721695661545,0.10573073476552963,0.14698994159698486,0.21714144945144653,0.2751152217388153,0.20653221011161804,0.25931310653686523,0.05213000252842903,0.041055768728256226,0.010206971317529678,0.14443783462047577,0.2854294776916504,0.20032718777656555
:,-0.12022944539785385,0.002802103292196989,-0.03403344005346298,-0.0774015560746193,-0.08807745575904846,-0.1345057487487793,-0.047024358063936234,-0.06090058758854866,0.05774545297026634,-0.003970166202634573,-0.03403344005346298,0.031685952097177505,-0.12200210988521576,0.14034654200077057,0.14579139649868011,0.06510673463344574,0.02951306290924549,0.052159421145915985,-0.07156077772378922
new,0.2130378633737564,0.2748313844203949,0.3845241069793701,0.19623230397701263,0.343457967042923,0.9999999403953552,0.43344661593437195,0.23426499962806702,0.2743895649909973,0.1898733228445053,0.3845241069793701,0.2320125252008438,0.29177987575531006,0.2769954204559326,0.1471257209777832,-0.011314106173813343,0.18012940883636475,0.21395187079906464,0.14782847464084625
