,where,did,many,spanish,catholic,move,after,british,takeover,in,florida,?
the,0.5003893971443176,0.34736719727516174,0.4335206151008606,0.23213517665863037,0.26391419768333435,0.29817628860473633,0.4565047025680542,0.28973397612571716,0.3833385705947876,0.6662389636039734,0.24091358482837677,0.22068053483963013
change,0.2702590823173523,0.2806394100189209,0.2714919149875641,0.11526919156312943,0.11969540268182755,0.39295417070388794,0.20900054275989532,0.1369650959968567,0.2500615417957306,0.2510564923286438,0.1607198268175125,0.24115969240665436
of,0.38066378235816956,0.2513895630836487,0.37253960967063904,0.1623179167509079,0.3452084958553314,0.19058799743652344,0.3867455720901489,0.23701532185077667,0.24993263185024261,0.5696388483047485,0.2330869883298874,0.1826142966747284
control,0.23649609088897705,0.22942528128623962,0.2421460747718811,0.14926595985889435,0.13205751776695251,0.20084744691848755,0.18320131301879883,0.18420809507369995,0.3086528480052948,0.24831421673297882,0.1427663117647171,0.1620711386203766
in,0.5344807505607605,0.2593238651752472,0.41474202275276184,0.15696977078914642,0.26313918828964233,0.23030683398246765,0.44050168991088867,0.23084034025669098,0.29245465993881226,1.0,0.2330404818058014,0.20430970191955566
florida,0.1721605807542801,0.16857092082500458,0.16515006124973297,0.20658454298973083,0.12551890313625336,0.17022131383419037,0.22783660888671875,0.13547126948833466,0.13023914396762848,0.2330404818058014,1.0,0.13469882309436798
also,0.5413004159927368,0.39334940910339355,0.6258217096328735,0.2480720728635788,0.20219850540161133,0.2821791172027588,0.33205533027648926,0.23564288020133972,0.260606050491333,0.5073733329772949,0.21428076922893524,0.21848613023757935
prompted,0.18397048115730286,0.33951452374458313,0.25745195150375366,0.11166105419397354,0.11411599069833755,0.1675579845905304,0.2443121373653412,0.1712675541639328,0.27845069766044617,0.2340080887079239,0.12525318562984467,0.13139130175113678
most,0.3678402900695801,0.2822507321834564,0.6236066222190857,0.22224818170070648,0.14257420599460602,0.2059078812599182,0.22962093353271484,0.1875709593296051,0.18323181569576263,0.41416558623313904,0.1407700926065445,0.2107497900724411
of,0.38066378235816956,0.2513895630836487,0.37253960967063904,0.1623179167509079,0.3452084958553314,0.19058799743652344,0.3867455720901489,0.23701532185077667,0.24993263185024261,0.5696388483047485,0.2330869883298874,0.1826142966747284
its,0.27530840039253235,0.19922670722007751,0.3319723308086395,0.14920952916145325,0.1636696606874466,0.20699678361415863,0.29879069328308105,0.17957141995429993,0.28867512941360474,0.3793783485889435,0.1555691510438919,0.15103481709957123
spanish,0.16513590514659882,0.15913060307502747,0.22728084027767181,1.0000001192092896,0.27995312213897705,0.13335424661636353,0.1704370677471161,0.29220399260520935,0.19924035668373108,0.15696977078914642,0.20658454298973083,0.14750491082668304
catholic,0.19908323884010315,0.16203826665878296,0.18935972452163696,0.27995312213897705,1.0000001192092896,0.07977210730314255,0.1761309802532196,0.11494896560907364,0.18592016398906708,0.26313918828964233,0.12551890313625336,0.16609853506088257
population,0.1827353984117508,0.0652005523443222,0.2201971709728241,0.16101773083209991,0.23367682099342346,0.12161993980407715,0.16538463532924652,0.13639649748802185,0.24985109269618988,0.3268454372882843,0.17583444714546204,0.14449454843997955
to,0.47735077142715454,0.4452643394470215,0.40243685245513916,0.18265971541404724,0.2619607746601105,0.37858664989471436,0.37890323996543884,0.22690963745117188,0.2963380813598633,0.45010748505592346,0.20760414004325867,0.29463258385658264
leave,0.3375209867954254,0.3432042896747589,0.17355330288410187,0.11025132238864899,0.13154692947864532,0.4472132921218872,0.32952186465263367,0.1366267055273056,0.28366416692733765,0.24126532673835754,0.18141376972198486,0.23890845477581024
.,0.41390106081962585,0.35288307070732117,0.3974229395389557,0.18907511234283447,0.270730584859848,0.31650546193122864,0.35870397090911865,0.23159366846084595,0.23184245824813843,0.5591574311256409,0.23988212645053864,0.4130953550338745
,where,did,many,spanish,catholic,move,after,british,takeover,in,florida,?
most,0.3678402900695801,0.2822507321834564,0.6236066222190857,0.22224818170070648,0.14257420599460602,0.2059078812599182,0.22962093353271484,0.1875709593296051,0.18323181569576263,0.41416558623313904,0.1407700926065445,0.2107497900724411
went,0.34604400396347046,0.4810470640659332,0.24444319307804108,0.12654061615467072,0.20953653752803802,0.2362053394317627,0.3585346043109894,0.1982937455177307,0.27791109681129456,0.30470821261405945,0.17465797066688538,0.12109432369470596
to,0.47735077142715454,0.4452643394470215,0.40243685245513916,0.18265971541404724,0.2619607746601105,0.37858664989471436,0.37890323996543884,0.22690963745117188,0.2963380813598633,0.45010748505592346,0.20760414004325867,0.29463258385658264
cuba,0.1675363928079605,0.18049399554729462,0.22955797612667084,0.34916433691978455,0.21543890237808228,0.10808836668729782,0.20666465163230896,0.14903174340724945,0.2528051435947418,0.20143930613994598,0.33907464146614075,0.17374287545681
",",0.3149496018886566,0.3015086054801941,0.40610817074775696,0.2153884321451187,0.2713983952999115,0.25767531991004944,0.38860568404197693,0.25734075903892517,0.28780224919319153,0.5201468467712402,0.21896368265151978,0.31091248989105225
including,0.33177727460861206,0.26678287982940674,0.6119236350059509,0.10295183956623077,0.13207021355628967,0.11579526215791702,0.2202524095773697,0.24625439941883087,0.16222746670246124,0.35857823491096497,0.19008763134479523,0.1633303165435791
the,0.5003893971443176,0.34736719727516174,0.4335206151008606,0.23213517665863037,0.26391419768333435,0.29817628860473633,0.4565047025680542,0.28973397612571716,0.3833385705947876,0.6662389636039734,0.24091358482837677,0.22068053483963013
entire,0.29618456959724426,0.22471237182617188,0.296248197555542,0.15766823291778564,0.16053710877895355,0.18765735626220703,0.274132639169693,0.12240909785032272,0.27773651480674744,0.3347092568874359,0.22499915957450867,0.17068447172641754
governmental,0.13286972045898438,0.21905939280986786,0.2690594792366028,0.18848979473114014,0.2861332595348358,0.06971777975559235,0.1940702199935913,0.2764981687068939,0.3211645781993866,0.27156323194503784,0.19431118667125702,0.21953752636909485
records,0.14535529911518097,0.1876455396413803,0.16625897586345673,0.1255977600812912,0.05659171938896179,0.07422036677598953,0.16222922503948212,0.2131085842847824,0.16039133071899414,0.19519685208797455,0.17401118576526642,0.12384546548128128
from,0.3713873624801636,0.20248863101005554,0.33099696040153503,0.18294471502304077,0.24513548612594604,0.23929353058338165,0.4051513373851776,0.21991202235221863,0.26046013832092285,0.4274188280105591,0.18690060079097748,0.19969791173934937
st.,0.21031931042671204,0.11965964734554291,0.13437041640281677,0.04666322097182274,0.15619085729122162,0.2195969969034195,0.12132462114095688,0.10041285306215286,0.08594738692045212,0.15931649506092072,0.07602295279502869,0.13592876493930817
augustine,0.27226975560188293,0.09729888290166855,0.18187035620212555,0.24357996881008148,0.4161565601825714,0.12240789830684662,0.18180960416793823,0.2187255620956421,0.07267668843269348,0.2519584000110626,0.30028197169303894,0.21213193237781525
",",0.3149496018886566,0.3015086054801941,0.40610817074775696,0.2153884321451187,0.2713983952999115,0.25767531991004944,0.38860568404197693,0.25734075903892517,0.28780224919319153,0.5201468467712402,0.21896368265151978,0.31091248989105225
although,0.2586391270160675,0.29252153635025024,0.36542749404907227,0.19475898146629333,0.18469421565532684,0.17886199057102203,0.4094339907169342,0.1774938404560089,0.21728616952896118,0.28763338923454285,0.1501467525959015,0.15541206300258636
some,0.39480453729629517,0.42553430795669556,0.7976660132408142,0.18608452379703522,0.1985117495059967,0.24638108909130096,0.2708302140235901,0.20344354212284088,0.20674674212932587,0.4010399878025055,0.1798861026763916,0.2562315762042999
christianized,0.14761848747730255,0.2590305805206299,0.23945878446102142,0.1712915301322937,0.4419039189815521,0.14077942073345184,0.2230372279882431,0.15038971602916718,0.18937169015407562,0.2378614991903305,0.16609930992126465,0.1888757199048996
yamasee,0.24346056580543518,0.12178835272789001,0.2044648826122284,0.19569534063339233,0.10222449898719788,0.1757558435201645,0.20016489923000336,0.23809243738651276,0.26143813133239746,0.241514652967453,0.1628095954656601,0.18486517667770386
were,0.2363632768392563,0.4162326455116272,0.4804460406303406,0.16040389239788055,0.2294636070728302,0.2055215984582901,0.36224013566970825,0.27742838859558105,0.24409329891204834,0.3815755248069763,0.14142651855945587,0.17890112102031708
resettled,0.25028011202812195,0.21052876114845276,0.24012692272663116,0.22082017362117767,0.24908527731895447,0.26981526613235474,0.33278998732566833,0.19136185944080353,0.2668883800506592,0.28542593121528625,0.22125934064388275,0.10624805092811584
to,0.47735077142715454,0.4452643394470215,0.40243685245513916,0.18265971541404724,0.2619607746601105,0.37858664989471436,0.37890323996543884,0.22690963745117188,0.2963380813598633,0.45010748505592346,0.20760414004325867,0.29463258385658264
the,0.5003893971443176,0.34736719727516174,0.4335206151008606,0.23213517665863037,0.26391419768333435,0.29817628860473633,0.4565047025680542,0.28973397612571716,0.3833385705947876,0.6662389636039734,0.24091358482837677,0.22068053483963013
coast,0.253967821598053,0.14056022465229034,0.20054754614830017,0.20976760983467102,0.15225850045681,0.204392209649086,0.1901155412197113,0.23003612458705902,0.20866046845912933,0.2620964050292969,0.3442305624485016,0.15869849920272827
of,0.38066378235816956,0.2513895630836487,0.37253960967063904,0.1623179167509079,0.3452084958553314,0.19058799743652344,0.3867455720901489,0.23701532185077667,0.24993263185024261,0.5696388483047485,0.2330869883298874,0.1826142966747284
