,what,were,some,of,tesla,'s,experiments,?
in,0.30808621644973755,0.3815755248069763,0.4010399878025055,0.5696388483047485,0.17097744345664978,-0.037580832839012146,0.21977302432060242,0.20430970191955566
his,0.26976513862609863,0.3142043352127075,0.3033970892429352,0.38364991545677185,0.1580733060836792,0.047556519508361816,0.2605794072151184,0.18075084686279297
lab,0.20529143512248993,0.12855634093284607,0.22502301633358002,0.21564167737960815,0.24769280850887299,0.011517631821334362,0.43340662121772766,0.15959888696670532
he,0.3114890456199646,0.31267037987709045,0.2902601659297943,0.38706058263778687,0.12373391538858414,0.024063590914011,0.2241431325674057,0.2089974731206894
also,0.42747777700424194,0.31877249479293823,0.6210381388664246,0.4924938678741455,0.16213464736938477,-0.0014726108638569713,0.2728588283061981,0.21848613023757935
conducted,0.13546347618103027,0.25591009855270386,0.19444343447685242,0.22415050864219666,0.1753806620836258,-0.011587770655751228,0.3529052436351776,0.1105341762304306
a,0.3320399522781372,0.17203083634376526,0.34539633989334106,0.5052502155303955,0.2211925983428955,0.04866964742541313,0.21744723618030548,0.23916715383529663
range,0.19613829255104065,0.1852422058582306,0.3333519399166107,0.234999418258667,0.17199328541755676,-0.008888337761163712,0.1948121339082718,0.1204894632101059
of,0.33290785551071167,0.34038281440734863,0.4300730526447296,1.0,0.18837453424930573,-0.03817026689648628,0.16935081779956818,0.1826142966747284
experiments,0.3106561601161957,0.27732375264167786,0.3295344114303589,0.16935081779956818,0.29793205857276917,-0.0008199171279557049,0.9999998807907104,0.14564716815948486
with,0.2464839518070221,0.3179011940956116,0.3924338221549988,0.41827285289764404,0.16424812376499176,-0.04624466598033905,0.23139363527297974,0.2433311939239502
mechanical,0.22318285703659058,0.19617074728012085,0.26383736729621887,0.3339124023914337,0.399202823638916,0.021431105211377144,0.3099587857723236,0.10079140216112137
oscillators/generators,0.2923734784126282,0.23433299362659454,0.3569673001766205,0.2184441089630127,0.415012925863266,-0.00775954220443964,0.42993104457855225,0.23718802630901337
",",0.3087472915649414,0.36755475401878357,0.42400437593460083,0.4946078956127167,0.20599327981472015,-0.0016132977325469255,0.22640827298164368,0.31091248989105225
electrical,0.19961315393447876,0.18965865671634674,0.2251545488834381,0.23057208955287933,0.45727142691612244,0.012006526812911034,0.3045240342617035,0.10923371464014053
discharge,0.19507750868797302,0.12555302679538727,0.18195660412311554,0.24374468624591827,0.22061756253242493,-0.006797628477215767,0.2127152681350708,0.13592740893363953
tubes,0.19118662178516388,0.1963222771883011,0.26254141330718994,0.1600216180086136,0.2336166948080063,0.004015395883470774,0.32398009300231934,0.1610335409641266
",",0.3087472915649414,0.36755475401878357,0.42400437593460083,0.4946078956127167,0.20599327981472015,-0.0016132977325469255,0.22640827298164368,0.31091248989105225
and,0.31309178471565247,0.42175528407096863,0.5337774157524109,0.5116966962814331,0.19560420513153076,0.06895173341035843,0.3053898811340332,0.20544172823429108
early,0.2454567849636078,0.39198037981987,0.3832114636898041,0.30937549471855164,0.10564569383859634,0.03384959325194359,0.2604406177997589,0.15272949635982513
x-ray,0.24739032983779907,0.17226628959178925,0.210834339261055,0.19506630301475525,0.07060568034648895,0.03043914958834648,0.15353381633758545,0.26398539543151855
imaging,0.2268199324607849,0.11020322889089584,0.2611328065395355,0.2478860467672348,0.29163673520088196,0.014660782180726528,0.40680745244026184,0.0898628756403923
.,0.3567904531955719,0.3378238379955292,0.40663889050483704,0.5352458953857422,0.17949827015399933,-0.003708066651597619,0.261809378862381,0.4130953550338745
,what,were,some,of,tesla,'s,experiments,?
tesla,0.23221199214458466,0.1222306564450264,0.17697323858737946,0.18837453424930573,0.9999999403953552,0.06449045985937119,0.29793205857276917,0.10250775516033173
went,0.20164033770561218,0.3797573149204254,0.22878345847129822,0.2527906000614166,0.028210537508130074,0.0411166250705719,0.1950710117816925,0.12109432369470596
on,0.34226128458976746,0.2774328887462616,0.31474894285202026,0.3966929316520691,0.16159376502037048,0.0026888418942689896,0.2562560439109802,0.2714994251728058
to,0.455847829580307,0.31913647055625916,0.4636894166469574,0.41548454761505127,0.17548894882202148,0.03782717138528824,0.273220032453537,0.29463258385658264
pursue,0.21410717070102692,0.14320829510688782,0.202786386013031,0.17194563150405884,0.022205647081136703,0.06272278726100922,0.15736275911331177,0.1284760683774948
his,0.26976513862609863,0.3142043352127075,0.3033970892429352,0.38364991545677185,0.1580733060836792,0.047556519508361816,0.2605794072151184,0.18075084686279297
ideas,0.42330971360206604,0.26104360818862915,0.41103625297546387,0.22676146030426025,0.21804659068584442,0.054914966225624084,0.4409981071949005,0.2857283353805542
of,0.33290785551071167,0.34038281440734863,0.4300730526447296,1.0,0.18837453424930573,-0.03817026689648628,0.16935081779956818,0.1826142966747284
wireless,0.18138271570205688,0.16222113370895386,0.2721184194087982,0.16934619843959808,0.3652113080024719,0.0574338398873806,0.21982169151306152,0.08461163192987442
lighting,0.2408788651227951,0.20502902567386627,0.30916544795036316,0.22980383038520813,0.23439070582389832,0.02080150507390499,0.3063136637210846,0.13502714037895203
and,0.31309178471565247,0.42175528407096863,0.5337774157524109,0.5116966962814331,0.19560420513153076,0.06895173341035843,0.3053898811340332,0.20544172823429108
electricity,0.20851419866085052,0.18795761466026306,0.2635430097579956,0.22897469997406006,0.37243616580963135,0.04452890530228615,0.2895781993865967,0.17856204509735107
distribution,0.17429208755493164,0.14866988360881805,0.23610815405845642,0.254255473613739,0.20561231672763824,0.049042776226997375,0.2638620436191559,0.0929616317152977
in,0.30808621644973755,0.3815755248069763,0.4010399878025055,0.5696388483047485,0.17097744345664978,-0.037580832839012146,0.21977302432060242,0.20430970191955566
his,0.26976513862609863,0.3142043352127075,0.3033970892429352,0.38364991545677185,0.1580733060836792,0.047556519508361816,0.2605794072151184,0.18075084686279297
high-voltage,0.2539892792701721,0.19764789938926697,0.2395544946193695,0.2520264685153961,0.38331884145736694,-0.05845511704683304,0.25412487983703613,0.23572029173374176
",",0.3087472915649414,0.36755475401878357,0.42400437593460083,0.4946078956127167,0.20599327981472015,-0.0016132977325469255,0.22640827298164368,0.31091248989105225
high-frequency,0.3146239221096039,0.12494741380214691,0.2540357708930969,0.24963922798633575,0.26202645897865295,-0.0357787199318409,0.2981349527835846,0.22459599375724792
power,0.22216427326202393,0.18395109474658966,0.22406038641929626,0.25273123383522034,0.27547121047973633,0.05344679579138756,0.17855815589427948,0.15304024517536163
experiments,0.3106561601161957,0.27732375264167786,0.3295344114303589,0.16935081779956818,0.29793205857276917,-0.0008199171279557049,0.9999998807907104,0.14564716815948486
in,0.30808621644973755,0.3815755248069763,0.4010399878025055,0.5696388483047485,0.17097744345664978,-0.037580832839012146,0.21977302432060242,0.20430970191955566
new,0.2130378633737564,0.21711495518684387,0.3095579743385315,0.343457967042923,0.15999311208724976,-0.008355522528290749,0.1966729760169983,0.14782847464084625
york,0.15652963519096375,0.18790318071842194,0.18836680054664612,0.23040355741977692,0.15629629790782928,-0.02817569300532341,0.13819757103919983,0.15262620151042938
and,0.31309178471565247,0.42175528407096863,0.5337774157524109,0.5116966962814331,0.19560420513153076,0.06895173341035843,0.3053898811340332,0.20544172823429108
colorado,0.1414678543806076,0.16998526453971863,0.17173056304454803,0.17896123230457306,0.17255069315433502,0.0016019933391362429,0.15858805179595947,0.15461322665214539
springs,0.1694866269826889,0.1608244776725769,0.22016189992427826,0.2518058717250824,0.18937155604362488,0.0013089408166706562,0.23199160397052765,0.0950024425983429
",",0.3087472915649414,0.36755475401878357,0.42400437593460083,0.4946078956127167,0.20599327981472015,-0.0016132977325469255,0.22640827298164368,0.31091248989105225
and,0.31309178471565247,0.42175528407096863,0.5337774157524109,0.5116966962814331,0.19560420513153076,0.06895173341035843,0.3053898811340332,0.20544172823429108
made,0.23419176042079926,0.32412371039390564,0.37775149941444397,0.33167365193367004,0.1893712431192398,0.08483956009149551,0.25052741169929504,0.17218779027462006
early,0.2454567849636078,0.39198037981987,0.3832114636898041,0.30937549471855164,0.10564569383859634,0.03384959325194359,0.2604406177997589,0.15272949635982513
(,0.2411840260028839,0.14743882417678833,0.2279975414276123,0.35032153129577637,0.2156914919614792,0.0012731997994706035,0.15060357749462128,0.40561532974243164
1893,0.12838007509708405,0.11257769912481308,0.07651931047439575,0.04443042352795601,0.030090492218732834,0.08551017194986343,0.11730798333883286,0.0544506311416626
),0.26259949803352356,0.1566188633441925,0.2398642599582672,0.3680361211299896,0.22692398726940155,0.021107977256178856,0.12416966259479523,0.42300865054130554
pronouncements,0.28652235865592957,0.22235268354415894,0.27858150005340576,0.17750529944896698,0.12222201377153397,0.06057912856340408,0.20364896953105927,0.2776719629764557
on,0.34226128458976746,0.2774328887462616,0.31474894285202026,0.3966929316520691,0.16159376502037048,0.0026888418942689896,0.2562560439109802,0.2714994251728058
the,0.42745697498321533,0.3906462490558624,0.4566698372364044,0.733189046382904,0.1324402391910553,-0.01540423184633255,0.21008943021297455,0.22068053483963013
possibility,0.3108116388320923,0.17693698406219482,0.33517926931381226,0.2423204630613327,0.18081195652484894,-0.0037947550881654024,0.27897918224334717,0.2723599076271057
of,0.33290785551071167,0.34038281440734863,0.4300730526447296,1.0,0.18837453424930573,-0.03817026689648628,0.16935081779956818,0.1826142966747284
wireless,0.18138271570205688,0.16222113370895386,0.2721184194087982,0.16934619843959808,0.3652113080024719,0.0574338398873806,0.21982169151306152,0.08461163192987442
communication,0.283955842256546,0.1700640320777893,0.29815348982810974,0.2729943096637726,0.25979727506637573,0.05429903045296669,0.291357159614563,0.1517418920993805
with,0.2464839518070221,0.3179011940956116,0.3924338221549988,0.41827285289764404,0.16424812376499176,-0.04624466598033905,0.23139363527297974,0.2433311939239502
his,0.26976513862609863,0.3142043352127075,0.3033970892429352,0.38364991545677185,0.1580733060836792,0.047556519508361816,0.2605794072151184,0.18075084686279297
devices,0.2216251939535141,0.21995721757411957,0.3535037040710449,0.1820836365222931,0.4021223783493042,0.04254931956529617,0.36843517422676086,0.10574188083410263
.,0.3567904531955719,0.3378238379955292,0.40663889050483704,0.5352458953857422,0.17949827015399933,-0.003708066651597619,0.261809378862381,0.4130953550338745
