,what,was,the,doritos,customer,super,bowl,ad,campaign,called,?
it,0.45803478360176086,0.4577186405658722,0.6251175999641418,0.21902574598789215,0.23175160586833954,0.19638319313526154,0.1748591959476471,0.20261158049106598,0.15737876296043396,0.3402029573917389,0.25732165575027466
was,0.22111038863658905,1.0000001192092896,0.48711544275283813,0.24263055622577667,0.1609705090522766,0.21420986950397491,0.21915455162525177,0.22054366767406464,0.2556212544441223,0.33927658200263977,0.18412111699581146
also,0.42747777700424194,0.4032125174999237,0.6021018624305725,0.2243514060974121,0.26154133677482605,0.27527010440826416,0.2647361755371094,0.1446426957845688,0.23032592236995697,0.5140911936759949,0.21848613023757935
the,0.42745697498321533,0.48711544275283813,1.0,0.2968476712703705,0.21169348061084747,0.21959073841571808,0.21576224267482758,0.24233382940292358,0.2755736708641052,0.489897221326828,0.22068053483963013
final,0.20972409844398499,0.23547481000423431,0.3543182611465454,0.19561295211315155,0.20443573594093323,0.18389330804347992,0.2308216542005539,0.12888769805431366,0.1869286149740219,0.16723144054412842,0.17315025627613068
year,0.15184831619262695,0.3209837079048157,0.3609684407711029,0.19980137050151825,0.13993750512599945,0.20762673020362854,0.22878921031951904,0.21771904826164246,0.15983769297599792,0.15425430238246918,0.18315006792545319
that,0.6297725439071655,0.33670201897621155,0.5473989248275757,0.21534019708633423,0.3276650011539459,0.18258553743362427,0.10987387597560883,0.22409899532794952,0.19006803631782532,0.41604554653167725,0.32716336846351624
doritos,0.23697175085544586,0.24263055622577667,0.2968476712703705,1.0000001192092896,0.22128251194953918,0.21040309965610504,0.15428942441940308,0.1696394979953766,0.17770488560199738,0.21679842472076416,0.2596014738082886
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.3061017692089081,0.1654195785522461,0.22322475910186768,0.1810409277677536,0.21154692769050598,0.18021923303604126,0.26549121737480164,0.31091248989105225
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.2547076344490051,0.3227086365222931,0.26005712151527405,0.19533146917819977,0.1853104531764984,0.20502153038978577,0.4868806302547455,0.23916715383529663
longtime,0.10752114653587341,0.3365395665168762,0.2717287242412567,0.2155303657054901,0.2712528109550476,0.13511623442173004,0.13373984396457672,0.06323424726724625,0.26662954688072205,0.18165671825408936,0.07657656818628311
sponsor,0.12293374538421631,0.2237473726272583,0.251558393239975,0.19665402173995972,0.35207104682922363,0.15293210744857788,0.14598821103572845,0.08497006446123123,0.21703752875328064,0.2248450070619583,0.10142356157302856
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.2605200707912445,0.16516529023647308,0.14718765020370483,0.2243070751428604,0.1761893332004547,0.23278115689754486,0.4222904443740845,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,1.0,0.2968476712703705,0.21169348061084747,0.21959073841571808,0.21576224267482758,0.24233382940292358,0.2755736708641052,0.489897221326828,0.22068053483963013
game,0.2246788740158081,0.2568269371986389,0.285271555185318,0.2138219028711319,0.2222934067249298,0.3480181396007538,0.2413962334394455,0.08543296158313751,0.12337703257799149,0.18780666589736938,0.1829071193933487
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.3061017692089081,0.1654195785522461,0.22322475910186768,0.1810409277677536,0.21154692769050598,0.18021923303604126,0.26549121737480164,0.31091248989105225
held,0.0974166989326477,0.30231067538261414,0.32185450196266174,0.20406728982925415,0.15628668665885925,0.1602509617805481,0.1913566142320633,0.10737992078065872,0.11219926178455353,0.3097226321697235,0.14103956520557404
its,0.30393704771995544,0.3518870174884796,0.559237003326416,0.1988069862127304,0.2766910493373871,0.14685668051242828,0.15285100042819977,0.17892546951770782,0.1838131844997406,0.2840702533721924,0.15103481709957123
``,0.008517155423760414,-0.012679691426455975,0.029072100296616554,-0.019051872193813324,-0.07738954573869705,0.012585706077516079,-0.004176590591669083,0.09079055488109589,0.023346159607172012,0.00907047651708126,0.0685480609536171
crash,0.20558272302150726,0.24972794950008392,0.22774840891361237,0.2516134977340698,0.2056027352809906,0.2481457144021988,0.10602368414402008,0.11384627968072891,0.17996664345264435,0.13626252114772797,0.10927160084247589
the,0.42745697498321533,0.48711544275283813,1.0,0.2968476712703705,0.21169348061084747,0.21959073841571808,0.21576224267482758,0.24233382940292358,0.2755736708641052,0.489897221326828,0.22068053483963013
super,0.13651713728904724,0.21420986950397491,0.21959073841571808,0.21040309965610504,0.13815858960151672,1.0000001192092896,0.4848237931728363,0.06299305707216263,0.10653342306613922,0.23150385916233063,0.166326642036438
bowl,0.15942467749118805,0.21915455162525177,0.21576224267482758,0.15428942441940308,0.15702484548091888,0.4848237931728363,1.0,0.1156758964061737,0.07181902974843979,0.2441064715385437,0.21118052303791046
'',0.08143015950918198,0.04456103965640068,0.041273195296525955,-0.002098969416692853,0.049570076167583466,-0.02655862085521221,-0.008809788152575493,-0.0062270802445709705,-0.09677082300186157,0.021102847531437874,0.018684765323996544
contest,0.23279163241386414,0.22809730470180511,0.25173527002334595,0.22860608994960785,0.19001220166683197,0.16601161658763885,0.20366907119750977,0.11895788460969925,0.20510202646255493,0.10357446223497391,0.18081821501255035
that,0.6297725439071655,0.33670201897621155,0.5473989248275757,0.21534019708633423,0.3276650011539459,0.18258553743362427,0.10987387597560883,0.22409899532794952,0.19006803631782532,0.41604554653167725,0.32716336846351624
allowed,0.2693612575531006,0.27499085664749146,0.2985120713710785,0.15693430602550507,0.25825732946395874,0.16178861260414124,0.14780659973621368,0.07945065200328827,0.19244423508644104,0.3114877939224243,0.2309964895248413
viewers,0.29856956005096436,0.1538165658712387,0.24207380414009094,0.2579902708530426,0.3009650707244873,0.23741967976093292,0.2652997076511383,0.09856478869915009,0.20911122858524323,0.09679082036018372,0.2274174839258194
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.22078846395015717,0.3213038146495819,0.17783479392528534,0.16993016004562378,0.1555420160293579,0.24738837778568268,0.2987143397331238,0.29463258385658264
create,0.2962724268436432,0.17767828702926636,0.25265660881996155,0.17716188728809357,0.23918502032756805,0.21969249844551086,0.1438857913017273,0.1453561931848526,0.16894617676734924,0.27890631556510925,0.300167441368103
their,0.35142919421195984,0.2396296262741089,0.516537070274353,0.20420221984386444,0.3281943202018738,0.14342328906059265,0.1663845032453537,0.1451331377029419,0.16786664724349976,0.33472323417663574,0.1898253709077835
own,0.35062843561172485,0.19632458686828613,0.334675133228302,0.23570461571216583,0.3784460127353668,0.10335887968540192,0.05038973689079285,0.12698131799697876,0.1841210573911667,0.27080872654914856,0.1937696635723114
doritos,0.23697175085544586,0.24263055622577667,0.2968476712703705,1.0000001192092896,0.22128251194953918,0.21040309965610504,0.15428942441940308,0.1696394979953766,0.17770488560199738,0.21679842472076416,0.2596014738082886
ads,0.2199193388223648,0.1467672735452652,0.18265272676944733,0.2452603131532669,0.33376991748809814,0.13339225947856903,0.1365683674812317,0.27716097235679626,0.2904965579509735,0.13282354176044464,0.24816089868545532
for,0.3017193675041199,0.3863949179649353,0.4739971458911896,0.21739260852336884,0.26329106092453003,0.22938419878482819,0.24430087208747864,0.09682639688253403,0.23777949810028076,0.29870352149009705,0.264628142118454
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.2547076344490051,0.3227086365222931,0.26005712151527405,0.19533146917819977,0.1853104531764984,0.20502153038978577,0.4868806302547455,0.23916715383529663
chance,0.3029831349849701,0.19678395986557007,0.26683303713798523,0.17721901834011078,0.3070618212223053,0.12130912393331528,0.1688411682844162,0.1309555172920227,0.19431480765342712,0.15461598336696625,0.274066299200058
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.22078846395015717,0.3213038146495819,0.17783479392528534,0.16993016004562378,0.1555420160293579,0.24738837778568268,0.2987143397331238,0.29463258385658264
have,0.39808809757232666,0.2863433063030243,0.40389683842658997,0.22043874859809875,0.26693272590637207,0.19903038442134857,0.19536113739013672,0.19166818261146545,0.112186498939991,0.34887513518333435,0.32991164922714233
it,0.45803478360176086,0.4577186405658722,0.6251175999641418,0.21902574598789215,0.23175160586833954,0.19638319313526154,0.1748591959476471,0.20261158049106598,0.15737876296043396,0.3402029573917389,0.25732165575027466
aired,0.1692323386669159,0.27861282229423523,0.2525516450405121,0.28314295411109924,0.16348929703235626,0.22168377041816711,0.1768631637096405,0.132039874792099,0.1131121814250946,0.22558070719242096,0.22283338010311127
during,0.24137552082538605,0.4470829963684082,0.4838213622570038,0.21939583122730255,0.13365772366523743,0.16951335966587067,0.22041946649551392,0.13994094729423523,0.3158160448074341,0.354606956243515,0.1325719803571701
