,what,type,of,value,would,the,zeta,function,have,if,there,were,finite,primes,?
for,0.3017193675041199,0.20848464965820312,0.4185989499092102,0.271339476108551,0.39877474308013916,0.4739971458911896,0.19288772344589233,0.22728246450424194,0.41175219416618347,0.3609124422073364,0.3728419542312622,0.33592689037323,0.24490396678447723,0.23085950314998627,0.264628142118454
example,0.3456268310546875,0.2937546968460083,0.3570667505264282,0.3237052261829376,0.3423042595386505,0.3755223751068115,0.16268830001354218,0.34200519323349,0.39606785774230957,0.5037236213684082,0.346343457698822,0.21319323778152466,0.3746764063835144,0.2566288113594055,0.30374911427497864
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.23697449266910553,0.32586824893951416,0.4933079481124878,0.224851593375206,0.18487244844436646,0.3541618287563324,0.257730096578598,0.4587128460407257,0.36755475401878357,0.24448928236961365,0.29003697633743286,0.31091248989105225
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.16908381879329681,0.4133751392364502,1.0,0.20343580842018127,0.2037137746810913,0.40389683842658997,0.33724796772003174,0.47025805711746216,0.3906462490558624,0.25951775908470154,0.22359657287597656,0.22068053483963013
aforementioned,0.37911996245384216,0.16690470278263092,0.30292877554893494,0.2224106639623642,0.4068111777305603,0.3586832880973816,0.1900670975446701,0.1748342514038086,0.3702866733074188,0.3568384349346161,0.3634181320667267,0.22254814207553864,0.3289887607097626,0.26774486899375916,0.34642836451530457
fact,0.4454877972602844,0.1534295231103897,0.3007645010948181,0.2103271335363388,0.3906572461128235,0.32878658175468445,0.17977382242679596,0.22046801447868347,0.4392837882041931,0.40131646394729614,0.32974162697792053,0.2446317970752716,0.29379191994667053,0.3199455738067627,0.2798655927181244
that,0.6297725439071655,0.25817251205444336,0.41498205065727234,0.2545641362667084,0.5895259380340576,0.5473989248275757,0.20269055664539337,0.2751213610172272,0.6182622313499451,0.5634250640869141,0.6006520986557007,0.35517072677612305,0.36371397972106934,0.30276167392730713,0.32716336846351624
there,0.35085538029670715,0.2376682013273239,0.44397735595703125,0.1565297394990921,0.33190950751304626,0.47025805711746216,0.08276163786649704,0.21820688247680664,0.5194604992866516,0.37692952156066895,1.0,0.4359818994998932,0.31082338094711304,0.2533605694770813,0.29405656456947327
are,0.29724663496017456,0.24155041575431824,0.39081433415412903,0.1797625571489334,0.32024338841438293,0.40399202704429626,0.06847415864467621,0.22522267699241638,0.6577680706977844,0.32547882199287415,0.5433560013771057,0.6489362716674805,0.2578965425491333,0.2606703042984009,0.24591213464736938
infinitely,0.3249160349369049,0.11890478432178497,0.22627422213554382,0.23934154212474823,0.40041017532348633,0.22954502701759338,0.2280128300189972,0.2779112756252289,0.33811646699905396,0.4333735406398773,0.3415220081806183,0.18276606500148773,0.692365288734436,0.38976576924324036,0.3284112513065338
many,0.36131182312965393,0.19664129614830017,0.37253960967063904,0.157600536942482,0.33440667390823364,0.4335206151008606,0.15818552672863007,0.15588033199310303,0.5841760635375977,0.2803558111190796,0.4993700683116913,0.4804460406303406,0.22018975019454956,0.2377949059009552,0.2124512493610382
primes,0.2505246102809906,0.14125247299671173,0.22199293971061707,0.3023236095905304,0.24238944053649902,0.22359657287597656,0.26917362213134766,0.2726984918117523,0.23869918286800385,0.23967710137367249,0.2533605694770813,0.19780515134334564,0.44231483340263367,1.0,0.18851876258850098
can,0.34502777457237244,0.33094167709350586,0.2603091299533844,0.2730748653411865,0.5638198852539062,0.312528520822525,0.12757495045661926,0.2664915919303894,0.5489245653152466,0.5903681516647339,0.36423051357269287,0.2566237151622772,0.3240801990032196,0.2540391981601715,0.3226337134838104
also,0.42747777700424194,0.26631516218185425,0.4924938678741455,0.17609871923923492,0.4152511954307556,0.6021018624305725,0.1799711287021637,0.18050913512706757,0.5252172946929932,0.41293784976005554,0.44705238938331604,0.31877249479293823,0.26132434606552124,0.2720433473587036,0.21848613023757935
be,0.3929833769798279,0.25716274976730347,0.33904364705085754,0.2929580807685852,0.5202695727348328,0.4248143136501312,0.10787326097488403,0.23198768496513367,0.5760743618011475,0.5628611445426941,0.41019052267074585,0.4064064621925354,0.30501997470855713,0.24869440495967865,0.3324260413646698
seen,0.3087027072906494,0.19606508314609528,0.28639769554138184,0.1473260223865509,0.3271655738353729,0.3442007005214691,0.13407020270824432,0.15723007917404175,0.379041463136673,0.23346474766731262,0.33816251158714294,0.24900057911872864,0.1560882031917572,0.21088120341300964,0.2567344307899475
using,0.27984681725502014,0.26539579033851624,0.24298200011253357,0.2827243208885193,0.3468724191188812,0.28364112973213196,0.14384020864963531,0.23838572204113007,0.3861018717288971,0.42359769344329834,0.2854459285736084,0.24272575974464417,0.2666222155094147,0.23699988424777985,0.2804589569568634
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.16908381879329681,0.4133751392364502,1.0,0.20343580842018127,0.2037137746810913,0.40389683842658997,0.33724796772003174,0.47025805711746216,0.3906462490558624,0.25951775908470154,0.22359657287597656,0.22068053483963013
zeta,0.1496575027704239,0.09524033218622208,0.14575347304344177,0.22368520498275757,0.17058677971363068,0.20343580842018127,1.0,0.2902906537055969,0.13151147961616516,0.14850255846977234,0.08276163786649704,0.12936946749687195,0.2150144726037979,0.26917362213134766,0.06759943068027496
function,0.22155974805355072,0.21157948672771454,0.16667552292346954,0.41267961263656616,0.22012533247470856,0.2037137746810913,0.2902906537055969,1.0,0.2885133922100067,0.4055565595626831,0.21820688247680664,0.1411241888999939,0.369606077671051,0.2726984918117523,0.20672395825386047
:,-0.12022944539785385,-0.051249612122774124,-0.08807745575904846,0.028277644887566566,-0.09726555645465851,-0.03403344005346298,-0.1452055424451828,-0.10555986315011978,-0.10825085639953613,-0.07505649328231812,-0.12092237174510956,-0.04773278534412384,0.022757958620786667,-0.008809658698737621,-0.07156077772378922
if,0.5277165174484253,0.2994624078273773,0.2557544410228729,0.43458178639411926,0.5543612837791443,0.33724796772003174,0.14850255846977234,0.4055565595626831,0.48852935433387756,1.0,0.37692952156066895,0.1688997447490692,0.3812500536441803,0.23967710137367249,0.4441644251346588
there,0.35085538029670715,0.2376682013273239,0.44397735595703125,0.1565297394990921,0.33190950751304626,0.47025805711746216,0.08276163786649704,0.21820688247680664,0.5194604992866516,0.37692952156066895,1.0,0.4359818994998932,0.31082338094711304,0.2533605694770813,0.29405656456947327
were,0.22298263013362885,0.09534358233213425,0.34038281440734863,0.09485748410224915,0.37426912784576416,0.3906462490558624,0.12936946749687195,0.1411241888999939,0.5193349123001099,0.1688997447490692,0.4359818994998932,1.0000001192092896,0.15939617156982422,0.19780515134334564,0.17890112102031708
only,0.41415658593177795,0.24842338263988495,0.49632513523101807,0.25254273414611816,0.4579673111438751,0.5497692227363586,0.22183413803577423,0.24609676003456116,0.5199421048164368,0.5164433121681213,0.5042840242385864,0.34466472268104553,0.29953905940055847,0.27730897068977356,0.2767370045185089
finitely,0.3739984333515167,0.1885983645915985,0.2418614774942398,0.20295082032680511,0.4538045823574066,0.3093632161617279,0.17978031933307648,0.27740174531936646,0.4114586114883423,0.4816429316997528,0.3652523458003998,0.24254663288593292,0.6907672882080078,0.3084675967693329,0.3630335032939911
many,0.36131182312965393,0.19664129614830017,0.37253960967063904,0.157600536942482,0.33440667390823364,0.4335206151008606,0.15818552672863007,0.15588033199310303,0.5841760635375977,0.2803558111190796,0.4993700683116913,0.4804460406303406,0.22018975019454956,0.2377949059009552,0.2124512493610382
primes,0.2505246102809906,0.14125247299671173,0.22199293971061707,0.3023236095905304,0.24238944053649902,0.22359657287597656,0.26917362213134766,0.2726984918117523,0.23869918286800385,0.23967710137367249,0.2533605694770813,0.19780515134334564,0.44231483340263367,1.0,0.18851876258850098
then,0.4072686731815338,0.19247165322303772,0.2937326431274414,0.31564244627952576,0.44452744722366333,0.4297412931919098,0.18555447459220886,0.3198004364967346,0.3610527813434601,0.5936081409454346,0.3254609704017639,0.23886403441429138,0.31379610300064087,0.23603200912475586,0.2884598970413208
ζ,0.2090882956981659,0.22333618998527527,0.2694188356399536,0.3652222454547882,0.21424390375614166,0.29881685972213745,0.43870946764945984,0.3030105531215668,0.2790978252887726,0.25550970435142517,0.18606211245059967,0.15748590230941772,0.3680237829685211,0.2791626453399658,0.20670881867408752
(,0.2411840260028839,0.1677488386631012,0.35032153129577637,0.2575055658817291,0.21630488336086273,0.33289089798927307,0.20074820518493652,0.25402042269706726,0.23072676360607147,0.26899856328964233,0.22351126372814178,0.14743882417678833,0.21792738139629364,0.210494726896286,0.40561532974243164
